phone,website,location,moreInfoLink,name,startDate,venue,price,description,endDate
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/No_Joy_308096179187,No Joy,04/26/2011,Rhythm Room,$8 - $10,"Taking cues from the distortion-heavy sound of bands such as Sonic Youth and My Bloody Valentine, these Montreal noise rockers recently toured with Surfer Blood and Young Prisms. The group released its debut album, ""Ghost Blonde,"" last year. Indie-rockers Weird Ladies open this all-ages show.",
602-256-6006,,"1506 N.W. Grand Ave. Phoenix, AZ, 85007",http://www.azcentral.com/thingstodo/music/Dirty_Beaches_578452652392,Dirty Beaches,04/29/2011,The Trunk Space,$10,"Known for his rich baritone, dark, vintage rock style and pompadour hairstyle, Canadian singer-songwriter Alex Zhang Hungtai brings his musical project Dirty Beaches to the Valley. The group released its latest album, ""Badlands,"" this year.",
480-966-9565,,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Xtra_Ticket_275206530722,Xtra Ticket,04/15/2011,Sail Inn,$8,"Take a trip back in time and jam out to the songs of the Grateful Dead with this Tempe tribute band. The group's been together since 1994, and each member takes on a character from the Grateful Dead, creating faithful re-creations of some of the band's most iconic songs. A 21-and-older show.",
602-553-2663,,"2000 E. Rio Salado Parkway Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Hello_Swindon_829341954298,Hello Swindon,04/15/2011,Tempe Marketplace,Free,"These Tempe rockers performs their eclectic blend of rock, R&amp;B, funk and jazz, complete with saxophone riffs and groovy jams, drawing comparisons to groups like the Dave Matthews Band. The group performs music from its 2010 album “Alfalfa Centauri.”",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Stephen_Marley_136534623835,Stephen Marley,04/29/2011,Marquee Theatre,$21 - $23,"The son of reggae legends Bob and Rita Marley, this Jamaican reggae artist has performed as a solo artists and as a member of Ziggy Marley and the Melody Makers. Stephen Marley produced his brother Damian Marley's Grammy award winning 2005 record ""Welcome to Jamrock,"" and he released his latest solo album,""Revelation Part 1: Root of Life,"" this year.",
602-553-2663,,"2000 E. Rio Salado Parkway Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Casey_Lee_Smith_493648795590,Casey Lee Smith,04/29/2011,Tempe Marketplace,Free,"This 18-year-old country singer-songwriter from Glendale was the winner of the ""Gospel/Inspiration"" category in the 2009 John Lennon Songwriting Contest for his tune ""Never Stood Taller."" Smith's new album, ""Chasin' Tin Cans,"" is due out this year.",
602-261-7625,http://www.jdrfdsw.org,"3 S. Second St., Suite 117 Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Rock_to_Cure_721140799317,Rock to Cure,04/16/2011,Hard Rock Cafe,$10,"Rock out to a line-up of local musicians including Dust Jacket, Snail Quail and Hunger Artists. Proceeds from ticket sales benefit the Juvenile Diabetes Research Foundation funding for type 1 diabetes research. 21-and-older show. E-mail eromero@jdrf.org for details and to make reservations. Tickets can be pre-ordered or purchased at the door.",
602-224-1800,http://www.jdrfdsw.org,"3 S. Second St., Suite 117 Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Rock_to_Cure_529031844836,Rock to Cure,04/16/2011,Hard Rock Cafe,$10,"Enjoy a live line-up of local bands, including Dust Jacket, Snail Quail and Hunger Artists. This rock 'n roll show is organized by young adults with type 1 diabetes. Proceeds benefit the Juvenile Diabetes Research Foundation. Tickets can be pre-ordered or purchased at the door.",
602-795-4980,,"918 N. Second St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Record_Store_Day_760283573865,Record Store Day,04/16/2011,Revolver Records,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from top indie acts such as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
602-241-0313,,"1940 W. Indian School Road Phoenix, AZ, 85015",http://www.azcentral.com/thingstodo/music/Record_Store_Day_823293882256,Record Store Day,04/16/2011,Zia Record Exchange,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from top indie acts such as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
480-559-5859,,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/Balance_and_Composure_952324904828,Balance and Composure,05/01/2011,The Underground,$10,"These Pennsylvania punk rockers arrive in support of their latest album, 2009's ""Only Boundaries,"" and their 2010 self-titled EP. Punk rockers the Riveras open this all-ages show.",
602-248-9461,,"12 W. Camelback Road Phoenix, AZ, 85013",http://www.azcentral.com/thingstodo/music/Record_Store_Day_556432137969,Record Store Day,04/16/2011,Stinkweeds,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from such top indie acts as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
480-829-1967,,"105 W. University Drive Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Record_Store_Day_841663351134,Record Store Day,04/16/2011,Zia Record Exchange,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from top indie acts such as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Crystal_Stilts_391246780185,Crystal Stilts,05/03/2011,Rhythm Room,$14,"These New York City noise rockers perform the brooding songs from their latest album, 2011's ""In Love With Oblivion,"" the follow-up to their critically acclaimed debut, 2008's ""Alight of Night.""",
480-968-3238,,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Groove_Stain_970761993033,Groove Stain,04/16/2011,Clubhouse Music Venue,$8 - $10,"These Atlanta rockers bring their jam heavy blend of hip-hop, punk and reggae to the Valley, playing songs from their new album, 2011's ""Out All Night.""",
480-966-9565,http://www.statesidepresents.com,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Cloudland_Canyon_752444309230,Cloudland Canyon,05/03/2011,Sail Inn,$8 - $10,"Combining the experimental electronic sounds of Kraftwerk with shoegazing psychedelic rock, these Georgia indie-rockers arrive in support of their 2010 album ""Fin Eaves."" A 21-and-older show.",
480-964-6301 http://www.rockzonerecords.com,,"2155 E. University Drive, Suite 104 Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Record_Store_Day_251524286392,Record Store Day,04/16/2011,Rockzone Records,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from top indie acts such as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
480-775-2722,,"6434 S. McClintock Drive Tempe, AZ, 85283",http://www.azcentral.com/thingstodo/music/Record_Store_Day_953530956760,Record Store Day,04/16/2011,Hoodlums Music and Movies,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from such top indie acts as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
,,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/Terror_887887316743,Terror,05/04/2011,Nile Theatre,$15,"These Los Angeles hardcore punks are popular in the underground punk scene, and are known for their wild live shows. The group released its latest album, ""Keepers Of the Faith,"" in 2010. Hardcore punk bands Stick To Your Guns, Trapped Under Ice, Close Your Eyes and Your Demise also perform at this all-ages show.",
602-866-7867,,"2510 W. Thunderbird Road Phoenix, AZ, 85023",http://www.azcentral.com/thingstodo/music/Record_Store_Day_395685632429,Record Store Day,04/16/2011,Zia Record Exchange,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from top indie acts such as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
480-857-4942,,"1940 W. Chandler Blvd. Chandler, AZ, 85224",http://www.azcentral.com/thingstodo/music/Record_Store_Day_313658637286,Record Store Day,04/16/2011,Zia Record Exchange,Free,"This fourth annual event is held nationwide, celebrating independent record stores. Record Store Day offers limited-edition releases by a number of artists and labels, this year featuring music from top indie acts such as Mumford &amp; Sons, Panda Bear, Fleet Foxes and the Flaming Lip, as well as Paul Simon, Ozzy Osbourne and Michael Jackson.",
480-844-8629,,"1065 N. Dobson Road Mesa, AZ, 85201",http://www.azcentral.com/thingstodo/music/Authority_Zero_143163810710,Authority Zero,05/05/2011,Toby Keith’s I Love This Bar and Grill,$15,"These Mesa punk rockers burst into the national limelight with their 2002 debut, “A Passage In Time,” which showcased the band’s blend of reggae, Spanish rock and punk. The album spawned the hits “One More Minute” and “Over Seasons.” The group followed this early success with 2004’s “Andiamó,” which reached No. 24 on the Billboard Heatseekers chart, and 2007’s “12:34.” The band is currently touring in support of its fourth album, 2010’s “Stories of Survival.”",
623-334-0010,,"16844 N. Arrowhead Fountains Center Drive Peoria, AZ, 85382",http://www.azcentral.com/thingstodo/music/Paperback_Writer_--_The_Beatles_Tribute_Show_296182474769,Paperback Writer -- The Beatles Tribute Show,04/16/2011,Skye,$14 - $30,"Take a magical mystery tour back to the 1960s with this this top-notch tribute band. Acclaimed by the Los Angeles Times and the New York Times, Paperback Writer captures the looks and sounds of the Fab Four, from the ""mop top"" days on ""The Ed Sullivan Show"" through ""Abbey Road."" Showtimes at 6 and 8:30 p.m.",
602-262-7272,http://www.luckymanonline.com,"203 W. Adams St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/Flogging_Molly_179334537572,Flogging Molly,05/06/2011,Orpheum Theatre,$29.50 - $32,"This seven-piece Celtic punk band from Los Angeles arrives behind its hard-driving fifth album, this year's ""Speed of Darkness.""",
623-742-6050,,"41703 N. Gavilan Peak Parkway Anthem, AZ, 85086",http://www.azcentral.com/thingstodo/music/Music_in_May_Concert_Series:_The_Rave_732924222137,Music in May Concert Series: The Rave,05/06/2011,Anthem Community Park Amphitheater,Free,"Performing as part of Anthem's Music in May Concert Series, Phoenix cover band the Rave performs its high-energy renditions of classic rock and roll hits. The group has been playing together since 1986, and has appeared at the P.F. Chang's Rock 'n' Roll Arizona Marathon.",
480-970-0500,http://www.statesidepresents.com,"7295 E. Stetson Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Portugal._The_Man_174833442154,Portugal. The Man,05/08/2011,Martini Ranch,$14 - $15,"Originally from Wasilla, Alaska, these experimental, psychedelic indie-rockers have performed at Bonnaroo and Lollapalooza. They toured alongside HORSE the Band and Les Claypool. Known for their frenzied laser shows during performances, the band arrives behind its latest album, 2010's ""American Ghetto."" Rock bands Telekinesis and Unknown Mortal Orchestra open this all-ages show.",
623-334-0010,,"16844 N. Arrowhead Fountains Center Drive Peoria, AZ, 85382",http://www.azcentral.com/thingstodo/music/The_Beach_Toys:_A_Tribute_to_the_Beach_Boys_674410434322,The Beach Toys: A Tribute to the Beach Boys,04/17/2011,Skye,$15 - $30,"This tribute band brings the classic California surf rock sound and style of the Beach Boys to Skye Restaurant, performing hits such as ""I Get Around,"" ""Surfer Girl,""""Surfin' USA"" and ""Help Me Rhonda."" Showtimes at 4 and 7 p.m.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Coheed_and_Cambria_489534670011,Coheed and Cambria,05/09/2011,Marquee Theatre,$29.50 - $30,"Combining elements of progressive rock, punk and heavy metal, these New York rockers have released five concept albums that chronicle a science-fiction storyline called ""The Amory Wars."" The group's latest album, 2010's ""Year of the Black Rainbow,"" is a prequel to the storyline.",
480-488-1072,,"34505 N. Scottsdale Road Scottsdale, AZ, 85266",http://www.azcentral.com/thingstodo/music/Affinity_Jazz_826719425270,Affinity Jazz,04/17/2011,El Pedregal,Free,"This 10-piece band performs big band jazz hits and a variety of popular music, including hits by Frank Sinatra, Michael Buble, Santana, Sister Sledge and the Eagles.",
,,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/Take_Action_Tour_With_Bayside_and_Silverstein_404990468644,Take Action Tour With Bayside and Silverstein,05/09/2011,Nile Theatre,$17.50,"Punk bands Bayside and Silverstein lead this punk rock tour, which also features the Swellers, Polar Bear Club and Texas in July.",
480-968-3238,,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Man_Man_881621526443,Man Man,05/10/2011,Clubhouse Music Venue,$15 - $16,"Known for their extremely wild stage shows, these experimental Philadelphia indie-rockers dress in all-white outfits and apply war paint,. They also play a slew of unusual instruments. The group has toured with Modest Mouse and Yeasayer, and has performed at the Coachella Valley Music and Arts Festival, All Tomorrow's Parties and Primavera Sound. The group arrives in support of its latest album, 2011's ""Life Fantastic."" Indie-rockers Shilpa Ray open this all-ages show.",
480-970-0500,,"7295 E. Stetson Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Eisley_824546561877,Eisley,05/11/2011,Martini Ranch,$16 - $18,"Made up of four siblings, this Texas indie-rock group arrives behind its third album, 2011's ""The Valley."" Rock bands the Narrative and Christie Dupree also perform at this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/B/S_-_The_Tribute_to_Bon_Scott-era_AC/DC_450667357491,B/S - The Tribute to Bon Scott-era AC/DC,05/07/2011,Marquee Theatre,$10 - $12,"This Phoenix band pays tribute to the Bon Scott-era of AC/DC, re-creating the look and sound of the Australian metal legends 1979 live show. The band performs hits such as “High Voltage,” “Dirty Deeds Done Dirt Cheap” and “It's a Long Way to the Top (If You Wanna Rock 'n' Roll).”",
480-503-6200,,"1045 E. Juniper Ave Gilbert, AZ, 85234",http://www.azcentral.com/thingstodo/music/Concerts_in_the_Park_Series:_Firefly_764013965859,Concerts in the Park Series: Firefly,05/12/2011,Freestone Park,Free,"Sisters Melanie, McKenzie and Madelyn Merchan make up this country pop band. The group has opened for LeAnn Rimes, Carrie Underwood, the Zac Brown Band, and Justin Bieber. Gilbert singer-songwriter Anna Collins also performs at this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Symphony_X_562850084120,Symphony X,05/11/2011,Marquee Theatre,$23 - $25,"This New Jersey progressive metal band has earned a devoted following with its aggressive, technically difficult brand of symphonic metal. The band released its latest album, ""Paradise Lost,"" in 2007, and is currently working on another album.",
480-968-3238,,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Alien_Ant_Farm_845272087347,Alien Ant Farm,05/14/2011,Clubhouse Music Venue,$15,"These southern California alternative rockers hit it big with their amped-up rendition of Micheal Jackson's ""Smooth Criminal,"" which hit No. 1 on the Billboard Alternative Songs. After a series of breakups, the band has reunited with the original line up and a batch of new songs. Alien Ant Farm's most recent album, ""Up in the Attic,"" was released in 2006.",
480-829-0607 480-829-1300,http://www.statesidepresents.com,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Of_Montreal_913496982224,Of Montreal,05/15/2011,Marquee Theatre,$18,"These Athens, Ga., indie-rockers started out as a jangly psychedelic rock band, but have since toyed with a number of genres, including electronica, funk and glam rock. Known for their increasingly elaborate stage shows, the band's new album, 2010's ""False Priest,"" finds them exploring R&amp;B sounds. It features appearances by Janelle Monáe and Solange Knowles.",
623-742-6050,,"41703 N. Gavilan Peak Parkway Anthem, AZ, 85086",http://www.azcentral.com/thingstodo/music/Music_in_May_Concert_Series:_Mogollon_918254759178,Music in May Concert Series: Mogollon,05/13/2011,Anthem Community Park Amphitheater,Free,"Performing as part of Anthem's Music in May Concert Series, this four-piece band performs its blend of guitar wizardry and dueling fiddles. The group was formed in Overgaard and is named for the area's distinct Mogollon Rim.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Joan_of_Arc_124801038135,Joan of Arc,05/17/2011,Rhythm Room,$10 - $12,"Led by singer-songwriter Tim Kinsella, formally of the influential emo band Cap'n Jazz, these Chicago indie-rockers create their scrappy songs from complex studio techniques and instrumental guitar work. The group arrives in support of its latest album, this year's ""Life Like."" Rock bands Air Waves and Knesset open this all-ages show.",
480-488-1072,http://www.elpedregal.com,"34505 N. Scottsdale Road Scottsdale, AZ, 85266",http://www.azcentral.com/thingstodo/music/Silhouette_697044531718,Silhouette,05/22/2011,El Pedregal,Free,"This vibrant local band performs high-energy versions of classic R&amp;B, soul, and Motown tunes. The group formed in 2005 and began playing at the Barcelona Restaurant in Scottsdale.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/The_Black_Angels_841437089201,The Black Angels,05/18/2011,Rhythm Room,$15 - $16,"These scrappy Austin, Texas-based psychedelic indie-rockers have played Lollapalooza, South By Southwest and All Tomorrow's Parties. They have toured with the Black Keys, Black Rebel Motorcycle Club and the Brian Jonestown Massacre. The group's new album, 2010's ""Phosphene Dream,"" hit No. 50 on the Billboard Top 200 chart. Indie-rockers Sleepy Sun open this all-ages show.",
480-644-6500,,"1 E. Main St. Mesa, AZ, 85211",http://www.azcentral.com/thingstodo/music/&quot;Experience_Hendrix&quot;_353811323878,"""Experience Hendrix""",05/23/2011,Mesa Arts Center,$53 - $83,"This all-star tribute to guitar legend Jimi Hendrix features performances of some of his best songs by top guitarists, including Billy Cox of the Jimi Hendrix Experience, Steve Vai, Robert Randolph, David Hidalgo and Cesar Rosas, the North Mississippi All-Stars and Brad Whitford.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Voodoo_Glow_Skulls_635353037840,Voodoo Glow Skulls,05/19/2011,Rhythm Room,$12 - $14,"These California punks have kept the flame of ska burning bright since 1988. The band has played with the Mighty Mighty Bosstones and the Slackers. They released their most recent album, ""Southern California Street Music,"" in 2007. The band is currently working on a new album.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Danzig_678469454755,Danzig,05/28/2011,Marquee Theatre,$27 - $32,"Led by fiery frontman Glenn Danzig, former leader of horror punks the Misfits, these New Jersey heavy-metal rockers arrive in support of their ninth album, 2010's ""Deth Red Sabaoth."" The album hit No. 35 on the Billboard 200 chart, the highest-charting album for the band since 1994's ""Danzig 4p."" Metal bands DevilDriver and 2 Cents also perform at this all-ages show.",
480-970-0500,,"7295 E. Stetson Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Brooke_Fraser_314315597446,Brooke Fraser,05/19/2011,Martini Ranch,$15 - $17,"This pop-folk singer-songwriter has earned a large following in her native New Zealand and has garnered an international fan base with her latest release, 2010's ""Flags.""",
602-267-1600,,"440 N. 32nd St. Phoenix, AZ, 85008",http://www.azcentral.com/thingstodo/music/Kansas_655653669550,Kansas,06/03/2011,Celebrity Theatre,$35 - $50,"These classic rockers scored hits in the 1970s with songs such as ""Carry On Wayward Son"" and ""Dust in the Wind,"" landing them two multi-platinum albums and five gold albums. The group's latest album, ""Somewhere to Elsewhere,"" marked the reunion of the band's original 1970s lineup.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Loren_Battle_749977268696,Loren Battle,05/21/2011,Marquee Theatre,$12.30 - $17.76,"This Phoenix-based hardcore band has been winning over national audiences with its breakdown-heavy, metal-influenced brand of hardcore punk. The band has released two albums, “Words Begin Wars"" and “Learning to Live With Open Wounds.""",
480-966-9565,,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Joe_Pug_458071480651,Joe Pug,05/21/2011,Sail Inn,$10 - $12,"This Chicago singer-songwriter has toured with Steve Earle, Josh Ritter and M. Ward. He arrives in support of his debut album, 2010's ""Messenger."" Indie-rockers Strand of Oaks and Tristen open this 21-and-older show.",
480-966-9565,http://www.statesidepresents.com,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/White_Denim_841912290305,White Denim,05/23/2011,Sail Inn,$10,"These scrappy garage rockers are known for their wild live shows, with jammy sections adding to the group's already unusual song structures. The group arrives in support of its latest record, 2010's ""Last Day of Summer."" Indie rockers St. Ranger open this all-ages show.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/John_Vanderslice_101003720332,John Vanderslice,05/26/2011,Rhythm Room,$12 - $13,"This indie-rock singer-songwriter's adventurous pop tunes have made him a cult favorite since his debut album, 2000's ""Mass Suicide Occult Figurines."" Vanderslice has worked as a producer on albums by Spoon and the Mountain Goats. He released his most recent album, ""White Wilderness,"" in 2011. Phoenix indie-rockers the Whisperlights open this all-ages show.",
877-598-8497 602-254-7200,,"2121 N. 83rd Ave. Phoenix, AZ, 85035",http://www.azcentral.com/thingstodo/music/Mötley_Crüe_177516980541,Mötley Crüe,06/17/2011,Ashley Furniture HomeStore Pavilion,$31 - $101,"These Los Angeles heavy metal legends return to the Valley, bringing songs from their 2008 record, ""Saints of Los Angeles,"" the first album to feature the original lineup in more than a decade. Known for hit such as ""Dr. Feelgood,"" ""Shout at the Devil"" and ""Smokin' in the Boys Room,"" the band's hard-partying members have kept the group in the public eye, earning attention for brushedswith the law, drug problems and other tabloid fodder. Rock bands Poison and the New York Dolls open this all-ages show.",
480-968-3238,http://www.statesidepresents.com,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/The_Twilight_Singers_946317095258,The Twilight Singers,05/28/2011,Clubhouse Music Venue,$15 - $17,"Fronted by former Afghan Whigs leader Greg Dulli, these New Orleans indie-rockers perform the dark, moody songs from their latest release, 2011's ""Dynamite Steps."" The album earned an 8/10 reviews from Spin and a 7.9/10 from Pitchfork. Indie rockers Margot and the Nuclear So and Sos open this all-ages show.",
602-267-1600,,"440 N. 32nd St. Phoenix, AZ, 85008",http://www.azcentral.com/thingstodo/music/Ted_Nugent_661597594768,Ted Nugent,06/28/2011,Celebrity Theatre,$35 - $60,"Known as much for his outspoken conservative politics as his hard-driving rock songs, this Detroit guitar legend returns to the Valley as part of his I Still Believe Tour. Nugent has sold more than 30 million albums during his decades-long career, scoring hits such as ""Stranglehold,"" ""Free for All,"" ""Dog Eat Dog"" and ""Cat Scratch Fever.""",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Cage_The_Elephant/Manchester_Orchestra_527773099231,Cage The Elephant/Manchester Orchestra,05/31/2011,Marquee Theatre,$21 - $24,"Known for their high-energy show, Kentucky's Cage the Elephant's self-titled 2008 debut featured the hit singles ""Ain't No Rest for the Wicked"" and ""In One Ear."" The group's second album, ""Thank You, Happy Birthday,"" hit No. 2 on the Billboard 200 charts. Georgia indie-rockers Manchester Orchestra perform songs from their latest record, 2011's ""Simple Math,"" a follow-up to their successful sophomore release, 2009's ""Mean Everything to Nothing."" Indie-rockers Sleeper Agent open this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Cinderella_576925395872,Cinderella,07/01/2011,Marquee Theatre,$35 - $45,"These Philadelphia glam rockers were a huge hit in the mid-1980s, with their first three albums going platinum and scoring hits such as ""Nobody's Fool,"" ""Don't Know What You Got (Till It's Gone)"" and ""Coming Home."" The group arrives as part of its 25th Anniversary Tour. Rockers Sludge's Build a Band open this all-ages show.",
480-970-0500,,"7295 E. Stetson Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Killing_Joke_230621072957,Killing Joke,05/31/2011,Martini Ranch,$17 - $18,"Formed in 1978, this English post-punk band blends metal, synth-rock and punk rock; the sound was influential on the genre of industrial rock. Killing Joke released their 14th album, ""Absolute Dissent,"" in 2010, the group's first record in 28 years to feature the band's original lineup. Rock bands the Crying Spell and Indicator Dogz open this all-ages show.",
877-598-8497 602-254-7200,,"2121 N. 83rd Ave. Phoenix, AZ, 85035",http://www.azcentral.com/thingstodo/music/Journey_303172951846,Journey,07/24/2011,Ashley Furniture HomeStore Pavilion,$44 - $265,"These multi-platinum rock icons return to the Valley in support of their 2011 album, ""Eclipse,"" the group's second with lead singer Arnel Pineda. The San Fransisco rockers hit their peak popularity in the 1970s and '80s, scoring two gold albums, eight multi-platinum albums, and one diamond record. Among their hits were ""Open Arms,""""When You Love a Woman"" and ""Don't Stop Believin'."" Rock band Foreigner also performs at this all-ages show.",
877-598-8497 602-254-7200,,"2121 N. 83rd Ave. Phoenix, AZ, 85035",http://www.azcentral.com/thingstodo/music/Def_Leppard_407516439824,Def Leppard,09/03/2011,Ashley Furniture HomeStore Pavilion,$31 - $131,"These English heavy-metal legends return to the Valley, playing songs from throughout their career as well tunes from their new live album, 2011's ""Mirrorball."" Emerging as part of the new wave of British heavy metal movement of the late 1970s, Def Leppard scored radio hits such as ""Love Bites,"" ""Pour Some Sugar on Me"" and ""Photograph""; albums ""Hysteria"" and ""Pyromania"" have sold more than 10 million copies each. Seattle rock legends Heart also perform at this all-ages show.",
480-966-9565,,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/The_Noodles_808905803978,The Noodles,04/03/2011,Sail Inn,No cover,"Sunday afternoons, the Sail Inn plays home to this Grateful Dead tribute band. The Noodles play their improv heavy renditions of the Dead's best songs, attracting a faithful following of Deadheads.",10/30/2011
480-829-0607 480-829-1300,,"730 N. Mill Ave. , Tempe, AZ 85281",http://www.azcentral.com/thingstodo/music/Matt_&amp;_Kim_466965282584,Matt & Kim,06/14/2011,Marquee Theatre,,,
480-829-0607 480-829-1300,,"730 N. Mill Ave. , Tempe, AZ 85281",http://www.azcentral.com/thingstodo/music/Matt_&amp;_Kim_808611052676,Matt & Kim,06/14/2011,Marquee Theatre,,,
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Panic!_at_the_Disco_513526480657,Panic! at the Disco,06/17/2011,Marquee Theatre,$25,"These Las Vegas pop-punk rockers hit it big with their 2005 debut, ""A Fever You Can't Sweat Out,"" which hit No. 13 on the Billboard 200 chart and went double platinum. The band moved toward a baroque pop style on its second album, 2008's ""Pretty. Odd."" Only lead singer Brendon Urie and drummer Spencer Smith remain in the group. The group's third album, 2011's ""Vices &amp; Virtues,"" hit No. 7 on the Billboard 200 chart. Rock bands Fun and Funeral Party open this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/The_Maine/Augustana_410198451028,The Maine/Augustana,06/18/2011,Marquee Theatre,$20,"The second album by Tempe pop punks the Maine, 2010's ""Black and White,"" debuted at No. 16 on the Billboard 200 chart, and the record won ""Album of the Year 2010"" in AP Magazine's Readers’ Awards. San Diego pop punks Augustana's third album, 2008's ""Can't Love, Can't Hurt,"" hit No. 21 on the U.S. Billboard 200 chart, and the band arrives in support of its 2011 self-titled fourth album. Mesa singer-songwriter Austin Gibbs opens this all-ages show.",
