phone,zipCode,title,picture,webSite,address,city,startDate,venue,description,email,endDate,state
,33706.0,"Daily Social Hour, FREE BEER and WINE!!!",http://fldataengine.milesmedia.com/fldataengine/appmedia/images/15/15836/15836_73x73.jpg,http://www.plazabeachresorts.com/plaza-beach-resort.html,4506 Gulf Blvd.,St. Pete Beach,12/04/10,Plaza Beach Hotel - Beachfront Resort,"<p>Plaza Beach Hotel Beachfront Resort is a&nbsp;Key West&nbsp;style resort of 39 rooms. This exclusive resort is directly on St. Pete Beach with a beautiful large heated pool overlooking the beach. Completely Renovated in 2010, All the rooms are spacious Suites&nbsp;with full kitchens; great for large families, couples or the business traveler who wants all the amenities of home. On property we also have Shuffleboard, Mini-Golf, Human-size Chess, BBQ Area, Business Center, Fitness Room, Beach Cabanas, Wireless Internet and some rooms have Private Balconies overlooking the Gulf of Mexico. Our resort is Family Owned and Operated, and has been since 1988, the family is still very active in the day to day operations and you will definitely see us on property. Members of Superior Small Lodging Association and Approved by AAA for Quality and Standards. Our resort is one of only a handful of resorts in Florida that has received the Green Lodging seal from the State of Florida for our effort in conserving and recycling. St Pete Beach is a 6-mile island and the Plaza Beach Resort is directly in the center of the island. Everything is in walking distance, the grocery store, restaurants and shopping is just across the street. As well as Deep Sea Fishing, Parasailing, Jet Skiing, Dolphin Cruises, Sunset Cruises and many different island cruises visiting the nearby islands. Best of all we are only 30 minutes from Busch Gardens and 90 minutes from Disney and all the Orlando&nbsp;Parks.&nbsp; Come Explore Fort De Soto State&nbsp;Park&nbsp;and Caladesi Island State Park while staying centrally located at the Plaza Beach Resort.&nbsp; NO SUPRISE RESORT FEES, Try us, and see for yourself why so many people return to the Plaza Beach Resort.We look forward to hosting you here at our beachfront paradise on St Pete Beach.&nbsp;&nbsp; Robert Czyszczon - General Manager</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",frontoffice2@plazabeach.com,12/31/11,FL
,33487.0,International Polo & Equestrian Festival,http://fldataengine.milesmedia.com/fldataengine/appmedia/images/40/40656/40656_73x73.jpg,http://www.holiday-inn.com/highlandbeach,2809 S. Ocean Blvd. (A1A),Highland Beach,01/07/11,Holiday Inn Highland Beach (Oceanside),"Located directly on the Atlantic Ocean in beautiful Highland Beach, the all newly-remodeled Holiday Inn combines spectacular vistas and all of the amenities of a fine hotel with the ambiance of Key West decor. The award-winning Latitudes OceanGrille with breathtaking views, offers the freshest fish, plus hand-cut steaks. The community of Boca Raton and Delray Beach completely supports this full-service restaurant with rave reviews. Two spectacular meeting rooms entertain both social and business.                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",hibeach@bellsouth.net,04/22/11,FL
,33126.0,Happy Hour at Cove Bar (M-F),,http://www.hiltonmiamiairport.com,5101 Blue Lagoon Dr.,Miami,03/22/11,Hilton Miami Airport,"<!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",,12/31/11,FL
,32836.0,Disney Destination Sales!,http://fldataengine.milesmedia.com/fldataengine/appmedia/images/39/39965/39965_73x73.jpg,http://www.courtyardLakeBuenaVista.com,8501 Palm Pkwy.,Orlando / Lake Buena Vista,04/14/11,Courtyard by Marriott - Lake Buena Vista at Vista Centre,"<b>STAY IN THE HEART OF THE MAGIC!&nbsp; </b><b>AAA Three Diamond - Official Walt Disney Good Neighbor Hotel. Located&nbsp;one mile from the Enchantment of the Walt Disney World Resort. Free scheduled shuttle to all&nbsp;four Walt Disney World Theme Parks. Relax&nbsp;and unwind in our spacious guest rooms and one-bedroom suites. You are invited to enjoy the Florida Sunshine poolside,&nbsp;two heated pools, rock waterfall whirlpool spa&nbsp;and kiddy pool. Start your day with a full American breakfast buffet in the Courtyard Caf&eacute;. Cocktails&nbsp;and refreshments served nightly in the Courtyard Lounge. Additional property features include 24-hour fitness center, gift shop, video arcade game room&nbsp;and business center with complimentary Internet access. Our concierges will be happy to assist you with reservations&nbsp;and directions to all of Orlando&rsquo;s premier dining, shopping&nbsp;and entertainment spots. Take advantage of our convenient location&nbsp;and fantastic value. </b>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",cylbvreservation@cfl.rr.com,12/24/11,FL
,33706.0,"Live Entertainment at Jimmy B\'s Beach Bar, located directly on the beach at the Beachcomber Beach Resort Hotel",http://fldataengine.milesmedia.com/fldataengine/appmedia/images/40/40693/40693_73x73.jpg,http://www.beachcomberflorida.com,6200 Gulf Blvd.,St. Pete Beach,04/16/11,The Beachcomber Beach Resort & Hotel,"Discover this enchanting island resort in a magical location featuring two crystalline pools nestled among five-acres of tropical gardens.&nbsp;Relax in our gracious accommodations featuring resort-style amenities. All rooms have two extra long double beds&nbsp;with pillow top mattresses, 25&rdquo; color cable television with free HBO, hairdryers, AM/FM clock radio, in-room safe, refrigerators, irons &amp; ironing boards, telephones with dataports and voicemail, complimentary unlimited high speed wireless internet access and coffeemakers with complimentary coffee. Efficiency guest rooms have a separate kitchen &amp; dining area. Kitchen facilities include microwave oven, stove, oven, refrigerator, and fully equipped with cookware and dishware. Ideal for families or extended stays.No hidden resort fees. At no further charge you get free parking, free use of fitness center, free unlimited wireless Internet access, free pool towels, free pool loungers, free coffee in the lobby, free local calls, free HBO movies, and free use of amenities at their sister property Grand Plaza Beachfront Resort Hotel.&nbsp;As a guest you will enjoy an abundance of activities, which is perfect for fun filled family vacation or a weekend getaway. Our location makes it convenient to every attraction. We are just minutes away from Tropicana Field and all of the wonderful museums, galleries, shopping, restaurants, nightlife and attractions of St. Petersburg. Tampa International Airport, Busch Gardens, several public golf courses, tennis, professional sports and many other Tampa attractions are all within a 30 minute drive. We are also less than 90 minutes away from Disney World, Epcot Center, Sea World and all of the other Orlando attractions.                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",info@beachcomberflorida.com,12/31/11,FL
,34654.0,Easter Boogie,http://fldataengine.milesmedia.com/fldataengine/appmedia/images/2/2317/2317_73x73.jpg,http://www.visitpasco.net,"7530 Little Rd., Ste. 340",New Port Richey,04/15/11,Pasco County Office of Tourism,"<p>At the northern end of the Tampa Bay area,&nbsp;beautiful Pasco County is close to major cities but far&nbsp;from the hustle and bustle.&nbsp;Visit Pasco and enjoy&nbsp;Florida the way it used to be.&nbsp;Acres of pristine wilderness with biking, hiking and canoeing trails.&nbsp;Historic downtowns with&nbsp;fine restaurants and antique shops&nbsp;and&nbsp;dozens of&nbsp;family-oriented activities&nbsp;and sporting events year 'round. Pasco County is home to world-class tennis and golf resorts, including Saddlebrook&nbsp;Resort &amp; Spa, one of Conde Nast Traveler's Top 100 and&nbsp;Lake Jovita, the Florida course that plays like North Carolina.&nbsp;</p><br />  <p>Enjoy&nbsp;cultural treasures,&nbsp;such as the Historic&nbsp;Courthouse, built in 1909 in beautiful downtown Dade City and the Pioneer Florida Museum, home to period buildings dating to 1878. Experience&nbsp;historic walking tours of downtown New Port Richey,&nbsp;boat tours of the Pithlachascotee River and trolley tours in downtown Dade City.&nbsp;See the World War II Barracks Museum in Zephyrhills, the St. Leo Abbey &amp; Grotto in St. Leo and an original ""Cracker House''&nbsp;in Holiday. Camp at Starkey Wilderness Park, cast&nbsp;your fishing&nbsp;line at Anclote River Park, paddle a kayak at Werner Boyce Salt Spring State Park.&nbsp;Hike the Suncoast Trail, visit spots along the Great Florida Birding Trail or charter a deep sea fishing excursion.</p><br />  <p>From the beaches&nbsp;on the Gulf&nbsp;Coast to scenic rivers like the Withlacoochee&nbsp;in the east to one of the world's premier drop zones at Skydive City, Pasco&nbsp;has something for everyone.&nbsp;See local and national acts perform&nbsp;at the&nbsp;Show Palace in Hudson and historic Richey Suncoast Theater in New Port Richey.&nbsp;Savor&nbsp;locally-made wines at the Florida Estates Winery in Land O' Lakes.&nbsp;Enjoy&nbsp;dozens of unique festivals, including Chasco Fiesta in New Port Richey and the Kumquat Festival&nbsp;in Dade City.</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",tourism@pascocountyfl.net,04/24/11,FL
,32922.0,47th Annual Easter Surfing Festival,http://fldataengine.milesmedia.com/fldataengine/appmedia/images/1/1933/1933_73x73.jpg,http://www.space-coast.com,"430 Brevard Ave., Ste. 150",Cocoa,04/22/11,Florida\'s Space Coast Office of Tourism,"Visit Florida's Space Coast, Orlando's closest beaches (just one hour east) and home to NASA's Kennedy Space Center Visitor Complex, US Astronaut Hall of Fame and Port Canaveral Cruises to the Bahamas and Caribbean.&nbsp; Offering plenty of eco-tourism opportunities at Merritt Island National Wildlife Refuge, Brevard Zoo, Canaveral National Seashore and the Indian River Lagoon.&nbsp; There's great fishing on the freshwater St. Johns River and on the saltwater Indian River Lagoon as well as deep-see angling in the Atlantic Ocean.&nbsp;&nbsp;Over 25 golf courses will challenge the beginner or pro.&nbsp; Be sure to check our website for Special Offers and an easy way to reserve your hotel room!&nbsp; Email or call&nbsp;for the Space Coast Vacation Planner listing all our accommodations and attractions.&nbsp;                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",info@space-coast.com,04/24/11,FL
,32920.0,Ron Jon Easter Surfing Festival,http://fldataengine.milesmedia.com/fldataengine/appmedia/images/1/1682/1682_73x73.jpg,http://www.royalmansions.com,8600 Ridgewood Ave.,Cape Canaveral,04/22/11,Royal Mansions Resort,"<p>Located on 700 feet of pristine beach, one mile from Port Canaveral and it's cruise ships. Close to Kennedy Space Center and only 45 miles from Orlando! Offering fully furnished&nbsp;one-bedroom and two-bedroom condos with fully-equipped kitchens. Complimentary daily continental breakfast and wine&nbsp;and cheese social Friday evenings, including beer&nbsp;and appetizers. Daily housekeeping service available. Free Wi-Fi access. Free cable with HBO. Coin-op laundry on site.&nbsp;Two picnic areas with barbecue grills. Government per diem rates available with work orders.</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",reservations@royalmansions.com,04/24/11,FL
,32456.0,Beach Blast Triathlon/Duathlon,http://fldataengine.milesmedia.com/fldataengine/appmedia/images/52/52065/52065_73x73.jpg,http://www.mexico-beach.com,102 Canal Pkwy.,Mexico Beach,04/23/11,"Mexico Beach Community Development Council, Inc. (Visitors Bureau)","A quiet coastal community where preserved natural beauty makes for a spellbinding vacation. Shelling, watching dolphins play and dipping into the Gulf waters are favorite pastimes. The residents are relaxed and cordial and the local restaurants, serving Gulf Fresh seafood, provide the perfect setting to meet with family and friends. They invite you to share in an experience that's perhaps the Florida Panhandle's best-kept secret. They just ask one thing, don't tell too many people about them.                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",kimberly@mexico-beach.com,04/23/11,FL
,34228.0,Sarasota Open USTA Men\'s Challenger Tennis Event,http://fldataengine.milesmedia.com/fldataengine/appmedia/images/27/27287/27287_73x73.jpg,http://www.longboatkeyclub.com,220 Sands Point Road,Longboat Key,04/23/11,Longboat Key Club and Resort,"AAA Four-Diamond beachfront resort located just off the coast of Sarasota. 218 newly-renovated suite accommodations with views overlooking golf&nbsp;course, lagoon or Gulf&nbsp;of&nbsp;Mexico.&nbsp;Suites&nbsp;feature a fully-equipped kitchen or kitchenette, washer/dryer, private balcony and daily housekeeping twice a day. On-site amenities include five restaurants, 45-holes of golf,&nbsp;18 Har-Tru tennis courts, Island House Spa with massage therapy and body treatments, fitness center, year-round Kids Klub, full-service deep water marina&nbsp;and miles of white sand beach. Eight miles from Sarasota/Bradenton Airport and 65 from Tampa Airport. Meeting facilities for groups ups to 160 and ideal location for destination weddings.                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",reservations@longboatkeyclub.com,04/23/11,FL
,32771.0,"Red, White, and ZOO",http://fldataengine.milesmedia.com/fldataengine/appmedia/images/25/25781/25781_73x73.jpg,http://www.centralfloridazoo.org,I-4 Exit 104 along Lake Monroe,Sanford,07/02/11,Central Florida Zoo and Botanical Gardens,"Enter the enchanted, tropical world of the Central Florida Zoo &amp; Botanical Gardens, a relaxing, entertaining and educational experience for the entire family. You&rsquo;ll discover a world of animals from around the world within this tropical park nestled in the heart of Florida. Stroll along shaded, winding boardwalks and paths as you see towering elephants, search for the elusive cheetah, appreciate the beauty of the hyacinth macaw and listen to the song of the kookaburra. Hop on over to the Horizon Homes of Central Florida Australia exhibit featuring emus and kangaroos or dare to meet some of the world&rsquo;s most venomous reptiles and non-venomous snakes, lizards and frogs in the Herpetarium. Feed goats, sheep, llamas, zebus, and other domestic animals in the Animal Adventure area. Don&rsquo;t miss the native wildlife that resides in the lush, tropical setting of the Zoo.<br />  <br />  There's always something new to see at the Zoo including the recently opened Wharton-Smith Tropical Splash Ground! So bring your swimsuit and flip-flops and jump in to cool off.&nbsp; Afterwards, take a peek at&nbsp;the endangered Amur leopards, the venomous king cobra, the slow sloth and watch the siamangs, king vultures and cougar enjoy habitats to swing, fly and relax. The Butterfly Sensory Garden incorporates touch, look, listen and smell stations to show how insect senses differ from those of humans in addition to the many plant varieties featured to attract and support all stages of the butterfly or take a&nbsp;ride on Champ the Train or a spin on the Animal Carousel. <br />  <br />  Among the most popular programs is the up-close and personal Animal Encounters on weekends and holidays, in which docents educate visitors about the characteristics of animals from alligators to hedgehogs to snakes. Other popular weekend programs include an elephant demonstration, bird training, and feeding programs for felines and primates. Behind-the-Scenes Elephant Encounters offer visitors a once-in-a-lifetime experience to feed and touch&nbsp;the Asian elephants.<br />  <br />  With something for everyone, the adventures are endless!                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",information@centralfloridazoo.org,07/04/11,FL
,34470.0,&quot;Out West&quot; and &quot;Silent Frontier&quot; exhibitions,,http://www.appletonmuseum.org,4333 E. Silver Springs Blvd.,Ocala,04/21/11,Appleton Museum of Art,"<p>Appleton Museum offers exciting temporary art exhibitions as well as world class permanent collections of European, American, Contemporary art, plus&nbsp;African, Asian, Islamic and pre-Columbian artifacts and antiquities.&nbsp;Other programs include educational art films, painting workshops, lectures, musical&nbsp;programs, special events and&nbsp;guided excursions to other art museums and historic destinations.&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",harperc@cf.edu,04/21/11,FL
,34429.0,Prime Rib Night,,http://plantationinn.com,9301 W. Fort Island Trail,Crystal River,04/21/11,Plantation Golf Resort & Spa,"<p>A hidden gem located in the ""Nature Coast"" of Florida on the Gulf of Mexico, our beautiful eco-friendly and&nbsp; green lodging resort is surrounded by the natural springs of King's Bay&nbsp;in Crystal River and home to over 400&nbsp;West Indian Manatee who migrate each winter to the constant 72 degree springs and to the only place in the Country where&nbsp;you can legally swim with these gentle giants.</p><br />  <p>The resort rests on 232 acres of lush greens, emerald pines and grand oaks is manicured with great precision.&nbsp;&nbsp;Our196 well appointed and spacious guest rooms and suites&nbsp;which include 12 two story golf villas&nbsp;with a spectacular view of the golf course offer the comfort of true hospitality and a tranquil experience.</p><br />  <p>Our Marina and Dive Shop offers great water activities, boat rentals, kayak rentals, canoe rentals, guided river tours, scuba diving tours, PADI certification and Manatee snorkel tours during the peak season from October to March, &nbsp;we do have year round Manatee residence but recommend tours&nbsp;during peak winter months.&nbsp;&nbsp;</p><br />  <p>The finest of Florida golf rave our golf enthusiasts who travel to conquer our&nbsp;Mark Mahannah designed&nbsp;18 holes&nbsp;championship&nbsp;course;&nbsp;you can mix and match our three nines to suit your particular strength or weakness.&nbsp; If it&rsquo;s a short course&nbsp;you prefer, our 9 hole Lagoons course and is a great option to sharpen your short game. &nbsp;Our links are beautifully manicured and well groomed; the course has a variety of water and bunker obstacles.&nbsp; The course has aged well and offers an assortment of challenging fairways lined with mature emerald pines, grand oaks and is home to much wildlife.</p><br />  <p>Our&nbsp;full service Aveda Spa offers; hair, nail and skincare services as well as couples massage room with a working fireplace and a perfect setting for a romantic getaway or that honeymoon that you never took.</p><br />  <p>We have a lagoon style heated swimming pool and a Jacuzzi overlooking the beautiful river; we offer our guests food and beverage service from our Tiki bar which is open seasonally.&nbsp;</p><br />  <p>The Plantation Room is our main dining room and offers breakfast, lunch and dinner service, we also have a Library bar a great central gathering place, our Tiki bar is open seasonally and is well attended by guests and neighbors who can pull up their boat and enjoy our great culinary fare and the beautiful Florida sunshine.&nbsp; Our Pro-Bar offers a great menu for those golfers who want a quick burger or our wonderful members who enjoy a great sandwich, cold beverage a perfect view of the golf course.</p><br />  <p>&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",piresort@plantationinn.com,04/21/11,FL
,34470.0,&quot;Out West&quot; and &quot;Silent Frontier&quot; exhibitions,,http://www.appletonmuseum.org,4333 E. Silver Springs Blvd.,Ocala,04/22/11,Appleton Museum of Art,"<p>Appleton Museum offers exciting temporary art exhibitions as well as world class permanent collections of European, American, Contemporary art, plus&nbsp;African, Asian, Islamic and pre-Columbian artifacts and antiquities.&nbsp;Other programs include educational art films, painting workshops, lectures, musical&nbsp;programs, special events and&nbsp;guided excursions to other art museums and historic destinations.&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",harperc@cf.edu,04/22/11,FL
,34429.0,Prime Rib Night,,http://plantationinn.com,9301 W. Fort Island Trail,Crystal River,04/22/11,Plantation Golf Resort & Spa,"<p>A hidden gem located in the ""Nature Coast"" of Florida on the Gulf of Mexico, our beautiful eco-friendly and&nbsp; green lodging resort is surrounded by the natural springs of King's Bay&nbsp;in Crystal River and home to over 400&nbsp;West Indian Manatee who migrate each winter to the constant 72 degree springs and to the only place in the Country where&nbsp;you can legally swim with these gentle giants.</p><br />  <p>The resort rests on 232 acres of lush greens, emerald pines and grand oaks is manicured with great precision.&nbsp;&nbsp;Our196 well appointed and spacious guest rooms and suites&nbsp;which include 12 two story golf villas&nbsp;with a spectacular view of the golf course offer the comfort of true hospitality and a tranquil experience.</p><br />  <p>Our Marina and Dive Shop offers great water activities, boat rentals, kayak rentals, canoe rentals, guided river tours, scuba diving tours, PADI certification and Manatee snorkel tours during the peak season from October to March, &nbsp;we do have year round Manatee residence but recommend tours&nbsp;during peak winter months.&nbsp;&nbsp;</p><br />  <p>The finest of Florida golf rave our golf enthusiasts who travel to conquer our&nbsp;Mark Mahannah designed&nbsp;18 holes&nbsp;championship&nbsp;course;&nbsp;you can mix and match our three nines to suit your particular strength or weakness.&nbsp; If it&rsquo;s a short course&nbsp;you prefer, our 9 hole Lagoons course and is a great option to sharpen your short game. &nbsp;Our links are beautifully manicured and well groomed; the course has a variety of water and bunker obstacles.&nbsp; The course has aged well and offers an assortment of challenging fairways lined with mature emerald pines, grand oaks and is home to much wildlife.</p><br />  <p>Our&nbsp;full service Aveda Spa offers; hair, nail and skincare services as well as couples massage room with a working fireplace and a perfect setting for a romantic getaway or that honeymoon that you never took.</p><br />  <p>We have a lagoon style heated swimming pool and a Jacuzzi overlooking the beautiful river; we offer our guests food and beverage service from our Tiki bar which is open seasonally.&nbsp;</p><br />  <p>The Plantation Room is our main dining room and offers breakfast, lunch and dinner service, we also have a Library bar a great central gathering place, our Tiki bar is open seasonally and is well attended by guests and neighbors who can pull up their boat and enjoy our great culinary fare and the beautiful Florida sunshine.&nbsp; Our Pro-Bar offers a great menu for those golfers who want a quick burger or our wonderful members who enjoy a great sandwich, cold beverage a perfect view of the golf course.</p><br />  <p>&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",piresort@plantationinn.com,04/22/11,FL
,32720.0,4th Fridays in Artisan Alley & DeLand Art Walk,,http://www.mainstreetdeland.org,100 N. Woodland Blvd. Suite 4,DeLand,04/22/11,Mainstreet DeLand Association,Downtown DeLand is an award winning MainStreet community where we have learned to cherish that which is special about our past while still planning and moving into the 21st Century. MainStreet DeLand has many dedicated merchants and volunteers who work daily to maintain a lively and economically successful downtown. <br />  <br />  We invite you to see for yourself what makes MainStreet DeLand so special. Spend a day downtown browsing our shops and galleries; dine at one of our great restaurants; have a coffee pick-me-up in one of our specialty coffee shops. You won't be disappointed!                             <!---->,jack@mainstreetdeland.org,04/22/11,FL
,34470.0,&quot;Out West&quot; and &quot;Silent Frontier&quot; exhibitions,,http://www.appletonmuseum.org,4333 E. Silver Springs Blvd.,Ocala,04/23/11,Appleton Museum of Art,"<p>Appleton Museum offers exciting temporary art exhibitions as well as world class permanent collections of European, American, Contemporary art, plus&nbsp;African, Asian, Islamic and pre-Columbian artifacts and antiquities.&nbsp;Other programs include educational art films, painting workshops, lectures, musical&nbsp;programs, special events and&nbsp;guided excursions to other art museums and historic destinations.&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",harperc@cf.edu,04/23/11,FL
,34429.0,Prime Rib Night,,http://plantationinn.com,9301 W. Fort Island Trail,Crystal River,04/23/11,Plantation Golf Resort & Spa,"<p>A hidden gem located in the ""Nature Coast"" of Florida on the Gulf of Mexico, our beautiful eco-friendly and&nbsp; green lodging resort is surrounded by the natural springs of King's Bay&nbsp;in Crystal River and home to over 400&nbsp;West Indian Manatee who migrate each winter to the constant 72 degree springs and to the only place in the Country where&nbsp;you can legally swim with these gentle giants.</p><br />  <p>The resort rests on 232 acres of lush greens, emerald pines and grand oaks is manicured with great precision.&nbsp;&nbsp;Our196 well appointed and spacious guest rooms and suites&nbsp;which include 12 two story golf villas&nbsp;with a spectacular view of the golf course offer the comfort of true hospitality and a tranquil experience.</p><br />  <p>Our Marina and Dive Shop offers great water activities, boat rentals, kayak rentals, canoe rentals, guided river tours, scuba diving tours, PADI certification and Manatee snorkel tours during the peak season from October to March, &nbsp;we do have year round Manatee residence but recommend tours&nbsp;during peak winter months.&nbsp;&nbsp;</p><br />  <p>The finest of Florida golf rave our golf enthusiasts who travel to conquer our&nbsp;Mark Mahannah designed&nbsp;18 holes&nbsp;championship&nbsp;course;&nbsp;you can mix and match our three nines to suit your particular strength or weakness.&nbsp; If it&rsquo;s a short course&nbsp;you prefer, our 9 hole Lagoons course and is a great option to sharpen your short game. &nbsp;Our links are beautifully manicured and well groomed; the course has a variety of water and bunker obstacles.&nbsp; The course has aged well and offers an assortment of challenging fairways lined with mature emerald pines, grand oaks and is home to much wildlife.</p><br />  <p>Our&nbsp;full service Aveda Spa offers; hair, nail and skincare services as well as couples massage room with a working fireplace and a perfect setting for a romantic getaway or that honeymoon that you never took.</p><br />  <p>We have a lagoon style heated swimming pool and a Jacuzzi overlooking the beautiful river; we offer our guests food and beverage service from our Tiki bar which is open seasonally.&nbsp;</p><br />  <p>The Plantation Room is our main dining room and offers breakfast, lunch and dinner service, we also have a Library bar a great central gathering place, our Tiki bar is open seasonally and is well attended by guests and neighbors who can pull up their boat and enjoy our great culinary fare and the beautiful Florida sunshine.&nbsp; Our Pro-Bar offers a great menu for those golfers who want a quick burger or our wonderful members who enjoy a great sandwich, cold beverage a perfect view of the golf course.</p><br />  <p>&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",piresort@plantationinn.com,04/23/11,FL
,32720.0,4th Fridays in Artisan Alley & DeLand Art Walk,,http://www.mainstreetdeland.org,100 N. Woodland Blvd. Suite 4,DeLand,04/23/11,Mainstreet DeLand Association,Downtown DeLand is an award winning MainStreet community where we have learned to cherish that which is special about our past while still planning and moving into the 21st Century. MainStreet DeLand has many dedicated merchants and volunteers who work daily to maintain a lively and economically successful downtown. <br />  <br />  We invite you to see for yourself what makes MainStreet DeLand so special. Spend a day downtown browsing our shops and galleries; dine at one of our great restaurants; have a coffee pick-me-up in one of our specialty coffee shops. You won't be disappointed!                             <!---->,jack@mainstreetdeland.org,04/23/11,FL
,34470.0,&quot;Out West&quot; and &quot;Silent Frontier&quot; exhibitions,,http://www.appletonmuseum.org,4333 E. Silver Springs Blvd.,Ocala,04/24/11,Appleton Museum of Art,"<p>Appleton Museum offers exciting temporary art exhibitions as well as world class permanent collections of European, American, Contemporary art, plus&nbsp;African, Asian, Islamic and pre-Columbian artifacts and antiquities.&nbsp;Other programs include educational art films, painting workshops, lectures, musical&nbsp;programs, special events and&nbsp;guided excursions to other art museums and historic destinations.&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",harperc@cf.edu,04/24/11,FL
,34429.0,Prime Rib Night,,http://plantationinn.com,9301 W. Fort Island Trail,Crystal River,04/24/11,Plantation Golf Resort & Spa,"<p>A hidden gem located in the ""Nature Coast"" of Florida on the Gulf of Mexico, our beautiful eco-friendly and&nbsp; green lodging resort is surrounded by the natural springs of King's Bay&nbsp;in Crystal River and home to over 400&nbsp;West Indian Manatee who migrate each winter to the constant 72 degree springs and to the only place in the Country where&nbsp;you can legally swim with these gentle giants.</p><br />  <p>The resort rests on 232 acres of lush greens, emerald pines and grand oaks is manicured with great precision.&nbsp;&nbsp;Our196 well appointed and spacious guest rooms and suites&nbsp;which include 12 two story golf villas&nbsp;with a spectacular view of the golf course offer the comfort of true hospitality and a tranquil experience.</p><br />  <p>Our Marina and Dive Shop offers great water activities, boat rentals, kayak rentals, canoe rentals, guided river tours, scuba diving tours, PADI certification and Manatee snorkel tours during the peak season from October to March, &nbsp;we do have year round Manatee residence but recommend tours&nbsp;during peak winter months.&nbsp;&nbsp;</p><br />  <p>The finest of Florida golf rave our golf enthusiasts who travel to conquer our&nbsp;Mark Mahannah designed&nbsp;18 holes&nbsp;championship&nbsp;course;&nbsp;you can mix and match our three nines to suit your particular strength or weakness.&nbsp; If it&rsquo;s a short course&nbsp;you prefer, our 9 hole Lagoons course and is a great option to sharpen your short game. &nbsp;Our links are beautifully manicured and well groomed; the course has a variety of water and bunker obstacles.&nbsp; The course has aged well and offers an assortment of challenging fairways lined with mature emerald pines, grand oaks and is home to much wildlife.</p><br />  <p>Our&nbsp;full service Aveda Spa offers; hair, nail and skincare services as well as couples massage room with a working fireplace and a perfect setting for a romantic getaway or that honeymoon that you never took.</p><br />  <p>We have a lagoon style heated swimming pool and a Jacuzzi overlooking the beautiful river; we offer our guests food and beverage service from our Tiki bar which is open seasonally.&nbsp;</p><br />  <p>The Plantation Room is our main dining room and offers breakfast, lunch and dinner service, we also have a Library bar a great central gathering place, our Tiki bar is open seasonally and is well attended by guests and neighbors who can pull up their boat and enjoy our great culinary fare and the beautiful Florida sunshine.&nbsp; Our Pro-Bar offers a great menu for those golfers who want a quick burger or our wonderful members who enjoy a great sandwich, cold beverage a perfect view of the golf course.</p><br />  <p>&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",piresort@plantationinn.com,04/24/11,FL
,32720.0,4th Fridays in Artisan Alley & DeLand Art Walk,,http://www.mainstreetdeland.org,100 N. Woodland Blvd. Suite 4,DeLand,04/24/11,Mainstreet DeLand Association,Downtown DeLand is an award winning MainStreet community where we have learned to cherish that which is special about our past while still planning and moving into the 21st Century. MainStreet DeLand has many dedicated merchants and volunteers who work daily to maintain a lively and economically successful downtown. <br />  <br />  We invite you to see for yourself what makes MainStreet DeLand so special. Spend a day downtown browsing our shops and galleries; dine at one of our great restaurants; have a coffee pick-me-up in one of our specialty coffee shops. You won't be disappointed!                             <!---->,jack@mainstreetdeland.org,04/24/11,FL
,34470.0,&quot;Out West&quot; and &quot;Silent Frontier&quot; exhibitions,,http://www.appletonmuseum.org,4333 E. Silver Springs Blvd.,Ocala,04/25/11,Appleton Museum of Art,"<p>Appleton Museum offers exciting temporary art exhibitions as well as world class permanent collections of European, American, Contemporary art, plus&nbsp;African, Asian, Islamic and pre-Columbian artifacts and antiquities.&nbsp;Other programs include educational art films, painting workshops, lectures, musical&nbsp;programs, special events and&nbsp;guided excursions to other art museums and historic destinations.&nbsp;</p>                             <!--<div style=""padding:10px 0px""><fb:like href="""" ></fb:like></div>-->",harperc@cf.edu,04/25/11,FL
