phone,website,title,contactEmail,moreInfoLink,startDate,endTime,fullAddress,description,venue,startTime,image,endDate
302-571-7788,http://www.brandywinezoo.org,Story Time at the Brandywine Zoo,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Story-Time-at-the-Brandywine-Zoo/event/14052/,05/26/2011,11:00 am,"1001 N. Park Dr., 				Wilmington, DE","<p>Join &quot;Jitterbugs Music and Movement&quot; for classes combining storytelling, music movement, a craft &amp; zoo animals.&nbsp; Each week features a different theme.",Brandywine Zoo,10:15 am,,
302-571-7788,http://www.brandywinezoo.org,Story Time at the Brandywine Zoo,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Story-Time-at-the-Brandywine-Zoo/event/14216/,05/26/2011,11:00 am,"1001 N. Park Dr., 				Wilmington, DE","<p>Join &quot;Jitterbugs Music and Movement&quot; for classes combining storytelling, music movement, a craft &amp; zoo animals.&nbsp; Each week features a different theme.",Brandywine Zoo,10:15 am,,
302-656-4401,http://www.duponttheatre.com,Stuart Little,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Stuart-Little/event/14211/,,,"1007 N. Market St., 				Wilmington, DE",<p>Follow the adventures of the heroic mouse in this stage adapation of the E.B. White story. Grades K-5. 9:30am &amp; 12noon.,DuPont Theatre,9:30 am,,
610-566-9134ext215,http://www.tylerarboretum.org,Tiny Trackers,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Tiny-Trackers/event/13247/,03/10/2011,2:30 pm,"515 Painter Rd., 				Media, PA","<p>Nature programs for ages 4-5 include a lesson, an outdoor walk &amp; a craft to take home. Adults are welcome to accompany children.<p>Where Will I Sleep?, April 28. Find out where baby animals live.<p>Lenape Kids, May 5. Learn how Native American children lived through hands-on activities &amp; games.<p>Wiggly Worms, May 12. Explore the garden &amp; dig for worms.<p>Buzzing Bees, May 19. Search for honey bees &amp; bumble bees and learn why they are so important to flowers &amp; seeds.<p>Getting Wet!, May 26. Explore the Rocky Run stream &amp; search for the critters that call it home. Be prepared to get wet!",Tyler Arboretum,1:00 pm,,05/26/2011
610-296-6725ext168,http://www.vfes.net,"Train the Brain, Unlock Potential: Improving Cognitive Attention Skills",makreiter@vfes.net,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Train-the-Brain-Unlock-Potential-Improving-Cognitive-Attention-Skills/event/13867/,,8:30 pm,"1777 N. Valley Rd., 				Malvern, PA",<p>This session will help participants understand how learning problems are impacted by cognitive skills and explore how attention skills can be trained &amp; strengthened to improve learning.,Valley Forge Educational Services (Entrance A),6:30 pm,,
302-793-3046,http://www.destateparks.com/park/bellevue/programs/,Wee Have Fun Club,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Wee-Have-Fun-Club/event/13696/,03/10/2011,,"800 Carr Rd., 				Wilmington, DE","<p>Nature discoveries, stories &amp; art projects are all part of the fun. Whenever possible, kids will venture outside, so dress accordingly. Walk-ins welcome. Meet at the Arts Center. Ages 3-5. Alternating Wednesdays &amp; Thursdays, 10am &amp; 1pm.",Bellevue State Park,,,05/19/2011
,http://www.wilmingtonflowermarket.org,Wilmington Flower Market,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Wilmington-Flower-Market/event/14213/,,7:00 pm,"Wilmington, DE","<p>Shop for flowers &amp; herbs and enjoy games &amp; rides, food and handmade crafts at this 91st annual family event. Rain or shine.",Rockford Park,10:00 am,,
302-378-1384,http://www.pcade.com,Broadway Today Cabaret,info@pcade.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Broadway-Today-Cabaret/event/13655/,,,"27 Anderson St., 				Middletown, DE","<p>Hits from current Broadway shows all on one stage. Fri., 8pm. Sat., 3pm &amp; 8pm.",Premier Centre for the Arts,8:00 pm,http://www.metrokids.com/images/cache/a091b56c6c8ca063ec8fc7409bd9539c.jpeg,
,http://www.bhg.com/gardening/celebrate-national-public-gardens-day/,National Public Gardens Day: Free Admission with Coupon,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/National-Public-Gardens-Day-Free-Admission-with-Coupon/event/14129/,,,,"<p>Celebrate public gardens during this annual event. Holiday recognizes gardens &amp; their role in educating the public on environmental preservation.<p>Enjoy free admission, with a coupon, at participating gardens today, including Longwood Gardens, Morris Arboretum, Shofuso House &amp; Garden and Tyler Arboretum. For a list of gardens and a downloadable coupon, visit the Better Homes &amp; Gardens website.<p>Many gardens also feature special activities, including walks &amp; tours and children's activities.",PA,,,
609-654-8225,http://www.ycamp.org,Parents' Night Out,Darleen@ycamp.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Parents-Night-Out/event/14192/,,,"1303 Stokes Rd., 				Medford, NJ","<p>Enjoy a night out while the staff plans a fun-filled night for your kids with dinner, dessert &amp; activities. Ages 9 &amp; up. Space is limited, registration required.",YMCA Camp Ockanickon,,,
,http://www.monroetwp.k12.nj.us/HighSchool/News/,Williamstown High School Project Graduation Promenade,gr1982@aol.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Williamstown-High-School-Project-Graduation-Promenade/event/14119/,,8:00 pm,"700 N. Tuckahoe Rd., 				Williamstown, NJ",<p>Star-studded evening featuring WHS students. Juniors &amp; seniors walk the red carpet in prom fashions.,Williamstown High School Theater,5:00 pm,,
609-737-7592,http://www.thewatershed.org,Boy Scouts Nature Workshop: Reptiles & Amphibians,mpolefka@thewatershed.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Boy-Scouts-Nature-Workshop-Reptiles-Amphibians/event/13920/,,9:30 pm,"31 Titus Mill Rd., 				Pennington, NJ",<p>Boy Scouts  complete activities to earn the Reptiles &amp; Amphibians Badge. Pre-registration required. Ages 11 &amp; up.,Buttinger Nature Center,7:00 pm,,
,,Children's Plays at the Library,KimTull@nccde.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Childrens-Plays-at-the-Library/event/13910/,05/21/2011,,"2020 W. 9th St., 				Wilmington, DE",<p>Wilmington Drama League performs children's plays.,Woodlawn Library,2:00 pm,,
215-893-0130,http://www.dvaeyc.org,DVAEYC Early Education Conference Special Session for Parents,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/DVAEYC-Early-Education-Conference-Special-Session-for-Parents/event/14234/,,10:00 am,"1101 Arch St., 				Philadelphia, PA",<p>Hear how a determined parent and principal turned a challenged elementary school into a vibrant learning environment during this parents session at DVAEYC&rsquo;s Annual Conference.,Pennsylvania Convention Center,8:30 am,,
610-566-9134ext215,http://www.tylerarboretum.org,Family Program: Bluebird Ramble,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Family-Program-Bluebird-Ramble/event/13229/,,11:30 am,"515 Painter Rd., 				Media, PA",<p>Learn all about bluebirds. Go on a hike to look at some active nest boxes. Ages 6 &amp; up.,Tyler Arboretum,10:00 am,,
609-298-4028,http://www.fernbrookeducation.org,Fernbrook Farms Education Center Plant Sales,Claire@fernbrookfarms.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Fernbrook-Farms-Education-Center-Plant-Sales/event/14310/,,1:00 pm,"146 Bordentown-Georgetown Rd., 		Rte. 545, 		Chesterfield, NJ","<p>Annual Plant Sale supports the Center's Urban Youth Program, bringing kids in Trenton to&nbsp;farm and nature. Heirloom tomatoes, herbs, nursery plants at wholesale prices, farm animal visits.",Fernbrook Farms Education Center,8:00 am,http://www.metrokids.com/images/cache/bf7248403c1b8b72fde173e877cfeb83.jpeg,
610-642-2334,http://www.friendshaverford.org,Friends School Haverford Spring Fair,adominic@friendshaverford.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Friends-School-Haverford-Spring-Fair/event/14248/,,3:00 pm,"851 Buck Lane, 				Haverford, PA","<p>Fun family event with artisans, books, kids' crafts, attic treasures &amp; more.",Friends School Haverford,10:00 am,,
,http://www.momsclubmantua.org,Mommy & Me Sale,stokes-stephanie@hotmail.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mommy-Me-Sale/event/14098/,,12:00 pm,"201 Mantua Blvd., 				Mantua, NJ","<p>Parents &amp; grandparents can shop for gently used clothes &amp; toys.<p>Interested in selling? Purchase a table or space for $12.  You get to keep whatever you sell!  Space is limited, register in advance.",United Methodist Church of Mantua,9:00 am,,
,http://www.philadelphiazoo.org,Monkey Madness,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Monkey-Madness/event/13048/,,11:00 am,"3400 W. Girard Ave., 				Philadelphia, PA","<p>Find out what makes these playful climbers so much fun. Animal-themed program with animal encounters, sing-alongs and activities designed especially for the early learner &amp; their favorite grown-up. Ages 2-3, 10am. Ages 4-6, 11am.",Philadelphia Zoo,10:00 am,,
,http://www.papetexpos.us,Pet Expo & Dog Walk,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Pet-Expo-Dog-Walk/event/14144/,,5:00 pm,"Allentown, PA","<p>Live entertainment, dog obedience demos, free puppy training class, animal shows &amp; moonbounce. All well-behaved pets welcome, but must be leashed or in a carrier and a waiver must be signed.",Allentown Fairgrounds,10:00 am,,
215-893-1999,http://www.philorch.org,Sound All Around in the City,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sound-All-Around-in-the-City/event/14140/,,,"Philadelphia, PA","<p>Pretend to play an instrument, practice conducting, sing songs &amp; examine real instruments during this program with The Philadelphia Orchestra &amp; award-winning storyteller Charlotte Blake Alston. Sat., 10am, 11:15am &amp; 12:30pm. Mon., 10am &amp; 11:15am.",Academy of Music Ballroom,10:00 am,,
215-862-2924,http://www.bhwp.org,Spring Bird Walk,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Bird-Walk/event/13935/,04/16/2011,,"1635 River Rd., 				New Hope, PA",<p>Join local birding guides for Saturday morning bird walks. The Preserve&rsquo;s plant and habitat diversity provide nesting sites &amp; food for many birds. Ages &amp; up. Bring your binoculars.,Bowman's Hill Wildflower Preserve,8:00 am,,05/21/2011
610-358-3632,http://www.darlingtonarts.org/shop/course/detail/856,Streetwise Self-Defense Workshop,info@darlingtonarts.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Streetwise-Self-Defense-Workshop/event/13843/,,2:30 pm,"977 Shavertown Rd., 				Garnet Valley, PA",<p>Learn valuable awareness &amp; avoidance skills and simple techniques to keep you &amp; your family safe. Ages 7 &amp; up. Pre-registration required.,Darlington Arts Center,1:15 pm,,
,http://www.terhuneorchards.com,Terhune Orchards Kite Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Terhune-Orchards-Kite-Day/event/13206/,,5:00 pm,"330 Cold Soil Rd., 				Princeton, NJ","<p>Fly your kite on the pasture during this spring festival. Bring your own kite, choose a ready-made kite in the store or make a &quot;guaranteed to fly&quot; kite. Enjoy country music, entertainment, food, farm tours on a wagon &amp; other family activities.",Terhune Orchards,10:00 am,,
,http://www.towamencin.org,Towamencin Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Towamencin-Day/event/13501/,,4:00 pm,"2225 Bustard Rd., 				Lansdale, PA","<p>New community day features live music, inflatables, free face painting, free balloon animals, informational booths &amp; displays, food &amp; more. The dedication of the Dr. Hollenbeck Memorial Gazebo will take place at 12noon.",Fischer's Park,12:00 pm,,
302-571-7788,http://www.brandywinezoo.org,Celebrating WILD Moms: Movin' Moms,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Celebrating-WILD-Moms-Movin-Moms/event/14051/,,3:30 pm,"1001 N. Park Dr., 				Wilmington, DE","<p>Amy Vitsork of Jitterbugs Music &amp; Movement performs &quot;wild&quot; stories at 11am, 12noon &amp; 1pm. Get movin' &amp; groovin' in an animal way. Activities, crafts &amp; live animal presentations.",Brandywine Zoo,10:00 am,,
610-566-1725,http://www.colonialplantation.org,Revolutionary War Battle & Camp,colplant1@hotmail.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Revolutionary-War-Battle-Camp/event/14290/,05/14/2011,3:00 pm,"Ridley Creek State Park, 				Media, PA","<p>Watch a skirmish of colonial troops and visit camps to learn about the world of 1777. Sat., 10am-5pm, with last entry 4pm. Sun., 10am-3pm, with last entry 2:30pm.",Colonial Pennsylvania Plantation,10:00 am,http://www.metrokids.com/images/cache/dfa2ba8b6a5ee8199519143727dc52ae.jpeg,05/15/2011
609-261-2495,http://www.njaudubon.org/centers/rancocas,Mother's Day Migration Madness,kerri.sellers@njaudubon.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Migration-Madness/event/12753/,,3:30 pm,"794 Rancocas Rd., 				Mt. Holly, NJ",<p>Discuss bird identification tips &amp; learn bird songs while hiking the trails of the Rancocas Nature Center on this leisurely bird walk. Bring binoculars if you have them &amp; cameras.,NJ Audubon Rancocas Nature Center,1:30 pm,,
215-345-7860,http://www.peacevalleynaturecenter.org,Sunday Naturalist’s Foray: Beautiful Blooms,peacevalleynaturecenter@co.bucks.pa.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sunday-Naturalists-Foray-Beautiful-Blooms/event/13718/,,,"170 N. Chapman Rd., 				Doylestown, PA",<p>Discover spring flowers. Weather-permitting.,Peace Valley Nature Center,2:00 pm,http://www.metrokids.com/images/cache/f78cb7e7adae691db05e659db8acba22.jpeg,
215-893-1999,http://www.philorch.org,Sound All Around in the City,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sound-All-Around-in-the-City/event/14141/,,,"Philadelphia, PA","<p>Pretend to play an instrument, practice conducting, sing songs &amp; examine real instruments during this program with The Philadelphia Orchestra &amp; award-winning storyteller Charlotte Blake Alston. Sat., 10am, 11:15am &amp; 12:30pm. Mon., 10am &amp; 11:15am.",Academy of Music Ballroom,10:00 am,,
215-483-aim1,http://www.aimpa.org,Academy in Manayunk Open House,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Academy-in-Manayunk-Open-House/event/12937/,05/11/2011,11:00 am,"169 Conarroe St., 				Philadelphia, PA",,Academy in Manayunk,9:00 am,,
,http://www.nemours.org/seminars,Growing Together: Teens & Tweens,seminars@nemours.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Growing-Together-Teens-Tweens/event/14081/,05/11/2011,8:30 pm,"1600 Rockland Rd., 				Wilmington, DE",<p>The teen years are challenging for parents and kids. Get tips and tools to make this transition easier on you both during this free seminar for parents.,"Alfred I. duPont Hospital for Children, Third Floor Lecture Hall",7:00 pm,,
610-566-9134ext215,http://www.tylerarboretum.org,Home School Club: Watershed Investigation,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Home-School-Club-Watershed-Investigation/event/13233/,05/11/2011,2:30 pm,"515 Painter Rd., 				Media, PA",<p>Learn where water goes &amp; which watershed you live in during this hands-on exploration in Rocky Run. Ages 5-9.,Tyler Arboretum,1:00 pm,,
302-571-7425,,My First Songs,KillTull@nccde.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/My-First-Songs/event/13900/,05/11/2011,,"2020 W. 9th St., 				Wilmington, DE","<p>Preschoolers sing, explore rhythm, help tell a story &amp; enjoy guitar songs in this performance led by Rick Waterhouse. Especially fun for ages 3-5.",Woodlawn Library,11:00 am,,
215-257-3122ext303,http://www.st94.com,Once Upon A Time,becca@st94.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Once-Upon-A-Time/event/11965/,05/11/2011,,"24 W. Temple Ave., 				Sellersville, PA","<p>An enchanting collection of classic children's tales with innovative sets &amp; sing-along songs, presented by Pushcart Players.",Sellersville Theater,10:00 am,http://www.metrokids.com/images/cache/e8e76ebca81f944108490180154cfeff.jpeg,05/13/2011
610-383-3812,http://www.chesco.org/ccparks,Special Needs Fishing Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Special-Needs-Fishing-Day/event/13865/,05/11/2011,5:00 pm,"1 Park Rd., 				Wagontown, PA",<p>Anglers assist &amp; teach the art of fishing. The pond is stocked with trout from the park's Cooperative Fish Nursery. Refreshments available.,Hibernia County Park,8:00 am,,
856-384-8381,http://www.broadwaytheatreofpitman.com,American Idol Taylor Hicks,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/American-Idol-Taylor-Hicks/event/14197/,05/12/2011,,"43 S. Broadway, 				Pitman, NJ",<p>American Idol season 5 winner Taylor Hicks performs.,Broadway Theatre of Pitman,7:30 pm,,
856-983-3329ext103,http://www.cedarrun.org,Knee-High Naturalists: Good Insects,erin.kiefer@cedarrun.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Knee-High-Naturalists-Good-Insects/event/14035/,05/12/2011,2:30 pm,"4 Sawmill Rd., 				Medford, NJ",<p>Creepy crawlies! Find out about how bugs help us &amp; our planet. Ages 3-5.,Woodford Cedar Run Wildlife Refuge,1:00 pm,http://www.metrokids.com/images/cache/3f7583323ffa5a55f2c783531526c8c5.jpeg,
856-858-5230,http://www.ritztheatreco.org,The Shoemaker & the Elves,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Shoemaker-the-Elves/event/12214/,05/12/2011,,"915 White Horse Pike, 				Haddon Twp., NJ",<p>Enjoy the story of a shoemaker who goes to bed at night only to wake up in the morning to discover his shoes have magically been made.,The Ritz Theatre,10:00 am,,05/14/2011
610-495-7000,http://www.easternpa99s.org,Airplane Rides for Just Pennies-a-Pound!,epa99s@gmail.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Airplane-Rides-for-Just-Pennies-a-Pound/event/14262/,05/14/2011,,"3310 W. Ridge Pike, 				Pottstown, PA","<p>Fun way for all ages to learn about aviation. Take an airplane ride for just 15 cents/lb. of your own weight. Sat., 10am-5pm. Sun., 11am-5pm.",Heritage Field Airport,,http://www.metrokids.com/images/cache/e1b036c705a2be3f148814e2726d9e9f.jpeg,05/15/2011
302-761-6963,http://www.destateparks.com,Attracting Butterflies to your Backyard,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Attracting-Butterflies-to-your-Backyard/event/13695/,05/14/2011,,"800 Carr Rd., 				Wilmington, DE","<p>Learn a few easy techniques to attract beautiful butterflies to your own backyard. Make &amp; bring home your own butterfly feeder to get started. All ages. Register by 4pm on Fri., May 13. Meet at the Arts Center.",Bellevue State Park,1:00 pm,,
856-365-8733,http://www.camdenchildrensgarden.org,"Beautiful Butterflies, Birds & Cinco de Mayo Family Festival",,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Beautiful-Butterflies-Birds-Cinco-de-Mayo-Family-Festival/event/14193/,05/14/2011,4:00 pm,"3 Riverside Dr., 				Camden, NJ","<p>Celebrate the return of monarch butterflies from Mexico &amp; the Mexican holiday Cinco de Mayo. Crafts, educational activities, planting activities &amp; a colorful cultural celebration.",Camden Children's Garden,1:00 pm,,05/15/2011
610-469-1916,http://www.chesco.org/ccparks,Birding at Black Rock,ccparks@chesco.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Birding-at-Black-Rock/event/14005/,05/14/2011,10:00 am,"953 Black Rock Rd., 				Phoenixville, PA","<p>Go on a morning bird walk to explore the meadows, wetlands &amp; feathered friends along the Atlantic Flyway. Learn techniques used to identify birds such as birding by color, shape, song &amp; habitat. Open to beginners.",Black Rock Sanctuary,8:00 am,,
,http://www.camphillspecialschool.org,Camphill Special School Open House,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Camphill-Special-School-Open-House/event/14100/,05/14/2011,1:00 pm,"1784 Fairview Rd., 				Glenmoore, PA",<p>Learn about the unique programs for children and youth (K-12) with intellectual &amp; developmental disabilities at Camphill Special School.,Camphill Special School,10:30 am,,
412-268-1629,http://www.cmites.org,C-MITES Weekend Workshops,cmites@cmu.edu,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/C-MITES-Weekend-Workshops/event/13462/,05/14/2011,4:00 pm,"301 E. Montgomery Ave., 				Ardmore, PA","<p>Hands-on, mentally challenging &amp; enjoyable activities for bright students. Grades K-8.",Lower Merion High School,9:00 am,,
866-GO4-ELMO,http://www.sesameplace.com,Cookie Monster's Talented Kids Weekend,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Cookie-Monsters-Talented-Kids-Weekend/event/13453/,05/14/2011,8:00 pm,"100 Sesame Rd., 				Langhorne, PA","<p>Dance teams, bands, choirs, cheerleading squads or other performance groups perform all weekend long.",Sesame Place,10:00 am,,05/15/2011
609-737-7592,http://www.thewatershed.org,Early Bird Walk,mpolefka@thewatershed.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Early-Bird-Walk/event/13927/,05/14/2011,10:00 am,"King George Rd., 				Hopewell, NJ",<p>Fun for families! Please wear comfortable walking shoes and bring binoculars &amp; a water bottle. Call to register.,Kunkel Park,8:30 am,,
302-689-3590,http://www.foodallergy.org,FAAN Walk for Food Allergy Delaware,famsod@gmail.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/FAAN-Walk-for-Food-Allergy-Delaware/event/12970/,05/14/2011,1:00 pm,"Rte. 40 Pulaski Hwy. & 896 S. College Ave., 				Glasgow, DE","<p>2nd annual walk &amp; family fun fundraiser benefits FAAN, the Food Allergy &amp; Anaphylaxis Network.",Glasgow Park,10:00 am,http://www.metrokids.com/images/cache/1e42ad5b80a22e5e2567b6a366647765.jpeg,
856-983-3329ext103,http://www.cedarrun.org,Fantastic Frogs Night Hike,erin.kiefer@cedarrun.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Fantastic-Frogs-Night-Hike/event/14034/,05/14/2011,8:00 pm,"4 Sawmill Rd., 				Medford, NJ",<p>Explore the refuge after hours with a naturalist &amp; find out what animals are out &amp; about at night. Pre-registration required.,Woodford Cedar Run Wildlife Refuge,6:00 pm,http://www.metrokids.com/images/cache/185b8c83d1eaa01a5ef9445fba588c12.jpeg,
215-887-6603,http://briarbush.org,Guided Nature Hike,amy@briarbush.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Guided-Nature-Hike/event/14061/,05/14/2011,11:00 am,"1212 Edge Hill Rd., 				Abington, PA",<p>Nature changes from week to week at Briar Bush.&nbsp;Enjoy a guided hike with anaturalist &amp; discover what&rsquo;s happening today.,Briar Bush Nature Center,10:00 am,,
302-571-7788,http://www.brandywinezoo.org,International Migratory Bird Day!,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/International-Migratory-Bird-Day/event/14053/,05/14/2011,3:30 pm,"1001 N. Park Dr., 				Wilmington, DE","<p>Learn about fine feathered friends &amp; their migratory mysteries. Flock to the zoo for a day of fun bird games, crafts &amp; other activities.",Brandywine Zoo,10:00 am,,
,http://www.italianmarketfestival.com,Italian Market Festival,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Italian-Market-Festival/event/14134/,05/14/2011,5:00 pm,"Philadelphia, PA","<p>The nation's oldest outdoor market celebrates its annual Italian Market Festival. Enjoy the Annual Procession of Saints, live entertainment, food &amp; a half-ball tournament to benefit the Mummers Fancy Brigades. Rain or shine.",9th St. between Fitzwater St. & Wharton St.,10:00 am,,05/15/2011
866-GO4-ELMO,http://www.sesameplace.com,Justin Roberts & the Not Ready For Naptime Players,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Justin-Roberts-the-Not-Ready-For-Naptime-Players/event/13451/,05/14/2011,8:00 pm,"100 Sesame Rd., 				Langhorne, PA",<p>Grammy-nominated Justin Roberts &amp; his band the Not Ready for Naptime Players perform three family concerts each day of the weekend.,Sesame Place,10:00 am,,05/15/2011
610-469-1916,http://www.chesco.org/ccparks,Kids Trout Rodeo,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Kids-Trout-Rodeo/event/13864/,05/14/2011,3:00 pm,"191 County Park Rd., 				Pottstown, PA",<p>Coventryville Trout Club hosts this annual Kids Trout Rodeo along the banks of the French Creek. Volunteers will assist kids who do not have any fishing experience. Fish until 3pm to earn prizes awarded in various categories. Ages 15 &amp; younger.,Warwick County Park,8:15 am,,
610-278-5100,http://www.mc-npl.org,Lego Club,norristownlegoclub@gmail.com.,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Lego-Club/event/12796/,05/14/2011,12:00 pm,"1001 Powell St., 				Norristown, PA","<p>Build, create &amp; have fun with Legos. All ages.",Montgomery County- Norristown Public Library,10:30 am,,
,http://www.evanshsa.org/Mommy_Mrkt/Mommy_Mrkt_Registration.pdf,Mommy Market at Evans Elementary,jenniemennie@comcast.net,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mommy-Market-at-Evans-Elementary/event/14360/,05/14/2011,12:00 pm,"125 Sunset Rd., 				Limerick, PA","<p>Sellers and shoppers wanted for&nbsp;2nd annual Mommy Market.&nbsp; Better-than-consignment prices on gently used children&rsquo;s toys, books, clothing,&nbsp;strollers, etc. Sellers keep all profits!&nbsp;",Evans Elementary,8:00 am,,
215-357-4005,http://www.churchvillenaturecenter.org,Naturalist Program: Going Exploring,churchvillenaturecenter@co.bucks.pa.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Naturalist-Program-Going-Exploring/event/13917/,05/14/2011,,"501 Churchville Lane, 				Churchville, PA","<p>Explore the trails &amp; discover nature using binoculars, magnifying lenses &amp; other tools.",Churchville Nature Center,2:00 pm,,
215-581-3174,http://www.pleasetouchmuseum.org,New Parents Wellness: Baby & Infant Safety,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/New-Parents-Wellness-Baby-Infant-Safety/event/14138/,05/14/2011,,"4231 Ave. of the Republic, 		Memorial Hall, Fairmount Park, 		Philadelphia, PA","<p>Learn infant/child CPR, common choking hazards, choking prevention &amp; SIDS prevention. 10:30am or 1:30pm.",Please Touch Museum,10:30 am,,
215-243-1100,http://www.philadelphiazoo.org,Philadelphia Zoo Creatures of Culture: Asia,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Philadelphia-Zoo-Creatures-of-Culture-Asia/event/13833/,05/14/2011,4:00 pm,"3400 W. Girard Ave., 				Philadelphia, PA","<p>Enjoy performances, music, cultural cuisine, hands-on workshops &amp; demonstrations while learning about animals from different parts of the world.",Philadelphia Zoo,10:00 am,,05/15/2011
215-685-9285,http://www.fairmountpark.org,Inside-Outside Film Series & Playtime,wec@phila.gov,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Inside-Outside-Film-Series-Playtime/event/14137/,05/15/2011,5:30 pm,"300 Northwestern Ave., 				Philadelphia, PA","<p>Watch a documentary on an environmental topic, while kids play &amp; explore the trails with a nature guide. May film is Gasland, about natural gas drilling.",Wissahickon Environmental Education Center,3:30 pm,,
