address,venueName,description,phone,title,moreInfoLink
,,"Jazz meet-up group for those who love smooth/contemporary jazz. For more information, visit www.carolinasmoothjazzfriends.com or call 704-837-2062.",,Carolina Smooth Jazz Friends,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113371&amp;max=10
,,"Monthly newsletter, referrals available for makeovers, therapists, fashion, significant others support and more. Membership required for information and newsletter. Phone for details 2-10pm only. CTA is open to all who identify themselves as Transgendered, Crossdressers, Transsexuals, Intersexed, et al. We do not vote on membership and are not a dating service.",336-601-0266,Carolina Trans-Sensual Alliance,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24504&amp;max=10
,,"Offers co-ed programs for U-19 Full Contact, U-15 Contact Development, and U-12 Non-Contact (ie. Tag) Rugby. If you are interested in learning more about this sport, starting a club, or joining an existing club, contact carolinayouthrugby@yahoo.com.",704-814-7754,Carolina Youth Rugby,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21780&amp;max=10
,,"For anyone wanting to mingle with fellow artists. Free and open to all artists to discuss techniques, share critiques, learn and network. For more information, visit www.areafifteen.com. Area 15, 516 E. 15th St.",704-890-0236,Charlotte Art Meetup Group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109157&amp;max=10
,,"Where the big-n-beautiful women of Charlotte and their admirers can meet and mingle in a fun atmosphere. Meets twice per month. Locations vary. For more information, visit www.groups.yahoo.com/group/charlottebbwgathering.",,Charlotte Big-N-Beautiful,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A111013&amp;max=10
,,"Latin and ballroom dance group meets at various locations to dance Salsa, Cha Cha, Rumba, Tango, Swing and more.  No partner required. For more information, call 704-208-7877 or visit www.charlotte-dancesport.com.",,Charlotte Dancesport,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A83769&amp;max=10
,,"A group for beginner through advanced West African and Latin hand drummers, including djembe, conga, bongo and more. Meets at various times throughout the month. For more information, visit www.facebook.com/group.php?gid=21093560374.",,Charlotte Drum Circle,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A108547&amp;max=10
,,"A social group welcoming runners, joggers and  walkers. Runs through Dilworth and meets for food/drinks  afterward. Meetings: Saturdays, 9 a.m., Brueggers  Bagels' parking lot, 1531 East Blvd.; Mondays, 6:30 p.m.,  Dowd YMCA porch, 400 E. Morehead St.   www.gaycharlotte.com/frontrunners.",704-372-0079,Charlotte FrontRunners,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A33760&amp;max=10
7301 Quail Meadow Lane,Quail Hollow Estates Clubhouse,"Discover a fascinating tradition of music and folk dance from around the world. No partner or experience needed. Free to first time attendees. For more information, call 704-847-0134 or 704-554-9220.",,Charlotte International Folk Dance,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112291&amp;max=10
,,"Not a dating service, but an activity based organization.  Schedule at www.minglesofcharlotte.com.",,Charlotte Mingles for Young Professionals,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106548&amp;max=10
5555 Concord Pkwy. South,Charlotte Motor Speedway,"A spectacular 2.5 mile drive-through Christmas light park  and village located on the track and the infield of the  legendary Charlotte Motor Speedway. It will be one of the  largest holiday light shows in the United States. A fun and  affordable holiday destination. For more info, visit:  www.visitcarolinachristmas.com.",,Charlotte Motor Speedway Christmas Holiday Light Show,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230822&amp;max=10
,,"An active sports/outdoor/social organization with multiple events from team sports and outdoor adventures to road trips and social gatherings. Couples and singles of all ages are welcome. For more information, visit www.choa.com.",,Charlotte Outdoor Adventures,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113268&amp;max=10
,,"Parkour is a sport/discipline of quick and efficient movements that can overcome any obstacle by using the body. Meets at least every Thursday at 7 p.m. All skill levels welcome to join, learn and train. 704-576-5832. charlotteparkour@gmail.com.",,Charlotte Parkour Crew,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A110829&amp;max=10
,,"A social club of mostly gay men, welcoming all men 21 and up. No experience necessary. We practice on Wednesday and Sunday, games are on Saturdays. www.charlotteroyals.org.",,Charlotte Royals Rugby Football Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A111200&amp;max=10
,,"Learn to salsa with two-time State Latin Dance Champion Rodrigo Jimenez. Morehead Street Tavern, 300 East Morehead St. Packages and private lessons available. www.charlottesalsadance.com.",704-449-8112,Charlotte Salsa Lessons,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A107743&amp;max=10
,,"For all area alumni and fans of Florida State University. Hosts off season events and socials. For more information, you may email info@charlotteseminoleclub.com or visit www.charlotteseminoleclub.com.",,Charlotte Seminole Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109385&amp;max=10
131 E. Woodlawn Rd.,Murphy's Food & Spirits,"Holds regular monthly membership meeting, in addition to regular golf events. Come mix, mingle and enjoy a round of golf. For more information, visit www.charlottesinglesgolf.com.",,Charlotte Singles Golf Association,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158896&amp;max=10
,,"A free social and outdoor club where singles and couples can come together to enjoy various activities and meet new friends. For more information, visit www.groups.yahoo.com/group/charlottesocials.",,Charlotte Socials,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A59133&amp;max=10
,,"For singles, couples and solos who like  to travel. Trips for every budget, from day  trips in Carolinas to a week-long Alaska  cruise.",704-541-1405,Charlotte Travel Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A32817&amp;max=10
,,"A free membership social group. Members receive information about tasting events, restaurant grand openings, wine dinners, private parties and charity events. Visit  for more information.",704-293-6483,Charlotte VIP,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A26939&amp;max=10
,,"A social and networking group for  professionals who enjoy cuisine, wine,  art, music and charity.",704-293-6483,Charlotte VIP,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A31937&amp;max=10
,,"Offering various opportunities to discuss business practices, networking and socializing. Free membership. For more information, visit www.eventplanning.meetup.com/249/.",,The Charlotte Wedding & Event Professionals,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112658&amp;max=10
,,"Group is interested in learning about and experiencing a whole foods lifestyle. Meets for dinners, lectures, cooking demonstrations, field trips and more. For more information, visit www.wholefood.meetup.com/114/.",,Charlotte Whole Foods Nutrition group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113245&amp;max=10
,,"CYP is a premier social club and networking outlet for young professionals in their 20s and 30s in the Charlotte area. The group is built on four core values that include professional development, philanthropy, athletics and social networking. www.charlotteyoungprofessionals.com.",,Charlotte Young Professionals,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113474&amp;max=10
,,"Welcome to all current mothers, pregnant mothers, and trying to conceive moms to be. Message boards, chat, events, play groups, mothers' night out. Join us in the new website built just for us.",704-399-2513,CharlotteMommies.com,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24179&amp;max=10
,,"For professional singles 30 and over. Five single women and five single men sign up and meet for dinner. Occurs every other Wednesday evening at the Cajun Queen or Carpe Diem. Cost includes first drink, meal, and gratuity. For more information or to RSVP, call 704-606-8517.",,Charlotte's Dinner for Ten,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196457&amp;max=10
,,"Charlotte's volleyball community online. Website for information on places to play, leagues, tournaments, pickup volleyball; indoor, outdoor: grass and sand.",,CharlotteVolleyball.com,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197230&amp;max=10
,,"Child Proof Advice offers training classes to future parents and new parents and grandparents on how to child proof their homes. Looking for volunteers to teach programs. For more information, call 704-900-2534 or visit www.childproofadvice.com.",,Child Proof Advice,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A195604&amp;max=10
,,Parents and caregivers in the Charlotte-Mecklenburg area now have a free and convenient way to get their child's safety seat inspected. This service is provided by the SAFE KIDS Charlotte-Mecklenburg. Visit www.safekidscharmeck.org for inspection dates and times.,704-336-7233,Child Safety Seat Inspection Stations,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24336&amp;max=10
,,"Get out of the office and have fun with other young  professionals. Explore new experiences, go  hiking, hang out at a bar or enjoy a free movie.  Multiple events daily.",,Choa Young Professionals,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A57845&amp;max=10
4800 Wedgewood Dr.,Wedgewood Baptist Church,"Facilitated by Pastor Chris Ayers and Jim Green,  psychotherapist. Fellowship and discussion about  scripture, prayer, emotional well-being and  relationships for gay and bisexual males ages 20-39. Register in advance.",,Christian Support Group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A80877&amp;max=10
4800 Wedgewood Dr.,Wedgewood Baptist Church,"Group will discuss scripture, spiritual growth, emotional well-being, dating, relationships, and self-esteem. Facilitated by Jim Green, Psychotherapist. For more information, call 704-375-2822.",,Christian Support Group For Gay & Bisexual Men Ages 20-39,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197625&amp;max=10
,Symphony Park at SouthPark Mall,Shoppers can pick out and buy their ideal evergreen and  shop for other seasonal merchandise at the Christmas Shop  at Symphony Park.,,Christmas Tree Sales and Shop at Symphony Park,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231583&amp;max=10
,,"A social club sponsored by the Blumenthal Performing Arts Center for young adults in their 20's and 30's . Club Blume members enjoy special offers like pre-show mixers, reserved seating with other young adults and other perks. For more information, visit www.clubblume.com.",,Club Blume,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84994&amp;max=10
,,12-step program for those who wish to  develop healthy relationships and behaviors.  Weekly meetings in the Charlotte metropolitan  area.,704-348-1616,Co-Dependents Anonymous,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56206&amp;max=10
,,"Community Housing Resource Center nonprofit organization that provides emergency, temporary, and permanent housing for economically disadvantaged individuals and families. Currently seeking devoted, dependable, and passionate people interested in volunteering. For more information, call 704-763-287 or email ad@communityhousingresource.org.",,Commuity Housing Resource Center,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A201429&amp;max=10
,,"offers an array of preventive healthcare services: free blood pressure checks, low cost blood sugar check, hemoglobin level check, blood screenings and other assessments.",704-375-0172,Community Health Services,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21225&amp;max=10
,,Needs a few good men and women to help pickup donated furniture to be given to families in need. Pickups are needed mornings or afternoons Monday-Friday.,,Crisis Assistance Ministry,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21790&amp;max=10
,,"Membership required for information & newsletter. CTA is open to all who self-identify as transgendered, crossdressers, etc.",336-601-0266,Crossdressers' & Transgenders' Information & Resource Guide,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A31709&amp;max=10
,,Official Roppokai study group forming now. Very rare art. Only 3-4 branches in US. Call for information. Email: makoto333@iwon.com Website: http://clik.to/makoto.,704-563-8845,Daito-ryu Study Group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A19745&amp;max=10
1900 Selwyn Ave.,Queens University,"Give your body and brain a workout with this creative movement and dance class. For more information, call 704-523-5567 or visit www.thecenterforcreativityandhealing.com.",704-337-2200,Dance Explorations,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A155336&amp;max=10
3205 N Davidson St.,Dolce Vita,Drink and chat with well-informed liberal movers and shakers here in Charlotte. Every first and third Wednesday.,704-334-1052,Drinking Liberally,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A110948&amp;max=10
907 Barra Row%2C Ste. 102-103,ECAC Center,"A state-wide, nonprofit parent organization committed to  improving the lives and education of all children through a  special emphasis on children with disabilities. All services  are free.",704-892-1321,Exceptional Children's Assistance Center,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A32983&amp;max=10
,,"Are you having trouble controlling the way you  eat? You are not alone. Today there is a solution.  Meetings in Charlotte, Concord and Belmont.",,Food Addicts in Recovery Anonymous,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A58222&amp;max=10
,,"Are you having trouble controlling the way you eat? Food Addicts in Recovery Anonymous is a free 12-step recovery program for anyone suffering from food obsession, over-eating, under-eating and bulimia. For details, call 704-348-1569 or visit www.foodaddicts.org.",,Food Addicts in Recovery Anonymous,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112420&amp;max=10
,,"We would like to start a French reading evening where we could talk and exchange on French poetry, a chosen novel or a film. Contact Michel David if you are interested.",704-890-0971,French Reading Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24647&amp;max=10
,,"""Do something interesting, to meet someone  interesting.""",,FunforSingles,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A80874&amp;max=10
,,"A simple weekly 20-minute program for children ages 1 & 2 with caregiver. Program includes basic picture books, fingerplays and songs introducing toddlers to the fun of books and reading. Call for information on the Toddler Time branch location nearest you.",704-868-2165,Gaston County Public Library's Toddler Time,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27238&amp;max=10
,,For Preschooler children ages 3-5. Call for days and times at the Gaston County Public Library branch nearest to you.,704-868-2167,Gaston County Public Library's Weekly Storytime,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27237&amp;max=10
,,"Provides congenial, discreet atmosphere for persons over 18  interested in dominant/submissive activities. 704-348-1711.",,The Gateway Project,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56922&amp;max=10
,,"""A safe place where I can be my authentic self."" A ministry of St. Ann's Catholic Church.",704-375-2822,Gay Men's Spiritual Direction Group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A19747&amp;max=10
,,"Do you want to improve your English? Do you enjoy learning about different cultures? Join us for coffee  and conversation in a fun, informal setting and make new friends. Meets at the South County Regional Library, 5801 Rea Rd.",704-416-6640,Global Cafe English Conversation Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A111007&amp;max=10
,,"Join other social singles and couples of all ages at this Charlotte meetup group. Various events are designed each week to get people out and active in the community including free movies, dinners, concerts, wine tastings, theater events, bar events and more. For more information, visit www.gosocialclub.com.",,Go Social Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A55119&amp;max=10
720 E. 4th St.,Guardian Ad Litem,"A Guardian ad Litem in North Carolina is a trained community volunteer appointed by a district court judge to investigate the needs of abused and neglected children, make recommendations to the court about services, which focus on the needs of the child, and advocate for a permanent and safe home for the child.  dana.s.frady@nccourts.org.",704-347-7843,Guardian ad Litem,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A85345&amp;max=10
,,Vadim Kolpakov teaches guitar and Russian dance lessons.,,Guitar and Russian Dance Lessons,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106561&amp;max=10
,,"Habitat Young Professionals of Charlotte (HYPC) is an initiative within Habitat for Humanity of Charlotte. Seeks to engage young professionals in their early 20's to early 40's  with opportunities to network through service and social events. Members of HYPC engage in efforts to diminish poverty housing in the Charlotte area. For more information, visit www.habitatcharlotte.org/hyp.cfm.",,Habitat Young Professionals of Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153651&amp;max=10
,,A nonprofit volunteer organization that organizes  more than 40 community-service projects each  month for volunteers of all ages. Individuals  participate as their schedules permit.,704-333-7471,Hands on Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A17061&amp;max=10
,,"A therapeutic based movement program for people with breast cancer or other cancers, chronic illnesses or those looking for a gentle approach to exercise. Energy therapy also available. 1914 JN Pease Place, Charlotte. 704-919-3580. www.healingthroughmovement.webs.com.",,Healing Through Movement,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153406&amp;max=10
,,For singles of all ages who have Herpes (HSV 1  or 2) or Genital Warts (HPV) to meet other people  sharing their experiences in the Charlotte area.,,Herpes Social & Support Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A58809&amp;max=10
6500 S. New Hope Road,Daniel Stowe Botanical Garden,"Featuring more than 600,000 lights, old fashioned trains, visits from Santa Claus, carriage rides, holiday carols, baked treats, and more. Sunday-Thursday, 5 p.m.-9 p.m.; Friday-Saturday, 5 p.m.-10 p.m.",704-825-4490,Holiday Lights at The Garden,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231750&amp;max=10
,,Volunteers needed for hospital-based crisis intervention program for victims of intimate partner violence. 704-446-3999.,,Intimate Partner Violence,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112662&amp;max=10
,,"Aerobic workout program for all ages and fitness levels. Several locations and times in the Charlotte area. Sign up anytime, no contracts.",704-521-4032,Jazzercise,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27674&amp;max=10
11401 Ardrey Kell Rd.,521 Recreation Center and District Park,"Jazzercise offers a fusion of jazz dance, resistance training, pilates, yoga and kickboxing movements. Benefits include cardiovascular endurance, strength and flexibility.",704-502-3074,Jazzercise Classes,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109354&amp;max=10
,,Seeks to make change for good by adopting one fragile inner-city neighborhood yearly with kamikazi-servanthood and radical hospitality. Volunteer and live out social justice through this intensely practical relationally-invested service initiative. www.charlotte24-7.com.,,Justice Project,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84629&amp;max=10
,,"Accepting individuals and small groups (4 or less). Private instruction only. Old school, real deal, street tested instructor. For more information, call 704-525-9524 or email Fliver1@msn.com.",,Karate-Do & Tae Kwon Do,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156420&amp;max=10
8326-408 Pineville-Matthews Rd.,Eagle TaeKwonDo Academy,"Basketball, dodge-ball, relay races, obstacle courses, math skills, word drills and a character-building martial art class every day. Plus field trips, including swimming. Ages 5-11. For more information, call 704-541-9400.",,Kids Summer Camp,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158624&amp;max=10
,,At I-85 and Billy Graham.,704-654-0978,Kids' After School Martial Arts Class,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A80099&amp;max=10
301 N. Tryon St.,Discovery Place,"Fun and learning go hand in hand at this exhibit for young visitors. The stimulating atmosphere relates to science and math. Children will learn by touching and testing different environments and activities, including water tables, wind tunnels, blocks, gears and air tubes.",704-372-6261,KidScience,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199919&amp;max=10
1920 Cleveland Ave.%2C Ste. B,Yoga for Life in Dilworth,"Professionally trained, certified Kripalu Yoga  teachers emphasize the total yoga experience.",704-344-9642,Kripalu Yoga Classes,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A71565&amp;max=10
,Northcross Lanes,"A unique and ongoing club atmosphere for individuals to  develop their speaking, listening, evaluating and  leadership skills. www.lakenormantoastmasters.com.",704-896-5515,Lake Norman Toastmasters,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A52608&amp;max=10
,,"Offers Dianetics and Scientology services. Free personality tests, information, and interviews. Open houses most Sundays from 1-5pm. 4801 E. Independence Blvd. Suite 609, in the big gold building.",704-569-3477,Life Improvement Center of Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21899&amp;max=10
,,Beginner lessons offered on Mondays from 11:30 a.m.-12:30 p.m. Intermediate lessons offered Mondays from 2 p.m. -3:30 p.m. and Wednesdays from 7 p.m. -9 p.m.,704-532-3036,Line Dancing,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A108484&amp;max=10
,,"Looking for new students & members. For more information, call Lucky Riley at 704-525-9524.",,Martial Arts Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200878&amp;max=10
,,"Kevin Harris specializes in Swedish, Deep Tissue, Myofacial, Reiki, Shiatsu, Tuina and Refloxology. N.C. License #2713.",,Massage and Energy Healing,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106622&amp;max=10
2208 Eastway Dr.,Wonderful Voice Buddhist Temple,Unique approach to meditation combining silent sitting and mantra meditation practices. First time visitors should arrive early.,704-567-9268,Meditation,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112985&amp;max=10
2208 Eastway Dr.,Wonderful Voice Buddhist Temple,"For more information, call 704-567-9268 or visit www.myoshoji.org.",704-567-9268,Meditation Shodaigyo,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156935&amp;max=10
,,"Learn to buy, sell, and lease investment property. Several meetings per week in Charlotte and surrounding areas. For more information, call 704-523-1570 or visit www.metrolinareia.org.",,Metrolina Real Estate Investment Association,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A139763&amp;max=10
,,"Enroll for new beginner classes in cha-cha, swing, rumba, salsa and waltz. 704-364-1871. 2935 Providence Rd., Ste. 200. www.metropolitan-ballroom.com.",,Metropolitan Ballroom,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153385&amp;max=10
800 Clanton Rd.%2C Ste. W,Events & Adventures,An activities club for singles.,704-523-3006,My Venture Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A79124&amp;max=10
,,"Seeking pro-choice volunteers to fight for  reproductive rights. Currently forming committees  for volunteers interested in campus organizing,  outreach activities, lobbying and educating the  public about emergency contraception. Ongoing  events and activities throughout the year.",919-968-6344,NC NARAL Pro-Choice America,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27998&amp;max=10
,,"Women's social group, open to women of all ages.  Activities include a book club, luncheons, Mah Jongg, Canasta, social bridge and more. For more information, call 866-213-9183 or visit www.newfriendsofcarolina.com.",,New Friends of Carolina,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200830&amp;max=10
,,"Celebrating more than 20 years of family-oriented, clothing-optional recreational activities. Call for more info, or e-mail at NCN1980@aol.com.",704-565-5023,North Carolina Naturists,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A20647&amp;max=10
,,"Seeking kindred spirits inclined to a clothes-free lifestyle.For more information, email membership@NCNaturists.com or visit www.ncnaturists.com.",,North Carolina Naturists,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A60768&amp;max=10
3419 Toringdon Way%2C Suite 104,Zitel Family Chiropractic,"Featuring nutritious shakes, networking and opportunities to ask health questions. For more information, email grady@charlottenutritioncompany.com.",,Nutrition Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A201343&amp;max=10
130 N. Tryon St.,Belk Theater,New gay and lesbian social club sponsored by the BPAC.,704-972-2000,Out On The Town,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84992&amp;max=10
,,"A fellowship of men and women who, through  shared experience, strength and hope, are  recovering from Compulsive Overeating.",,Overeaters Anonymous,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A79422&amp;max=10
,,"Pain & Anxiety Program: overcoming fears,  anxiety and agoraphobia; achieving control,  positive self-image and constructive thinking.",732-940-9658,Pain Relief Inc.,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A79421&amp;max=10
,,"Learn the Russian system of breathing, exercise  and self-defense. Classes meet in Fort Mill, 14+ time/mo., flexible schedule. Call Mark for details.",,Palmetto State Systema: Russian Martial Arts Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56796&amp;max=10
,,"a social group for adults who love to have fun. E-mails are sent each week listing the best parties in the area. Events include nightclubs, wine tastings, sporting events, hiking, camping and other trips. More information? www.PartyGoersAnonymous-subscribe@yahoogroups.com.",704-236-4467,PGA: Party Goers Anonymous,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A20746&amp;max=10
,,"This volunteer organization enables pharmaceutical/medical representatives to network with their peers while giving back to the community through volunteering. Meetings once a month for both strategic planning and volunteer opportunities. For more information, visit www.pmva.org.",,Pharmaceutical Medical Volunteer Association,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A195648&amp;max=10
,,An anonymous 12-step support group for men  and women dealing with addictive sexual  behavior. Meeting times and locations vary.,,S.A.A.,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A79136&amp;max=10
McMullen Creek Market,ETF Tae Kwon Do Academy,Learn while you burn calories. www.etftaekwondo.com.,704-541-9400,Self Defense Workouts,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A83798&amp;max=10
,,"Please visit each Wednesday at www.siameserescue.org. We have saved over 4500 Siamese. We need volunteers, homes and you.",,Siamese Cat Rescue!,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21738&amp;max=10
,,"Dances, wine tastings and other fun social events  for singles 28 and up.",704-606-8517,South Charlotte Singles,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A83355&amp;max=10
5410 E. Independence Blvd.,Home Economist Market,"Parents, bring your little ones to the book nook while you shop. Entertainment and healthy snacks provided. 704-536-4663.",704-536-4663,StoryTime while you shop,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A85908&amp;max=10
,,"at Barnes & Noble, Arboretum. Preschool Storytime- Mondays at 10:30am. Children's Storytime- Saturdays at 11am. Spanish Storytime (3-5 yrs.)- 1st and 3rd Wednesdays at 11am. Call for more information.",704-341-9365,Storytimes,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24848&amp;max=10
,,The Timmons & Thompson Psychotherapy Group is now registering participants for a therapeutic and psycho-educational group focused on Couples Communications. The purpose of the group is to enhance communication skill with couples in a safe environment. This group is specifically for couples committed to building a healthy relationship. The group meets at 3707 Latrobe Dr. Suite 470. Both evening and daytime groups are available.,,Support Group - Couples Communications,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A23047&amp;max=10
,,The Timmons & Thompson Psychotherapy Group is now registering participants for a nine week therapeutic and psycho-educational group focused on depression. The group meets at 3707 Latrobe Dr. Suite 470. Both evening and daytime groups are available.,,Support Group - Depression,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A23046&amp;max=10
,,A nonprofit in Charlotte helping people find and form nonprofit support groups of all types in Mecklenburg County. Staff provide personal assistance Monday through Thursday mornings at 704-331-9500. All data at www.supportworks.org.,,SupportWorks,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A83082&amp;max=10
8326-408 Pineville-Matthews Rd.,Eagle TaeKwonDo Academy,"Learn the ""way of the Samurang."" More skills than video games or movies. Learn this art in a safe, supportive atmosphere. For a free tour and trial lesson or more information, call 704-541-9400.",,Sword Martial Art,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158625&amp;max=10
2900 Rocky River Rd.,Reedy Creek Nature Center,"For more information, visit www.martialartsnc.com.",704-598-8857,Taichi for Health Classes,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A155268&amp;max=10
