city,startDate,address,name,description,price,venueName,state,endDate,image,moreInfoLink
Brooklyn Park,03/16/2011,8078 Brooklyn Blvd.,Shane Martin,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/shane-martin-1176509/
Minneapolis,03/16/2011,2300 NE University Ave.,The Wednesday Crush,with Big City Band</p>,,Mario's Keller Bar,MN,,,http://www.citypages.com//events/the-wednesday-crush-1718179/
Minneapolis,03/16/2011,600 Hennepin Ave. S.,Traditional Irish Music Session,,,Kieran's Irish Pub,MN,,,http://www.citypages.com//events/traditional-irish-music-session-1039628/
St. Paul,03/16/2011,308 Prince St.,Rahjta Ren,,,Black Dog Coffee and Wine Bar,MN,,,http://www.citypages.com//events/rahjta-ren-1704994/
Brooklyn Park,03/16/2011,8078 Brooklyn Blvd.,Bruce Bowman,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/bruce-bowman-1562234/
Minneapolis,03/16/2011,3001 Hennepin Ave. S.,Javier Trejo,,,Famous Dave's BBQ and Blues,MN,,,http://www.citypages.com//events/javier-trejo-1718266/
White Bear Lake,03/16/2011,4725 Hwy 61 N.,Joe Cruz,,free,Ingredients Cafe & Take Away,MN,,,http://www.citypages.com//events/joe-cruz-1571827/
Fridley,03/16/2011,6161 Central Ave. NE,Karaoke Night,with Mia Dorr & DJ DeeDee</p>,,Shorewood Bar & Grill,MN,,,http://www.citypages.com//events/karaoke-night-1478281/
St. Paul,03/16/2011,408 St. Peter St.,Steve Kenny & the Bastids,,free,Artists' Quarter,MN,,,http://www.citypages.com//events/steve-kenny-and-the-bastids-1754985/
Minneapolis,03/16/2011,2916 Lyndale Ave. S.,Two Fisted Trivia,,free,James Ballentine VFW Post 246,MN,,,http://www.citypages.com//events/two-fisted-trivia-1329627/
Minneapolis,03/16/2011,80 S. 9th St.,The Wolverines,,,Hell's Kitchen,MN,,,http://www.citypages.com//events/the-wolverines-1666123/
Minneapolis,03/16/2011,3745 42nd Ave. S.,Overtones Jazz Trio,,,Riverview Cafe & Wine Bar,MN,,,http://www.citypages.com//events/overtones-jazz-trio-776157/
Minneapolis,03/16/2011,3601 E. Lake St.,Wednesday Pub Quiz,,,Merlins Rest,MN,,,http://www.citypages.com//events/wednesday-pub-quiz-674444/
St. Louis Park,03/16/2011,9970 Wayzata Blvd.,Pub Quiz,,,Kip's Irish Pub,MN,,,http://www.citypages.com//events/pub-quiz-806230/
Minneapolis,03/16/2011,400 Cedar Ave. S.,Koerner & Glover,18+</p>,$5/$8,400 Bar,MN,,,http://www.citypages.com//events/koerner-and-glover-1710367/
St. Paul,03/16/2011,1579 Hamline Ave. N.,When Worlds Collide,with Lonnie Knight & guests</p>,,The Coffee Grounds,MN,,,http://www.citypages.com//events/when-worlds-collide-922225/
Savage,03/16/2011,4851 W. 123rd St.,Open Mic Jam,,free,Neisen's Sports Bar & Grill,MN,,,http://www.citypages.com//events/open-mic-jam-1083906/
Minneapolis,03/16/2011,2200 4th St. NE,Trailer Park Trivia,,free,Grumpy's Bar & Grill,MN,,,http://www.citypages.com//events/trailer-park-trivia-1254717/
Minneapolis,03/16/2011,501 Cedar Ave. S.,Beat Box Radio,,free,Nomad World Pub,MN,,,http://www.citypages.com//events/beat-box-radio-1618694/
Oakdale,03/16/2011,1267 Geneva Ave.,Sassy Lassy Trivia,,,Riley's Pub & Grill,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514763/
Minneapolis,03/16/2011,917 Cedar Ave. S.,Soap,18+</p>,$5,Cabooze,MN,,,http://www.citypages.com//events/soap-1696481/
Eagan,03/16/2011,1555 Cliff Rd.,"Trainwreck, Trent Shaw",,,Axel's Bonfire,MN,,,http://www.citypages.com//events/trainwreck-trent-shaw-1581435/
Minneapolis,03/16/2011,2027 E. Franklin Ave.,Trivia Night,,,Blue Nile Restaurant & Lounge,MN,,,http://www.citypages.com//events/trivia-night-1634167/
Eden Prairie,03/16/2011,13000 Technology Dr.,Karaoke,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/karaoke-443080/
Minneapolis,03/16/2011,533 Hennepin Ave.,DJ Bryan Gerrard,,free,Caterpillar Lounge,MN,,,http://www.citypages.com//events/dj-bryan-gerrard-1747877/
Minneapolis,03/16/2011,119 4th St. N.,Triviasco,hosted by Ian of Drinking With Ian</p>,,Pizza Luce,MN,,,http://www.citypages.com//events/triviasco-916575/
Minneapolis,03/10/2011,4415 Nicollet Ave. S.,Grateful Dead Thursdays,with the Saints of Circumstance</p>,,Driftwood Char Bar,MN,,,http://www.citypages.com//events/grateful-dead-thursdays-1734053/
Eden Prairie,03/10/2011,13000 Technology Dr.,A Thin Place,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/a-thin-place-1616590/
Minneapolis,03/10/2011,5411 Penn Ave. S.,DJ HWH the Third,,free,Cafe Maude,MN,,,http://www.citypages.com//events/dj-hwh-the-third-791916/
St. Paul,03/10/2011,1183 University Ave.,Karaoke,with Tryphena</p>,,Arnellia's,MN,,,http://www.citypages.com//events/karaoke-164763/
Burnsville,03/10/2011,3120 W. Hwy 13,Dirty Word,,,McKracken's Pub,MN,,,http://www.citypages.com//events/dirty-word-1653697/
Minneapolis,03/10/2011,2916 Lyndale Ave. S.,Karaoke,,free,James Ballentine VFW Post 246,MN,,,http://www.citypages.com//events/karaoke-1039559/
Minneapolis,03/10/2011,80 S. 9th St.,Salsabrosa,,$6,Hell's Kitchen,MN,,,http://www.citypages.com//events/salsabrosa-1399513/
Eagan,03/10/2011,1960 Rahncliff Road,The Feelin' Band,,,Ansari's Mediterranean Grill and Lounge,MN,,,http://www.citypages.com//events/the-feelin-band-876402/
Minneapolis,03/10/2011,533 Hennepin Ave.,Plain Ole Bill,,free,Caterpillar Lounge,MN,,,http://www.citypages.com//events/plain-ole-bill-1747880/
Minneapolis,03/10/2011,701 1st Ave. N.,Ritmo Caliente,with DJ Christian Velasco</p>,$3,First Avenue,MN,,,http://www.citypages.com//events/ritmo-caliente-775856/
Minneapolis,03/10/2011,355 NE Monroe St.,SpringBeat!,with Shannon Blowtorch & SoSupreme</p>,free,Spring Street Tavern,MN,,,http://www.citypages.com//events/springbeat--1301889/
Minneapolis,03/30/2011,318 1st Ave. N.,Steve Poltz,,$12/$15,Fine Line Music Cafe,MN,03/30/2011,,http://www.citypages.com//events/steve-poltz-1740626/
Maple Grove,03/30/2011,7885 Main St. N.,Dan Ristrom,,,Sawatdee,MN,,,http://www.citypages.com//events/dan-ristrom-1017320/
Minneapolis,03/30/2011,112 Hennepin Ave. E.,Molly Maher & Her Disbelievers,,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/molly-maher-and-her-disbelievers-1277510/
Fridley,03/30/2011,6161 Central Ave. NE,Sam Kuusisto Band,,,Shorewood Bar & Grill,MN,,,http://www.citypages.com//events/sam-kuusisto-band-1224422/
Brooklyn Park,03/30/2011,8078 Brooklyn Blvd.,Shane Martin,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/shane-martin-1176509/
Minneapolis,03/30/2011,2300 NE University Ave.,The Wednesday Crush,with Big City Band</p>,,Mario's Keller Bar,MN,,,http://www.citypages.com//events/the-wednesday-crush-1718179/
Minneapolis,03/30/2011,600 Hennepin Ave. S.,Traditional Irish Music Session,,,Kieran's Irish Pub,MN,,,http://www.citypages.com//events/traditional-irish-music-session-1039628/
St. Paul,03/30/2011,308 Prince St.,Rahjta Ren,,,Black Dog Coffee and Wine Bar,MN,,,http://www.citypages.com//events/rahjta-ren-1704994/
Brooklyn Park,03/30/2011,8078 Brooklyn Blvd.,Bruce Bowman,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/bruce-bowman-1562234/
Minneapolis,03/30/2011,3001 Hennepin Ave. S.,Javier Trejo,,,Famous Dave's BBQ and Blues,MN,,,http://www.citypages.com//events/javier-trejo-1718266/
Fridley,03/30/2011,6161 Central Ave. NE,Karaoke Night,with Mia Dorr & DJ DeeDee</p>,,Shorewood Bar & Grill,MN,,,http://www.citypages.com//events/karaoke-night-1478281/
St. Paul,03/30/2011,408 St. Peter St.,Steve Kenny & the Bastids,,free,Artists' Quarter,MN,,,http://www.citypages.com//events/steve-kenny-and-the-bastids-1754985/
Minneapolis,03/30/2011,2916 Lyndale Ave. S.,Two Fisted Trivia,,free,James Ballentine VFW Post 246,MN,,,http://www.citypages.com//events/two-fisted-trivia-1329627/
Minneapolis,03/30/2011,80 S. 9th St.,The Wolverines,,,Hell's Kitchen,MN,,,http://www.citypages.com//events/the-wolverines-1666123/
Minneapolis,03/30/2011,3745 42nd Ave. S.,Overtones Jazz Trio,,,Riverview Cafe & Wine Bar,MN,,,http://www.citypages.com//events/overtones-jazz-trio-776157/
Minneapolis,03/30/2011,3601 E. Lake St.,Wednesday Pub Quiz,,,Merlins Rest,MN,,,http://www.citypages.com//events/wednesday-pub-quiz-674444/
St. Louis Park,03/30/2011,9970 Wayzata Blvd.,Pub Quiz,,,Kip's Irish Pub,MN,,,http://www.citypages.com//events/pub-quiz-806230/
Minneapolis,03/30/2011,400 Cedar Ave. S.,Koerner & Glover,18+</p>,$5/$8,400 Bar,MN,,,http://www.citypages.com//events/koerner-and-glover-1710367/
St. Paul,03/30/2011,1579 Hamline Ave. N.,When Worlds Collide,with Lonnie Knight & guests</p>,,The Coffee Grounds,MN,,,http://www.citypages.com//events/when-worlds-collide-922225/
Savage,03/30/2011,4851 W. 123rd St.,Open Mic Jam,,free,Neisen's Sports Bar & Grill,MN,,,http://www.citypages.com//events/open-mic-jam-1083906/
Minneapolis,03/30/2011,2200 4th St. NE,Trailer Park Trivia,,free,Grumpy's Bar & Grill,MN,,,http://www.citypages.com//events/trailer-park-trivia-1254717/
Minneapolis,03/30/2011,501 Cedar Ave. S.,Beat Box Radio,,free,Nomad World Pub,MN,,,http://www.citypages.com//events/beat-box-radio-1618694/
Oakdale,03/30/2011,1267 Geneva Ave.,Sassy Lassy Trivia,,,Riley's Pub & Grill,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514763/
Minneapolis,03/30/2011,917 Cedar Ave. S.,Soap,18+</p>,$5,Cabooze,MN,,,http://www.citypages.com//events/soap-1696481/
Eagan,03/30/2011,1555 Cliff Rd.,"Trainwreck, Trent Shaw",,,Axel's Bonfire,MN,,,http://www.citypages.com//events/trainwreck-trent-shaw-1581435/
Minneapolis,03/30/2011,2027 E. Franklin Ave.,Trivia Night,,,Blue Nile Restaurant & Lounge,MN,,,http://www.citypages.com//events/trivia-night-1634167/
Eden Prairie,03/30/2011,13000 Technology Dr.,Karaoke,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/karaoke-443080/
Minneapolis,03/30/2011,533 Hennepin Ave.,DJ Bryan Gerrard,,free,Caterpillar Lounge,MN,,,http://www.citypages.com//events/dj-bryan-gerrard-1747877/
Minneapolis,03/30/2011,119 4th St. N.,Triviasco,hosted by Ian of Drinking With Ian</p>,,Pizza Luce,MN,,,http://www.citypages.com//events/triviasco-916575/
St. Paul,03/04/2011,380 Cedar St.,Ray Evangelista,,free,Hunan Garden,MN,,,http://www.citypages.com//events/ray-evangelista-164660/
St. Paul,03/10/2011,380 Cedar St.,Ray Evangelista,,free,Hunan Garden,MN,,,http://www.citypages.com//events/ray-evangelista-164660/
White Bear Lake,03/30/2011,4725 Hwy 61 N.,Joe Cruz,,free,Ingredients Cafe & Take Away,MN,,,http://www.citypages.com//events/joe-cruz-1571827/
Minneapolis,04/06/2011,923 Washington Ave. N.,Transmission,"""Retro"" is a tricky niche to slot a dance night into. Usually you've got to find yourself an era and a genre, hew towards the hits, and maybe garnish it with an outsized wink, a double-pistol-point and a smirking acknowledgement that you think the past is, well, kinda goofy. Clubhouse Jager's weekly Transmission dance night, one of the bar's longest-running attractions, doesn't constrict itself to that kind of semi-insincere kitsch. Helmed by DJ Jake Rudh, a veteran of college-fave stations Radio K and the (long-lamented) REV 105, Transmission hews a bit closer to the decades-spanning sensibility of a devoted, Anglophilia-skewing music geek, covering vintage and current Britpop, glam, new wave, punk, mod and indie-disco icons from the Kinks to Joy Division to Hot Chip. And don't worry -- nobody'll laugh if you wind up dancing to Duran Duran.</p>",free,Clubhouse Jager,MN,,http://vvoice.vo.llnwd.net/e5/3787317.47.jpg,http://www.citypages.com//events/transmission-759180/
St. Paul,04/01/2011,201 E. 4th St.,Circle II Circle,"with Shadowcraft, Hollowstone, Noble Beast. 18+</p>",$10/$12,Station 4,MN,04/01/2011,,http://www.citypages.com//events/circle-ii-circle-1755083/
Minneapolis,04/06/2011,1308 4th St. SE,Two Door Cinema Club,all ages</p>,$15,The Varsity Theater,MN,04/06/2011,,http://www.citypages.com//events/two-door-cinema-club-1754966/
St. Paul,04/01/2011,700 E. 7th St.,MN Sinfonia: Piano Magic,for more info call 612.871.1701 or visit www.mnsinfonia.org</p>,,Metropolitan State University St. Paul Campus,MN,04/01/2011,,http://www.citypages.com//events/mn-sinfonia-piano-magic-1688698/
Minneapolis,04/06/2011,416 Cedar Ave. S.,Sharon Van Etten,with StarDweller</p>,$10/$12,The Cedar,MN,04/06/2011,,http://www.citypages.com//events/sharon-van-etten-1746078/
Minneapolis,04/06/2011,701 1st Ave. N.,The Joy Formidable,18+</p>,$12,7th St. Entry,MN,04/06/2011,,http://www.citypages.com//events/the-joy-formidable-1748281/
Minneapolis,04/01/2011,318 1st Ave. N.,Dada,,$20/$22,Fine Line Music Cafe,MN,04/01/2011,,http://www.citypages.com//events/dada-1755065/
Maple Grove,04/06/2011,7885 Main St. N.,Dan Ristrom,,,Sawatdee,MN,,,http://www.citypages.com//events/dan-ristrom-1017320/
Minneapolis,04/01/2011,701 1st Ave. N.,For the People,"with Grouplove, LeSands</p>",$10,7th St. Entry,MN,04/01/2011,,http://www.citypages.com//events/for-the-people-1757494/
Minneapolis,04/06/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
St. Paul,04/01/2011,175 W. Kellogg Blvd.,Tiesto,,$62-$72,Roy Wilkins Auditorium,MN,04/01/2011,,http://www.citypages.com//events/tiesto-1763703/
Minneapolis,04/01/2011,917 Cedar Ave. S.,That 1 Guy,18+</p>,$15/$17,Cabooze,MN,04/01/2011,,http://www.citypages.com//events/that-1-guy-1696484/
Minneapolis,04/06/2011,112 Hennepin Ave. E.,Molly Maher & Her Disbelievers,,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/molly-maher-and-her-disbelievers-1277510/
Fridley,04/06/2011,6161 Central Ave. NE,Sam Kuusisto Band,,,Shorewood Bar & Grill,MN,,,http://www.citypages.com//events/sam-kuusisto-band-1224422/
Minneapolis,04/06/2011,901 Cedar Ave. S.,The Lost Marbles,,,Whiskey Junction,MN,,,http://www.citypages.com//events/the-lost-marbles-1448230/
Minneapolis,04/01/2011,411 2nd Ave. N.,DJ Shan,in the Gallery</p>,,The Lounge,MN,,,http://www.citypages.com//events/dj-shan-1242351/
Minneapolis,04/06/2011,2300 NE University Ave.,The Wednesday Crush,with Big City Band</p>,,Mario's Keller Bar,MN,,,http://www.citypages.com//events/the-wednesday-crush-1718179/
Minneapolis,04/01/2011,323 1st Ave. N.,F*cking Sick,,,Bootleggers,MN,,,http://www.citypages.com//events/fcking-sick-1322223/
St. Paul,04/06/2011,308 Prince St.,Rahjta Ren,,,Black Dog Coffee and Wine Bar,MN,,,http://www.citypages.com//events/rahjta-ren-1704994/
Minneapolis,04/01/2011,315 14th Ave. SE,Hotel,with Jonathan Ackerman</p>,free,Kitty Cat Klub,MN,,,http://www.citypages.com//events/hotel-1561635/
Chanhassen,04/06/2011,600 Market St. Ste 170,Carol Z & Jeff Carver,,,The School II,MN,,,http://www.citypages.com//events/carol-z-and-jeff-carver-1732798/
Minneapolis,04/06/2011,830 Hennepin Ave.,Hump Night,"with DJ Naughty Boyy, Bango with Mother Pearl.</p>",,The Saloon,MN,,,http://www.citypages.com//events/hump-night-644988/
Minneapolis,04/06/2011,327 14th Ave. SE,John Devine,,,Loring Pasta Bar,MN,,,http://www.citypages.com//events/john-devine-934121/
Minneapolis,04/01/2011,112 Hennepin Ave. E.,The World's Most Dangerous Polka Band,,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/the-worlds-most-dangerous-polka-band-1277508/
Minneapolis,04/06/2011,3001 Hennepin Ave. S.,Javier Trejo,,,Famous Dave's BBQ and Blues,MN,,,http://www.citypages.com//events/javier-trejo-1718266/
White Bear Lake,04/06/2011,4725 Hwy 61 N.,Joe Cruz,,free,Ingredients Cafe & Take Away,MN,,,http://www.citypages.com//events/joe-cruz-1571827/
Minneapolis,04/06/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Fridley,04/06/2011,6161 Central Ave. NE,Karaoke Night,with Mia Dorr & DJ DeeDee</p>,,Shorewood Bar & Grill,MN,,,http://www.citypages.com//events/karaoke-night-1478281/
St. Paul,04/06/2011,408 St. Peter St.,Steve Kenny & the Bastids,,free,Artists' Quarter,MN,,,http://www.citypages.com//events/steve-kenny-and-the-bastids-1754985/
Minneapolis,04/01/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,04/01/2011,420 S. 4th St.,Gary Collins,,,Tickles,MN,,,http://www.citypages.com//events/gary-collins-1725911/
Minneapolis,04/06/2011,2916 Lyndale Ave. S.,Two Fisted Trivia,,free,James Ballentine VFW Post 246,MN,,,http://www.citypages.com//events/two-fisted-trivia-1329627/
Minneapolis,04/06/2011,4415 Nicollet Ave. S.,Willie Murphy Blues Jam,,,Driftwood Char Bar,MN,,,http://www.citypages.com//events/willie-murphy-blues-jam-1734052/
Chanhassen,04/01/2011,600 Market St. Ste 170,Todd McCormick & Friends,,,The School II,MN,,,http://www.citypages.com//events/todd-mccormick-and-friends-1278718/
Minneapolis,04/06/2011,80 S. 9th St.,The Wolverines,,,Hell's Kitchen,MN,,,http://www.citypages.com//events/the-wolverines-1666123/
St. Paul,04/01/2011,380 Cedar St.,Ray Evangelista,,free,Hunan Garden,MN,,,http://www.citypages.com//events/ray-evangelista-164660/
Minneapolis,04/06/2011,3745 42nd Ave. S.,Overtones Jazz Trio,,,Riverview Cafe & Wine Bar,MN,,,http://www.citypages.com//events/overtones-jazz-trio-776157/
Minneapolis,04/06/2011,3601 E. Lake St.,Wednesday Pub Quiz,,,Merlins Rest,MN,,,http://www.citypages.com//events/wednesday-pub-quiz-674444/
St. Louis Park,04/06/2011,9970 Wayzata Blvd.,Pub Quiz,,,Kip's Irish Pub,MN,,,http://www.citypages.com//events/pub-quiz-806230/
Maplewood,04/06/2011,1638 Rice St.,Bluprint,,free,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/bluprint-1725928/
Minneapolis,04/06/2011,400 Cedar Ave. S.,Koerner & Glover,18+</p>,$5/$8,400 Bar,MN,,,http://www.citypages.com//events/koerner-and-glover-1710367/
Excelsior,04/06/2011,318 Water St.,Open Mic Night,,,318 Cafe,MN,,,http://www.citypages.com//events/open-mic-night-651424/
Minneapolis,04/06/2011,1933 Lyndale Ave. S.,Peter K,,,Rudolph's Bar-b-que,MN,,,http://www.citypages.com//events/peter-k-1248199/
Maplewood,04/06/2011,1638 Rice St.,Tim O'Brien Project & Friends,,,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/tim-obrien-project-and-friends-1664970/
Minneapolis,04/01/2011,1420 Washington Ave. S.,Danielson,,$20,Southern Theater,MN,04/02/2011,,http://www.citypages.com//events/danielson-1731509/
St. Paul,04/06/2011,1579 Hamline Ave. N.,When Worlds Collide,with Lonnie Knight & guests</p>,,The Coffee Grounds,MN,,,http://www.citypages.com//events/when-worlds-collide-922225/
Minneapolis,04/01/2011,913 W. Lake St.,Flavorful Fridays,with Jamecia Bennett and guests</p>,$5,Favor Cafe,MN,,,http://www.citypages.com//events/flavorful-fridays-978332/
Minneapolis,04/06/2011,2901 27th Ave. S.,Karaoke,,,Schooner Tavern,MN,,,http://www.citypages.com//events/karaoke-743846/
Savage,04/06/2011,4851 W. 123rd St.,Open Mic Jam,,free,Neisen's Sports Bar & Grill,MN,,,http://www.citypages.com//events/open-mic-jam-1083906/
Minneapolis,04/06/2011,2200 4th St. NE,Trailer Park Trivia,,free,Grumpy's Bar & Grill,MN,,,http://www.citypages.com//events/trailer-park-trivia-1254717/
Minneapolis,04/06/2011,501 Cedar Ave. S.,Beat Box Radio,,free,Nomad World Pub,MN,,,http://www.citypages.com//events/beat-box-radio-1618694/
Oakdale,04/06/2011,1267 Geneva Ave.,Sassy Lassy Trivia,,,Riley's Pub & Grill,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514763/
Minneapolis,04/06/2011,917 Cedar Ave. S.,Soap,18+</p>,$5,Cabooze,MN,,,http://www.citypages.com//events/soap-1696481/
Minneapolis,04/06/2011,329 S. Cedar Ave.,The Second-Hand Showcase,all ages</p>,,Acadia Cafe,MN,,,http://www.citypages.com//events/the-second-hand-showcase-1425421/
Minneapolis,04/06/2011,2027 E. Franklin Ave.,Trivia Night,,,Blue Nile Restaurant & Lounge,MN,,,http://www.citypages.com//events/trivia-night-1634167/
Minneapolis,04/01/2011,1813 6th St. S.,The Milo Fine Free Jazz Ensemble,,$5,West Bank School Of Music,MN,06/03/2011,,http://www.citypages.com//events/the-milo-fine-free-jazz-ensemble-1746045/
Eden Prairie,04/06/2011,13000 Technology Dr.,Karaoke,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/karaoke-443080/
Minneapolis,04/01/2011,2128 4th St. S.,Twin Cities Gay Men's Chorus: Ole! Ole! Ole!,,$24-$51,Ted Mann Concert Hall,MN,04/02/2011,,http://www.citypages.com//events/twin-cities-gay-mens-chorus-ole-ole-ole--1731529/
Minneapolis,04/06/2011,533 Hennepin Ave.,DJ Bryan Gerrard,,free,Caterpillar Lounge,MN,,,http://www.citypages.com//events/dj-bryan-gerrard-1747877/
Minneapolis,04/06/2011,119 4th St. N.,Triviasco,hosted by Ian of Drinking With Ian</p>,,Pizza Luce,MN,,,http://www.citypages.com//events/triviasco-916575/
Minneapolis,04/01/2011,2916 Lyndale Ave. S.,Karaoke,,free,James Ballentine VFW Post 246,MN,,,http://www.citypages.com//events/karaoke-1039559/
Brooklyn Park,04/01/2011,8078 Brooklyn Blvd.,Aaron Wessel Duo,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/aaron-wessel-duo-1618814/
Eagan,04/01/2011,1960 Rahncliff Road,Midwest Knights,,,Ansari's Mediterranean Grill and Lounge,MN,,,http://www.citypages.com//events/midwest-knights-937654/
Minneapolis,04/25/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,04/25/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,04/01/2011,320 Cedar Ave. S.,Abesha Night,with DJ Solo</p>,$5; $10 after midnight,Red Sea,MN,,,http://www.citypages.com//events/abesha-night-1522055/
Minneapolis,04/01/2011,533 Hennepin Ave.,Dirty McKenzie,,free,Caterpillar Lounge,MN,,,http://www.citypages.com//events/dirty-mckenzie-1747878/
Minneapolis,04/28/2011,701 1st Ave. N.,SOLD OUT: Deftones,all ages</p>,$32.50,First Avenue,MN,04/28/2011,,http://www.citypages.com//events/sold-out-deftones-1731526/
Minneapolis,04/28/2011,323 1st Ave. N.,F*cking Sick,,,Bootleggers,MN,,,http://www.citypages.com//events/fcking-sick-1322223/
Minneapolis,04/28/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
St. Paul,04/28/2011,164 Snelling Ave. N.,Nova Jazz Band,in the Shamrock Room</p>,,O'Gara's Bar & Grill,MN,,,http://www.citypages.com//events/nova-jazz-band-1398254/
Chanhassen,04/28/2011,600 Market St. Ste 170,Carol Z & Jeff Carver,,,The School II,MN,,,http://www.citypages.com//events/carol-z-and-jeff-carver-1732798/
Minneapolis,04/28/2011,327 14th Ave. SE,John Devine,,,Loring Pasta Bar,MN,,,http://www.citypages.com//events/john-devine-934121/
Minneapolis,04/28/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,04/28/2011,5411 Penn Ave. S.,DJ HWH the Third,,free,Cafe Maude,MN,,,http://www.citypages.com//events/dj-hwh-the-third-791916/
Minneapolis,04/28/2011,101 Glenwood Ave. N.,Zed's Dead: A Tarantino Lovefest,Mick Sterling presents a night of cover songs from the soundtracks to Quentin Tarantino films</p>,$6,Lee's Liquor Lounge,MN,,,http://www.citypages.com//events/zeds-dead-a-tarantino-lovefest-1386290/
St. Paul,04/19/2011,1601 University Ave. W.,The Submarines,with Nik Freitas</p>,$8,Turf Club,MN,04/19/2011,,http://www.citypages.com//events/the-submarines-1763688/
Minneapolis,04/19/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
Minneapolis,04/19/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
St. Paul,04/19/2011,345 Washington St.,MN Opera: Wuthering Heights,For tickets and info call 612.333.6669 or visit www.mnopera.org.</p>,$20-$200,Ordway Center for the Performing Arts,MN,04/23/2011,,http://www.citypages.com//events/mn-opera-wuthering-heights-1688629/
Fridley,04/19/2011,7820 University Ave.,Rawkzilla Battle of the Bands,,,G.B. Leighton's Pickle Park,MN,,,http://www.citypages.com//events/rawkzilla-battle-of-the-bands-1501937/
Minneapolis,04/19/2011,2901 27th Ave. S.,Karaoke,,,Schooner Tavern,MN,,,http://www.citypages.com//events/karaoke-743846/
Minneapolis,04/19/2011,5411 Penn Ave. S.,DJ HWH the Third,,free,Cafe Maude,MN,,,http://www.citypages.com//events/dj-hwh-the-third-791916/
St. Paul,04/19/2011,57 S. Hamline Ave.,Trivia Night,hosted by Martin Devaney</p>,,Green Mill,MN,,,http://www.citypages.com//events/trivia-night-641849/
Minneapolis,04/19/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,04/19/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,04/11/2011,408 Hennepin Ave.,Dance Annex,,,Gay 90's,MN,,,http://www.citypages.com//events/dance-annex-487533/
Minneapolis,04/11/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,04/13/2011,408 Hennepin Ave.,Men's Room,,,Gay 90's,MN,,,http://www.citypages.com//events/mens-room-487543/
Minneapolis,04/30/2011,318 1st Ave. N.,G. Love & Special House,18+</p>,$24.50,Fine Line Music Cafe,MN,04/30/2011,,http://www.citypages.com//events/g-love-and-special-house-1757500/
Hamel,04/30/2011,500 Hwy 55,"April Wine, Head East",,$22-$43,Medina Entertainment Center,MN,04/30/2011,,http://www.citypages.com//events/april-wine-head-east-1763671/
