time,photo,description,venue,address,startDate,endDate,email,website,event,phone,moreInfo,cost
11:00am - 10:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18582,All games are half off on Wednesdays!<br /> <br /> A great day to book your company event or a special occasion!<br /> <br /> Contact a Special Event representative today!<br /> ~Kendra Murray 589-5006<br /> ~Justine Kadokawa 589-5008,Dave and Buster's,"Ward Entertainment Center,  1030 Auahi St.,  Honolulu, HI 96814",04/13/2011,04/27/2011,justkado@gmail.com,http://daveandbusters.com,1/2 OFF Wednesdays @ Dave and Buster's,(808) 589-2215,http://www.hawaiieventsonline.com/view.php?eventID=18582,Free
4:00pm - 8:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=17592,"Yes, you just pay 50% off the full price on your food that you order from our main menu, every Monday-Friday from 4pm-8pm.  Not a bad way to unwind after a hard days work with a refreshing cold drink or beer.",CHEZ'S SPORTS BAR &amp; GRILL -  NEXT TO TONY ROMA'S,"98-150 Kaonohi St.,  Aiea, Hawaii, HI",04/13/2011,12/07/2011,aleoke@hawaii.rr.com,,50% OFF - FOOD @ CHEZ'S,(808) 221-7140,http://www.hawaiieventsonline.com/view.php?eventID=17592,Free
6:00pm - 8:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=13968,"Ali Garcia Performs Music from Mexico, Central America, South America, and more. <br /> <br /> Mexico Restaurant was listed in the Honolulu Advertiser's 2007-2008 Best Restaurants Guide.<br /> <br /> http://the.honoluluadvertiser.com/specials/bestrestaurants07/restaurant?id=186",Mexico Restaurant,"1247 N. School Street,  Honolulu, HI 96817",04/14/2011,12/19/2013,aligarciamusic@aol.com,http://www.myspace.com/aligarciamusic,Acoustic Latin Music,(415) 418-4203,http://www.hawaiieventsonline.com/view.php?eventID=13968,Free
8:00pm - 3:30am,http://www.hawaiieventsonline.com/viewpic.php?id=17570,"KARAOKE @ CHEZ EVERY NIGHT EXCEPT FRIDAY AND SATURDAY.<br /> <br /> 8PM-330AM<br /> SING YOUR FAVORITES. OVER 4,000 SELECTED SONGS.<br /> <br /> $1 PER SONG.",CHEZ'S SPORTS BAR &amp; GRILL -  NEXT TO TONY ROMA'S,"98-150 KAONOHI ST.,  AIEA",04/13/2011,12/29/2011,aleoke@hawaii.rr.com,,&ldquo;KARAOKE&ldquo; @ CHEZ,(808) 221-7140,http://www.hawaiieventsonline.com/view.php?eventID=17570,Free
9:00pm - 2:30am,http://www.hawaiieventsonline.com/viewpic.php?id=17362,"IRIE Wednesdays COLLEGE NIGHT 2.0 every Wednesday Night at SHOOTERS Nightclub.<br /> <br /> DJ Climaxx &amp; DJ XTC Spinning hip-hop, top 40, reggae 9PM-2:30AM. 18+ Welcome. Ladies FREE before 10PM Complements of The Promoter",Shooters Nightclub,"121 Banyan Drive,  Hilo HI 96720",04/20/2011,04/20/2011,rrphawaii@aol.com,http://www.rrentertainment.com,COLLEGE NIGHT 2.0,(808) 934-9889,http://www.hawaiieventsonline.com/view.php?eventID=17362,$7
8:00pm - 1:00am,http://www.hawaiieventsonline.com/viewpic.php?id=17978,"Join the &ldquo;Fiesta&ldquo; this Sunday April 24th best of Cumbias, Banda, Reggaeton, Norteno, Merengue, Rock en espanol and Bachata will be part of mix. In addition requests in any genre are accepted; anything for you to get your groove on. See you there!",4Play Nightclub,"99-016 Kamehameha Highway ,  Aiea, HI 96701",04/24/2011,07/24/2011,fiestas808@hotmail.com,http://www.facebook.com/fiestas808,&ldquo;Fiesta&ldquo;,,http://www.hawaiieventsonline.com/view.php?eventID=17978,$5
6:00pm - 8:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=43&amp;data=cat_photo,"We are hosting a complementry dinner / presentation.<br /> <br /> Food (mini buffet) will be prepared by Carsie: Chef and Co-owner of Cinnamons Restaurant for 25 years.<br /> <br /> We will be featuring a new breakthrough technology with over 16 years of research, millions of dollars spent. Thought of as impossible by hundreds of brilliant minds. This is a technology with two breakthroughs and 26 patents. It's considered a category creator, there is nothing of its kinds in the market and marked to be known as the single greatest scientific breakthrough of our time.<br />  <br /> This event is free and is open to all that is interested in learning about and driving this technology to the market. Bring a friend. There is absolutely no obligations.",CINNAMONS RESTAURANT,"315 ULUNIU ST,  KAILUA, HI 96734",04/19/2011,04/19/2011,TEAMHAWAII@LIVE.COM,,FREE DINNER AT CINNAMONS RESTAURANT IN KAILUA,(808) 852-9997,http://www.hawaiieventsonline.com/view.php?eventID=18625,Free
11:00am - 10:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18582,All games are half off on Wednesdays!<br /> <br /> A great day to book your company event or a special occasion!<br /> <br /> Contact a Special Event representative today!<br /> ~Kendra Murray 589-5006<br /> ~Justine Kadokawa 589-5008,Dave and Buster's,"Ward Entertainment Center,  1030 Auahi St.,  Honolulu, HI 96814",04/20/2011,04/27/2011,justkado@gmail.com,http://daveandbusters.com,1/2 OFF Wednesdays @ Dave and Buster's,(808) 589-2215,http://www.hawaiieventsonline.com/view.php?eventID=18582,Free
4:00pm - 5:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18396,Play the Arsenal way! Arsenal Soccer Schools Hawaii features a UEFA 'A' and FA Academy Manager licensed coach (able to coach English Premier League youth teams).  <br /> <br /> Boys and girls ages 6-10 learn European-style skills with injury prevention and nutrition tips. Check out www.playthearsenalwayhawaii. Other ages please call for more info.,Kapolei Regional Park,"Farrington Highway, across from the Kapolei Library, HI",04/14/2011,05/26/2011,,http://playthearsenalwayhawaii.com,Arsenal Soccer Schools Hawaii After School Soccer Clinics,(808) 223-2021,http://www.hawaiieventsonline.com/view.php?eventID=18396,$40 pe...
3:30pm - 4:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18395,Play the Arsenal way! Arsenal Soccer Schools Hawaii features a UEFA 'A' and FA Academy Manager licensed coach (able to coach English Premier League youth teams).  <br /> <br /> Boys and girls ages 6-10 learn European-style skills with injury prevention and nutrition tips. Check out www.playthearsenalwayhawaii. Other ages please call for more info.,"Petrie Community Park, Kaimuki","1039 20th Avenue, HI",04/18/2011,05/24/2011,,http://playthearsenalwayhawaii.com,Arsenal Soccer Schools Hawaii After School Soccer Clinics,(808) 223-2021,http://www.hawaiieventsonline.com/view.php?eventID=18395,$40 pe...
4:00pm - 2:00am,http://www.hawaiieventsonline.com/viewpic.php?id=18264,Join us as we embark on another FIRST FRIDAY BLOCK PARTY! We are Chinatown's largest venue and only venue with 3 rooms of diffrent styles of music in celebration of arts and music. . .,Indigo Ultra Lounge Downtown Chinatown Honolulu,"1121 Nuuanu Ave Honolulu, HI 96817",05/06/2011,05/06/2011,indigoultralounge@yahoo.com,http://www.indigo-hawaii.com,FIRST FRIDAY @ Indigo Ultra Lounge,(808) 521-2900,http://www.hawaiieventsonline.com/view.php?eventID=18623,FREE B...
9:00am - 3:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=37&amp;data=cat_photo,"Bishop Museum, Great Lawn<br /> 9am to 3pm<br /> Learn about the YMCA and all the ways we can keep our kids happy and healthy.  Entertainment, games, booths for everyone.  Kamaaina and military admission is free during this time only with valid ID only IF they register for the event as they enter.",Bishop Museum,"1525 Bernice Street,  Honolulu, HI 96817",04/16/2011,04/16/2011,,http://www.bishopmuseum.org,YMCA Healthy Kids Day,,http://www.hawaiieventsonline.com/view.php?eventID=18604,Free
1:00pm - 2:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=14278,Join a group of fellow learners to explore the wonders and teaching of A Course In Miracles (ACIM) books. This group meets every Sunday on an ongoing basis.,Unity Church of Hawaii (Diamond Head),"3608 Diamond Head Circle,  Honolulu, HI 96815",04/17/2011,12/29/2013,david@unityhawaii.org,http://unityhawaii.org,A Course In Miracles Sunday afternoon study group,(808) 735-4436,http://www.hawaiieventsonline.com/view.php?eventID=14278,Free
7:00pm - 8:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=14279,Join a group of fellow learners to explore the wonders and teaching of A Course In Miracles (ACIM) books at this ongoing Tuesday night event.,Unity Church of Hawaii (Diamond Head),"3608 Diamond Head Circle,  Honolulu, HI 96815",04/19/2011,12/24/2013,david@unityhawaii.org,http://unityhawaii.org,A Course In Miracles Tuesday evening study group,(808) 735-4436,http://www.hawaiieventsonline.com/view.php?eventID=14279,Free
6:30pm - 7:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=13942,,Aloha Activity Center,"725 Kapiolani Blvd. C101, HI",04/16/2011,12/28/2013,hawaiieventsonline@wannahula.com,http://www.WannaHula.com,FUN Hula &amp; Tahitian Lessons,(808) 677-7341,http://www.hawaiieventsonline.com/view.php?eventID=13942,See ht...
9:30am - 11:30am,http://www.hawaiieventsonline.com/viewpic.php?id=14398,"Meet wild dolphins on a Hawaiian eco-tour for all ages&reg;! A world away from Waikiki, West O&rsquo;ahu provides the once-in-a-lifetime experience of seeing playful Spinner dolphins and other marine life with the stunning backdrop of the Wai'anae mountain range. Panoramic decks and best dolphin activities, with Certified Naturalists, narration, video presentation, keiki program and Dolphin Guarantee year-round! Plus, bonus opportunity to see whales in season, December - April, and Create-Your-Own Gourmet Burger for lunch! Snorkel and without lunch options also available.<br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Hoku Nai'a,"Departs from Waianae Boat Harbor, HI",04/15/2011,12/31/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,HOKU NAI'A DOLPHIN WATCH &amp; LUNCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=14398,$69.50...
8:00pm - 11:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=12691,"Outside the Moana, the audience relaxed &amp; sips on their favorite cocktail under the Banyan tree as Hawaii Music Award winner John Valentine performs his selection of music.",Sheraton Moana/Surfrider Hotel,"Kalakaua Avenue., HI",04/17/2011,12/04/2011,,http://www.myspace.com/rockenvalentine,Moana Hotel Beach Bar presents Johnny Valentine,,http://www.hawaiieventsonline.com/view.php?eventID=12691,Free
8:45am - 10:45am,http://www.hawaiieventsonline.com/viewpic.php?id=18317,"For a simple and affordable whale watch experience, check out the Star of Honolulu's new 2-hour Early Bird Whale Watch Cruise! Enjoy the STAR&rsquo;s four walk-around decks, 60' high observation sun deck and three types of stabilizers while searching for Humpback whales, or learn from trained Naturalist crew. Whale sightings are guaranteed or receive a free return cruise ticket until a whale is spotted.<br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Star of Honolulu,"Departs from Aloha Tower Marketplace, Pier 8, HI",04/15/2011,05/08/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,STAR OF HONOLULU'S EARLY BIRD WHALE WATCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=18317,$29.95...
12:00pm - 2:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18316,"For the most complete whale watch experience, board the Star of Honolulu's 2 1/2-hour Premier Whale Watch Cruise! With the STAR&rsquo;s four walk-around decks, 60' high observation sun deck and three types of stabilizers, guests enjoy the most outdoor deck space and a smooth voyage out to Diamond Head to view Humpback whales. Plus, participate in educational and fun whale activities with the trained Naturalist crew and Hawaiian cultural activities. Whale sightings are guaranteed or receive a free return cruise ticket until a whale is spotted. <br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Star of Honolulu,"Departs from Aloha Tower Marketplace, Pier 8, HI",04/15/2011,05/08/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,STAR OF HONOLULU'S PREMIER WHALE WATCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=18316,$43.00...
10:00am - 12:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18615,"Malama Aina - Scott Hawaii will be sponsoring a Surfrider Beach Cleanup this Saturday in Honor of Earthday. More details below.<br /> <br /> What:  Beach Clean up<br /> When: Sat, April 16, 10am &ndash; 12pm<br /> Where: Ala Moana Beach Park, Ewa End closer to Kewalo Basin (map)<br /> <br /> SURFRIDER EARTHDAY BEACH CLEANUP WITH SCOTT HAWAII 4/16/11, 10 am -Noon<br /> <br /> The Surfrider Foundation Oahu Chapter will host a beach cleanup on the South Shore at Kewalo Basin on Sat., 4/16/11, from 10:00 am &ndash; 12:00 pm. Surfrider is partnering with Scott Hawaii to remove trash from Ala Moana to Kewalo. Scott Hawaii will be donating slippers to volunteers and sponsoring lunch.",Kewalo Basin,"Ala Moana Beach Park, Ewa End closer to Kewalo Basin, HI",04/16/2011,04/16/2011,social@scotthawaii.com,http://www.facebook.com/scotthawaii1932,SURFRIDER EARTHDAY BEACH CLEANUP WITH SCOTT HAWAII,(808) 591-2921,http://www.hawaiieventsonline.com/view.php?eventID=18615,Free
7:15pm - 10:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=17856,"High &amp; Right Comedy Night with Bo Irvine and Friends. Hosted by 107.9 Kool Gold Morning Drive Personality, Ed Kanoi.<br /> Beginning in July 2010: Tuesday Evenings at 20:00 hours in the Warriors Lounge<br /> <br /> Stand-Up Comedian Bo Irvine has been entertaining audiences for the past 20 years, with performances on HBO, A&amp;E, &ldquo;Comedy on the Road&ldquo;, Showtime, &ldquo;Comedy Club Network&ldquo; &amp; NBC Late Nite. He's worked with legendary greats, George Carlin, Howie Mandel, and George Lopez,  to name a few. Just back from the Middle East and Europe entertaining our Troops, Bo delivers comic relief with his clean solid act, quick wit and the ability to adlib with any audience. <br /> <br /> For reservations or more information, please call the Activities Desk at (808) 955-0555",Hale Koa Hotel,"2055 Kalia Road,  Honolulu, HI 96815",04/19/2011,04/19/2011,,http://HaleKoa.com,High &amp; Right Comedy Night - Hale Koa Hotel,(808) 955-0555,http://www.hawaiieventsonline.com/view.php?eventID=18624,$15.00...
7:30pm - 11:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=14533,"Hawaii Comedy Theater presents 2 Shows every Wednesday and Saturday night with Professional Comedians, check out our website www.HawaiiComedyTheater.com or sign up on Facebook.<br /> <br /> Text COMEDY to 59925 - for on going deals.<br /> <br /> PARKING - We have the best parking in Waikiki!!<br /> $2 validated for 6hrs.  <br /> <br /> COMEDY COMBO - See both &ldquo;Comedy Polynesia&ldquo; &amp; &ldquo;Sharkey's&ldquo; for $35 <br /> <br /> COMEDY POLYNESIA:<br /> Comedy Polynesia - Stand Up Comedy that hilariously captures the local and visitor experience of the islands.  Join hysterical island entertainers for an unforgettable evening of laughter...Starring, &ldquo;Bo Namolokama Irvine&ldquo;, winner of NBC&rsquo;s Last Comic Standing 2008 Hawaii Showcase, featuring &ldquo;Kento&ldquo; the Asian Emperor of Comedy.<br /> &bull;Wednesday &amp; Saturday Nights<br /> &bull;Doors at 7:30pm<br /> &bull;Showtime: 8:00pm<br /> &bull;Ticket Price - $25 General<br /> <br /> SHARKEY'S:<br /> Is Hawaii&rsquo;s longest running comedy club, Sharkey's offers up the nation&rsquo;s top stand-up comedians and Hawaii&rsquo;s funniest comics. Real Stand-Up, not amateurs:)<br /> <br /> Wednesday &amp; Saturday Nights<br /> &bull;Doors at 9:15pm<br /> &bull;Show at 9:30pm<br /> &bull;Ticket Price - $15 General<br /> <br /> Hawaii Comedy Theater is located at the beautiful Sheraton Princess Kaiulani Hotel in Waikiki, 11th Floor of the Princess Tower.  Sheraton PK is located next to the International Marketplace, $2 validated parking for 6 hrs.<br /> <br /> &bull;Reservations and ticket sales online at www.HawaiiComedyTheater.com or<br /> (808)531-HAHA(4242)",Sheraton Princess Kaiulani Hotel - 11th Floor,"120 Kaiulani Avenue, Honolulu 96815,  11th Floor of the Princess Tower - Elevators located next to the front desk., HI",04/16/2011,12/29/2012,Questions@HawaiiComedyTheater.com,http://www.HawaiiComedyTheater.com,COMEDY,(808) 531-4242,http://www.hawaiieventsonline.com/view.php?eventID=14533,$25 &amp; ...
6:30pm - 9:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18585,"Dave and Busters Presents:<br /> Mystery Dinner Theatre<br /> &ldquo;The Glitch that Stole Christmas&rdquo;<br /> Dine on a three-course meal that coincides with the hilarious three-act thriller&hellip;<br /> <br /> Show Dates:<br /> March 18, &amp; 26<br /> April 1, 15, &amp; 22<br /> <br /> Watch as the crime occurs right in front of your eyes and work with your table to solve who dun it?<br /> <br /> Doors open at 6:30pm for cocktails ~ Salad is served at 6:50pm<br /> Show begins promptly at 7:00pm<br /> Make your reservations at the Front Desk<br /> or call 589-2215. no refunds on cancellations<br /> <br /> Menu - Caesar Salad with Fresh rolls &amp; butter.<br /> Choice of: Prime Rib served with Au Jus &amp; horseradish or Grilled Lemon Herb Chicken Breast.<br /> Garlic Herb-roasted potatoes and Garden Vegetable Medley.<br /> Dessert: Chocolate Mousse.<br /> Coffee or Tea ~ No host bar",Dave and Buster's,"Ward Entertainment Center,  1030 Auahi St.,  Honolulu, HI 96814",04/15/2011,04/15/2011,hawaii_rep@daveandbusters.com,http://daveandbusters.com,MYSTERY DINNER THEATRE @ Dave and Buster's,(808) 589-2215,http://www.hawaiieventsonline.com/view.php?eventID=18585,$38.95...
6:30pm - 9:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18586,"Dave and Busters Presents:<br /> Mystery Dinner Theatre<br /> &ldquo;The Glitch that Stole Christmas&rdquo;<br /> Dine on a three-course meal that coincides with the hilarious three-act thriller&hellip;<br /> <br /> Show Dates:<br /> March 18, &amp; 26<br /> April 1, 15, &amp; 22<br /> <br /> Watch as the crime occurs right in front of your eyes and work with your table to solve who dun it?<br /> <br /> Doors open at 6:30pm for cocktails ~ Salad is served at 6:50pm<br /> Show begins promptly at 7:00pm<br /> Make your reservations at the Front Desk<br /> or call 589-2215. no refunds on cancellations<br /> <br /> Menu - Caesar Salad with Fresh rolls &amp; butter.<br /> Choice of: Prime Rib served with Au Jus &amp; horseradish or Grilled Lemon Herb Chicken Breast.<br /> Garlic Herb-roasted potatoes and Garden Vegetable Medley.<br /> Dessert: Chocolate Mousse.<br /> Coffee or Tea ~ No host bar",Dave and Buster's,"Ward Entertainment Center,  1030 Auahi St.,  Honolulu, HI 96814",04/22/2011,04/22/2011,hawaii_rep@daveandbusters.com,http://daveandbusters.com,MYSTERY DINNER THEATRE @ Dave and Buster's,(808) 589-2215,http://www.hawaiieventsonline.com/view.php?eventID=18586,$38.95...
8:30pm - 12:00am,http://www.hawaiieventsonline.com/viewpic.php?id=18600,The King Pins @ Gordon Biersch in The Aloha Tower Marketplace,The King Pins @ Gordon Biersch,"Aloha Tower Marketplace, HI",04/23/2011,04/23/2011,daddyrage@hotmail.com,http://www.kingpinshawaii.com,The King Pins,(808) 386-7243,http://www.hawaiieventsonline.com/view.php?eventID=18600,Free
10:00pm - 1:00am,http://www.hawaiieventsonline.com/viewpic.php?id=14055,"808-382-9495<br /> myspace.com/hawaii_usa<br /> <br /> Fan reviews:<br /> Joseph Martel, Editor <br /> Dancing in the Dark Magazine<br /> Arsenio The Band who was in full swing with four lady dancers dressed in yellow costumes gyrating to the tempo of the music. What a treat!<br /> <br /> <br /> More fabulous music with two female singers belting out familiar tunes that wowed the crowd.<br /> Even more fabulous music that hits the soul when Arsenio and band members sang.<br /> <br /> <br /> Then it was Hot Salsa time with a couple dancing some cool and flashy exhibition moves that excited the audience. Almost like watching Dancing With The Stars except it was fast and furious and a lot of continuous spinning for the lady dancer. Good showmanship and terrific dancing!<br /> <br /> <br /> Arsenio The Band closed the half hour show with one of his great renditions that brought thundering applauses from an appreciative audience. <br /> ______________________ <br /> *Live musical Bands, Still Photographer, Mobile DJ/ Karaoke DJ,                Pro Sounds Engineering, Emcee, Rentals, Hula, Salsa Dancers<br /> <br /> Experience Honolulu&rsquo;s most popular cover band, soloist &amp; cover musical bands. With musical experience spanning more than a decade, The band, continues to capture the hearts of many talent professional musicians and singers. With many years of experience performing live on stage, entertaining thousands of patrons at concerts, nightclubs, festivals, weddings, parties and etc&hellip;<br /> No other can surpass the charm and magnetism.  They have captured a wide audience through their high-energy stage performance, and a repertoire covering a wide variety of musical styles from JAZZ, R&amp;B and Contemporary &amp; more. They&rsquo;re secret? Undeniable love for music and the desire of delivering an exceptional performance to their audience.","Beeman's NightClub,","Pearl Harbor, HI",04/22/2011,07/23/2011,m.hawaii@att.net,http://www.myspace.com/hawaii_usa,Arsenio the band,(808) 382-9495,http://www.hawaiieventsonline.com/view.php?eventID=14055,Free
10:00pm - 2:00am,http://www.hawaiieventsonline.com/viewpic.php?id=17996,"&ldquo;Fiesta&ldquo;<br />  <br /> Move you body to the best of Mexican music to include Cumbias, Banda,Norteno &amp; Tex-Mex. We will spice it up with Reggaeton, Salsa, Merengue and  Bachata. See you there!!!<br /> <br /> ~FREZCO Entertainment~<br /> <br /> DJ Angelica<br /> DJ FREZCO<br /> DJ Homie<br /> DJ Azteca<br /> DJ Miriam",Show Box Nightclub,"985 Dillingham blvd,  (across HCC campus), HI",04/23/2011,12/03/2011,Zavala808@hotmail.com,,&ldquo;FREZCO FIESTA&ldquo;,(808) 772-7322,http://www.hawaiieventsonline.com/view.php?eventID=17996,$8
8:00pm - 11:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18595,"&ldquo;Funkshun&ldquo; make their rounds townside in &ldquo;The Showroom&ldquo; at Hawaiian Brian's Billiards, which is located at 1680 Kapiolani Boulevard (up the ramp and behind 24 Hour Fitness), Saturday April 23, 2011 8:00pm-11:00pm. <br />  <br /> &ldquo;Take a Ride on this Fantastic Funky Voyage while grooving to the tunes of DEEP bass and PULSATING rhythmic beat!&ldquo; <br /> Find out more about the band by visiting their website: <br /> http://www.funkshun808.com/ <br />  <br /> WEAR YOUR EASTER HATS &amp; BONNETS! <br /> Chocolate Bunny Eating Contest Returns! <br />  <br /> Unlike other places where there is a bar, and they have a pool table here or there...Hawaiian Brian's has 30 regulation size pool tables with a lounge in the middle. Top that with a Video and Redemption Arcade, Dart Boards, Snack Bar, and Retail Pro shop, and a Ping Pong table. PLUS, it's AIR CONDITIONED!  <br />  <br /> Tired of the same joints that we have all been going to? Try this out...they even have a dancefloor specifically for dancing!",The Showroom at Hawaiian Brian's Billiards,"1680 Kapiolani Boulevard, HI",04/23/2011,04/23/2011,irwin@hawaiianbrians.com,http://www.hawaiianbrians.com,&ldquo;Funkshun&ldquo; in The Showroom Easter Eve!,(808) 946-8107,http://www.hawaiieventsonline.com/view.php?eventID=18595,$5 Cov...
8:00pm - 3:30am,http://www.hawaiieventsonline.com/viewpic.php?id=17570,"KARAOKE @ CHEZ EVERY NIGHT EXCEPT FRIDAY AND SATURDAY.<br /> <br /> 8PM-330AM<br /> SING YOUR FAVORITES. OVER 4,000 SELECTED SONGS.<br /> <br /> $1 PER SONG.",CHEZ'S SPORTS BAR &amp; GRILL -  NEXT TO TONY ROMA'S,"98-150 KAONOHI ST.,  AIEA",04/18/2011,12/29/2011,aleoke@hawaii.rr.com,,&ldquo;KARAOKE&ldquo; @ CHEZ,(808) 221-7140,http://www.hawaiieventsonline.com/view.php?eventID=17570,Free
4:00pm - 5:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18396,Play the Arsenal way! Arsenal Soccer Schools Hawaii features a UEFA 'A' and FA Academy Manager licensed coach (able to coach English Premier League youth teams).  <br /> <br /> Boys and girls ages 6-10 learn European-style skills with injury prevention and nutrition tips. Check out www.playthearsenalwayhawaii. Other ages please call for more info.,Kapolei Regional Park,"Farrington Highway, across from the Kapolei Library, HI",04/20/2011,05/26/2011,,http://playthearsenalwayhawaii.com,Arsenal Soccer Schools Hawaii After School Soccer Clinics,(808) 223-2021,http://www.hawaiieventsonline.com/view.php?eventID=18396,$40 pe...
3:30pm - 4:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18395,Play the Arsenal way! Arsenal Soccer Schools Hawaii features a UEFA 'A' and FA Academy Manager licensed coach (able to coach English Premier League youth teams).  <br /> <br /> Boys and girls ages 6-10 learn European-style skills with injury prevention and nutrition tips. Check out www.playthearsenalwayhawaii. Other ages please call for more info.,"Petrie Community Park, Kaimuki","1039 20th Avenue, HI",04/19/2011,05/24/2011,,http://playthearsenalwayhawaii.com,Arsenal Soccer Schools Hawaii After School Soccer Clinics,(808) 223-2021,http://www.hawaiieventsonline.com/view.php?eventID=18395,$40 pe...
10:00am - 11:00am,http://www.hawaiieventsonline.com/viewpic.php?id=18653,"Hawaii's Biggest Easter egg Hunt is featuring thousands of prize<br /> filled eggs, free prize drawings, and a special appearance by Buddy<br /> Easterly, aka &ldquo;The Easter Buddy&ldquo;!  Look for a banner in your<br /> neighborhood!  For locations and event times visit<br /> www.kingscathedraloahu.com",Kaiser High School Football Field,"511 Lunalilo Home Road,  Honolulu, HI 96825-1799,  (808) 394-1200",04/23/2011,04/23/2011,,http://www.kingscathedraloahu.com,Hawaii's Biggest Easter Egg Hunt,,http://www.hawaiieventsonline.com/view.php?eventID=18653,Free
10:00am - 11:00am,http://www.hawaiieventsonline.com/viewpic.php?id=18651,"Hawaii's Biggest Easter egg Hunt is featuring thousands of prize<br /> filled eggs, free prize drawings, and a special appearance by Buddy<br /> Easterly, aka &ldquo;The Easter Buddy&ldquo;!  Look for a banner in your<br /> neighborhood!  For locations and event times visit<br /> www.kingscathedraloahu.com",Thomas Jefferson Elementary School,"324 Kapahulu Avenue,  Honolulu, HI,  96815-4091 - (808) 971-6922",04/22/2011,04/22/2011,,http://www.kingscathedraloahu.com,Hawaii's Biggest Easter Egg Hunt,,http://www.hawaiieventsonline.com/view.php?eventID=18651,Free
1:00pm - 2:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18654,"Hawaii's Biggest Easter egg Hunt is featuring thousands of prize<br /> filled eggs, free prize drawings, and a special appearance by Buddy<br /> Easterly, aka &ldquo;The Easter Buddy&ldquo;!  Look for a banner in your<br /> neighborhood!  For locations and event times visit<br /> www.kingscathedraloahu.com",Niu Valley Middle School,"310 Halemaumau Street,  Honolulu, HI 96821-2099,  (808) 377-2440",04/23/2011,04/23/2011,,http://www.kingscathedraloahu.com,Hawaii's Biggest Easter Egg Hunt,,http://www.hawaiieventsonline.com/view.php?eventID=18654,Free
4:00pm - 6:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18649,"The Honolulu Chorale, one of Honolulu&rsquo;s oldest community choruses, will present its 45th annual Spring Concert on May 8 at 4pm in the Pearl City Cultural Center.  Led by music director Joseph McAlister, the group will perform Mozart&rsquo;s Regina Coeli, Te Deum and delightful but rarely performed Litaniae Lauretanae. Popular Hawaiian music will include `O Makalapua, a song written especially for the Chorale by local composer Jerr&eacute; Tanner.  The chorale will be accompanied by the award-winning string quartet Ensemble Manoa, led by University of Hawai&rsquo;i junior music major, Mai Kawahara.<br /> <br /> Joining the Chorale in this gala concert will be the always popular Windward Choral Society, directed by Susan McCreary Duprey and performing a wide variety of ethnic based choral music.",Pearl City Cultural Center,"2100 Hookiekie Street,  Pearl City, HI  96782,  (Adjacent to Pearl City High School on Waimano Home Road)",05/08/2011,05/08/2011,josephmcalister3@aol.com,,The Honolulu Chorale's 45th Annual Spring Concert,(808) 595-0327,http://www.hawaiieventsonline.com/view.php?eventID=18649,$10 ...
