time,description,venue,address,startDate,endDate,photos,title,website,phone,moreInfoLink,cost
6:30 PM to 10;30 PM,"BE AMONG THE 1ST TO HEAR NEW SONGS FROM   LEGENDARY GUITARIST PHIL UPCHURCH'S UP AND COMING CD  THE MUSIC IS BEYOND ORIGINAL!    THE BAND  Ernest Tibbs, Bass  Land Richards, Drums  Todd Hunter, Piano  *Plus a Surprise Appearance    NO ADMISSION FEE  RESERVATIONS ARE AVAILABLE FOR DINNER   http://www.vibratogrilljazz.com/calendar/index.php?event=Phil_Upchurch&amp;calview=event&amp;event_id=2461&amp;prevview=month&amp;year=2011&amp;month=04&amp;day=27&amp;type_id=&amp;clickdate=2011-04-27     LIKE: PHIL UPCHURCH FACEBOOK   FAN PAGE   http://www.facebook.com/pages/Legendary-Guitarist-Phil-Upchurch/201036326577448     A prolific guitarist whose distinctively funky, blues-steeped jazz style has graced over a thousand recordings across the popular music spectrum, the legendary Phil Upchurch has recorded 27 albums of his own leadership, as well as movie soundtracks.  His own 1961 recording of &#8220;You Can&#8217;t Sit Down&#8221; went gold, selling over a million copies.     Phil Upchurch has been a prominent figure in the blues, soul, R&amp;B and jazz circles for more than 50 years. In addition to his work with the legendary Jimmy Smith, Upchurch's talents have teamed him with musical legends such as: Quincy Jones, Bob Dylan, Julio Iglesias, Ray Charles, Ramsey Lewis, Carmen McRae, George Benson, Donny Hathaway, Chaka Khan, Michael Jackson, Carmen McRae, Marlena Shaw, Eddie Harris, Brother Jack McDuff, Joe Williams, Stan Getz, Cannonball Adderley, Herbie Hancock, Grover Washington, Jr. and Wynton Kelly, among many others.  www.philupchurch.com",VIBRATO,"2930 Beverly Glen Circle, Bel Air, CA 90077",04/27/2011,07/27/2011,,"LEGENDARY GUITARIST, PHIL UPCHURCH",,310-474-9400,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/11a2dae468c0834a8525787a006be374!OpenDocument,NO COVER FEE</font>
7PM - midnight,"Summer on 7th is the place to be for hip downtowners!    This &#8220;place-to-be&#8221; party will feature DJs from the world-renowned Scratch DJ Academy to help you get your groove on.    Our Artists&#8217; Alley has expanded, offering hand-crafted art and jewelry by local artists. Feeling lucky? Try your hand at our mystery gift table, which has also grown in popularity and in the value of its prizes! Don&#8217;t forget to buy your raffle tickets to win some exquisite one-of-a-kind prizes.    There will also be plenty of food and drinks to help you enjoy an evening of summer fun. Bring your friends, families, co-workers and neighbors to come party with Inner-City Arts on:   Saturday, July 30, 2011 from 7 pm to midnight.   (this is a 21-and-over only event).    Pre-Sale Tickets are $45 each, or purchase a Party Package of 6 tickets for $250.   Each ticket includes open bar from 7 pm to 9 pm.    Tickets are $55 each at the door. So buy your tickets now!",Inner-City Arts,720 Kohler St.,07/30/2011,,,SUMMER ON 7TH,http://www.inner-cityarts.org/how-you-can-help-summerevent.php,(213)627-9621,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/9752a4e9b8227c7085257877005f1937!OpenDocument,"$45 before, $55 at the door</font>"
Noon - 5pm,"Dust off those cowgirl boots, grab your cowboy hat and join us for a country hoe down! A fun and educational event focused on what YOU can do to help farmed animals. The Hoe Down begins with shelter tours and critter cuddle time. Then we'll gather for presentations from noted speakers, and end the day with a country cookout! No reservations required.",Animal Acres,"5200 Escondido Cyn Rd, Acton, CA 93510",08/13/2011,,,COUNTRY HOE DOWN,http://www.animalacres.org,(661)269-5404,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/58069cd88e9466ad8525784d0083210b!OpenDocument,$10</font>
7:00 pm - 9:00 pm,"Summer Wine &amp; Jazz Concert Series returns to Hollywood &amp; Highland Center every Tuesday from June 7 - August 30. Presented by KJAZZ 88.1 FM, all concert performances are free.  Wine tasting costs $10 and benefits Project Angel Food.",Hollywood &amp; Highland Center,"6801 Hollywood Blvd., Hollywood, CA 90028 (Central Courtyard)",06/07/2011,08/30/2011,,WINE &amp; JAZZ SUMMER CONCERT SERIES AT HOLLYWOOD &amp; HIGHLAND CENTER,http://www.hollywoodandhighland.com,323-467-6412,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/6a503e6c923a77778525785e00057186!OpenDocument,free</font>
,"Start your weekend out right....     Join us for Paint, Wine and Cheese at PAINT:LAB any Friday or Saturday evenings this year!     Every Friday night from 6-9pm!   Every Saturday night from 6-9pm!     Live Music every other Friday and/or Saturday!    Limited Spaces Available! Reservations required!    Open Lab, no instructor.     A sampling of wine and cheese will be offered each evening.     Cost $30/person (does not include canvas - canvas prices run from $5-$15)     Must be 21 or older!     Paint:Lab  2912 Main Street  Santa Monica, CA 90405  (310) 450-9200   http://www.paintlab.net     Where everyone can paint!",,"2912 Main Street, Santa Monica, 90405",02/01/2011,08/31/2011,,"PAINT, WINE AND CHEESE FRIDAYS AND SATURDAYS AT PAINT:LAB, MAIN STREET, SANTA MONICA",http://www.paintlab.net,(310) 450-9200,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/4ecae9b42ce9b9d68525782400002531!OpenDocument,$30 + cost of canvas</font>
5:15pm - 9:00pm,"Wine down your Thursday evening with D'Argenzio wine, live music, friends, and a food truck or Caminiti's delicious pizza... this Thursday (and EVERY Thursday) from 5pm - 8pm.    Open to the Public. No Reservation Necessary.    Wine:  Join us at the Enoteca for Happy Hour Specials - Receive a tastings and glass of wine for $5.00!  No corkage fee for any wine purchased.  D'Argenzio Wine Club Members special: Receive 2 glasses of wine for the price of one.    Food:  Pizza from our neighbor Caminiti's OR one of LA's popular food trucks.  Caminiti's will be taking pizza orders &amp; delivering to the Enoteca!    Music:  Live Music     *For simplicity's sake, please bring cash if possible.  *Plenty of street parking off Burbank Blvd if you arrive early or park in the back lot behind D'Argenzio Enoteca (Driveway is between D'Argenzio &amp; Sears &amp; another entry off of Isabel behind D'Argenzio's).    We look forward to seeing you.    Salute!    Email Anabel@DargenzioWine.com or Ray@DargenzioWine.com for more information    We are on Facebook, search: D'Argenzio Winery Enoteca (Burbank Tasting Room)",D'Argenzio Winery Enoteca (Burbank Wine Room,") 1204 West Burbank Blvd, Burbank, 91506",04/21/2011,08/31/2011,,HAPPY HOUR &quot;WINE DOWN&quot; THURSDAY,http://www.facebook.com/profile.php?ref=profile&amp;id=678478841#!/pages/DArgenzio-Winery-Enoteca-Burbank-Tasting-Room/138979132820208,818-846-8466,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/5966aeac42bfdaec85257878005ab83a!OpenDocument,$5 per glass of wine or 50% off for Wine Club Members</font>
5pm - 11pm,"Where do celebrities gather with cows, pigs, and chickens? The Animal Acres Gala of course! Join us for an enchanted evening filled with gourmet vegan delights, inspiring entertainment, and special appearances by Hollywood's famous friends of farmed animals. Compassion awards, Auction for Animals, and more. Visit our website for ticket and table sponsorship information.",Animal Acres,"5200 Escondido Cyn Rd, Acton, CA 93510",09/10/2011,,,ANIMAL ACRES GALA,http://www.animalacres.org,(661)269 - 5404,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/df6623261a47b1898525784d008366c4!OpenDocument,$200 / $300</font>
every second Sun. of the month at 9pm,"The Burbank International Film Festival (BIFF) and Flappers Comedy Club have teamed up to run a Comedy Short-Film Contest.  The Contest will run for six rounds (On the 2nd Sunday of the month at 9pm beginning on April 10th, 2011 running through Sept 11th, 2011). There will be 5 preliminary rounds of short-film screenings, followed by a final round. Each show will feature a comedic host.  The audience will vote for their favorites in each preliminary round and the winners will be sent to the final round on Sept 11th, 2011 in which directors from the BIFF will select a few of the short films for automatic entry into the Burbank International Film Festival being held in September 2011.  Submissions for short-films may be sent to flappersfunnyfilms@FlappersComedy.com. Submissions should include: the film&#8217;s title, length (under 20 minutes), a 150 word description, and a link to the film, preferably via Youtube.    Where: Flappers Comedy Club-102 E Magnolia Blvd.   Burbank CA  91502    Parking: Free parking in Sears parking lot or Downtown Burbank lots  loading/drop-off zone on First Street  When: 			Round One &#8211; Sunday Apr 10 2011  Round Two &#8211; Sunday May 8 2011  Round Three-&#8211; Sunday Jun 12, 2011  Round Four &#8211; Sunday July 10, 2011  Round Five &#8211; Sunday Aug 14, 2011  FINALS ROUND SIX &#8211; Sunday Sep 11th 2011  Time: 			9pm    Ages: 			All ages welcome, 18 + preferred,  Food: 			Full restaurant and bar (2 Item minimum per person)   Drinks:			Full bar  Show Schedule:	Complete show schedule online www.flapperscomedy.com    Show Tickets: 		$12.00    Online Pre-Purchase	www.flapperscomedy.com	  Tickets &amp; Info:		818-845-9721 | flappersfunnyfilms@FlappersComedy.com",Flappers Comedy Club,"Flappers Comedy Club- 102 E. Magnolia Blvd-Burbank, CA 91502",04/10/2011,09/11/2011,,BURBANK INTL. FILM FEST AND FLAPPERS COMEDY CLUB  JOIN FORCES TO CREATE A COMEDY SHORT-FILM CONTEST,http://www.flapperscomedy.com,8188459721,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/b79d08c503f2427085257848000f4b61!OpenDocument,$12.00</font>
5:15-9:00 pm,"Free/All Ages weekly roots music show April -September.    Doors open at 5:30 PM and shut at 9:00PM, so you can get back home in time to wash your face and say your prayers.  Relax out back on the Ole Echo backporch, listen to some acoustic music and eat some delicious BBQ from Uncle Creepo&#8217;s BBQ.  Come back inside for the 3 acts on the mainstage while DJ cuzin' Roy is spinning tunes in between bands.   See some of the best country/roots bands in L.A.: dance, drink and meet your pals old and new at the friendliest free shows in town.",The Echo,"1822 Sunset  Los Angeles, CA 90026",04/03/2011,09/25/2011,,"THE GRAND OLE ECHO 6TH SEASON KICKS OFF ON SUNDAY, APRIL 3RD! AMERICANA AND COUNTRY MUSIC (THE GOOD KIND!) EVERY SUNDAY THIS SPRING/SUMMER AT THE LEGENDARY ECHO IN ECHO PARK!",http://kgmusicpress.com/thegrandoleecho,213.413.8200,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/37f37bfffd58967d852578540079b4a0!OpenDocument,Free</font>
5pm - 9pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Northridge Farmers Market on second Wednesday starting April 13th from 5pm - 9pm. London Manori caters to an array of customers, so everyone is encouraged to come out!    See you there.",Northridge Farmers Market,"9301 Tampa Ave Northridge, CA 91324",04/13/2011,11/30/2011,,LONDON MANORI AT THE NORTHRIDGE FARMERS MARKET,http://www.londonmanori.com,888-880-1750,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/b650492d3015fca88525786f001a9b4a!OpenDocument,Free</font>
last Sunday of every month at 5pm,"Flappers Comedy Club is proud to present Old Fart Funnies! Come to Flappers Comedy Club the last Sunday of every month for an evening of fun and food for the wise in years yet young at heart. We offer an inspiring and uplifting show with comedians that appeal to a 55 and over crowd.  Join us for our Grand Opening Show April 24th, Easter Sunday. The shows start at 5pm. Come hungry! We are offering Senior food specials, such as Spaghetti Sunday Dinner - a Salad, Plate of Pasta and Garlic Bread for only $9.99! (Tax included. Drinks and gratuity not included.) We also have a full menu of tasty food and delicious drinks to choose from. Flappers Comedy Club is handicap accessible with free parking nearby, and we will happily try to accommodate special needs. Call any time with questions. All ages welcome. We hope to make you laugh soon!",Flappers Comedy Club,"Flappers Comedy Club- 102 E. Magnolia Blvd-Burbank, CA 91502",04/24/2011,12/25/2011,,OLD FART FUNNIES- THIS AIN&#8217;T YOUR GRANDKIDS&#8217; COMEDY NIGHT!,http://www.flapperscomedy.com,8188459721,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/824fb93cfc67afbd85257869000c69db!OpenDocument,$20.00 gen. admission- Seniors get 50% discount-$10.- does not include gratuity &amp; drinks-2 drink min.</font>
2pm - 7pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Silverlake Farmers Market every Tuesday from 2pm -7pm. London Manori. Everyone is encouraged to come out!    See you there.",Silverlake Farmers Market,West Sunset Blvd &amp; Edgecliffe Drive,04/12/2011,12/31/2011,,LONDON MANORI AT THE SILVERLAKE FARMERS MARKET,http://www.londonmanori.com,888,http://www.eyespyla.com/www/thebuzz.nsf/a4b7eb6edae3659388256f25006b8a05/6f95e3159b19e2768525786f0019c6a8!OpenDocument,Free</font>
