website,phone,directions,moreInfo,description,venue,name,city,startDate,performers,images,state,endDate,email
http://www.kmlf.org,606-3376103,See our website for driving directions,http://www.festivals.com/viewevent.aspx?eventid=OTf5CJoHkZo%3d,"The Kentucky Mountain Laurel Festival is one of Kentuckys oldest festivals, finding its start in 1931, when Mrs. Annie Walker Burns established the festival as a way to honor her famous ancestor, Dr. Thomas Walker, a pioneer explore. Since that time, the devotion and hospitality of so many, along with the resonant history of the festival, have enabled this beautiful event to thrive for eighty years.    The 2011 Kentucky Mountain Laurel Festival is scheduled for May 26th- May 29th, 2011. The KMLF Committee along with the residents welcome you to Pineville, KY for this annual event.    We think youll enjoy our quaint and historic town nestled in the Appalachian foothills of Bell County, Kentucky where Southern hospitality reigns throughout. The festival features many events including a Queens Coronation.  We open our homes to these accomplished and lovely young Queen Candidates, selected by and to represent their Kentucky College or University in the annual pageant. During the Coronation, held at an exquisite outdoor amphitheater near the close of the weekend, each Queen curtseys to the Governor of Kentucky- and in turn he crowns the winning Queen.    In addition to the Queen Coronation, the festival features quality crafts and concessions, the Jules & Beck Carnival, a 5K Run, an entertaining Parade, a golf tournament and much more. We are especially excited this year, because on Thursday evening, May 26, the festival begins with John Michael Montgomery and special guest in Concert.","Downtown Pineville, KY",The Kentucky Mountain Laurel Festival,Pineville,5/25/2011,"John Michael Montgomery and special guest Chera-Lynn Kennedy in Concert on Thursday, May 26th, 2011. For tickets call 606-337-7070.","http://www.festivals.com/gfx//backstage/1/22631/042520111047289747_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22631/042520111051047064_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22631/042520111050168945_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22631/042520111048188491_ad.jpg, http://www.festivals.com/gfx//backstage/1/22631/042520111049128953_thumb.jpg",Kentucky,5/29/2011,info@kmlf.org
http://www.greekfestnola.com/,504--282-0259,"1200 Robert E. Lee Boulevard • New Orleans, Louisiana",http://www.festivals.com/viewevent.aspx?eventid=XZTZJLMQdiw%3d,"We hope that you enjoyed the samples of food, music, and entertainment available this year, and look forward to seeing you all again in 2011!",1200 Robert E. Lee Boulevard,Annual Greek Festival New Orleans,New Orleans,5/27/2011,,,Louisiana,5/29/2011,office@greekfestnola.com
http://www.StAnnaGOC.org,908--782-9741,,http://www.festivals.com/viewevent.aspx?eventid=1zVtge943Do%3d,"7th Annual OPA! Big Fat Greek Festival, A Taste of Greece in Hunterdon County, NJ to be held on Friday, May 27th (5-10 PM) Saturday, May 28th (12-10 PM) and Sunday, May 29th (12-9 PM) at Razberrys Banquet Center, 834 Route 12 East, Frenchtown, NJ (between Flemington and Frenchtown). Hosted by St. Anna Greek Orthodox Church (proceeds benefit the church building fund). Enjoy a “Taste of Greece” featuring Delicious Greek Food and Delectable Desserts with menu overseen by cookbook author of “Made in Greece: A Guided Tour of Greek Cooking”Greek wines and beer Cultural Entertainment featuring Greek music, folk dancing performances and a variety of community performers Childrens Activities Vendors: Hand-Crafted items and Imported Greek specialties, Wine Tasting, Cooking Demonstrations, Art Exhibit, Door Prizes, Dance Contests, and more! Open to the Public, Free Admission & Parking, Rain or Shine!",Razberrys Banquet Center,"OPA, Big, Fat Greek Festival",Flemington,5/27/2011,Greek music by DJ   Greek folk dance troupes from across the state,http://www.festivals.com/gfx//backstage/1/8875/052220100741014113_ad.jpg,New Jersey,5/29/2011,flemingtongreekfestival@comcast.net
http://www.sjpumpkinshow.com,856--765-0118,Venue located on the intersection of RTe. 40 and Rte. 54,http://www.festivals.com/viewevent.aspx?eventid=0LYe4vqg35Q%3d,"Two day Home and Garden Expo and Country Craft Show and sale.  Give aways, Landscaping exhibits, thousands of products and services represented, over 150 craftsmen, food, rides for kids, pinic style dining, camping available, live music, flower and plant sale. Free shopping bags and more.",Buena Vista Camping Resort,Springtime Home & Garden Expo,Buean,5/14/2011,"Live music both days. Country, Folk, Bluegrass","http://www.festivals.com/gfx//backstage/1/10931/122820101207111533_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101151057282_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101213072582_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101209028082_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101153028986_ad.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101200432208_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101157154266_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101154566940_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101204498270_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10931/122820101202419380_thumb.jpg",New Jersey,5/15/2011,bkenterprisenj@aol.com
http://www.AJMillerPromotions.com,443--312-9901,"7990 Crain Hwy, Glen Burnie, MD  21061, exit 12 off of I -97",http://www.festivals.com/viewevent.aspx?eventid=FCUEUz3CCyA%3d,"The Big MD Marketplace is for you to get great quality merchandise at outlet prices.  Indoor marketplace  open the Sunday directly after our Dutch Farmers/Amish Market.  Hours are from 9am -5pm.  Selling all kinds of great brand items new and used.  If your looking for a Super Great Deal then, you dont want to miss this oppt.  Check the dates on this listing or go to our website to see the calendar for the rest of this year.  The BIG MD Marketplace Bingo ~ Lots of great prizes ~ Prizes change from Free Vacations, video games, clothes, shoes, other prizes from the vendors in the market and so much more.  Hundred of prizes are given away.  Price is $5.00 for 12 yrs and up.  $2.00 for children 3-12 and Free for children under 3.  ~  VENDORS Wanted! SPONSORS NEEDED!!!~  www.AJMillerPromotions.com",Maryland Showplace Arena,The BIG MD Marketplace ~ Flea Market,Glen Burnie,5/15/2011,,,Maryland,5/15/2011,ajmiller21061@yahoo.com
http://www.nycstreetfairs.com/,212--809-5200,,http://www.festivals.com/viewevent.aspx?eventid=n%2fc5PBRJZwM%3d,,ON GREENWICH STREET from BARCLAY – CHAMBERS ST,NYC Business Expo,New York,5/20/2011,,,New York,5/20/2011,jgiovanni@nycstreetfairs.com
http://www.frankenmuthfestivals.com/?page_id=2&...,800--386-3378,,http://www.festivals.com/viewevent.aspx?eventid=bk%2fD3%2fiP1%2bw%3d,"Michigans Largest International beer Sampling Event. Over 250 unique beers to sample. Entertainment, Variety of Food, Merchandise. Peoples Choice Awards and Judges Medal Awards $7 admission includes a 4oz. sample mug. Pay $5 for 4 samples.",Harvey Kern Pavilion in Heritage Park,World Expo of Beer,Frankenmuth,5/20/2011,,,Michigan,5/21/2011,chamber@frankenmuth.org
http://www.AJMillerPromotions.com,443--312-9901,"Mapquest...7990 Crain Hwy, Glen Burnie, MD 21061.  Directly off of I-97",http://www.festivals.com/viewevent.aspx?eventid=m7vNWVgDV0M%3d,"Home & Garden Show held on Fridays 11:00am - 6pm, Saturdays 9am-8pm, and Sundays 11-6pm.  This event is great for remodeling, building, great ideas on gardens and so much more.  Building Supply Auctions, Tools refurbished and new at wholesale cost, building activities for children, Home & Garden Bingo giving away tons of Free prizes.  Here are some of the prizes given out (As prizes change from event to event) Brand New Car, Big Screen TV, $10,000 make over, free vacations, gifts from the different vendors that we have at the event and so much more.  This is so much fun.  We have one event every 4-8 weeks, check out our website for the future calendar if you cant find it on the site you are on. www.AJMillerPromotions.com.   $12.00 to enter.  ~ VENDORS Wanted ~ SPONSORS Needed~",Maryland Showplace Arena,Tommys Home and Garden Show,Glen Burnie,5/20/2011,,,Maryland,5/22/2011,ajmiller21061@yahoo.com
http://www.wizardworld.com,646--380-2479,,http://www.festivals.com/viewevent.aspx?eventid=JBVMMgFtZlE%3d,"Tom Felton, Morena Baccarin and Kristanna Loken are among the celebrities and industry professionals at Wizard World Big Apple Comic Con Spring Edition, part of North America’s largest pop-culture touring expo, May 21-22 at the Penn Plaza Pavilion in New York.  Thousands of fans will be on hand to celebrate the best in pop culture: movies, comics, toys, video gaming, television, gaming, original art, collectibles, contests and more. Top artists scheduled to appear include Mike Grell, Arthur Suydam, Jerry Robinson and Greg Horn. Tickets start at $25.  Visit www.WizardWorld.com for more info.  Big Apple Comic Con – The Pop-Culture Capital of the World!",Penn Plaza Pavilion,2011 Wizard World Big Apple Comic Con Spring Edit,New York,5/21/2011,,,New York,5/22/2011,pr@wizardworld.com
www.parking.org/conference,540--3717535-11,1000 Ft. Duquesne Blvd,http://www.festivals.com/viewevent.aspx?eventid=sZHX2bnPEHg%3d,"This national show is designed for public sector parking professionals representing a potential market estimated at more than $25 billion.     <p>The International Parking Institute Conference & Exposition -  is the largest, most comprehensive meeting of parking and transportation professionals held in the United States.",David L. Lawrence Convention Center,International Parking Institute Conference & Expo,Pittsburgh,5/22/2011,,,Pennsylvania,5/25/2011,ipi@parking.org
http://www.home-shows.com,888--3533976-,Take i-95 to 595  to north federal  to 17 street causeway  left on eisenhower blvd and left to broward county convention center.,http://www.festivals.com/viewevent.aspx?eventid=geu2fAqFjzw%3d,See the latest home products and services both inside and out. Open to the trade and public.,Broward County Convention Center,Ft. Lauderdale Home Design And Remodeling Show,Fort Lauderdale,5/27/2011,,"http://www.festivals.com/gfx//backstage/1/1962/061420090839513310_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1962/061420090841209392_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1962/061420090840551739_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1962/061420090840304398_ad.jpg",Florida,5/30/2011,info@homeshows.net
http://www.nycstreetfairs.com,212--809-4900,,http://www.festivals.com/viewevent.aspx?eventid=XMwkuiUtGdw%3d,"The annual Memorial Day Expo features more than 500 exhibitors, including corporate displays and promotions, ethnic foods, crafts, antiques, merchandise, gifts and more, creating a midway along Madison Avenue from 42nd to 57th streets. Several stages of performers provide entertainment and fun for all. Admission is free and is sponsored by Innovative Community Enterprises, Inc.","Madison Avenue from 42nd to 57th Streets, the Heart of Midtown Manhattan",Madison Avenue Community Expo,New York,5/30/2011,,,New York,5/30/2011,info@nycstreetfairs.com
http://www.freihofersrun.com/capitalcareexpo.html,518--383-6183,,http://www.festivals.com/viewevent.aspx?eventid=Bhh9YRI6GF0%3d,,Empire State Plaza Concourse,CapitalCare Health and Fitness Expo,Albany,6/3/2011,,,New York,6/4/2011,laudi@edlewi.com
http://www.AJMillerPromotions.com,443--312-9901,"I-97 to exit 12 northbound towards Baltimore, take exit 12 onto Veterans Hwy, right onto Crain Hwy and we are right there on the left behind Burger King.  You can see the building from I-97",http://www.festivals.com/viewevent.aspx?eventid=1n4QFspXeI8%3d,"Bridal & Wine Festival - Come and Join Us at our event. Saturday 10am -5pm, and Sundays 12noon- 5pm. Our main goal is to give the bride & groom a one stop shopping.  Vendors to display and sell their products.  Wine tasting, food tasting, cake tasting, walkway displaying wedding gowns, tuxes, etc.  This is a huge event located directly off of I-97 northbound to Baltimore.   We have one of these event about every 4-6 weeks.  Come and join us.  A lot of fun.  Door prizes, and so much more.  Bridal Bingo giving away thousands of prizes. $10.00 at the door for Bridal.  FREE HONEYMOON GIVEN TO EVERY PERSON THAT COMES INTO OUR EVENT~ $35.00 for the Wine section of the festival ~Tickets are good for both days. ~ VENDORS WANTED! SPONSORS NEEDED",Maryland Showplace Arena,Bridal & Wine Festival,Glen Burnie,6/4/2011,,,Maryland,6/5/2011,ajmiller21061@yahoo.com
http://www.AJMillerPromotions.com,443--312-9901,"Mapquest...7990 Crain Hwy, Glen Burnie, MD 21061.  Directly off of I-97",http://www.festivals.com/viewevent.aspx?eventid=2%2bzyD3AzH%2f8%3d,"Bridal & Wine Festival - Come and Join Us at our event. Saturday 10am -5pm, and Sundays 12noon- 5pm. Our main goal is to give the bride & groom a one stop shopping.  Vendors to display and sell their products.  Wine tasting, food tasting, cake tasting, walkway displaying wedding gowns, tuxes, etc.  This is a huge event located directly off of I-97 northbound to Baltimore.   We have one of these event about every 4-6 weeks.  Come and join us.  A lot of fun.  Door prizes, and so much more.  Bridal Bingo giving away thousands of prizes. $8.00 online and $10.00 at the door for Bridal.  FREE HONEYMOON GIVEN TO EVERY PERSON THAT COMES INTO OUR EVENT~ $40.00 online and $35.00 for the Wine section of the festival ~ Tickets are good for both days. ~ VENDORS WANTED! SPONSORS NEEDED",Maryland Showplace Arena,Bridal & Wine Festival,Glen Burnie,6/4/2011,,,Maryland,6/5/2011,ajmiller21061@yahoo.com
http://www.ajmillerpromotions.com,443--312-9901,"7990 Crain Hwy, Glen Burnie, MD, 21061.  Exit 12 directly off of I-97",http://www.festivals.com/viewevent.aspx?eventid=slPTVh%2fRXJI%3d,"Bridal & Wine Festival - Come and Join Us at our event. Saturday 10am -5pm, and Sundays 12noon- 5pm. Our main goal is to give the bride & groom a one stop shopping.  Vendors to display and sell their products.  Wine tasting, food tasting, cake tasting, walkway displaying wedding gowns, tuxes, etc.  This is a huge event located directly off of I-97 northbound to Baltimore.   We have one of these event about every 4-6 weeks.  Come and join us.  A lot of fun.  Door prizes, and so much more.  Bridal Bingo giving away thousands of prizes. $8.00 online and $10.00 at the door for Bridal.  FREE HONEYMOON GIVEN TO EVERY PERSON THAT COMES INTO OUR EVENT~ $40.00 online and $35.00 for the Wine section of the festival ~ Tickets are good for both days. ~ VENDORS WANTED! SPONSORS NEEDED.  www.AjMillerPromotions.com  443-312-9901",Maryland Showplace Arena,Bridal and Wine Festival,Glen Burnie,6/4/2011,,,Maryland,6/5/2011,ajmiller21061@yahoo.com
http://www.waynecountychamber.org/mad_anthony_w...,931--7244337-,219 E. Broadway,http://www.festivals.com/viewevent.aspx?eventid=o49ITFSkux8%3d,Bicycle tour up to 100 miles in rural middle Tennessee,TBA,Tour de Wayne,Collinwood,6/11/2011,,,Tennessee,6/11/2011,chamber@netease.net
http://www.ghbashows.com,281--6353673-,One Reliant Park,http://www.festivals.com/viewevent.aspx?eventid=KdhIhaoCT5M%3d,"Home and garden consumer show marketed to attract serious customers ready to buy, build or remodel a home. Latest products and services, excellent housing and remodeling seminars and a fabulous home decor showcase!",Reliant Center Hall D,New Home & Remodeling Show,Houston,6/11/2011,,,Texas,6/12/2011,LFoster@ghba.org
http://www.tcvb.com/showrecord.asp?id=2622,209--962-1942,"From SF Bay Area: I-580 to I-205 East (merging with CA 120 East) to town of Groveland on road to Yosemite. From Sacramento, CA 99 south to CA 120 East to Groveland on the way to Yosemite",http://www.festivals.com/viewevent.aspx?eventid=op9m33avpoU%3d,"Celebrate the John Muir legacy! Groveland activities range from the Sierra Earth Fest at the Mountain Sage nursery to Nature Discovery Stations and Handmade Crafting & Activity Centers at Big Creek Meadow Ranch, where a new rendition of The Wild Adventures of John Muir will be offered several times over the weekend.  Other activities will include a bike tour organized by Grimes Getaways Bicycle Tours out of Groveland and a LDP Trailblazers horseback ride, open to everyone, on the Lake Don Pedro Trail system.",Various locations,John Muir Festival,Groveland,6/4/2011,Yosemite Theater Players and various performers,,California,6/4/2011,askdranns@yahoo.com
http://www.echoesofthetrail.com,620--223-0736,"Take 23rd Street West off of Hwy 69, turn north on Horton. The college is on the left, across from the fair grounds at 2108 S. Horton. Enter on the south side.",http://www.festivals.com/viewevent.aspx?eventid=VtyVNJlJRd0%3d,"Celebrate the lore and history of the American West. You wont want to miss these outstanding poets and balladeers who are present-day ranchers or former rodeo cowboys and speak from the heart. Start with Johnny Kendrick performing some great cowboy music and stories Friday at 7pm.  All day Saturday enjoy cowboy tales and music in the air conditioned halls of the FSCC Academic Building. Saturday night, hear Del Shields along with Johnny Kendrick and four other outstanding cowboy entertainers. Plus, under Kansas blue skies, authentic chuck wagon cooking cowboy church and blacksmithing by the campfires. In the halls, fine Western art, silver and turquoise jewelry, pottery, tack, leather work, and crafts. Also, you could be the winning bidder in a silent auction of great western items! Sunday morning after an inspirational Cowboy Church, the chuck wagon cooks will serve up a hearty breakfast. p>",Fort Scott Community College,Echoes of the Trail Cowboy Gathering and Celebration of the West,Fort Scott,6/10/2011,"Friday night at 7pm, hear composer/musician Johnny Kendrick and sons plus four talented cowboy poet/musicians. Johnny is an event co-founder and composed the haunting theme song, Echoes of the Trail. He loves to sing the authentic cowboy music from the old days. All day Saturday in the Academic Building, youll laugh and cry as Missouri Cowboy Poets Association members and other great cowboy entertainers tell it like it was in the old west through cowboy poetry and song. Winners of the student cowboy poetry contest will read/recite their poems at 3 p.m.  As usual, there will be an open microphone, and performances on two stages. Saturday night, hear founders Johnny Kendrick and Arnold Schofield open the show, followed by four other cowboy poets/musicians, and Del Shields.</P>","http://www.festivals.com/gfx//backstage/1/1901/041620061013507052_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/041620060958578587_ad.jpg, http://www.festivals.com/gfx//backstage/1/1901/041620061005343421_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/041620061022442102_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/041620061030132036_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/071320070620434700_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/081520090106088787_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/071320070717551858_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/071320070745310664_thumb.jpg, http://www.festivals.com/gfx//backstage/1/1901/081520090118255724_thumb.jpg",Kansas,6/12/2011,kathleenh@fortscott.edu
http://www.fortlaramierendezvous.com,307--715-2844,Can Easily Be Found On Our Websites Home-Page!,http://www.festivals.com/viewevent.aspx?eventid=oILhofb9aeA%3d,"The Fort Laramie Rendezvous Association was formed for the sole purpose of providing a cultural experience for the whole family through authentic, historic reenactments and educational demonstrations … The Associations goal of keeping alive the Pioneering Times between 1804 and 1840 when Traders of furs, clothing and necessary supplies was prevalent here on the plains of the West is now being fulfilled.    A Rendezvous of authentic period Fur Traders will be established to educate the public about life on the plains and numerous, various items will be offered for sale from that time period.    Native American Indian Dancers, as well as, Mountain Man Singers are scheduled for an educational experience and family entertainment … An assortment of period correct games, for public participation playing, will be available for young and old and hopefully a wholesome fun time will be had by all!    Come And Spend A Fun-Filled Fathers Day Weekend With Us … Youll Be Glad You Did!",South-Park,Fort Laramie Mountain-Man Rendezvous,Fort Laramie,6/17/2011,"YES, many various forms of period entertainment and performers!","http://www.festivals.com/gfx//backstage/1/22497/041220110821146873_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22497/041220110817544723_ad.jpg",Wyoming,6/19/2011,ftlaramierendezvousassociation@gmail.com
http://www.helenga.org,706--8782181-,Edelweiss Strasse,http://www.festivals.com/viewevent.aspx?eventid=0sQ%2bpAPGAQc%3d,"Helen River Park, Edelweiss Strasse, Helen, GA 30545    The 2nd Annual Civil War re-enactment will feature Period Sutlers villages, demonstrations, and camps. Skirmishes between the Union and confederate “armies” will re-create some of the war’s most interesting battles. The event will feature living history demonstrations and re-enactors from across the country. For more information e-mail Al Platt at aplatt0021@aol.com.",Helen River Park,Civil War Expo,Helen,6/18/2011,,,Georgia,6/19/2011,aplatt0021@aol.com
http://www.idahocitychamber.com,208--384-9374,"From Boise turn north on Hwy 21 - then 35 miles to Idaho City, Idaho",http://www.festivals.com/viewevent.aspx?eventid=CK7otPk164o%3d,"4 days of safe family fun oriented activities including the Gold Dust Rodeo, Cowboy Fast DRaw Championship, Living History demos, street vendors, Musical entertainment A great summer weekend in the mountains of Southern Idaho",206 Main St,Idaho City Frontier Days,Idaho City,6/23/2011,"The Juke Daddy, Gold Dust Rodeo, CFDA Idaho State Cowboy Fast Draw Championship",,Idaho,6/26/2011,marshall@cowboyfastdraw.com
http://www.bostonharborfest.com,617--227-1528,One City Hall Plaza,http://www.festivals.com/viewevent.aspx?eventid=pX%2bQq%2bA7dKg%3d,"Boston Harborfest is a seven-day Fourth of July celebration showcasing the colonial and maritime heritage of the cradle of the American Revolution: Historic Boston.    This award-winning festival strives to honor the past, celebrate the present, and inform the future with concerts,historical tours, reenactments and much, much more. Over 200 events during the Festival are concentrated in Boston’s historic downtown and waterfront districts, with sponsored Main Events taking place exclusively on Boston’s City Hall Plaza.      Over its quarter-century history, Boston Harborfest has grown from a small yet dignified local event into a nationally recognized celebration. In 1982, there were 30 events over the course of three days. Today, Harborfest is considered to be the patriotic celebration in the nation, with visitors enjoying a diverse mix of family oriented events during the course of an entire week.      There is no better place to celebrate our nation’s independence than at Boston Harborfest",Boston City Hall Plaza,Boston Harborfest,Boston,6/29/2011,,,Massachusetts,7/4/2011,festival@bostonharborfest.com
http://www.shelbycountychamber.com,936--254-2603,,http://www.festivals.com/viewevent.aspx?eventid=yRiNFMkVTVw%3d,"Lie demonstrations of frontier day, folklore, live entertainmant, arts & crafts, parade, pageant, rides and more",SoSo Park,Timpson Frontier Days,Timpson,7/1/2011,,,Texas,7/2/2011,info@shelbycountychamber.com
http://www.tewkesburymedievalfestival.org,016--8429493-,Tewkesbury is 1 mile from Junction 9 on the M5 motorway.,http://www.festivals.com/viewevent.aspx?eventid=Y%2bBrjxpAgnE%3d,Fifteenth Century Medieval Festival based around a major re-enactment of the Battle of Tewkesbury,"Lincolns Green Lane, Tewkesbury",Tewkesbury Medieval Festival,Tewkesbury,7/9/2011,,,United Kingdom - England,7/10/2011,info@tewkesburymedievalfestival.org
http://www.hauntedhistoryfestival.com,304--885-0707,"We are close to Washington, D.C. and Baltimore as well as major attractions in the West Virginia area, such as the Chesapeake and Ohio canal, and Charles Town, WV, where you can watch horse races. The American Civil Warís presence can be seen at nearby battlegrounds, monuments, and even tenting by a Civil War trench on our campground.    Directions from Washington, D.C.:    Take George Washington Memorial Parkway entering Virginia  Take exit onto I-495 N entering Maryland  Take slight left at I-270 Bus Spur N (signs are for I-270/Rockville/Frederick)  Merge onto I-270 N  Take exit 32 to merge onto US-15 S/US-340 W toward Leesburg/Charlestown  Turn left at US-340/W Washington St. Continue on Shoreline Dr.  Turn right at Campground Rd.",http://www.festivals.com/viewevent.aspx?eventid=7Zd8APabHWc%3d,"The WV Haunted History Festival is a celebration of the history and folklore of the historic state of West Virginia. People from all around will gather together in Harpers Ferry at the Eastern Gateway of the United States and learn the legends, history and stories of this great land!",KOA Conference Center and The Haunted Cottage,WV Haunted History Festival,Harpers Ferry,7/14/2011,"Expect to see lectures from Loyd Auerbach, Dr. Andrew Nichols, Dr. Barry Taff, Vince Wilson, Russ Noratel, Ron Peacock and others in paranormal research and parapsychology as magicians and historic reenactors!",http://www.festivals.com/gfx//backstage/1/22392/040220110216289736_ad.jpg,West Virginia,7/16/2011,info@hauntedhistoryfestival.com
http://www.lasvegasshakedown.com,951--295-3739,Venues located at the corner of Las Vegas Boulevard. and Fremont Street.,http://www.festivals.com/viewevent.aspx?eventid=aR92CRKQcE8%3d,"The Las Vegas Shakedown Rock & Roll Weekend invades Fremont Street in Downtown Las Vegas, August 19th, 20th and 21st, 2011.  Featuring the the best in punk, garage and psychobilly acts from around the globe.  The Shakedown multi-fest, pub crawl-style, street scene venues are split between the Beauty Bar, Brass Lounge, Bunkhouse Saloon and Las Vegas Country Saloon, turning Downtown Las Vegas into the rock & roll epicenter of the Summer.    Also included in the festivities are a poster art convention, vendors, burlesque performances and b-movie trailers throughout the weekend.    www.lasvegasshakedown.com  www.myspace.com/lasvegasshakedown  www.facebook.com/lasvegasshakedownrockandrollweekend","Beauty Bar, Brass Lounge, Bunkhouse Saloon, and Las Vegas Country Saloon",Las Vegas Shakedown Rock & Roll Weekend,Las Vegas,8/19/2011,VENUES & TALENT TO BE ANNOUNCED!,"http://www.festivals.com/gfx//backstage/1/20222/042520110117485538_ad.jpg, http://www.festivals.com/gfx//backstage/1/20222/042520110119282237_thumb.jpg",Nevada,8/21/2011,tigermaskevents@gmail.com
http://www.jetlag2011.com,(97-3)455-1179,"Valley View Rd. Oliverea, NY 12410  www.fullmoonresort.com",http://www.festivals.com/viewevent.aspx?eventid=FF%2fFgy16pO8%3d,"JetLAG is a celebration of blazing rock’n’roll drive and soulful campfire songs, fierce acid rave and traditional music of Yiddish shtetl.  It’s all music.  It’s all good music.    Or, in other words - take a rainbow gathering, add Burning Man, mix with a splash of USSR circa ‘80, pour in the amazing Russian indie bands Auktyon, Billy’s Band and Va-Bank, add the post-everything conceptual troubadour Psoy Korolenko, pour in hundreds of drunken Russians… and all this craziness will be served for two days again and again right here, smack in the edge of Eastern PA… Tents, vodka, marinated herring - pot, melting pot of Russian and American culture.    JetLAG 2010 will be dedicated to French Chanson and its effect on Russian folklore, as well as its role in Jewish and world culture alike. At the festival, several stages will be working parallel to each other spotlighting general theme in exciting music twists and turns in forms you’d never even imagine existed.  Every musician with their subsequent musical program will become a part of the general JetLAG jubilation. The climax of JetLAG - Big Jam Session - when the festival’s Highliters (TM) collaborate with the our North American musicians on the main stage. A synthesis of Russia’s greatest Rock and Roll legends, and those guys you saw last night by your tent - this is an occasion any music lover would NOT want to miss",Full Moon Resort,JetLAG Russian-American Music Festival,Oliverea,6/24/2011,,"http://www.festivals.com/gfx//backstage/1/19162/040120100931363448_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100933383432_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100938413394_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100939536197_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100940389316_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100928055662_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100907357851_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100929488774_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100924434282_thumb.jpg, http://www.festivals.com/gfx//backstage/1/19162/040120100920494937_ad.jpg",New York,6/26/2011,jetlagfest@gmail.com
http://www.larmertreefestival.co.uk,(+4-4) (0)1725 552300,,http://www.festivals.com/viewevent.aspx?eventid=QSps1fnlG8Y%3d,LARMER TREE FESTIVAL 13th-17th July 2011  DRESS UP SATURDAY THEME 2011.   50s Retro Revival!,Larmer Tree Gardens,Larmer Tree Festival,Wiltshire,7/13/2011,Seasick Steve / Jools Holland and his Rhythm & Blues Orchestra with special guest Sandie Shaw / Imelda May / Ozomatli / Asian Dub Foundation / Bellowhead /  Ukulele Orchestra of Great Britain / Seth Lakeman / Stornoway /  Show of Hands / Batucada Sound Machine / C W Stoneking / Watcha Clan / Caitlin Rose / Spiers and Boden / Heidi Talbot with John McCusker and Boo Hewerdine / Krystle Warren / Jaipur Kawa Brass Band / GaBLé / The Coal Porters / Muntu Valdo / The Staves / Mama Rosin / Cosmo Jarvis / Penny Black Remedy / The Dodge Brothers / BoppinB / Allo Darlin / Sheelanagig / Skinny Lister / Pete Lawrie / Moscow Drug Club / Buffalo Gals / Emily Portman / Derrin Nauendorf / My First Tooth / Matthew and the Atlas / Polly and the Billets Doux / Kalakuta Millionaires /  Goodnight Lenin /  Rosie Doonan / ahab / Ruth Theodore / The Joker & The Thief / Vid Warren / Kitty Macfarlane / Tinderbox / The Mopes / Discos Out (Murders In),http://www.festivals.com/gfx//backstage/1/926/042620110550546708_ad.jpg,United Kingdom - England,7/17/2011,admin@larmertreefestival.co.uk
http://www.gemfaire.com,503--252-8300,,http://www.festivals.com/viewevent.aspx?eventid=9WYm7MF%2bssE%3d,"Fine jewelry, gems, beads, crystals, minerals and much more at the lowest prices. Exhibitors from all over the world will be on site. Classes & demonstrations throughout the weekend.",Marin Center,Gem Faire/San Rafael,San Rafael,7/15/2011,,,California,7/17/2011,info@gemfaire.com
http://www.gemfaire.com,503--252-8300,,http://www.festivals.com/viewevent.aspx?eventid=KoobzXeUYn4%3d,"Fine jewelry, gems, beads, crystals, minerals & much more at the lowest prices. Exhibitors from all over the world will be on site. Jewelry repair while you wait.",Scottish Rite Event Center,Gem Faire/San Diego,San Diego,8/12/2011,,,California,8/14/2011,info@gemfaire.com
