title,endHour,moreInfoLink,eventDate,venue,description,fullAddress,startHour
Avishai,10:00 PM,http://events.myspace.com/Event/5783074/Avishai-Cohen,03/12/2011,Budapest Palace of Arts,More information to follow.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"., Budapest&nbsp;&nbsp",8:30 PM
Avishai,9:30 PM,http://events.myspace.com/Event/7157467/Avishai-Cohen,03/15/2011,Le Salmanazar,Age Requirement: 0+,"., Epernay&nbsp;&nbsp;",8:00 PM
Avishai,9:30 PM,http://events.myspace.com/Event/7157468/Avishai-Cohen,03/15/2011,Le Salmanazar,Age Requirement: 0+,"., Epernay&nbsp;&nbsp;",8:00 PM
Avishai,9:30 PM,http://events.myspace.com/Event/6358013/Festival-Jazz-a-LEtage,03/18/2011,Le Liberte,More information to be added          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Rennes, .&nbsp;&nbsp;",8:00 PM
Avishai,9:30 PM,http://events.myspace.com/Event/7157750/Avishai-Cohen,03/24/2011,Union Chapel,Venue website: www.unionchapel.org.uk           	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Compton Avenue, London&nbsp;&nbsp;N1 2X",8:00 PM
Avishai,10:00 PM,http://events.myspace.com/Event/5783678/Avishai-Cohen,04/04/2011,L'Olympia,Box office number: 0033 892 683368<br>Venue website: www.olympiahall.com          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"28, Boulevard des Capucines, Paris&nbsp;&nbsp;75009",8:30 PM
Avishai,10:00 PM,http://events.myspace.com/Event/5783747/Avishai-Cohen,04/07/2011,Salle de Musique de Chambre,More information to follow.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"., .&nbsp;&nbsp",8:30 PM
Avishai,10:00 PM,http://events.myspace.com/Event/5783827/Avishai-Cohen--Basel-Jazz-Festival,05/11/2011,Basel Casino,More information to be added.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"., Basel&nbsp;&nbsp;",8:30 PM
Avishai,11:00 PM,http://events.myspace.com/Event/6358094/Abu-Gosh-Vocal-Music-Festival,06/08/2011,Kiryat Yearim Church,"Festival website: www.agfestival.co.il<br>Box office: 03-6045000, *8956          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","Abu GIsh Village, .&nbsp;.&nbsp;",7:00 PM
Avishai,,http://events.myspace.com/Event/6358202/Avishai-Cohen--Artistic-Director-of-Red-Sea-Jazz-Festival,08/22/2011,.,Festival website: www.redseajazzeilat.com/en/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"., Eilat&nbsp;.&nbsp;",
Avishai,10:00 PM,http://events.myspace.com/Event/6358309/Vienna-Konserthuis,10/13/2011,.,More information to be added.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"., Vienna&nbsp;&nbsp;",8:30 PM
stephanie nilles,9:00 PM,http://events.myspace.com/Event/6391648/The-Salon,05/22/2011,The Salon,Age Requirement: 0+,"tba, Philadelphia, PA&nbsp;PA&nbsp;tb",7:00 PM
Miss May,,http://events.myspace.com/Event/7078396/The-Monument-Tour-wSleeping-With-Sirens-Bury-Tomorrow-The-Crimson-Armada,,,,,5:00 PM
MENOMENA!,,http://events.myspace.com/Event/6927845/FZW,,,,,8:30 PM
Felguk,4:00 AM,http://events.myspace.com/Event/8259769/Privilege-Club,03/05/2011,Privilege Club,Age Requirement: 0+,"R, Buzios&nbsp;Brazil&nbsp",3:00 AM
Felguk,11:00 AM,http://events.myspace.com/Event/8259798/Some-Festival,03/07/2011,Some Festival,Age Requirement: 0+,"R, Santa Catarina&nbsp;Brazil&nbsp",10:00 AM
Felguk,4:00 PM,http://events.myspace.com/Event/8259821/Rio-Music-Conference,03/08/2011,RMC - Rio Music Conference,Age Requirement: 0+,"R, Rio de Janeiro&nbsp;Brazil&nbsp",3:30 PM
The Presets,12:00 AM,http://events.myspace.com/Event/8042560/The-Presets--Future-Music-Festival,03/05/2011,Doomben Racecourse,Age Requirement: 18+,"Hampden St, Ascot&nbsp;QLD&nbsp;4007",12:00 PM
The Presets,12:00 AM,http://events.myspace.com/Event/8042599/The-Presets--Future-Music-Festival,03/06/2011,Arena Joodalup,Age Requirement: 18+,"Kennedya Drive, Joondalup, Perth&nbsp;WA&nbsp;6027",12:00 PM
The Presets,12:00 AM,http://events.myspace.com/Event/8042634/The-Presets--Future-Music-Festival,03/12/2011,Randwick Racecourse,Age Requirement: 18+,"Anzac Parade, Sydney&nbsp;NSW&nbsp;2031",12:00 PM
The Presets,12:00 AM,http://events.myspace.com/Event/8042657/The-Presets--Future-Music-Festival,03/13/2011,Flemington Racecourse,Age Requirement: 18+,"Epsom Road, Melbourne&nbsp;VIC&nbsp;3031",12:00 PM
The Presets,12:00 AM,http://events.myspace.com/Event/8042683/The-Presets--Future-Music-Festival,03/14/2011,Garden of Unearthly Delights,Age Requirement: 18+,"Rundle & Rymill Park, Rundle Road, Adelaide&nbsp;SA&nbsp;5000",12:00 PM
IAMX,11:30 PM,http://events.myspace.com/Event/8259200/IAMX-at-Rockhouse,03/09/2011,Rockhouse,Fire and Whispers Tour 2011          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Schallmooser Hauptstraße 46, Salzburg&nbsp;&nbsp;5020",7:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8148680/IAMX-in-Wien,03/10/2011,Gasometer,Age Requirement: 0+,"Guglgasse 6, Wien&nbsp;_&nbsp;1110",8:00 PM
IAMX,11:30 PM,http://events.myspace.com/Event/8259266/IAMX-at-Orpheum,03/11/2011,ORPHEUM,Fire and Whispers Tour 2011          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Orpheumgasse 8, Graz&nbsp;&nbsp;8020",7:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8148753/IAMX-in-Luxembourg,03/18/2011,Kulturfabrik,Age Requirement: 0+,"116, rue de Luxembourg, Esch-sur-Alzette&nbsp;_&nbsp;4221",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8148810/IAMX-in-Malmo,03/24/2011,Babel,Age Requirement: 0+,"Spångatan 38, Malmö&nbsp;_&nbsp;211 53",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8148875/IAMX-in-Stockholm,03/25/2011,Nalen,fans over 13 years old and under 18 should be accompanied by an elder person.          	                	      	          	      	<br><br>  					    						Age Requirement: 18+,"74 Regeringsgatan, Stockholm&nbsp;_&nbsp;11153",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8148960/IAMX-in-Helsinki,03/26/2011,Nosturi,Also ticket available at: http://www.lippupalvelu.fi          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Telakkakatu 8, Helsinki&nbsp;_&nbsp;00150",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149013/IAMX-in-Athens,04/02/2011,Gagarin 205,Age Requirement: 0+,"ΛΙΟΣΙΩΝ 203-205, ΑΘΗΝΑ, Athens&nbsp;_&nbsp;104 45",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149070/IAMX-in-Köln,04/08/2011,Essigfabrik,Age Requirement: 0+,"Siegburger Str. 110, Köln&nbsp;_&nbsp;50679",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149116/IAMX-in-Hamburg,04/09/2011,Gruenspan,Age Requirement: 0+,"Grosse Freiheit 58, Hamburg&nbsp;&nbsp;22767",8:00 PM
IAMX,11:30 PM,http://events.myspace.com/Event/8259070/IAMX-at-Astra,04/14/2011,Astra,Fire and Whispers Tour 2011          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Revaler Str. 99, Berlin&nbsp;_&nbsp;10245",7:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149170/IAMX-in-Warsae,04/16/2011,Stodola,Also tickets available at:<br>http://www.ticketpro.pl/jnp/home/index.html<br>http://www.ticketonline.com/pl/pl/all/<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"ul. Batorego 10, Warsaw&nbsp;&nbsp;02-591",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149233/IAMX-in-Munich,04/19/2011,Backstage Halle,Also tickets available at:<br>http://www.muenchenticket.de/guide/tickets/f5ib/IAMX+support.html<br><br>http://www.ticketmaster.de/Backstage-Halle-tickets-Munchen/venue/286808          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Reitknechtstrasse 6, Munich&nbsp;&nbsp;80639",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149306/IAMX-in-Zürich,04/20/2011,X-tra,Age Requirement: 0+,"Limmatstrasse 118, Zurich&nbsp;&nbsp;118",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149345/IAMX-in-Frankfurt,04/21/2011,Das Bett,Age Requirement: 0+,"Schmidstr. 12, Frankfurt&nbsp;&nbsp;60326",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149397/IAMX-in-Madrid,04/29/2011,Sala Heineken,Age Requirement: 0+,"Princesa 1, Madrid&nbsp;&nbsp;28008",8:00 PM
IAMX,11:00 PM,http://events.myspace.com/Event/8149480/IAMX-in-Barcelona,04/30/2011,Salamandra 1,Age Requirement: 0+,"Av. Carrilet, 235, Barcelona&nbsp;&nbsp;08907",8:00 PM
Bizarre,11:00 PM,http://events.myspace.com/Event/7487814/Teatre-del-Centre-Catòlic,03/11/2011,Blanes,Age Requirement: 0+,"Pau Casals, 44, Blanes&nbsp;España&nbsp;17300",10:00 PM
Robert Cray,10:00 PM,http://events.myspace.com/Event/8199426/Robert-Cray-at-the-Tampa-Bay-Blues-Festival,04/08/2011,Vinoy Park,"The Tampa Bay Blues Festival is staged at Vinoy Waterfront Park in downtown St. Petersburg, Florida. On Friday & Saturday, gates open at around noon. On Sunday, the gates will open at about 12:30 p.m.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","Vinoy Park, St. Petersburg&nbsp;Florida&nbsp;33740",8:30 PM
BLACKLAND,6:00 PM,http://events.myspace.com/Event/5263413/Ride-for-St-Jude,06/11/2011,St. Jude benefit ride and concert,Benefit ride and concert for St. Jude          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"McFarland Park, Florence&nbsp;Alabama&nbsp;35660",3:00 PM
BLACKLAND,7:00 PM,http://events.myspace.com/Event/8180480/Chatuauqua-Bike-Rally,10/22/2011,Crystal Springs Park,Age Requirement: 0+,"20 miles South of Jackson, MS off I55 S, Crystal Springs&nbsp;Mississippi&nbsp;654987",5:00 PM
Roger Waters,,http://events.myspace.com/Event/5305286/Roger-Waters,03/25/2011,Palacio de Deportes,,&nbsp;&nbsp,
Roger Waters,,http://events.myspace.com/Event/5305287/Roger-Waters,03/29/2011,Palau Sant Jordi,,"Passeig Olímpic, 5, Barcelona&nbsp;&nbsp;08038",
Roger Waters,,http://events.myspace.com/Event/4876484/Roger-Waters,04/02/2011,Mediolanum Forum,,"Via Giuseppe Di Vittorio, 6, Rozzano&nbsp;Lombardia&nbsp;20089",
Roger Waters,,http://events.myspace.com/Event/4876485/Roger-Waters,04/03/2011,Mediolanum Forum,,"Via Giuseppe Di Vittorio, 6, Rozzano&nbsp;Lombardia&nbsp;20089",
Roger Waters,,http://events.myspace.com/Event/5276865/Roger-Waters,04/04/2011,Mediolanum Forum,,"Via Giuseppe Di Vittorio, 6, Rozzano&nbsp;Lombardia&nbsp;20089",
Roger Waters,,http://events.myspace.com/Event/5514924/Roger-Waters,04/05/2011,Mediolanum Forum,,"Via Giuseppe Di Vittorio, 6, Rozzano&nbsp;Lombardia&nbsp;20089",
Roger Waters,,http://events.myspace.com/Event/5058938/Roger-Waters,04/09/2011,Gelredome,,Arnhem&nbsp;Gelderland&nbsp;6841,
Roger Waters,,http://events.myspace.com/Event/7516701/Roger-Waters,04/11/2011,Gelredome,,Arnhem&nbsp;Gelderland&nbsp;6841,
Roger Waters,,http://events.myspace.com/Event/5453141/Roger-Waters,04/15/2011,O2 Arena,,Praha&nbsp;Hlavní měs&nbsp;190,
Roger Waters,,http://events.myspace.com/Event/5928540/Roger-Waters,04/23/2011,Актовый Зал,,город Москва&nbsp;Московская&nbsp,
Roger Waters,,http://events.myspace.com/Event/5130229/Roger-Waters,04/25/2011,Ледовый Дворец,,Saint Petersburg&nbsp;Sankt-Pete&nbsp,
Roger Waters,,http://events.myspace.com/Event/7120318/Roger-Waters,04/27/2011,Hartwall Areena,,"Areenankuja, Helsínquia&nbsp;Southern F&nbsp;00240",
Roger Waters,,http://events.myspace.com/Event/7036198/Roger-Waters,05/05/2011,Globe Arenas Annexet,,"Globentorget 2, Stockholm&nbsp;&nbsp",
Roger Waters,,http://events.myspace.com/Event/4876486/Roger-Waters,05/14/2011,O2 arena,,"London Rd, Liverpool&nbsp;Liverpool&nbsp;L3 8",
Roger Waters,,http://events.myspace.com/Event/4876487/Roger-Waters,05/15/2011,O2 arena,,"London Rd, Liverpool&nbsp;Liverpool&nbsp;L3 8",
Roger Waters,,http://events.myspace.com/Event/7502743/Roger-Waters,05/18/2011,O2 arena,,"London Rd, Liverpool&nbsp;Liverpool&nbsp;L3 8",
Roger Waters,,http://events.myspace.com/Event/4876048/Roger-Waters,05/28/2011,Sportpaleis,,Antwerp&nbsp;Flemish Re&nbsp,
Roger Waters,,http://events.myspace.com/Event/7516702/Roger-Waters,05/31/2011,Palais omnisports de Bercy,,"12 Boulevard de Bercy, Paris&nbsp;Ile-de-Fra&nbsp;75012",
Roger Waters,,http://events.myspace.com/Event/4876358/Roger-Waters,06/04/2011,SAP Arena,,Mannheim&nbsp;Baden-Würt&nbsp;68163,
Roger Waters,,http://events.myspace.com/Event/4876047/Roger-Waters,06/07/2011,Hallenstadion-Oerlikon,,"Wallisellenstrasse 45, Zürich&nbsp;Zurich&nbsp;8050",
Roger Waters,,http://events.myspace.com/Event/6414775/Roger-Waters,06/11/2011,Color Line Arena,,Hamburg&nbsp;Hamburg&nbsp;22525,
Roger Waters,,http://events.myspace.com/Event/7148779/Roger-Waters,06/13/2011,MCH Herning,,"Vardevej 1, Herning&nbsp;Midtjyllan&nbsp;7400",
Roger Waters,,http://events.myspace.com/Event/4876360/Roger-Waters,06/16/2011,O2 World,,Berlin&nbsp;Berlin&nbsp;13187,
Roger Waters,,http://events.myspace.com/Event/7211901/Roger-Waters,06/24/2011,Hallenstadion-Oerlikon,,"Wallisellenstrasse 45, Zürich&nbsp;Zurich&nbsp;8050",
Roger Waters,,http://events.myspace.com/Event/7882290/Roger-Waters,06/25/2011,Hallenstadion-Oerlikon,,"Wallisellenstrasse 45, Zürich&nbsp;Zurich&nbsp;8050",
Roger Waters,,http://events.myspace.com/Event/7502744/Roger-Waters,06/28/2011,men area,,Manchester&nbsp;Greater Ma&nbsp;M40 1,
Roger Waters,,http://events.myspace.com/Event/7502745/Roger-Waters,06/29/2011,men area,,Manchester&nbsp;Greater Ma&nbsp;M40 1,
The Rocket Summer,11:00 PM,http://events.myspace.com/Event/7843662/The-Rocket-Summer,02/26/2011,RNA Showgrounds,Age Requirement: 0+,"600 Gregory Terrace, Brisbane, Brisbane&nbsp;QLD&nbsp;4006",7:00 PM
The Rocket Summer,11:00 PM,http://events.myspace.com/Event/7843815/The-Rocket-Summer,03/04/2011,Showgrounds,Age Requirement: 0+,"Epsom Road, Ascot Vale&nbsp;Victoria&nbsp;3032",7:00 PM
The Rocket Summer,11:00 PM,http://events.myspace.com/Event/7843865/The-Rocket-Summer,03/05/2011,Bonython Park - Soundwave Festival,Age Requirement: 0+,"Port Road, Adelaide&nbsp;SA&nbsp;5000",7:00 PM
The Rocket Summer,11:00 PM,http://events.myspace.com/Event/7843902/The-Rocket-Summer,03/07/2011,Steel Blue Oval - Soundwave Festival,Age Requirement: 0+,"Corner Guildford Road & West Road, Perth&nbsp;WA&nbsp;6054",7:00 PM
Mat Kearney,8:00 PM,http://events.myspace.com/Event/7515804/Mat-Kearney,04/28/2011,VH1 Best Cruise Ever 2,"VH1 Best Cruise Ever 2<br>On the Carnival Inspiration<br>Tampa, FL to Cozumel, Mexico<br><br>Tickets: http://www.vh1bestcruiseever.com/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","651 Channelside Drive Terminal #2, Tampa&nbsp;FL&nbsp;33602",5:00 PM
Mat Kearney,8:00 PM,http://events.myspace.com/Event/7515828/Mat-Kearney,04/29/2011,VH1 Best Cruise Ever 2,"VH1 Best Cruise Ever 2<br>On the Carnival Inspiration<br>Tampa, FL to Cozumel, Mexico<br><br>Tickets: http://www.vh1bestcruiseever.com/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","651 Channelside Drive Terminal #2, Tampa&nbsp;FL&nbsp;33602",5:00 PM
Mat Kearney,8:00 PM,http://events.myspace.com/Event/7515864/Mat-Kearney,04/30/2011,VH1 Best Cruise Ever 2,"VH1 Best Cruise Ever 2<br>On the Carnival Inspiration<br>Tampa, FL to Cozumel, Mexico<br><br>Tickets: http://www.vh1bestcruiseever.com/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","651 Channelside Drive Terminal #2, Tampa&nbsp;FL&nbsp;33602",5:00 PM
Mat Kearney,8:00 PM,http://events.myspace.com/Event/7515868/Mat-Kearney,05/01/2011,VH1 Best Cruise Ever 2,"VH1 Best Cruise Ever 2<br>On the Carnival Inspiration<br>Tampa, FL to Cozumel, Mexico<br><br>Tickets: http://www.vh1bestcruiseever.com/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","651 Channelside Drive Terminal #2, Tampa&nbsp;FL&nbsp;33602",5:00 PM
Mat Kearney,8:00 PM,http://events.myspace.com/Event/7515879/Mat-Kearney,05/02/2011,VH1 Best Cruise Ever 2,"VH1 Best Cruise Ever 2<br>On the Carnival Inspiration<br>Tampa, FL to Cozumel, Mexico<br><br>Tickets: http://www.vh1bestcruiseever.com/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","651 Channelside Drive Terminal #2, Tampa&nbsp;FL&nbsp;33602",5:00 PM
AFTER THE FALL,6:30 PM,http://events.myspace.com/Event/5652224/POUZZA-FEST,05/20/2011,POUZZA FEST,Age Requirement: 0+,Montreal&nbsp;Quebec&nbsp;666420,6:00 PM
AFTER THE FALL,6:30 PM,http://events.myspace.com/Event/5652251/POUZZA-FEST,05/21/2011,POUZZA FEST,Age Requirement: 0+,Montreal&nbsp;Quebec&nbsp;666777,6:00 PM
AFTER THE FALL,6:30 PM,http://events.myspace.com/Event/5652307/POUZZA-FEST,05/22/2011,POUZZA FEST,Age Requirement: 0+,Montreal&nbsp;Quebec&nbsp;666666,6:00 PM
The Queers,11:30 PM,http://events.myspace.com/Event/7675963/Concert,05/21/2011,Les Foufounes Electrique,All day Festival with a ton of bands.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"87 Rue St. Catherine St. East, Montreal&nbsp;Quebec&nbsp;H2X 1K5",7:00 PM
MAD SIN,5:00 PM,http://events.myspace.com/Event/7788801/Satanic-Stomp,04/23/2011,Halle 101,Age Requirement: 0+,"-, -&nbsp;-&nbsp;",3:00 PM
GRAVE ROBBER,11:30 PM,http://events.myspace.com/Event/7317759/GRAVE-ROBBER,06/25/2011,EAST NOBLE HIGH SCHOOL (Riley's Hospital benefit),Age Requirement: 0+,"901 S. Garden St, Kendallville&nbsp;IN&nbsp;46755",7:00 PM
GRAVE ROBBER,11:00 PM,http://events.myspace.com/Event/5142218/Event-Title,08/20/2011,*ALL AGES* METALGODZ FESTIVAL - MANATEE CIVIC CENTER,Age Requirement: 0+,"One Haben Blvd, Palmetto&nbsp;FL&nbsp;34221",12:00 PM
Millencolin,11:00 PM,http://events.myspace.com/Event/7475007/Soundwave-Festival,02/26/2011,Soundwave Festival,Age Requirement: 0+,"RNA Showgrounds, Brisbane&nbsp;.&nbsp;",2:00 PM
Millencolin,11:00 PM,http://events.myspace.com/Event/7475088/Soundwave-Festival,02/27/2011,Soundwave Festival,Age Requirement: 0+,"Eastern Creek Raceway, Sydney&nbsp;.&nbsp;",2:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8244054/Millencolin--Pennywise,03/01/2011,Palace Theatre,http://www.soundwavetouring.com/artists/pennywise-millencolin/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Melbourne&nbsp;, &nbsp",7:30 PM
Millencolin,11:00 PM,http://events.myspace.com/Event/7475125/Soundwave-Festival,03/04/2011,Soundwave Festival,Age Requirement: 0+,"Melbourne Showgrounds, Melbourne&nbsp;.&nbsp;",2:00 PM
Millencolin,11:00 PM,http://events.myspace.com/Event/7475152/Soundwave-Festival,03/05/2011,Soundwave Festival,Age Requirement: 0+,"Bonython Park, Adelaide&nbsp;.&nbsp;",2:00 PM
Millencolin,11:00 PM,http://events.myspace.com/Event/7475189/Soundwave-Festival,03/07/2011,Soundwave Festival,Age Requirement: 0+,"Steel Blue Oval, Perth&nbsp;.&nbsp;",10:00 AM
Millencolin,11:30 PM,http://events.myspace.com/Event/8168688/Millencolin,04/14/2011,E Werk,Tickets available Oct 22 at the usual box offices          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Schanzenstraße 37, Cologne&nbsp;Cologne&nbsp;51063",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8168810/Millencolin,04/15/2011,Hirsch,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,Nürnberg&nbsp;&nbsp,8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8168870/Millencolin,04/16/2011,KC Vltavska,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Prague&nbsp;, &nbsp",7:30 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8168915/Millencolin,04/17/2011,Arena,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Vienna&nbsp;, &nbsp",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8168957/Millencolin,04/18/2011,Muffathalle,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Munich&nbsp;, &nbsp",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8168988/Millencolin,04/19/2011,Kofmehl,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Solothurn&nbsp;, &nbsp",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8169043/Millencolin,04/20/2011,Garage,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Saarbrucken&nbsp;, &nbsp",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8169074/Millencolin,04/21/2011,Skaters Palace,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Munster&nbsp;, &nbsp",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8257789/Groezrock-Festival,04/22/2011,Groezrock Festival,Age Requirement: 0+,"Meerhout&nbsp;, &nbsp",3:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8169104/Millencolin,04/23/2011,Melkweg,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Amsterdam&nbsp;, &nbsp",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8169132/Millencolin,04/24/2011,Schlachthof,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Bremen&nbsp;, &nbsp",8:00 PM
Millencolin,11:30 PM,http://events.myspace.com/Event/8169172/Millencolin,04/25/2011,Grosse Freiheit,Tickets available Oct 22 at the usual box offices<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Hamburg&nbsp;, &nbsp",8:00 PM
Jonny Lang,9:30 PM,http://events.myspace.com/Event/8108750/Jonny-Lang,02/25/2011,Cascade Theatre,Age Requirement: 0+,"1731 Market St, Redding&nbsp;CA&nbsp;96001",7:30 PM
SCAR SYMMETRY,,http://events.myspace.com/Event/8175597/NEXT-Generation-Open-Air,08/12/2011,NEXT Generation Open Air,Age Requirement: 0+,"steirmark, Niederöblarn&nbsp;&nbsp;8960",
POSSESSED BY PAUL JAMES,,http://events.myspace.com/Event/8240357/35-Conferette,03/11/2011,35 Conferette TBA,Age Requirement: 0+,"215 E. McKinney Street, Denton&nbsp;TX&nbsp;76201",
SONATA ARCTICA,,http://events.myspace.com/Event/7735003/Sonata-Arctica,03/11/2011,Sala Apolo,,"Carrer Nou de la Rambla, 113, Barcelona&nbsp;CT&nbsp;08004",
SONATA ARCTICA,,http://events.myspace.com/Event/7735004/Sonata-Arctica,03/12/2011,Sala La Riviera,,"Paseo Bajo de la Virgen del Puer, Madrid&nbsp;Madrid&nbsp;28049",
USX,10:00 PM,http://events.myspace.com/Event/2110861/US-Christmas,04/20/2011,Stroker’s Self Gratification Lounge w/ SAVIOURS!!!!!,Age Requirement: 0+,Stumptown&nbsp;North Carolina&nbsp,8:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8172112/,04/13/2011,Glaz'Art,Age Requirement: 0+,"., Paris&nbsp;&nbsp;",6:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8172501/,04/15/2011,Dynamo Zaal,Age Requirement: 0+,"., Zürich&nbsp;&nbsp;",6:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8172522/,04/16/2011,Underground,Age Requirement: 0+,"., Köln&nbsp;&nbsp;",6:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8172626/,04/18/2011,Markthalle,Age Requirement: 0+,"., Hamburg&nbsp;&nbsp;",6:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8172744/,04/20/2011,Club Bronson,Age Requirement: 0+,"., Ravenna&nbsp;.&nbsp;",6:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8211365/,04/22/2011,White Trash,Age Requirement: 0+,"., Berlin&nbsp;.&nbsp;",6:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8168961/,04/24/2011,Korjaamo,PENTAGRAM + GHOST + BLOOD CEREMONY          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"., Helsinki&nbsp;&nbsp",6:00 PM
GHOST,6:30 PM,http://events.myspace.com/Event/8172656/,04/28/2011,Relentless Garage,Age Requirement: 0+,"., London&nbsp;&nbsp;",6:00 PM
The Last Internationale,11:30 PM,http://events.myspace.com/Event/7600180/Crazy-Frogs-1960,02/23/2011,Crazy Frogs 1960,Age Requirement: 0+,"3939 FM 1960 West, Houston&nbsp;TX&nbsp;77068",8:00 PM
The Last Internationale,1:00 AM,http://events.myspace.com/Event/7574499/Freedomfest,02/25/2011,19th Hole,Age Requirement: 0+,"202 Sawdust Rd., Woodlands&nbsp;Texas&nbsp;77380",8:00 PM
The Last Internationale,11:30 PM,http://events.myspace.com/Event/7600302/Crazy-Frogs-1960-2nd-Show,02/26/2011,Crazy Frogs 1960,Age Requirement: 0+,"3939 FM 1960 West, Houston&nbsp;TX&nbsp;77068",8:00 PM
Andrea Gibson,8:00 PM,http://events.myspace.com/Event/7610295/Andrea-Gibson--The-University-of-Southern-California,04/07/2011,University of Southern California,"Take Back The Night at McCarthy Quad, University of Southern California!<br><br>No cover, all ages and open to the public.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+  					      					          	               	  				  					Video  					      <param><param><param>","3535 S. Figueroa St, Los Angeles&nbsp;CA&nbsp;90089",5:00 PM
dana alexandra.,7:30 PM,http://events.myspace.com/Event/8263301/Devry-UNiversity,04/20/2011,Devry UNiversity,Age Requirement: 0+,"n/a, Fort Washington&nbsp;PA&nbsp;n/",6:30 PM
