phone,moreDetailURL,latitude,name,address,admission,date,venue,description,externalURL,longitude
614-441-8860,http://www.experiencecolumbus.com/event-detail.cfm/event/Celebrity%2DBartender%2Dat%2DCamelot%2DCellars%2DWinery/id/28222,39.9819189,Celebrity Bartender at Camelot Cellars Winery,"958 N. High St., Columbus, OH 43201",,05/18/2011,Camelot Cellars Winery,Celebrity Bartender Night at Camelot Cellars Winery is back. This time come to Camelot Cellars and have your wine poured by Christian Christian of YelpColumbus. A charity donation will be made to a charity to be named later based on 10% of bar sales and a $1 per bottle purchased from the evening.,http://www.camelotcellars.com,-83.0043279
614-221-4341,http://www.experiencecolumbus.com/event-detail.cfm/event/Sports%2DCard%2DMemorabilia%2DShow/id/28318,39.962219,Sports Card & Memorabilia Show,"300 W. Broad St., Columbus, OH 43215",,04/30/2011 - 05/01/2011,Veterans Memorial,,http://www.fcvm.com,-83.0085486
614-644-9624,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DHappiness%3A%2DQuilted%2DExpressions/id/28267,39.96056,Exhibit: Happiness: Quilted Expressions,"Riffe Center, 77 S. High St., Columbus, OH 43215",Free,05/05/2011 - 07/10/2011,Ohio Arts Council's Riffe Gallery,"Organized by the Quilt Surface Design Symposium Foundation, the 36 artists' works of happiness have been expressed in the quilt medium in various forms. Some have shared their joy by re-creating a scene, capturing a moment in time with a snapshot of a delicious instant in their memory. Others have found their contentment and peace in the actual process of creating their art: the stitching, the sewing, the literal act of translating their viewpoints or feelings into a quilt, be it a political statement, a moment of humor or a delight in space.",http://www.riffegalley.org,-83.000336
614-221-6801,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DStreet%2DTalk%2Dand%2DSpiritual%2DMatters%3A%2DAminah%27s%2DMt%2E%2DVernon%2DAvenue/id/27591,39.964287,Exhibit: Street Talk and Spiritual Matters: Aminah's Mt. Vernon Avenue,"480 E. Broad St., Columbus, OH 43215",Adults $10. Seniors and student 6 and older $8. Children 5 and under free. Admission is free every Sunday.,05/20/2011 - 09/04/2011,Columbus Museum of Art,"Aminah Robinson's RagGonNons, paintings, drawings, hogmawg sculptures, prints and books about Mt. Vernon Avenue, bring to life the heart of this African-American community that flourished on the eastside of Columbus until the early 1960s. The work typifies Aminah's passion with remembering and documenting the past in order to move forward. Aminah emphasizes the economic vibrancy and social activity of the neighborhood and also raises complex racial and political issues that were at play at the time. At the heart of the exhibition, are the scroll-like Memory Maps in which Aminah records every detail of the lively street life of Mt. Vernon Avenue. The street's storefronts, churches, theaters, and offices are the backdrop for Aminah's depictions of The Brownyskin Man, Umbrella Man, Organgrinder and dozens of other figures that populate the street. Many of these figures are also represented in sculptures, prints, and cloth paintings that demonstrate the artist's use of diverse media and techniques. The Memory Maps became the basis for Aminah's published book, A Street Called Home. Visitors will be able to gain insight into Aminah's creative process by examining her original art for the book and the study that preceded it. The time span represented in the work ranges from the early part of the twentieth century to the 1960s when construction of the interstate highway, urban planning, and civil rights demonstrations dramatically changed the tenor of the neighborhood. In an effort to bring the work alive and provide context for the art, we are video-taping individuals who have memories and stories about the street.",http://www.columbusmuseum.org,-82.987942
614-284-0805,http://www.experiencecolumbus.com/event-detail.cfm/event/Papergirl%2DColumbus/id/27898,39.9784631,Papergirl Columbus,"889 Williams Ave., Columbus, OH 43212",,05/06/2011 - 05/07/2011,Junctionview Studios,"Paper Girl is a show, an urban action (the distribution of the rolls of art), a bicycle workshop and a party. In a nutshell it is: participatory, analog, non-commercial and impulsive. Anyone can participate, you can submit artwork and/or help distribute. Papergirl is distributed like a newspaper, but consists of original artwork rolled in a tube. You submit artwork in person or via mail, we have a show, we roll the artwork in to tubes, we get together on our bicycles to distribute the work around town to anyone. The work is not for sale; it is given to the public by chance for free. It is intended to take art distribution out of the galleries and into the streets, via direct delivery to the public in the style of the American paperboy.",http://www.junctionviewstudios.com,-83.0280111
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Captain%2DSig%2DHillstrand%2DBrothers%2Dof%2DDeadliest%2DCatch/id/28025,39.9621991,Captain Sig & Hillstrand Brothers of Deadliest Catch,"34 W. Broad St, Columbus, OH 43215",$32.25-$72.50,05/08/2011,Palace Theatre,"Captains Johnathan and Andy Hillstrand of the Time Bandit, along with Captain Sig Hansen of the Northwestern, will be making an appearance in Columbus! During these one-of-a kind events, the captains will take the audience through some toughest situations they've had to face on the high seas. Hear how it really goes down straight from the captains themselves!",http://www.capa.com,-83.0016398
614-221-9046,http://www.experiencecolumbus.com/event-detail.cfm/event/Pecha%2DKucha/id/28320,39.9516982,Pecha Kucha,"371 Maier Pl., Columbus, OH 43215",$2,05/12/2011,Eartha Limited,Each speaker will follow the international Pecha Kucha format of showing 20 images and speaking about each image for 20 seconds. Presenters include food educator Rachel Tayse Baillieul; branding designer Justin Bryant; Kate Dowell and Eric Rausch from ARTillery Ohio; performance artist Heidi Madsen; Mike Minnix with Eartha Limited; animal activist Lynne Petitti; poet Hannah Stephenson; architect Eric Thompson; and chef Magdiale Wolmark.,http://www.earthalimited.com,-83.0102384
614-644-9624,http://www.experiencecolumbus.com/event-detail.cfm/event/Family%2DDay%2DWorkshop/id/28283,39.96056,Family Day Workshop,"Riffe Center, 77 S. High St., Columbus, OH 43215",,05/15/2011,Ohio Arts Council's Riffe Gallery,Linda Fowler and Tracy Rieger will help children ages 6- 17 create a cloth collage using fusible construction techniques and embellishments to create pattern and design. Registration is required as space is limited; all children must be accompanied by a registered adult.,http://www.riffegalley.org,-83.000336
614-291-2421,http://www.experiencecolumbus.com/event-detail.cfm/event/Fashion%2DNight/id/28136,39.969862,Fashion Night,"405 Neil Ave., Columbus, OH 43215",,05/17/2011,"THE LC, Lifestyle Communities Pavilion","The Scott J Salon Artistic Team from New York City, together with the Aveda Institute Columbus Student/Educator Team, will sponsor Earth Jam 2011 Fashion Night Benefit.",http://www.avedacolumbus.com.,-83.010397
614-431-0329,http://www.experiencecolumbus.com/event-detail.cfm/event/PASCO%2Dpresents%2DFiesta%2DFilipina/id/28103,40.0899092,PASCO presents Fiesta Filipina,"777 Evening St., Worthington, 43085",$20,05/28/2011,Peggy R. McConnell Arts Center of Worthington,"The Philippine American Society of Central Ohio (PASCO) is proud to present Fiesta Filipina. Fiesta Filipina is a premiere traditional Filipino performing dance company based in Toronto, Canada.",http://www.mcconnellarts.org,-83.0221601
"614-889-6700, 800-245-8387",http://www.experiencecolumbus.com/event-detail.cfm/event/the%2DMemorial%2DGolf%2DTournament/id/25568,40.138988,the Memorial Golf Tournament,"5750 Memorial Dr., Dublin, 43017",$35-$315,05/30/2011 - 06/05/2011,Muirfield Village Golf Club,"Come watch the stars come out when the world's best golfers come to Dublin, Ohio for the internationally celebrated PGA Memorial Golf Tournament. The course, located at Muirfield Village Golf Club, was designed by Jack Nicklaus and opened on Memorial Day in 1974. Each year the tournament is dedicated to the memory of a person, living or dead, who has played the game with conspicuous honor.",http://www.thememorialtournament.com,-83.141444
614-531-2717,http://www.experiencecolumbus.com/event-detail.cfm/event/Spring%2DFlea/id/28184,39.983229,Spring Flea,"1024 N. High St., Columbus, OH 43201",,05/08/2011,Fireproof Parking Lot,"Columbus Flea's open-air market in the Short North, featuring Columbus vendors selling troves of one-of-kind treasures, will feature booths stuffed with handmade jewelry and art; vintage clothing; records; housewares; t-shirts; and so much more. Local DJs will provide the soundtrack, while shoppers dig their way through the hodge-podge paradise, eat great food from local restaurants and sip an iced coffee in the glorious (we hope) sunshine. It's exactly the kind of communal happening Columbus has been waiting for, and remember, proceeds will go to charity! So, come on out and shop, sell, or do both! We would love for you to be a part of it!",http://www.facebook.com/summerfleacolumbus,-83.004059
877-793-8667,http://www.experiencecolumbus.com/event-detail.cfm/event/A%2DDay%2Din%2Dthe%2DLoop/id/28188,,A Day in the Loop,"7721 Steam Corners Rd., Lexington, 44904",$50 or $200,05/12/2011,Mid-Ohio Sports Car Course,"Come to the Mid-Ohio Sports Car Course for a special half-day, high performance driving experience! Learn the physics and dynamics of driving, then get behind the wheel of an Acura TSX A-SPEC sport sedan. Test your skills in high performance drill - skid car, slalom and high-speed breaking and turning. The day culminates with an on-track lapping session around 2.4-mile, 15-turn road course. $200 per person includes driving course, lunch and your photo with a car. Can't attend the driving course? Join us for the Bob Evans Lap & Lunch! Ride around the race track at speed with a  professional driver. Get your picture taken with a car and enjoy lunch with afternoon session participants. $50 per person.",http://www.ColumbusSports.org,
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/U%2ES%2E%2DWomen%27s%2DNational%2DTeam%2Dvs%2E%2DJapan/id/28034,40.0089948,U.S. Women's National Team vs. Japan,"One Black & Gold Boulevard, Columbus, OH 43211",$22-$150,05/14/2011,Columbus Crew Stadium,,http://www.CrewStadium.com,-82.9912198
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/Ohio%2DVillage%2DMuffins%2DVintage%2DBaseball%2Dvs%2E%2DColumbus%2DBuckeyes/id/28300,40.0046895,Ohio Village Muffins Vintage Baseball vs. Columbus Buckeyes,"1982 Velma Ave., Columbus, OH 43211",Free,05/21/2011,Ohio Historical Center/Ohio Village,"Enjoy baseball the way it was meant to be played-no gloves, no spitting and no swearing-no kidding! There's nothing like the experience of a vintage game to take you back in time.",http://www.ohiohistory.org,-82.9876542
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/Ohio%2DVillage%2DMuffins%2DVintage%2DBaseball%2Dvs%2E%2DWood%2DCounty%2DInfirmary%2DInmates/id/28301,40.0046895,Ohio Village Muffins Vintage Baseball vs. Wood County Infirmary Inmates,"1982 Velma Ave., Columbus, OH 43211",Free,05/21/2011,Ohio Historical Center/Ohio Village,"Enjoy baseball the way it was meant to be played-no gloves, no spitting and no swearing-no kidding! There's nothing like the experience of a vintage game to take you back in time.",http://www.ohiohistory.org,-82.9876542
"614-469-0939, 800-745-3000",http://www.experiencecolumbus.com/event-detail.cfm/event/CATCO%3A%2DEvil%2DDead%3A%2DThe%2DMusical/id/28321,39.96056,CATCO: Evil Dead: The Musical,"77 S. High St., Columbus, OH 43215",$39.50,06/01/2011 - 06/19/2011,"Studio One Theatre, Riffe Center","Five college students go to an abandoned cabin in the woods, and accidentally unleash an evil force that turns them all into demons. It's all up to Ash (a housewares employee, turned demon killing hero), and his trusty chainsaw to save the day. Blood flies. Limbs are dismembered. Demons are telling bad jokes - and all to music.",http://www.catco.org,-83.000336
"614-265-7625, 614-416-7625",http://www.experiencecolumbus.com/event-detail.cfm/event/Shadowbox%2DLive%3A%2DBest%2Dof%2DShadowbox/id/27713,40.0446956,Shadowbox Live: Best of Shadowbox,"164 Easton Town Center, Columbus, OH 43219",Adults $30. Students and seniors $20.,06/02/2011 - 08/06/2011,Shadowbox Live,"Catch up on the shows you missed and revisit your favorites with The Best of Shadowbox 2011. Only the most popular-by-demand sketches and songs make it into this all-star line-up for a fast-paced, side-splitting show.",http://www.shadowboxlive.org,-82.9064627
614-360-1000,http://www.experiencecolumbus.com/event-detail.cfm/event/Curtain%2DPlayers%3A%2DDinner%2Dwith%2DFriends/id/27821,40.157378,Curtain Players: Dinner with Friends,"5691 Harlem Rd., Galena, 43021",$12-$14,06/03/2011 - 06/19/2011,Curtain Players Theatre,"Gabe and Karen are globetrotting food writers who enjoy entertaining their guests with delicious food and colorful stories of their culinary travels. They introduced playboy Tom to artist Beth a dozen years ago, hoping the introduction would result in a marriage as successful as their own. Gabe and Karen are hosting Beth at a dinner after their recent trip to Italy, when Beth breaks the news that Tom has left her. Dinner with Friends won the Pulitzer Prize for Drama in 2000.",http://www.curtainplayers.com,-82.838971
614-258-9495,http://www.experiencecolumbus.com/event-detail.cfm/event/SRO%2DTheatre%2DCompany%3A%2DEvita/id/26277,39.961447,SRO Theatre Company: Evita,"549 Franklin Ave., Columbus, OH 43215",$5-$20,06/03/2011 - 06/12/2011,Columbus Performing Arts Center,"Evita, Argentina's controversial First Lady is the subject of this musical masterpiece. As a young girl Eva escaped her dirt-poor existence for the bright lights of Buenos Aires. With her ambition and charisma, she was a starlet at twenty-two, the president's mistress at twenty-four, First Lady at twenty-seven and dead at thirty-three. Eva Peron, saint to the poor, was reviled by the aristocracy and mistrusted by the military was destined to leave a fascinating legacy unique to the 20th century.",http://www.sro-theatre.org,-82.985417
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/Echoes%2Din%2DTime%2DTheatre%3A%2DTogether%2C%2DYet%2DSeparate/id/26070,40.002125,"Echoes in Time Theatre: Together, Yet Separate","1982 Velma Ave., Columbus, OH 43211",Adults $8. Seniors $7. Children 6-12 $4.,06/04/2011 - 06/25/2011,Ohio Historical Center/Ohio Village,"In 1817, the Society of Separatists of Zoar began in Tuscarawas County, Ohio, and was one of the most successful communal societies in America until it disbanded in 1898. When the civil War erupted, the Zoarites, who were pacifists, paid $300 each for replacement volunteer soldiers. However, 12 men did go voluntarily and returned to the Zoar community changed forever by the war and other influences. Come listen as one Zoarite who went to war tells their story of being together, yet separate.",http://www.ohiohistory.org,-82.986624
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Michael%2DJackson%2DTHE%2DIMMORTAL%2DWorld%2DTour%2Dby%2DCirque%2Ddu%2DSoleil/id/27893,40.0080079,Michael Jackson THE IMMORTAL World Tour by Cirque du Soleil,"555 Borror Dr., Columbus, OH 43210",$62.40-$195.10,06/09/2011,Value City Arena at the Jerome Schottenstein Center,"A riveting fusion of visuals, dance, music and fantasy that immerses audiences in Michael's creative world and literally turns his signature moves upside down, Michael Jackson THE IMMORTAL World Tour unfolds Michael Jackson's artistry before the eyes of the audience. Aimed at lifelong fans as well as those experiencing Michael's creative genius for the first time, the show captures the essence, soul and inspiration of the King of Pop, celebrating a legacy that continues to transcend generations.",http://www.schottensteincenter.com,-83.0249081
614-469-0939,http://www.experiencecolumbus.com/event-detail.cfm/event/Opera%2DColumbus%3A%2DThe%2DPirates%2Dof%2DPenzance/id/25650,39.95578,Opera Columbus: The Pirates of Penzance,"21 E. Main St., Columbus, OH 43215",$10-$102.50,06/10/2011 - 06/12/2011,Southern Theatre,"Leap year often causes all kinds of troubles, and in Gilbert & Sullivan's famous operetta, The Pirates of Penzance, the every-four-year occurrence accomplishes exactly that! The story centers around Frederic, who, having just celebrated is 21st year, is released from his apprenticeship to a band of tender-hearted pirates. Never mind that his apprenticeship as a pirate is a mistake in the first place!",http://www.operacolumbus.org,-82.998609
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Paula%2DPoundstone/id/27563,39.96056,Paula Poundstone,"77 S. High St., Columbus, OH 43215",$44.65,06/10/2011,"Capitol Theatre, Riffe Center",,http://www.ticketmaster.com,-83.000336
614-228-2462,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DGay%2DMen%27s%2DChorus%3A%2DBroadway%2DBound/id/26166,39.9673245,Columbus Gay Men's Chorus: Broadway Bound,"769 E. Long St., Columbus, OH 43203",$30,06/24/2011 - 06/25/2011,Lincoln Theatre,Broadway comes calling! Relive some of your favorite musicals from past and present as CGMC brings to the stage the scintillating melodies and beautiful sounds from hit Broadway shows. The Lincoln Theatre will once again be the location for this fantastic show and will continue to serve as CGMC's home.,http://www.cgmc.com,-82.9805451
866-250-4832,http://www.experiencecolumbus.com/event-detail.cfm/event/Dark%2DWoods%2DTheatre%2DCompany%3A%2DEvil%2DDead%2DThe%2DMusical/id/27573,40.262005,Dark Woods Theatre Company: Evil Dead The Musical,"4484 Stover Rd., Ostrander, 43061",$17,06/24/2011 - 08/13/2011,Dark Woods Outdoor Theatre,"All seats are in what is known as the Splatter Zone. This means you will get blood on you during the performance. Some of you will be covered in blood from head to toe. Others will only have a few splashes on them. Don't worry; our blood is a recipe with fabric softener and other safe non-toxic ingredients. It washes out. Based on Sam Raimi's 80s cult classic films, EVIL DEAD tells the tale of 5 college kids who travel to a cabin in the woods and accidentally unleash an evil force. And although it may sound like a horror, it's not! The songs are hilariously campy and the show is bursting with more farce than a Monty Python skit. EVIL DEAD: THE MUSICAL unearths the old familiar story: boy and friends take a weekend getaway at abandoned cabin, boy expects to get lucky, boy unleashes ancient evil spirit, friends turn into Candarian Demons, boy fights until dawn to survive.",http://www.holdmyseats.com,-83.229512
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Billy%2DGardell/id/27614,39.96056,Billy Gardell,"77 S. High St., Columbus, OH 43215",$39.05,06/25/2011,"Capitol Theatre, Riffe Center",,http://www.ticketmaster.com,-83.000336
614-247-7050,http://www.experiencecolumbus.com/event-detail.cfm/event/Royal%2DShakespeare%2DCompany%3A%2DHamlet/id/27465,39.9616375,Royal Shakespeare Company: Hamlet,"549 Franklin Ave., Columbus, OH 43215",Free,06/25/2011 - 06/27/2011,Columbus Performing Arts Center,"Ohio State University will present a Royal Shakespeare Company production of Hamlet for young people here in the summer. The Columbus run will be the North American premiere of the company's acclaimed British production, a 70-minute version created for young people and families as an introduction to the Bard. The piece will be performed by members of the same ensemble who will appear in five full-length Shakespeare productions in July and August in New York, presented in association with OSU.",http://www.theatre.osu.edu.,-82.9854197
614-444-6888,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DActors%27%2DTheatre%2Dof%2DColumbus%3A%2DA%2DMidsummer%2DNight%27s%2DDream%2C/id/27177,39.942113,"The Actors' Theatre of Columbus: A Midsummer Night's Dream,","1069 Jaeger St., Columbus, OH 43206",Free,06/30/2011 - 07/31/2011,Schiller Park,This production will be co-directed by Beth Kattelman and Dee Shepherd This is one of Shakespeare's most beloved comedies and a return to the first play ever produced by Actors' Theatre of Columbus.,http://www.theactorstheatre.org,-82.992699
614-583-5310,http://www.experiencecolumbus.com/event-detail.cfm/event/Upper%2DArlington%2DMusic%2Din%2Dthe%2DParks/id/27010,40.0472777,Upper Arlington Music in the Parks,"4395 Carriage Hill Ln., Upper Arlington, 43221",Free,06/02/2011 - 08/04/2011,Amelia Mirolo Barn/Sunny 95 Park,"The Cultural Arts Division invites you to enjoy our free summer concert series, Music in the Parks, Thursdays, 7:00-8:30p.m. June through August, 2011. This free concert series takes place outdoors on the New! UA Arts Stage at the Amelita Mirolo Barn at Sunny 95 Park. Bring a lawn chair or a blanket. In the event of rain, the concert will be moved inside the Amelita Mirolo Barn while concerts at community parks will be canceled. The summer concert series is a success through the generous support of the Ohio Arts Council, Pagetech Ltd. and Huffman's Market.",http://www.uaoh.net/culturalarts,-83.0600573
614-342-4250,http://www.experiencecolumbus.com/event-detail.cfm/event/Fireside%2DFridays/id/27320,40.0160703,Fireside Fridays,"150 Oklahoma Ave., Gahanna, 43230",Free,06/03/2011 - 08/05/2011,Friendship Park,"Circle round the campfire the first Friday of every month after Music in the Park. We'll be telling campfire stories, going for a night hike, gazing at the stars, and eating campfire snacks",http://www.gahanna.gov,-82.877286
614-342-4250,http://www.experiencecolumbus.com/event-detail.cfm/event/Music%2Din%2Dthe%2DPark/id/27327,40.0160703,Music in the Park,"150 Oklahoma Ave., Gahanna, 43230",Free,06/03/2011 - 08/19/2011,Friendship Park,,http://www.gahanna.gov,-82.877286
"614-645-3550, 800-666-5397",http://www.experiencecolumbus.com/event-detail.cfm/event/Family%2DClasses%3A%2DBackyards%2Dfor%2DWildlife/id/27923,40.1592228,Family Classes: Backyards for Wildlife,"4850 W. Powell Rd., Powell, 43065",$20,06/04/2011,Columbus Zoo and Aquarium,Our family classes give you an opportunity to create fun memories with your entire family. We realize that the time spent with your family is limited and precious and these classes are designed as an outing that any age can enjoy. Hands-on activities and animal visitors are included in each monthly topic.,http://www.columbuszoo.org,-83.1133725
888-OHIO-123,http://www.experiencecolumbus.com/event-detail.cfm/event/Plein%2DAir%2Dat%2Dthe%2DOhio%2DStatehouse/id/27170,,Plein Air at the Ohio Statehouse,"Broad St.& High St., Columbus, OH 43215",Free,06/10/2011,Ohio Statehouse,"Join dozens of plein-air artists as they converge on Capitol Square to celebrate the 150th anniversary of the Ohio Statehouse. Artists throughout Ohio will ""choose a spot"" on Capitol Square and paint in the tradition of plein air. En plein air is a French expression which means ""in the open air"", and is particularly used to describe the act of painting outdoors.",http://www.ohiostatehouse.org,
614-464-2022,http://www.experiencecolumbus.com/event-detail.cfm/event/Second%2DSundays%2Dat%2DKelton%2DHouse%3A%2DTrails%2Dof%2DHope/id/28049,39.96111,Second Sundays at Kelton House: Trails of Hope,"586 E. Town St., Columbus, OH 43215",$6,06/12/2011,Kelton House Museum & Garden,A series of historical re-enactments depicting the struggles for freedom on the Underground Railroad.,http://www.keltonhouse.com,-82.984425
614-889-7444,http://www.experiencecolumbus.com/event-detail.cfm/event/Sundays%2Dat%2DScioto%2DSummer%2DConcert%2DSeries/id/27339,,Sundays at Scioto Summer Concert Series,"Riverside Drive, Dublin, 43016",Free,06/12/2011 - 07/31/2011,Scioto Park,"The 28th annual DAC Sundays at Scioto summer concert series will take place each Sunday evening for eight weeks. This showcase for local and regional performing artists includes something for almost every musical taste, from Latin salsa to country rock and funk to swing.",http://www.dublinarts.org,
614-464-2022,http://www.experiencecolumbus.com/event-detail.cfm/event/Victorian%2DTea%2Dat%2DKelton%2DHouse%3A%2DSummer%2DSocial%2DTea/id/28057,39.96111,Victorian Tea at Kelton House: Summer Social Tea,"586 E. Town St., Columbus, OH 43215",$15,06/15/2011,Kelton House Museum & Garden,"Throughout the year, the Kelton House offers Victorian-inspired teas with a tasteful sampling of savories and sweets reminiscent of 19th century ladies' get-togethers. The menu for each Tea is different, but is always accompanied by traditional Earl Grey tea.",http://www.keltonhouse.com,-82.984425
614-258-4633,http://www.experiencecolumbus.com/event-detail.cfm/event/Juneteenth%2DCelebration/id/25908,39.964294,Juneteenth Celebration,"1777 E. Broad St., Columbus, OH 43205",Free,06/17/2011 - 06/19/2011,Franklin Park,"This celebration offers fun for the entire family in celebration of the Emancipation Proclamation, and recognizes the struggle by African Americans for freedom. Juneteenth, or June 19th, 1865, is considered the date when the last slaves in America were freed. Although the rumors of freedom were widespread before this, actual emancipation did not come until General Gordon Granger rode into Galveston, Texas and issued General Order No. 3, on June 19th, almost two and a half years after President Abraham Lincoln signed the Emancipation Proclamation.",http://www.juneteenthohio.net,-82.954627
614-299-7764,http://www.experiencecolumbus.com/event-detail.cfm/event/Pride%2DFestival/id/25909,,Pride Festival,"Corner of Goodale Blvd. And Park St., Columbus, OH 43201",$5 Donation,06/17/2011 - 06/18/2011,Goodale Park,"The largest pride event in the Midwest, the Pride Festival annually attracts more than 100,000 people with its marketplace, food court, family area and music. A brunch will conclude the festival weekend at 11 a.m., Sunday at The Westin downtown. The parade begins at noon Saturday from downtown to Goodale Park.",http://www.columbuspride.org,
614-645-8760,http://www.experiencecolumbus.com/event-detail.cfm/event/Gospel%2DSail%2DA%2DBration/id/26427,39.9625806,Gospel Sail-A-Bration,"25 Marconi Blvd., Columbus, OH 43215",Free,06/18/2011,Santa Maria,Gospel music and entertainers from around the state will perform free to the public.,http://www.santamaria.org,-83.0043255
740-917-9105,http://www.experiencecolumbus.com/event-detail.cfm/event/Skate%2Dfor%2DHope/id/26972,39.969406,Skate for Hope,"200 W. Nationwide Blvd., Columbus, OH 43215",,06/18/2011,Nationwide Arena,Skate for Hope is a premier figure skating event benefiting breast cancer research and awareness. Current National and World figure skating champions will join Central Ohio skaters for a spectacular show.,http://www.skateforhope.org,-83.006206
"614-645-3550, 800-666-5397",http://www.experiencecolumbus.com/event-detail.cfm/event/Zoofari/id/27036,40.1592486,Zoofari,"4850 W. Powell Rd., Powell, 43065",,06/18/2011,Columbus Zoo and Aquarium,"This annual, adult-only fundraiser features nearly 100 central Ohio restaurants and bars serving appetizer portions of their signature dishes and specialty drinks. Guests ""graze"" their way while enjoying live entertainment on stages scattered throughout the grounds. Come with friends, wine and dine your business associates, entertain your out-of-town guests, or reward hard-working employees - don't miss Columbus' best summer party!",http://www.columbuszoo.org,-83.1133733
614-255-4500,http://www.experiencecolumbus.com/event-detail.cfm/event/Origins%2DGame%2DFair/id/25886,39.9722857,Origins Game Fair,"400 N. High St., Columbus, OH 43215",$5 or $10 per family,06/22/2011 - 06/26/2011,Greater Columbus Convention Center,"Enjoy board games, card games, role-playing, miniatures, classic games and more at the annual Origins International Game Expo. Shop the 200-plus vendors in the exhibit hall. Tour the art show featuring some of the best fantasy artists from through Ohio and around the world. Enjoy informative seminars with topics such as world history, game development and games in education. With more than 4,000 events, it's one of North America's largest game conventions. There also are special programs for parents and other non-gaming family members. Game sessions run 24 hours daily.",http://www.originsgames.com,-83.0008507
"614-794-0401, 800-824-8461",http://www.experiencecolumbus.com/event-detail.cfm/event/4th%2DFriday%3A%2DSafety%2DFest/id/26054,,4th Friday: Safety Fest,"State St., Westerville, 43081",,06/24/2011,Uptown Westerville,"It's another fantastic Fourth Friday Celebration in Uptown Westerville! The Westerville Visitors Bureau has teamed up with the Westerville Fire and Police Departments to present ""Safety Fest"" featuring helpful information about health and safety. Enjoy music, street vendors, children's activities and family fun!",http://www.visitwesterville.org,
"614-228-2674, 888-819-COSI",http://www.experiencecolumbus.com/event-detail.cfm/event/Family%2DFriday%2DNight/id/27370,39.960363,Family Friday Night,"333 W. Broad St., Columbus, OH 43215",$8 after 5 p.m.,06/24/2011,COSI,"COSI stays open late for family-friendly fun the last Friday of every month! You can explore science, discover fun, and stay late! General admission is only $8 after 5 p.m. and includes all of COSI's permanent exhibitions plus a movie on the 7 story Extreme Screen theater, a savings of $11.75!",http://www.cosi.org,-83.005872
"614-889-2211, 800-245-8387",http://www.experiencecolumbus.com/event-detail.cfm/event/Dublin%2DKiwanis%2DAnnual%2DFrog%2DJump/id/25578,40.111104,Dublin Kiwanis Annual Frog Jump,"5200 Emerald Parkway, Dublin, 43017",,06/25/2011,Coffman Park,"The Kiwanis Club hosts one of the oldest event in the good old summertime. More than 1,000 young frog jockeys participate in several age divisions, with thousands of spectators cheering on their favorite frog. Competition includes multiple playoff rounds, followed by a championship. There are loads of prizes to enhance the competition. It's an old-fashioned slice of city Americana that's packed with photo opportunities, human interest and good, clean fun.",http://www.dublinkiwanis.org,-83.122125
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Owl%2DCity/id/27795,39.9698179,Owl City,"405 Neil Ave., Columbus, OH 43215",$32.25,06/01/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010375
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Robin%2DTrower/id/27224,39.9974696,Robin Trower,"1722 N. High St., Columbus, OH 43201",$28.25,06/01/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.007515
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Here%2DCome%2Dthe%2DMummies/id/27419,39.9974696,Here Come the Mummies,"1722 N. High St., Columbus, OH 43201",$26.25,06/03/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.007515
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Joey%2DBelladonna/id/27727,39.9697354,Joey Belladonna,"391 Neil Ave., Columbus, OH 43215",$17.25,06/03/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Sully%2DErna/id/28312,39.969862,Sully Erna,"405 Neil Ave., Columbus, OH 43215",$42.25,06/04/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010397
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Robyn/id/27859,39.9698179,Robyn,"405 Neil Ave., Columbus, OH 43215",$20.25,06/05/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010375
