state,zipcode,address,startDate,city,description,venue,moreinfo,phone,website,title
PA,15090.0,100 Village Club Dr.,,Wexford,,Grazie Restaurant & Events Center,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88067,724-934-7880,,Jack Knight
PA,15229.0,517 Perry Hwy.,,West View,,Highland Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86648,412-931-9917,,DJ Shane
PA,15063.0,807 Dry Run Rd.,,Monongahela,,Hot House Tap & Grille,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59999,724-258-4212,,Open stage w/ Rick Ashcroft
PA,15626.0,785 Rt. 22,,Delmont,Hosted by Mark Cyler.,Hot Rod Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75464,724-327-1660,,Open Stage
PA,15644.0,416 Clay Ave,,Jeannette,All genres of music welcome.,Keynote Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,,Open Stage
PA,15222.0,949 Liberty Ave.,,Pittsburgh,Entrepreneurial Thursdays.,Little E's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80880,412-392-2217,,Jessica Lee & Friends
PA,15014.0,907 1st Avenue,,Brackenridge,Acoustic. Thursdays.,Parkview Bar & Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21375,724-224-2124,,"Nicole Belli, Jeff Pogas, Derrick Edwards"
PA,15213.0,226 Meyran Ave.,,Pittsburgh,"Hip hop, club & R&B.",Pittsburgh Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57966,412-687-3330,http://www.pittsburghcafe.com,Noetik 5000
PA,15136.0,704 Thompson Ave.,,McKees Rocks,Hosted by The Scott Albert Project.,Revolutionaries Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82485,412-458-1081,,Open Stage
PA,15203.0,1224 E. Carson St.,,Pittsburgh,Hip hop & top 40.,Rumshakers,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,http://www.rumshakers-pgh.com,DJ Nitro
PA,15222.0,930 Penn Ave.,,Pittsburgh,Latin jazz trio.,Seviche,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79212,412-697-3120,http://www.seviche.com,Salsamba
PA,15642.0,681 Jackson St.,,Irwin,Hosted by Gil Snyder. Weekly special guests.,Shafton Fire Hall,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37934,724-863-7918,,Gil's Blues Power Open Stage
PA,15211.0,217 Shiloh St.,,Pittsburgh,Thursdays,Sloppy Joe's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21000,412-381-4300,,Wil E Tri and the Bluescasters
PA,16066.0,1708 Route 228,,Cranberry,,Smokey Bones BBQ,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82098,724-772-7000,,DJ Brandon
PA,15224.0,630 S. Millvale Ave.,,Pittsburgh,,Sonny's Tavern,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82099,412-683-5844,http://groups.myspace.com/sonnystaverninpittsburgh.com,"DJ Hank D, DJ Spaed"
PA,15237.0,3385 Babcock Boulevard,,Ross,,Sunseri's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62426,412-364-1066,,The Contenders
PA,15203.0,2003 E. Carson St.,,Pittsburgh,,Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80080,412-381-8454,,College Night: Top 40/Hip Hop
PA,15301.0,595 W. High Street,,Washington,Hosted by Larry the Kidman,Trinity's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21551,724-852-2022,,Acoustic
PA,15144.0,1101 Pittsburgh Street,,Springdale,Hosted by Bighouse Pete & Doc,Valentine's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21552,724-274-9500,,Open Stage
PA,15203.0,2108 E. Carson Street,,Pittsburgh,Hazey & Elysium. Old school hip hop & house.,Z-Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53438,412-431-1800,http://www.zloungepgh.com,Taste:Z
PA,15090.0,10150 Old Perry Hwy.,,Wexford,,Billy's Roadhouse Bar &#38; Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82684,724-934-1177,,Mark Pipas
PA,15090.0,100 Village Club Dr.,,Wexford,,Grazie Restaurant & Events Center,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88196,724-934-7880,,Grazie Open Stage
PA,15203.0,1330 Bingham St.,,Pittsburgh,,Gypsy Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84237,412-381-4977,,The Gypsy Strings
PA,15146.0,4089 William Penn Hwy,,Monroeville,,Nardis Restaurant,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87499,412-372-1595,,Spider Rondinelli & the Pittsburgh Jazz Giants
PA,15222.0,2216 Penn Ave.,,Pittsburgh,Hip hop & downtempo.,Firehouse Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62440,412-434-1230,,Rob Chilldren
PA,15201.0,212 44th Street,,Pittsburgh,,Arsenal Bowling Lanes,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69606,412-683-5993,http://www.arsenalbowl.com,Tito & Co.
PA,15206.0,126 S. Highland Avenue,,Pittsburgh,"DJ Vex & guests. Hip hop, dance & soul. Blue room.",AVA Bar &#38; Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:48066,412-363-8277,http://www.shadowlounge.net,Ready or Not
PA,15203.0,1327 E. Carson St.,,Pittsburgh,Electro/house/mashups.,Beehive,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82011,412-488-4483,http://www.beehivebuzz.com/,ZeldaLeft
PA,15017.0,3249 Washington Pike,,Bridgeville,,Bee'z Bistro &#38; Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,,DJ Joe
PA,15222.0,655 Penn Avenue,,Pittsburgh,"DJ Jeff Shirey, DJ Carlton, DJ Paul Mitchell.",Cabaret at Theatre Square,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78343,412-456-6666,http://www.pgharts.org,Salsa Fridays
PA,15206.0,6001 Penn Ave.,,Pittsburgh,"Roots/reggae/dancehall w/ Vybz Machine Intl. Sound System, Fudgie Springer.",Capri Ristorante,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72290,412-362-1250,,Bombo Claat Fridays
PA,15139.0,215 Allegheny Ave.,,Oakmont,,Carnivores,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70036,412-820-7427,,DJ Xavier
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
PA,15203.0,2339 E. Carson St.,,Pittsburgh,,Double Wide Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77506,412-390-1111,http://www.doublewidegrill.com,Survivor Open Mic Series
PA,15203.0,1500 East Carson,,Pittsburgh,,Elixir Ultralounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,,DJ Midas
PA,15237.0,9101 Perry Hwy.,,McCandless,Fiddler.,Fiddlers Bar &#38; Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85803,412-635-2300,,Graham Denmon
PA,15222.0,2216 Penn Ave.,,Pittsburgh,"DJ Riel, Mod jams & soul.",Firehouse Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53416,412-434-1230,,Revival
PA,15120.0,519 E. Eighth Ave.,,Homestead,,Highrollers Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79252,412-205-3691,,Ol Skool Friday: DJ Tracey Lee
PA,15644.0,416 Clay Ave,,Jeannette,All genres of music welcome.,Keynote Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,,Open Stage
PA,15222.0,1400 Smallman St.,,Pittsburgh,DJ Bill Bara. Dance.,Krobar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53418,412-277-7615,,XBar
PA,15203.0,2204 East Carson Street,,Pittsburgh,DJ Doug.,Lava Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53421,412-431-5282,http://www.myspace.com/lavaloungepgh,'80s Dance Alternative
PA,15234.0,1100 Grove Rd.,,Castle Shannon,,Linden Grove,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81064,412-882-8687,http://www.thelindengrove.com,Souled Out
PA,15201.0,4421 Butler St.,,Pittsburgh,House & funk.,The New Amsterdam,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56456,412-682-6414,,"Mad Tom Brown, Colin Pierce"
PA,15137.0,3507 Fifth Ave.,,North Versailles,Hip hop & R&B.,Nigro's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55194,412-673-5155,,DJ Sarkaztic
PA,15213.0,226 Meyran Ave.,,Pittsburgh,"Underground hip hop, funk & soul.",Pittsburgh Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55068,412-687-3330,http://www.pittsburghcafe.com,DJ FunkNJunk
PA,15203.0,1224 E. Carson St.,,Pittsburgh,Hip hop & top 40.,Rumshakers,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,http://www.rumshakers-pgh.com,DJ Nitro
PA,15644.0,312 Clay Ave.,,Jeanette,,Thunder Rolls,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,,DJ CJ
PA,15203.0,2003 E. Carson St.,,Pittsburgh,"Dance, hip hop, rock & top 40.",Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,,DJ Luke Duke
PA,15044.0,4109 Bakerstown Road,,Gibsonia,Top 40.,Tilt's Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,http://www.tiltspub.com,DJ Dan Bogan
PA,15108.0,1300 Broadhead Rd.,,Coraopolis,,Viola's Pasta &#38; More,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80359,724-457-1471,,Johnny (Holiday) Pia
PA,15203.0,2108 E. Carson Street,,Pittsburgh,Elysium & special guests. House.,Z-Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53440,412-431-1800,http://www.zloungepgh.com,Ambition
PA,15206.0,6001 Penn Ave.,,Pittsburgh,Live jazz.,Capri Ristorante,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85182,412-362-1250,,Funk Friday Happy Hour
PA,15201.0,212 44th Street,,Pittsburgh,Karaoke 9 p.m.-12 a.m.; crowd favorites 12-2 a.m.,Arsenal Bowling Lanes,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:63622,412-683-5993,http://www.arsenalbowl.com,Tito & DJ Dave
PA,15237.0,1002 Perry Highway,,McCandless,,Perrytowne Draft House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86649,412-367-9610,http://perrytownedrafthouse.com/,DJ Shane
PA,15001.0,1928 Irwin St.,,Aliquippa,,American Italian Club,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64901,724-375-3434,,Southern Star
PA,15206.0,6001 Penn Ave.,,Pittsburgh,"Old school hip hop, R&B, funk, dance, soul.",Capri Ristorante,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78359,412-362-1250,,DJ Tee Jay & Special Guests
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
PA,15203.0,1500 East Carson,,Pittsburgh,,Elixir Ultralounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,,DJ Midas
PA,15063.0,Route 136,,Monongahela,,Fine's Castaway Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64838,724-258-2161,,Bill Couch
PA,15222.0,2216 Penn Ave.,,Pittsburgh,Global house.,Firehouse Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53417,412-434-1230,,DJ Strobe
PA,15203.0,2204 East Carson Street,,Pittsburgh,Huck Finn. Indie dance party.,Lava Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:71646,412-431-5282,http://www.myspace.com/lavaloungepgh,Pop Rocks
PA,15084.0,1336 Saxonburg Blvd.,,Pittsburgh,Top 40.,Mad Dawgs,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69609,,,DJ Dan Bogan
PA,15222.0,140 Sixth St.,,Pittsburgh,,Olive Or Twist,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76454,412-255-0525,http://www.olive-twist.com/,The Vagrants
PA,15203.0,1224 E. Carson St.,,Pittsburgh,Hip hop & top 40.,Rumshakers,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53429,412-431-5910,http://www.rumshakers-pgh.com,DJ Cadillac
PA,15644.0,312 Clay Ave.,,Jeanette,,Thunder Rolls,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,,DJ CJ
PA,15203.0,2003 E. Carson St.,,Pittsburgh,"Dance, hip hop, rock & top 40.",Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,,DJ Luke Duke
PA,15203.0,2773 Sidney St.,,Pittsburgh,Salsa.,Tusca Global Tapas,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,http://www.tuscatapas.com/,DJ Bobby D
PA,15203.0,2108 E. Carson Street,,Pittsburgh,Chico & Nature. Old school hip hop & breaks.,Z-Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53441,412-431-1800,http://www.zloungepgh.com,Happy Ending
PA,15212.0,507 Foreland St.,,Pittsburgh,,Amani International Coffeehouse & Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57274,412-322-0647,,Open Talent
PA,15208.0,553 Brushton Ave.,,Pittsburgh,Presented by Black & White Productions.,Donny's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74969,412-244-4050,,Donny's Honey Dew
PA,15203.0,1908 E. Carson St.,,Pittsburgh,,The Inn'Termission,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87088,412-381-3497,,The Rhythm Aces
PA,15203.0,40 South 22nd St.,,Pittsburgh,Hosted by Bobby LaMonde.,Rugger's Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87753,412-381-1330,http://www.pghrugby.com/ruggerspub,Rock n Roll Saturday Nights
PA,15203.0,1601 East Carson Street,,Pittsburgh,,Diesel,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55113,412-431-8800,http://www.dieselpgh.com/,DJ CK
PA,15206.0,5929 Baum Blvd.,,Pittsburgh,Rotating bands.,Tana Ethiopian Cuisine,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72594,412-665-2770,,R&B Night
PA,15201.0,212 44th Street,,Pittsburgh,,Arsenal Bowling Lanes,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57506,412-683-5993,http://www.arsenalbowl.com,DJ Swank Cat
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
PA,15232.0,5442 Walnut St.,,Pittsburgh,"Chillout housey vibe, presented by aDesusParty.",Doc's Place,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83519,412-681-3713,http://www.docspalcepittsburgh.com,Soulful Sunday
PA,15202.0,512 Ohio River Blvd.,,Avalon,,East Coast House & Sports Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77163,412-766-0234,,Open Stage
PA,15205.0,4214 Steubenville Pike,,Crafton,,The Fireside Inn,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65468,412-921-5566,,Gary Prisby
PA,15224.0,4509 Liberty Ave.,,Pittsburgh,Sunday night soul w/ DJ Ian Friend.,Howlers Coyote Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:68755,412-682-0320,,Give A Man A Break
PA,15203.0,140 S. 18th St.,,Pittsburgh,,Jekyl &#38; Hyde,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:41875,412-488-0777,,The Shelf Life
PA,15206.0,6012 Penn Circle South,,Pittsburgh,Rotating DJs/genres.,Kelly's Bar & Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80891,412-363-6012,,Amazing DJ Night
PA,15222.0,1400 Smallman St.,,Pittsburgh,DJs from 106.7 WAMO.,Krobar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,,Hip Hop Nite
PA,15237.0,1002 Perry Highway,,McCandless,,Perrytowne Draft House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84424,412-367-9610,http://perrytownedrafthouse.com/,Open Stage
PA,15202.0,850 Ohio River Blvd.,,Avalon,,Rusty Dory,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83132,412-761-1258,http://www.rustydory.com,DJ Diane
PA,15203.0,1306 E. Carson Street,,Pittsburgh,"DJ EzLou & N8theSk8. Electro, post punk, industrial, new wave, alternative dance.",Smiling Moose,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:40943,412-431-4668,http://www.myspace.com/theupstagenation,The Upstage Nation
PA,15203.0,2003 E. Carson St.,,Pittsburgh,,Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:71967,412-381-8454,,Sunday Funday w/ Steve Ford
PA,15222.0,947 Penn Ave,,Pittsburgh,,Sonoma Grille,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87512,412-697-1336,http://www.thesonomagrille.com,Eric Susoeff Trio
PA,15221.0,7600 Forbes Ave.,,Pittsburgh,,Calli's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86793,412-242-8281,,Live Jazz
PA,15229.0,517 Perry Hwy.,,West View,,Highland Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86650,412-931-9917,,DJ Shane
PA,15203.0,1601 East Carson Street,,Pittsburgh,DJ Endless. Dance.,Diesel,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53412,412-431-8800,http://www.dieselpgh.com/,The Show
PA,15206.0,126 S. Highland Avenue,,Pittsburgh,"DJ J. Malls, live jazz locals.",AVA Bar &#38; Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53404,412-363-8277,http://www.shadowlounge.net,Interval
PA,15017.0,3249 Washington Pike,,Bridgeville,,Bee'z Bistro &#38; Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,,DJ Joe
PA,15222.0,2216 Penn Ave.,,Pittsburgh,,Embury,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59581,412-434-1230,http://firehouse-lounge.com/The%20Firehouse%20Lounge/EMBURY.html,DJ Strobe & Friends
PA,15206.0,6012 Penn Circle South,,Pittsburgh,Rotating DJs.,Kelly's Bar & Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80892,412-363-6012,,Amazing Punk Night
PA,15222.0,930 Penn Ave.,,Pittsburgh,Salsa.,Seviche,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66608,412-697-3120,http://www.seviche.com,DJ Bobby D
PA,15203.0,2003 E. Carson St.,,Pittsburgh,,Tiki Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:73954,412-381-8454,,Old School Hip Hop
PA,15044.0,4109 Bakerstown Road,,Gibsonia,Top 40.,Tilt's Pub,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,http://www.tiltspub.com,DJ Dan Bogan
PA,15203.0,2108 E. Carson Street,,Pittsburgh,90s alternative rock.,Z-Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53432,412-431-1800,http://www.zloungepgh.com,Monday...Funday
PA,15203.0,56 S. 12th St.,,Pittsburgh,Rotating hosts.,Club Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:54411,412-431-4950,http://www.clubcafelive.com,Open Stage
PA,15136.0,704 Thompson Ave.,,McKees Rocks,Open stage for original songwriters.,Revolutionaries Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82763,412-458-1081,,Songwriter's Night
PA,15229.0,348 Center Ave.,,West View,,Drinks Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86532,412-931-9888,,DJ Shane
PA,15206.0,126 S. Highland Avenue,,Pittsburgh,Funk & soul.,AVA Bar &#38; Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78865,412-363-8277,http://www.shadowlounge.net,Ya Dig!
PA,15224.0,4412 Liberty Ave.,,Pittsburgh,,Bloomfield Bridge Tavern,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65256,412-682-8611,,Calliope Songwriter Open Stage
PA,15233.0,900 Western Ave.,,Pittsburgh,,Cassis,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,http://www.cassispittsburgh.com,Kurt Giamatte
PA,15035.0,825 Fifth Ave.,,East McKeesport,,Domlysella's Sports Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87170,412-646-9527,,Open Stage
PA,15136.0,6080 Steubenville Pike,,Robinson,,Downey's House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83130,412-489-5631,,The Lou Ross Band feat. Bubs McKeg
PA,15698.0,132 March St.,,Yukon,,HQ 132,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72285,724-722-4450,,Randall & Gil
PA,15203.0,1707 E. Carson St.,,Pittsburgh,,Jimmy D's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80158,412-431-5095,,Open Stage
PA,15222.0,949 Liberty Ave.,,Pittsburgh,,Little E's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:60167,412-392-2217,,Tuesday Night Jazz Series w/ Tony Campbell
PA,15642.0,7 Irwin Plaza,,Irwin,Hosted by Mark Cyler.,Mr. Mike's Pub and Pizza,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77783,724-864-0444,http://www.mrmikesirwin.com,Open Stage
PA,15213.0,226 Meyran Ave.,,Pittsburgh,'80s-'90s dance.,Pittsburgh Cafe,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55067,412-687-3330,http://www.pittsburghcafe.com,DJ FunkNJunk
PA,15206.0,5972 Baum Blvd.,,Pittsburgh,Music by Hambone Jenkins. Hosted by Yah Lioness.,Shadow Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74425,412-363-8277,http://www.shadowlounge.net,Release: Live Open Mic
PA,15232.0,5744 Ellsworth Ave.,,Pittsburgh,,Spin Bartini and Ultralounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62505,412-362-7746,,Bensen & Pangikas
PA,15237.0,3385 Babcock Boulevard,,Ross,Laurel Hewston & Tom Lagi.,Sunseri's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81869,412-364-1066,,Dog & Butterfly
PA,15203.0,2773 Sidney St.,,Pittsburgh,Salsa.,Tusca Global Tapas,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,http://www.tuscatapas.com/,DJ Bobby D
PA,15106.0,1837 Washington St.,,Heidelberg,,Wright's Seafood Inn,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78678,412-279-7900,,Open Stage
PA,15090.0,10150 Old Perry Hwy.,,Wexford,,Billy's Roadhouse Bar &#38; Grill,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21712,724-934-1177,,Pete Hewlett & Scott Anderson
PA,15632.0,5904 Washington Ave,,Export,,Joeys the Edge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87395,724-327-3899,,Kenny Blake
PA,15209.0,1306 Walters Ave,,Millvale,"Hosted by Dave Klysz w/ Craig King, Max Woodhall, John Menosky.",Good Time Bar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86469,412-821-9968,,Open Stage Jam Night
PA,15212.0,400 Cedar Ave.,,Pittsburgh,Wednesdays.,Allegheny Elks Lodge #339,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21526,412-321-1834,http://www.elks.org/LODGES/LodgePages.cfm?LodgeNumber=339&ID=2372,Pittsburgh Banjo Club
PA,15224.0,4412 Liberty Ave.,,Pittsburgh,Drum & bass weekly.,Bloomfield Bridge Tavern,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80806,412-682-8611,,Fuzz!
PA,15238.0,492 Nixon Road,,Cheswick,Hosted by All My Monsters,The Blue Haven Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21572,724-274-9963,,Open Stage
PA,15203.0,1500 East Carson,,Pittsburgh,,Elixir Ultralounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,,DJ Midas
PA,15223.0,1021 Mt. Royal Blvd.,,Shaler,,Fodi Bros.,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70681,412-486-9919,,DJ Diane
PA,15201.0,5147 Butler Street,,Pittsburgh,Hosted by Bill Ivins & Matt Sciotto.,Geno's Bar and Grille,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62433,412-781-3432,,Open Mic Night
PA,15006.0,445 Bairdford Rd.,,West Deer,,The Halfway House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87321,724-265-1680,,Gary Prisby
PA,15203.0,2224 E. Carson Street,,Pittsburgh,,Ibiza,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74986,412-325-2227,http://www.ibizatapasrestaurant.com/,Latin DJ Night
PA,15201.0,4130 Butler St.,,Pittsburgh,Music/spoken word. Hosted by Gene Stovall.,Istanbul,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79494,412-683-1623,,Word Up
PA,15222.0,1400 Smallman St.,,Pittsburgh,DJs from 106.7 WAMO.,Krobar,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53419,412-277-7615,,Hip Hop Nite
PA,15203.0,2204 East Carson Street,,Pittsburgh,'90s grunge vs. '90s hip hop.,Lava Lounge,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82299,412-431-5282,http://www.myspace.com/lavaloungepgh,DJ Machinehead
PA,15222.0,411 Wood St.,,Pittsburgh,,Mexico City,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79430,412-246-2042,,Salsa Wednesdays
PA,15238.0,378 Freeport Road,,Blawnox,,Moondog's,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81609,412-828-2040,http://www.moondogs.us/,All-Request w/ DJ Norm
PA,15201.0,4421 Butler St.,,Pittsburgh,,The New Amsterdam,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56461,412-682-6414,,Jason Deutsch
PA,15205.0,6504 Steubenville Pike,,Robinson,,Niko's Coffee House,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:54960,412-329-6939,,Open Stage
