website,allDates,moreinfo,location,contact,description,price,venue,name,image
,04/21/2011,http://www.zipscene.com/events/view/2940257-nba-eastern-conference-quarterfinals-indiana-pacers-vs-chicago-bulls-home-game-1-indianapolis-sports,"125 S. Pennsylvania St., Indianapolis, IN 46204",317-917-2755,,,Conseco Fieldhouse,NBA Eastern Conference Quarterfinals: Indiana Pacers vs. Chicago Bulls - Home Game 1,http://static0.zipscene.com//data/business_md/BUS_00026697_0_tT3fNIGv.jpg
,04/23/2011,http://www.zipscene.com/events/view/2941031-nba-eastern-conference-quarterfinals-indiana-pacers-vs-chicago-bulls-home-game-2-indianapolis-sports,"125 S. Pennsylvania St., Indianapolis, IN 46204",317-917-2755,,,Conseco Fieldhouse,NBA Eastern Conference Quarterfinals: Indiana Pacers vs. Chicago Bulls - Home Game 2,http://static0.zipscene.com//data/business_md/BUS_00026697_0_tT3fNIGv.jpg
,04/25/2011,http://www.zipscene.com/events/view/2936927-secondhand-serenade-columbus-concerts,"391 Neil Ave., Columbus, OH 43215",614-461-5483,,,The Basement,Secondhand Serenade,http://static0.zipscene.com//data/business_md/BUS_00029099_0_awWpbqYw.jpg
,"04/19/2011 7:30PM, 04/21/2011 7:30PM, 04/20/2011 2:00PM, 04/22/2011 8:00PM, 04/20/2011 7:30PM",http://www.zipscene.com/events/view/2777663-working-chicago,"175 E. Chestnut St., Chicago, IL 60611",312-642-2000,,,Drury Lane Theatre,Working,http://static3.zipscene.com//data/business_md/BUS_00007922_0_6p72sEDK.jpg
,"04/28/2011 10:00AM, 04/23/2011 1:00PM, 04/22/2011 10:00AM, 04/21/2011 10:00AM, 04/20/2011 10:00AM",http://www.zipscene.com/events/view/2905917-charlottes-web-chicago,"175 E. Chestnut St., Chicago, IL 60611",312-642-2000,,,Drury Lane Theatre,Charlottes Web,http://static3.zipscene.com//data/business_md/BUS_00007922_0_6p72sEDK.jpg
,"04/20/2011 2:00PM, 04/20/2011 8:00PM, 04/21/2011 8:00PM, 04/22/2011 4:00PM, 04/22/2011 7:00PM",http://www.zipscene.com/events/view/2933161-blue-man-group-chicago,"3133 N. Halsted, Chicago, IL 60657",773-348-4000,,,Briar Street Theatre,Blue Man Group,http://static0.zipscene.com//data/business_md/BUS_00000443_0.gif
,"04/20/2011 2:00PM, 04/24/2011 5:00PM, 05/01/2011 5:00PM, 05/15/2011 5:00PM, 05/18/2011 2:00PM",http://www.zipscene.com/events/view/2906031-white-noise-a-cautionary-musical-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,White Noise - A Cautionary Musical,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,"04/20/2011 7:30PM, 04/21/2011 7:30PM, 04/22/2011 7:30PM, 04/23/2011 7:30PM, 04/23/2011 2:00PM",http://www.zipscene.com/events/view/2761551-shen-yun-performing-arts-chicago,"20 North Wacker Drive, Chicago, IL 60606",312-419-0033,,,Civic Opera House,Shen Yun Performing Arts,http://static0.zipscene.com//data/business_md/BUS_00000412_0.gif
,04/21/2011,http://www.zipscene.com/events/view/2942011-i-am-montana-chicago,"2936 N. Southport Ave., Chicago, IL 60657",773-935-6860,,,Athenaeum Theatre,I Am Montana,http://static0.zipscene.com//data/business_md/BUS_00000411_0.jpg
,"04/30/2011 8:00PM, 04/21/2011 8:00PM, 04/28/2011 8:00PM",http://www.zipscene.com/events/view/2854153-late-nite-catechism-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,Late Nite Catechism,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,"04/22/2011 8:00PM, 04/23/2011 8:00PM",http://www.zipscene.com/events/view/2666927-guys-amp-dolls-woodstock,"121 West Van Buren Street, Woodstock, IL 60098",825-338-4212,,,Woodstock Opera House,Guys & Dolls,http://static2.zipscene.com//data/business_md/BUS_00042613_0_G4dZ8gzF.jpg
,"05/21/2011 11:00AM, 04/30/2011 11:00AM, 05/07/2011 11:00AM, 05/14/2011 11:00AM, 04/23/2011 11:00AM",http://www.zipscene.com/events/view/2927653-cinderella-ballet-chicago,"929 W. Belmont, Chicago, IL 60657",773-549-8080,,,Comedy Sportz Theatre,Cinderella - Ballet,http://static0.zipscene.com//data/business_md/BUS_00009549_0_TvsSN6Yo.jpg
,"04/23/2011 3:00PM, 04/29/2011 8:00PM, 04/30/2011 3:00PM",http://www.zipscene.com/events/view/2623737-church-basement-ladies-aurora,"23 East Galena Boulevard, Aurora , IL 60506",630-896-6666,,,Paramount Theatre,Church Basement Ladies,http://static0.zipscene.com//data/business_md/BUS_00042731_0_ZhQRwaBj.jpg
,"04/23/2011 5:00PM, 04/30/2011 5:00PM",http://www.zipscene.com/events/view/2857955-saints-and-sinners-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,Saints And Sinners,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,"04/24/2011 3:00PM, 04/30/2011 8:00PM, 04/23/2011 8:00PM, 05/01/2011 3:00PM, 04/29/2011 8:00PM",http://www.zipscene.com/events/view/2935803-all-in-love-is-fair-chicago,"4520 N. Beacon St., Chicago, IL 60640",773-769-4451,,,Black Ensemble Theater,All In Love Is Fair,http://static1.zipscene.com//data/business_md/BUS_00009530_0_11JyodAt.jpg
,"05/21/2011 10:00PM, 04/23/2011 10:00PM, 06/03/2011 10:00PM",http://www.zipscene.com/events/view/2854123-comedysportz-chicago,"929 W. Belmont, Chicago, IL 60657",773-549-8080,,,Comedy Sportz Theatre,Comedysportz,http://static0.zipscene.com//data/business_md/BUS_00009549_0_TvsSN6Yo.jpg
,04/24/2011,http://www.zipscene.com/events/view/2854919-sunday-school-cinema-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,Sunday School Cinema,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,"04/27/2011 1:00PM, 04/27/2011 8:00PM, 04/30/2011 8:00PM, 05/01/2011 1:00PM, 05/04/2011 1:00PM",http://www.zipscene.com/events/view/2892511-42nd-street-lincolnshire,"10 Marriott Dr., Lincolnshire, IL 60069",847-634-0200,,,Marriott Theatre in Lincolnshire,42nd Street,http://static2.zipscene.com//data/business_md/BUS_00000445_0.gif
,04/30/2011,http://www.zipscene.com/events/view/2939671-inaside-chicago-dance-chicago,"2936 N. Southport Ave., Chicago, IL 60657",773-935-6860,,,Athenaeum Theatre,Inaside Chicago Dance,http://static0.zipscene.com//data/business_md/BUS_00000411_0.jpg
,"04/20/2011 6:00PM, 04/19/2011 6:00PM, 04/23/2011 6:00PM, 04/21/2011 6:00PM, 04/22/2011 6:00PM",http://www.zipscene.com/events/view/2859853-half-price-oysters-whole-lotta-fun-cincinnati,"9769 Montgomery Rd., Cincinnati, OH 45242",513-936-8600,Carlo & Johnny Happy Hour featuring 1/2 priced oysters.try our new raw bar featuring 10 varieties of the world's best oysters.,,Carlo & Johnny,Half Price Oysters - whole lotta fun!,http://static3.zipscene.com//data/event_data/event_lg/BUS_665_EVENT_2859655_iVINYfpB_lg.jpg
,"04/20/2011 1:20PM, 04/19/2011 7:05PM",http://www.zipscene.com/events/view/2818995-chicago-cubs-vs-san-diego-padres-chicago,"1060 W. Addison, Chicago, IL 60613",773-404-2827,,,Wrigley Field,Chicago Cubs vs. San Diego Padres,http://static3.zipscene.com//data/business_md/e7861bd836e0ef30e9dc399ce61e151c_1.jpg
,04/18/2011,http://www.zipscene.com/events/view/2939069-nba-eastern-conference-quarterfinals-chicago-bulls-vs-indiana-pacers-home-game-2-chicago-sports,"1901 W. Madison St., Chicago, IL 60612",312-455-4500,,,United Center,NBA Eastern Conference Quarterfinals: Chicago Bulls vs. Indiana Pacers - Home Game 2,http://static3.zipscene.com//data/business_md/BUS_00031170_0_7UIKjVUK.jpg
,04/19/2011,http://www.zipscene.com/events/view/2941357-nhl-western-conference-quarterfinals-chicago-blackhawks-vs-vancouver-canucks-home-game-2-chicago-sports,"1901 W. Madison St., Chicago, IL 60612",312-455-4500,,,United Center,NHL Western Conference Quarterfinals: Chicago Blackhawks vs. Vancouver Canucks - Home Game 2,http://static3.zipscene.com//data/business_md/BUS_00031170_0_7UIKjVUK.jpg
,"04/25/2011 7:05PM, 04/27/2011 1:20PM, 04/26/2011 7:05PM",http://www.zipscene.com/events/view/2820235-chicago-cubs-vs-colorado-rockies-chicago-sports,"1060 W. Addison, Chicago, IL 60613",773-404-2827,,,Wrigley Field,Chicago Cubs vs. Colorado Rockies,http://static3.zipscene.com//data/business_md/e7861bd836e0ef30e9dc399ce61e151c_1.jpg
,"05/23/2011 11:00AM, 05/02/2011 11:00AM, 04/25/2011 11:00AM, 05/16/2011 11:00AM, 05/09/2011 11:00AM",http://www.zipscene.com/events/view/2848983-5-burgers-and-6-pitchers-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,"Now  this is how you watch Monday Night Football!!! With a $5 burger in your  left hand, and a $6 pitcher in your right hand!!! Plus we have free   pool and free jukebox!",,Village Tavern,$5 Burgers and $6 pitchers,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,"05/23/2011 11:00AM, 04/25/2011 11:00AM, 05/02/2011 11:00AM, 05/09/2011 11:00AM, 05/16/2011 11:00AM",http://www.zipscene.com/events/view/2851292-mac-amp-cheese-mondays-covington,"313 Greenup St., Covington, KY 41011",859-261-6777,"Enjoy from a variety of 10 Mac & Cheeses or build your own, all at half price! Valid for dine in only. <br />",,Keystone Bar & Grill,Mac & Cheese Mondays!,http://static2.zipscene.com//data/event_data/event_md/BUS_4458_EVENT_2851264_Y3UPuyCE_md.jpg
,"05/16/2011 1:00PM, 04/25/2011 1:00PM, 05/02/2011 1:00PM, 05/09/2011 1:00PM, 05/23/2011 1:00PM",http://www.zipscene.com/events/view/2848466-2-75-u-call-its-with-dj-johnny-b-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,"We have the only spot to go on Monday   nights!!! We have $2.75 U Call its all night long! And if that is not   reason enough to stop in, we have the ""one and only"" DJ Johnny B   spinning at 10pm! No cover charge!!!",,Cavanaugh's Irish Pub,$2.75 U Call its with DJ Johnny B,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"04/25/2011 4:00PM, 05/02/2011 4:00PM, 05/16/2011 4:00PM, 05/09/2011 4:00PM",http://www.zipscene.com/events/view/2933853-pavilion-summer-hours-kick-off-amp-the-kitchen-opens-cincinnati,"949 Pavilion St., Cincinnati, OH 45202",513-744-9200,"<div class=""description summary"">Starting Monday, April 11th Mt. Adams Pavilion will begin our Spring & Summer Hours of Operation and our kitchen will open<br /><br />Spring & Summer hours of operation are:<br />Monday - Saturday 4PM-2:30AM<br />Sunday 4PM - Midnight<br /><br />Kitchen Hours<br />Sunday - Thursday 4PM-10PM<br />Friday & Saturday 4PM-11PM<br /><br />All The decks at Pavilion will be open on the weekends, beginning Friday, April 8th!<br /><br />Come enjoy the BEST view of the city, our new SUMMER food menu & our Happy Hour everyday from 4pm-8pm!<br /> <br />Happy Hour 4-8PM every day <br />$5 Margaritas<br />$12.50 Buckets of Corona, Corona Light, Peroni, Summer Shandy, Miller High Life</div>",,Mt. Adams Pavilion,Pavilion Summer Hours kick-off & the Kitchen Opens,http://static1.zipscene.com//data/event_data/event_md/c7eeace7e7c94b75d46b03284c69736e_1.jpg
,"05/16/2011 5:00PM, 05/09/2011 5:00PM, 05/23/2011 5:00PM, 05/02/2011 5:00PM, 04/25/2011 5:00PM",http://www.zipscene.com/events/view/2896088-dollar-drafts-mondays-recession-buster-cincinnati,"1104 St. Gregory St, Cincinnati, OH 45202",513-723-0701,<p>  $1 Bud Light drafts on Mondays!  <p>,,Monk's Cove,Dollar Drafts Mondays-Recession Buster!,http://static2.zipscene.com//data/business_md/BUS_00001780_0_bGkeaPEz.jpg
,"04/19/2011 5:00PM, 04/20/2011 5:00PM, 04/21/2011 5:00PM, 04/22/2011 4:00PM, 04/25/2011 5:00PM",http://www.zipscene.com/events/view/2913004-happy-hour-cincinnati,"631 Walnut Street, Cincinnati, OH 45202",513-241-0707,Come unwind after work at the newest addition to the Jeff Ruby Culinary experience.<br />,,Walnut Street Grill,Happy Hour!,http://static3.zipscene.com//data/business_md/BUS_00051449_0_b8XU9Hzs.jpg
,"04/19/2011 11:00AM, 04/26/2011 11:00AM, 05/03/2011 11:00AM, 05/17/2011 11:00AM, 05/10/2011 11:00AM",http://www.zipscene.com/events/view/2851394-dilla-tuesdays-covington,"313 Greenup St., Covington, KY 41011",859-261-6777,"Enjoy from a wide variety of quesedillas or build your own, all for half price! Valid for dine in only.<br />",,Keystone Bar & Grill,'Dilla Tuesdays,http://static0.zipscene.com//data/event_data/event_md/BUS_4458_EVENT_2851366_6g63x6wp_md.jpg
,"05/17/2011 11:00AM, 05/03/2011 11:00AM, 04/19/2011 11:00AM, 04/26/2011 11:00AM, 05/10/2011 11:00AM",http://www.zipscene.com/events/view/2848570-tipsy-trivia-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,"Whether  you are feeling smart, or in need of a cheap buzz, or both.... We have   the answer. Trivia starts at 7pm with cash prizes. Plus we have $3 well   drinks and $3 import beers!!!",,Village Tavern,Tipsy Trivia,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,"04/19/2011 1:00PM, 04/26/2011 1:00PM, 05/17/2011 1:00PM, 05/10/2011 1:00PM, 05/03/2011 1:00PM",http://www.zipscene.com/events/view/2848049-all-night-happy-hour-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,"Stop in for a spectacular, and economically friendly (cheap) drink special:  HAPPY HOUR ALL DAY AND ALL NIGHT!!!!!",,Cavanaugh's Irish Pub,All Night Happy Hour,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"05/03/2011 5:00PM, 05/10/2011 5:00PM, 04/26/2011 5:00PM, 04/19/2011 5:00PM, 05/17/2011 5:00PM",http://www.zipscene.com/events/view/2901885-2-50-imports-cincinnati,"1104 St. Gregory St, Cincinnati, OH 45202",513-703-7600,Enjoy imports for only $2.50 every Tuesday at Mt Adamas funnest little bar.,,Monk's Cove,$2.50 Imports,http://static2.zipscene.com//data/business_md/BUS_00001780_0_bGkeaPEz.jpg
,"04/20/2011 1:00PM, 04/27/2011 1:00PM, 05/04/2011 1:00PM, 05/11/2011 1:00PM, 05/18/2011 1:00PM",http://www.zipscene.com/events/view/2848155-karaoke-and-1-50-pint-night-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,We have the cure for hump day! $1.50   pints all day and all night!!! Plus DJ Kev E Kev will have everyone   singing karaoke at 9pm!!!,,Cavanaugh's Irish Pub,Karaoke and $1.50 Pint night!!!,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"05/04/2011 5:00PM, 04/27/2011 5:00PM, 04/20/2011 5:00PM, 05/11/2011 5:00PM, 05/18/2011 5:00PM",http://www.zipscene.com/events/view/2901797-1-75-cans-cincinnati,"1104 St. Gregory St, Cincinnati, OH 45202",513-703-7600,"Come enjoy refreshing cans of beer for the low price of $1.75 a piece! Drink on the hill with us on Wednesday, and enjoy the sights of Mt Adams.<br />",,Monk's Cove,$1.75 cans,http://static2.zipscene.com//data/business_md/BUS_00001780_0_bGkeaPEz.jpg
,"04/21/2011 11:00AM, 04/28/2011 11:00AM, 05/19/2011 11:00AM, 05/05/2011 11:00AM, 05/12/2011 11:00AM",http://www.zipscene.com/events/view/2848674-karaoke-and-big-ass-beers-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,We have the market cornered on fun   Thursday nights!!! Jimmy gets the karaoke going at 10pm with no cover   charge! Plus we have 22oz domestic bottles for just $3 all night long!!!,,Village Tavern,Karaoke and Big Ass Beers,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,"05/19/2011 1:00PM, 05/05/2011 1:00PM, 05/12/2011 1:00PM, 04/28/2011 1:00PM, 04/21/2011 1:00PM",http://www.zipscene.com/events/view/2848261-big-ass-beers-pool-and-juke-box-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,"<p>  Who  doesn't love to play some pool, listen to great music, and throw down a  few beers! Well on Thursday nights at Cavanaughs, you can do it for   real cheap!    <p>  <p>  22oz Domestic Bottles    $3    <p>  <p>  Game of Pool                  50 cents    <p>  <p>  JukeBox                         Free            <p>",,Cavanaugh's Irish Pub,"Big Ass Beers, Pool, and Juke box",http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"04/21/2011 5:00PM, 05/05/2011 5:00PM, 04/28/2011 5:00PM, 05/12/2011 5:00PM, 05/19/2011 5:00PM",http://www.zipscene.com/events/view/2895857-thursday-karaoke-cincinnati,"1104 St. Gregory St, Cincinnati, OH 45202",513-703-7600,"<p>  Unwind after work with some Karaoke fun. To sweeten the deal, $2 Bud light cans all night!  <p>",,Monk's Cove,Thursday Karaoke,http://static2.zipscene.com//data/business_md/BUS_00001780_0_bGkeaPEz.jpg
,"05/13/2011 11:00AM, 04/29/2011 11:00AM, 05/20/2011 11:00AM, 04/22/2011 11:00AM, 05/06/2011 11:00AM",http://www.zipscene.com/events/view/2848778-dj-tweety-with-no-cover-charge-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,"The weekend is finally here!!! So get up  to the VT for the best time around! We have XXXtreme happy hour from   3-8:45pm! Then put the women and children to bed, when DJ Tweety starts   spinning @ 10pm! The Tavern will be jumpin!!!",,Village Tavern,DJ Tweety with no cover charge,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,"04/30/2011 1:00PM, 04/23/2011 1:00PM, 05/14/2011 1:00PM, 05/21/2011 1:00PM, 05/07/2011 1:00PM",http://www.zipscene.com/events/view/2848365-dj-gary-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,This is the only party in the suburbs PERIOD!!! We rotate the best DJs in Cincy every week! No cover charge!!!,,Cavanaugh's Irish Pub,DJ Gary,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"04/23/2011 7:00PM, 05/07/2011 7:00PM, 05/14/2011 7:00PM, 05/21/2011 7:00PM, 04/30/2011 7:00PM",http://www.zipscene.com/events/view/2848881-doors-open-7pm-johnny-b-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,Merry Christmas! We open at 7pm!!! Bring  all of that Christmas cash and make it rain!!! DJ Johnny B starts @   10pm!!! No cover charge!!!,,Village Tavern,Doors open @ 7pm Johnny B,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,04/23/2011,http://www.zipscene.com/events/view/2936585-secondhand-serenade-chicago-concerts,"2100 W. Belmont, Chicago, IL 60618",773-281-4444,,,Beat Kitchen,Secondhand Serenade,http://static0.zipscene.com//data/business_md/BUS_00000166_0.jpg
,,http://www.zipscene.com/events/view/2872371-james-blunt-chicago-concerts,"Chicago, IL",,,,Riviera Theatre - IL,James Blunt,/data/business_sm/BUS_00000456_0_Ix09MZuE.jpg
,,http://www.zipscene.com/events/view/2917963-40th-anniversary-latin-rock-hammond-concerts,"Hammond, IN",,,,The Venue at Horseshoe Casino Hammond,40th Anniversary Latin Rock,/data/business_sm/BUS_00027897_0_hqK9BrNo.jpg
,,http://www.zipscene.com/events/view/2939709-the-whigs-chicago-concerts,"Chicago, IL",,,,Park West,The Whigs,/data/business_sm/BUS_00000288_0_XsUDg2Bd.jpg
,,http://www.zipscene.com/events/view/2874481-deftones-chicago-concerts,"Chicago, IL",,,,Riviera Theatre - IL,Deftones,/data/business_sm/BUS_00000456_0_Ix09MZuE.jpg
,,http://www.zipscene.com/events/view/2919551-femi-kuti-chicago-concerts,"Chicago, IL",,,,Metro,Femi Kuti,/data/business_sm/BUS_00000272_0.gif
,"05/18/2011 7:10PM, 05/19/2011 12:35PM",http://www.zipscene.com/events/view/2824921-cincinnati-reds-vs-pittsburgh-pirates-cincinnati-sports,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Cincinnati Reds vs. Pittsburgh Pirates,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
http://tropicalstormsound.com/wp-content/uploads/2009/10/SHAMBLES_WEBSITE_FLYER-231x300.jpg,"04/26/2011 9:00PM, 05/03/2011 9:00PM, 05/10/2011 9:00PM, 04/19/2011 9:00PM, 05/17/2011 9:00PM",http://www.zipscene.com/events/view/2272652-chicago-reggae-dancehall-tuesdays-chicago,"Upstairs, Chicago, IL 60622",,"Chicagos best weekly reggae party, a new capital of chicagoland and midwest reggae, dancehall and soca music, started by DJ Andju and friends    Formerly known as JunBar and renamed Shambles in August of 2009, this trendy Wickerpark club in Chicago sends reggae vibrations across the globe, supplying its diverse reggae followers with the most current reggae and dancehall mixes.         With Tropical Pirate Punch drinks at $2, this is quite the recession buster that keeps you in Jamaica every Tuesday!         Text keyword: REGGAE SHAMBLES to 88202 to RSVP",0.0,DJ Andju - Tropical Storm Sound,Chicago Reggae Dancehall Tuesdays,http://static2.zipscene.com//data/event_data/event_lg/BUS_4563_EVENT_2272526_1QUE5Doy_lg.jpg
,05/21/2011,http://www.zipscene.com/events/view/2939297-power-92-10th-anniversary-party-hammond-concerts,"777 Casino Center Dr., Hammond, IN 46320",866-771-7463,,,The Venue at Horseshoe Casino Hammond,Power 92 10th Anniversary Party,http://static2.zipscene.com//data/business_md/BUS_00027897_0_hqK9BrNo.jpg
,05/04/2011,http://www.zipscene.com/events/view/2941111-cavalera-conspiracy-chicago-concerts,"1375 Lake Street, Chicago, IL 60607",312-666-6775,,,Bottom Lounge,Cavalera Conspiracy,http://static3.zipscene.com//data/business_md/BUS_00008031_0_CJ3QUSxX.jpg
,05/14/2011,http://www.zipscene.com/events/view/2942109-tsol-chicago-concerts,"2109 South State Street, Chicago, IL 60616",312-949-0121,,,Reggie's Rock Club,TSOL,http://static0.zipscene.com//data/business_md/BUS_00042012_0_RYgcgQ09.gif
,05/15/2011,http://www.zipscene.com/events/view/2940397-devil-makes-three-chicago-concerts,"2100 W. Belmont, Chicago, IL 60618",773-281-4444,,,Beat Kitchen,Devil Makes Three,http://static0.zipscene.com//data/business_md/BUS_00000166_0.jpg
,"05/30/2011 6:05PM, 05/31/2011 7:05PM, 06/01/2011 1:05PM, 06/02/2011 7:05PM",http://www.zipscene.com/events/view/2879987-indianapolis-indians-vs-wilkes-barre-scranton-yankees-indianapolis-sports,"501 W Maryland St, Indianapolis, IN 46225",317-269-3545,,,Victory Field,Indianapolis Indians vs. Wilkes-Barre Scranton Yankees,http://static2.zipscene.com//data/business_md/BUS_00038768_0_1powpyng.jpg
,"06/06/2011 7:05PM, 06/04/2011 7:05PM, 06/05/2011 2:05PM, 06/03/2011 7:15PM",http://www.zipscene.com/events/view/2879883-indianapolis-indians-vs-syracuse-skychiefs-indianapolis,"501 W Maryland St, Indianapolis, IN 46225",317-269-3545,,,Victory Field,Indianapolis Indians vs. Syracuse Skychiefs,http://static2.zipscene.com//data/business_md/BUS_00038768_0_1powpyng.jpg
,"06/25/2011 7:00PM, 07/13/2011 1:00PM",http://www.zipscene.com/events/view/2938999-indiana-fever-vs-connecticut-sun-indianapolis,"125 S. Pennsylvania St., Indianapolis, IN 46204",317-917-2755,,,Conseco Fieldhouse,Indiana Fever vs. Connecticut Sun,http://static0.zipscene.com//data/business_md/BUS_00026697_0_tT3fNIGv.jpg
,06/28/2011,http://www.zipscene.com/events/view/2941425-indiana-fever-vs-phoenix-mercury-indianapolis,"125 S. Pennsylvania St., Indianapolis, IN 46204",317-917-2755,,,Conseco Fieldhouse,Indiana Fever vs. Phoenix Mercury,http://static0.zipscene.com//data/business_md/BUS_00026697_0_tT3fNIGv.jpg
,05/31/2011,http://www.zipscene.com/events/view/2939071-indiana-fever-vs-minnesota-lynx-indianapolis,"125 S. Pennsylvania St., Indianapolis, IN 46204",317-917-2755,,,Conseco Fieldhouse,Indiana Fever vs. Minnesota Lynx,http://static0.zipscene.com//data/business_md/BUS_00026697_0_tT3fNIGv.jpg
,"05/21/2011 10:30PM, 05/21/2011 7:30PM",http://www.zipscene.com/events/view/2911211-kevin-hart-indianapolis,"502 North New Jersey Street, Indianapolis, IN 46204",317-231-0000,,,Murat Theatre,Kevin Hart,http://static1.zipscene.com//data/business_md/BUS_00001577_0_M1Bcoz49.jpg
http://tropicalstormsound.com/wp-content/uploads/2009/10/SHAMBLES_WEBSITE_FLYER-231x300.jpg,"05/17/2011 9:00PM, 04/26/2011 9:00PM, 05/24/2011 9:00PM, 05/03/2011 9:00PM, 05/10/2011 9:00PM",http://www.zipscene.com/events/view/2272656-chicago-reggae-dancehall-tuesdays-chicago,"Upstairs, Chicago, IL 60622",,"Chicagos best weekly reggae party, a new capital of chicagoland and midwest reggae, dancehall and soca music, started by DJ Andju and friends    Formerly known as JunBar and renamed Shambles in August of 2009, this trendy Wickerpark club in Chicago sends reggae vibrations across the globe, supplying its diverse reggae followers with the most current reggae and dancehall mixes.         With Tropical Pirate Punch drinks at $2, this is quite the recession buster that keeps you in Jamaica every Tuesday!         Text keyword: REGGAE SHAMBLES to 88202 to RSVP",0.0,DJ Andju - Tropical Storm Sound,Chicago Reggae Dancehall Tuesdays,http://static2.zipscene.com//data/event_data/event_lg/BUS_4563_EVENT_2272526_1QUE5Doy_lg.jpg
,"05/02/2011 5:15PM, 05/03/2011 6:15PM",http://www.zipscene.com/events/view/2885713-alter-bridge-amp-black-stone-cherry-chicago-concerts,"329 N. Dearborn St., Chicago, IL 60610",312-923-2000,,,House of Blues,Alter Bridge & Black Stone Cherry,http://static3.zipscene.com//data/business_md/BUS_00000243_0_C0fRai3X.jpg
,05/14/2011,http://www.zipscene.com/events/view/2940915-mclean-county-missfits-roller-derby-bloomington-sports,"101 S. Madison Street, Bloomington, IL 61701",309-434-2679,,,U.S. Cellular Coliseum,Mclean County Missfits Roller Derby,http://static1.zipscene.com//data/business_md/BUS_00042756_0_kGhsod2h.jpg
,05/14/2011,http://www.zipscene.com/events/view/2939273-sam-bradley-evanston-concerts,"1245 Chicago Avenue, Evanston, IL 60202",847-492-8860,,,Evanston SPACE,Sam Bradley,http://static1.zipscene.com//data/business_md/BUS_00042725_0_PMfEkAvP.jpg
,"05/20/2011 7:30PM, 05/20/2011 9:00PM",http://www.zipscene.com/events/view/2919483-ufo-chicago,"329 N. Dearborn St., Chicago, IL 60610",312-923-2000,,,House of Blues,UFO,http://static3.zipscene.com//data/business_md/BUS_00000243_0_C0fRai3X.jpg
,"05/27/2011 7:00PM, 05/27/2011 9:00PM",http://www.zipscene.com/events/view/2905009-robin-trower-chicago,"329 N. Dearborn St., Chicago, IL 60610",312-923-2000,,,House of Blues,Robin Trower,http://static3.zipscene.com//data/business_md/BUS_00000243_0_C0fRai3X.jpg
,"04/27/2011 8:00PM, 04/30/2011 8:00PM, 05/04/2011 1:00PM, 04/27/2011 1:00PM, 05/01/2011 1:00PM",http://www.zipscene.com/events/view/2892217-42nd-street-lincolnshire,"10 Marriott Dr., Lincolnshire, IL 60069",847-634-0200,,,Marriott Theatre in Lincolnshire,42nd Street,http://static2.zipscene.com//data/business_md/BUS_00000445_0.gif
,"04/22/2011 4:00PM, 04/22/2011 7:00PM, 04/20/2011 8:00PM, 04/21/2011 8:00PM, 04/20/2011 2:00PM",http://www.zipscene.com/events/view/2933211-blue-man-group-chicago,"3133 N. Halsted, Chicago, IL 60657",773-348-4000,,,Briar Street Theatre,Blue Man Group,http://static0.zipscene.com//data/business_md/BUS_00000443_0.gif
