sTicketPhone,sSynopsis,close,sMoreInfo,sTheaterAddress,showName,more,theater,opens,sTicketPrice
212-352-3101; 866-811-4111,"The Downtown Clown Revue is an all clown variety show presenting a new lineup of top clowns and red-nosed-newcomers from circus and stage each month including Kevin C. Carr, Hilary Chaplain, Mark Gindick, Miss Saturn, Book Kennison, and many more!","March 21, 2011",http://dixonplace.org/index2.html,"161 Chrystie Street, New York, NY 10002",The Downtown Clown Revue,http://www.theatermania.com/new-york/shows/the-downtown-clown-revue_178110/,Dixon Place,"February 21, 2011",$15.00
,"In honor of International Womens' Month the Indo-American Arts Council presents Draupadi - Will My Spirit Live On? It addresses the roles and struggles of women throughout the ages and across cultures by interweaving text from the traditional Indian epic myth, The Mahabharata, with contemporary challenges.  The Shivani Wazir Pasrich production is an English play first produced in India, here making its North American debut.","March 20, 2011",http://www.iaac.us/Draupadi/index.htm,"616 9th Avenue, New York, NY 10036",Draupadi - Will My Spirit Live On?,http://www.theatermania.com/new-york/shows/draupadi-will-my-spirit-live-on_178719/,Roy Arias Theatre 2,"March 16, 2011",
646-623-3488,"Dream Babies is a powerful musical about the teenagers of St. Mary's Home for Girls & St. John's Home for Boys, who share their joys and growing pains while attending Royal Academy, a Charter School in Brooklyn, NY. Dream Babies is a testimony to the faith and determination of these teenagers to make it in life against all odds with the loving support of their teachers, counselors and friends.","March 6, 2011",http://www.therianttheatre.com,"441 West 26th Street, New York, NY 10001",Dream Babies,http://www.theatermania.com/new-york/shows/dream-babies_178659/,Hudson Guild Theatre,"February 17, 2011","$27.00 Online;&nbsp;$30.00 In-Person, Cash Only"
212-239-6200<br>800-432-7250,"Don't miss the opportunity to see Tony Award-winners James Earl Jones, Vanessa Redgrave and Boyd Gaines on stage together in one of the most beloved and celebrated American stories of the 20th century, Driving Miss Daisy. David Esbjornson (The Goat, Or Who Is Sylvia?) directs the Broadway Premiere of Alfred Uhry's Pulitzer Prize-winning play, which is a timeless, searing, funny, and ultimately hopeful meditation on race relations in America, told through the complex relationship between two of popular culture's most enduring characters. When Daisy Werthan (Redgrave), a widowed, 72-year-old Jewish woman living in midcentury Atlanta, is deemed too old to drive, her son, Boolie (Gaines), hires Hoke Coleburn (Jones), an African American man, to serve as her chauffeur. What begins as a troubled and hostile pairing, soon blossoms into a profound, life-altering friendship that transcends all the societal boundaries placed between them. From its landmark Off-Broadway production in 1987 to the remarkable success of the Oscar-winning film version (4 Academy Awards, including Best Picture), and now its celebrated Broadway debut, Driving Miss Daisy has become one of the most beloved American stories of the late twentieth century.","April 9, 2011",http://www.daisyonbroadway.com,"252 W. 45th Street, New York, NY 10036",Driving Miss Daisy,http://www.theatermania.com/broadway/driving-miss-daisy_170550/,Golden Theatre,"October 25, 2010",$66.50 - $136.50
212-352-3101; 212-568-6560 - Group Sales,"Eight is Never Enough! is a high energy, fast paced, interactive improv comedy show for ALL AGES. With silly characters, creative situations, and spontaneous reactions the show is greatly inspired by the styles of Whose Line Is It Anyway? and Second City's short form improvisational (improv) comedy. Improv theatre is a comedy form where performers create unscripted and unplanned scenes, songs, and dances from scratch with the help of the audience's suggestions. This means no two shows are alike thanks to the creative minds of some of New York's finest performers and audiences. Fresh from MTV, Super Deluxe, NBC, David Letterman and Nickelodeon are the performers of Eight is Never Enough! With one of the hottest improv tickets in town the diverse and talented cast brings a Broadway sensibility to every show. NOW OFF-BROADWAY with over 1500 previous club performances in NYC since 2002 (NY Improv, Laugh Factory, Carolines, Gotham, Rascals).",,http://www.eightimprov.biz,"669 8th Avenue, New York, NY 10036",Eight Is Never Enough!,http://www.theatermania.com/new-york/shows/eight-is-never-enough_142977/,Times Square Arts Center,"December 1, 2004","$20 advance, $50 at the door"
212-225-9999,"El Insolito Caso De Miss Pina Colada (The Preposterous Case of Miss Pi&ntilde;a Colada), directed by Ren&eacute; Buch. A HILARIOUS PLAY about a mother's outlandish and incredible measures to make sure that her daughter is crowned Miss Pi&ntilde;a Colada. Don't miss Carlos Ferrari's bitingly funny exploration of society's frivolous consumption and its obsession with appearances. Presented in Spanish with live English translation.",,http://www.repertorio.org/pina,"138 East 27th Street, New York, NY",El Insolito Caso de Mis' Pi&ntilde;a Colada (The Preposterous Case of Miss Pi&ntilde;a Colada),http://www.theatermania.com/off-broadway/shows/el-insolito-caso-de-mis-piandntildea-colada-the-preposterous-case-of-miss-piandntildea-colada_176555/,Repertorio Español,"December 19, 2010",Tickets start at $25.00
212-247-7800,"On Friday, January 28, 2011 at 8:00 PM, The New York Pops will ease the January chill under the baton of Music Director Steven Reineke with exciting new arrangements of Argentinean tango, Spanish flamenco, and gypsy jazz. El Ritmo de la Vida - The Rhythm of Life - is a sizzling new Latin music experience led by trumpet virtuoso and former Tonight Show bandleader Doc Severinsen and featuring guitarist Gil Gutierrez, violinist Charlie Bisharat, and percussionist Jimmy Branly. Severinsen was a longtime friend of his Tonight Show colleague, The New York Pops' Founder Skitch Henderson, and has performed as a guest artist with The New York Pops several times since his first appearance in 1985.",,http://www.carnegiehall.org,"57th Street and Seventh Avenue, New York, NY 10019",El Ritmo de la Vida with Doc Severinsen,http://www.theatermania.com/new-york/shows/el-ritmo-de-la-vida-with-doc-severinsen_177504/,Carnegie Hall,"January 28, 2011",$33 - $106
713-228-6737,"A feast for the eyes and for the ears, Strauss's elegant and moving meditation on the conventions  of the theater pits a comedienne against a prima donna at a high-society dinner party in Vienna.  Three glamorous and acclaimed leading ladies join forces onstage: sopranos Christine Goerke  and Laura Claycomb and mezzo-soprano Susan Graham  light up the stage at Houston Grand Opera in a lavish, sparkling production designed  and directed by John Cox and conducted by Patrick Summers.","May 7, 2011",http://www.houstongrandopera.org/ariadneaufnaxos,"500 Prairie, Houston, TX 77002",Ariadne auf Naxos,http://www.theatermania.com/houston/shows/ariadne-auf-naxos_164705/,Brown Theater,"April 29, 2011",
832-373-4797,"This story follows a gentleman that uses the Lord's name and scripture to gain what he wants in life. Instead of following the scripture that he quotes, he maintains a life on the streets with the consequences closing in on him. Hood Boy is the tale of Jordan Whitaker and how his life of running women, selling drugs and blasphemy leads him to re-think why he was placed on the earth.",,http://hoodboy.t83.net,,"Hood Boy, the Gospel Play",http://www.theatermania.com/houston/shows/hood-boy-the-gospel-play_141983/,Various Locations,"April 19, 2008",$20.00
212-868-4444,"A series of erotic Monday night shows featuring dance, comedy, singing, and story-telling, with a Broadway twist. Adults only!",,http://eroticbroadway.com/,"158 West 72nd St., New York, NY 10023",Erotic Broadway at the Triad,http://www.theatermania.com/new-york/shows/erotic-broadway-at-the-triad_155462/,Triad Theatre,"June 8, 2009",$25.00 - $35.00
866-811-4111,"Enjoy a night of Poetry/Spoken Word, Live Music & Open Mic Performances. Featuring HBO Def Poets, National Slam Champions and Inspirational Literary Artists. Suga's Poety night is hosted by Starving Poets Ceo, PJ. The show is Co-Produced by Todd Broussard.    This show performs every 4th Wednesday of the month.",,http://www.starvingpoets.org,"461 Bowie St., Beaumont, TX 77701",Suga's Poetry Night,http://www.theatermania.com/houston/shows/sugas-poetry-night_137071/,Suga's Restaurant,"September 26, 2007",$10.00
212-352-3101; 866-811-4111,"Eve & Lilith, a mythological comedy by Johannes Galli, explores the competing roles of the wild and domestic feminine archetypes through a confrontation between a wife and her husband's mistress. Based on the ancient mythological story that Adam's first wife Lilith was banned to the moon and comes back to take her revenge. The raging woman finds the other half in the obedient, dutiful wife. Judgment gives way to understanding as the two halves try to create a whole.","March 17, 2011",http://gallitheaterny.com/Adult_Shows.html,"347 West 36th Street, New York, NY 10018",Eve & Lilith,http://www.theatermania.com/new-york/shows/eve-and-lilith_178267/,National Comedy Theatre,"March 3, 2011",$20.00 Adults;&nbsp;$15.00 Students
800-745-3000,"Just as well as importing The Gipsy Kings themselves, this group is the real deal. Los Cintron, popular around the world, play a mix of world, latin and flamenco music, focusing on the flamenco. They have performed with other artists such as Gazpacho Andalu, Duende Camaron and Barbara Martinez, in front of just about every type of audience. The guitars, vocals and melodies will move you and make you feel like you are in Spain!",,http://www.bbkingblues.com/bio.php?id=387,"237 West 42nd Street, New York, NY 10036",An Evening of The Gipsy Kings music with Los Cintron,http://www.theatermania.com/new-york/shows/an-evening-of-the-gipsy-kings-music-with-los-cintron_178638/,B. B. King Blues Club and Grill,,$15.00;&nbsp;$25.00 General Admission
212-744-1600,"The Carlyle Hotel welcomes back legendary singer/songwriter Judy Collins for a four-week engagement in the Caf&eacute; Carlyle.    In An Evening with Judy Collins Ms. Collins presents &quot;a seamless flow of music and storytelling [using] her pristine singing voice&quot; (Stephen Holden, The New York Times) with a program that includes such familiar tunes as ""Both Sides Now,"" ""Send In the Clowns,"" and ""Someday Soon,"" among others.     Ms. Collins accompanies herself on piano and guitar performing music from her own songbook, as well as material from her many recordings, including ""Judy Collins Sings Lennon and McCartney, &quot;Born to the Breed: A Tribute to Judy Collins&quot; and her latest CD &quot;Paradise,&quot; which was released last June. She is joined by her musical director Russell Walden on piano.","March 12, 2011",http://www.thecarlyle.com,"35 East 76th Street, New York, NY 10021",An Evening with Judy Collins,http://www.theatermania.com/new-york/shows/an-evening-with-judy-collins_178326/,Café Carlyle,"February 15, 2011",$125-$135 music charge;&nbsp;$75.00-$85.00 at bar
866-811-4111,Honoring the tragedy and transformation that was the Triangle Factory Fire.,"February 27, 2011",http://www.ovationtix.com/trs/pr/805775,"177 MacDougal Street, New York, NY 10011","Fabric, Flames & Fervor: Girls of the Triangle",http://www.theatermania.com/new-york/shows/fabric-flames-and-fervor-girls-of-the-triangle_178604/,Manhattan TheatreSource,"February 24, 2011",$15.00;&nbsp;$10.00 for students and seniors
212-220-1460,"Part of the InCite 2011: The Power of Art Festival.    An American journalist, embedded with a combat unit in Iraq, becomes captivated by the stories of the people he encounters overseas. He returns home, but his heart cannot abandon the deserts of Baghdad and Basra. Following a powerful encounter with a dead soldier, the journalist is compelled to return to Fallujah on the eve of its destruction.     A production of the BU New Play Initiative, Fallujah is the School of Theatre's official 2011 Kennedy Center American College Theatre Festival entry.",,http://www.bu.edu/cfa/incite/fallujah.html,"199 Chambers Street, New York, NY 10007",Fallujah,http://www.theatermania.com/off-broadway/shows/fallujah_178207/,Tribeca Performing Arts Center  Borough of Manhattan Community College,,"$12.00 Advanced, Pay-What-You-Can at door."
212-921-7862;&nbsp;212-307-4100,"The romantic, funny ""boy meets girl"" tale, with book and lyrics by Tom Jones and music by Harvey Schmidt, The Fantasticks is a captivating and simple love story about a boy, a girl, two fathers and a wall.     The audience uses its imagination to follow El Gallo as he creates a world of moonlight and magic, and then pain and disillusionment, until the boy and girl find their way back to one other.  The score, which includes ""Try To Remember,"" ""They Were You"" and ""Soon It's Gonna Rain,"" is as timeless as the story itself.",,,"1627 Broadway, New York, NY 10019",The Fantasticks,http://www.theatermania.com/off-broadway/shows/the-fantasticks_144684/,Snapple Theater Center,"June 16, 2008",$51.50 - $76.50;&nbsp;$36.50 Student Rush
212-239-6200<br>800-432-7250,"This razor-sharp comedy tells the story of Tom (Josh Hamilton), a very eligible bachelor who falls for the beautiful, bright and plus-sized Helen (Heather Jane Rolff). Tom is overjoyed with his new relationship but his shallow co-workers are less enthusiastic. Tom shrugs off their objections but eventually the cruel jabs of his acerbic friend Carter (Dane Cook) and Jeannie (Julia Stiles), a former flame, force him to question his own values and the importance of conventional good looks. The bitingly funny Fat Pig is playwright Neil LaBute's candid and unapologetic depiction of our obsession with image and cookie cutter beauty.",,http://www.fatpigonbroadway.com,"111 West 44th Street, New York, NY 10036",Fat Pig,http://www.theatermania.com/broadway/fat-pig_177142/,Belasco Theatre,"April 26, 2011",$51.50 - $129.00
212-220-1460,"Part of the InCite 2011: The Power of Art Festival.    An American journalist, embedded with a combat unit in Iraq, becomes captivated by the stories of the people he encounters overseas. He returns home, but his heart cannot abandon the deserts of Baghdad and Basra. Following a powerful encounter with a dead soldier, the journalist is compelled to return to Fallujah on the eve of its destruction.     A production of the BU New Play Initiative, Fallujah is the School of Theatre's official 2011 Kennedy Center American College Theatre Festival entry.",,http://www.bu.edu/cfa/incite/fallujah.html,"199 Chambers Street, New York, NY 10007",Fallujah,http://www.theatermania.com/off-broadway/shows/fallujah_178207/,Tribeca Performing Arts Center  Borough of Manhattan Community College,,"$12.00 Advanced, Pay-What-You-Can at door."
,"Think aerialist, sensual and sexy burlesque, acts of skill, beautiful chanteuse singers, edgy performance artists, vicious vaudevillians and big-vision ensemble dance works. You never know what you'll see.",,http://s80131.gridserver.com/public/,"16 Main Street, Brooklyn, NY 11201",Floating Kabarette,http://www.theatermania.com/new-york/shows/floating-kabarette_176014/,Galapagos Arts Space,"November 20, 2010",$10.00
800-982-2787,"This exuberant and hilarious off-Broadway event is full of charming, fast-paced virtuosity and fun as the four brothers, master practitioners of cheap theatrics, juggle 'til they drop. Their method combines skills of considerable breadth and depth in a work that is kaleidoscopic and passionate. The objects, the musical instruments (traditional and invented) and their own bodies are combined in a fresh and compelling performance.    The audience is invited to bring objects to the theater for Karamazov's Champ to juggle, making each show unique. Come watch The Flying Karamazovs as they prove with each performance that chaos and unexpected events in our lives are the best part of being human.    Note: Free, real-time English, Spanish, Japanese, German, Italian, and French subtitles from your smartphones when you're in the theater. Devices also available for rent.",,http://www.fkb.com,"18 Minetta Lane, New York, NY 10014",The Flying Karamazov Brothers,http://www.theatermania.com/off-broadway/shows/the-flying-karamazov-brothers_171305/,Minetta Lane Theatre,"July 22, 2010",$20.00 - $65.00
646-400-3253,"Artistic Director Rich Ferraioli of Variations Theatre Group decided to stage the gut wrenching 90 minute play Fool for Love after realizing that Off-Off-Broadway Theatre ""needed a bit of an awakening."" The Sam Shepard classic, with its argumentative, ping pong style of dialogue and sexual tension so thick it makes you squirm, is the perfect choice for a cast and crew of talented, independent artists who are ready to prove they measure above typical Off-Off-Broadway standards. ""This play is to be performed relentlessly without a break"", Shepard wrote. With a tight knit cast and dedicated crew, that is exactly what audience members will get.    Fool For Love tells the story of May and Eddie, two not so star-crossed lovers. May is hiding out at an old motel in the Mojave Desert where she is found by old flame and childhood friend Eddie. He threatens to metaphorically and at times, literally, drag her back into the life she has fled.  With searing truth and dark humor, Fool for Love shows the story of two people who just can't live without each other, whether they like it or not.","March 5, 2011",http://www.variationstheatregroup.com,"380 Broadway, New York, NY 10013",Fool For Love,http://www.theatermania.com/new-york/shows/fool-for-love_178513/,Access Theater,"February 23, 2011",General Admission tickets are $18.00;&nbsp;Student/Senior Discount tickets are $15.00.
1-866-777-8932,"After spending much of his life as a British Rock Star, Francis Dunnery hit the middle of life with a bang and was forced inward. He has spent the past twenty five years not only pursuing his incomparable music career but also studying, philosophy, psychology and astrology.    The Francis Dunnery concert experience is a complete one-off show that will have you laughing, crying, thinking and knowing all at the same time. Dunnery's style can be brash and down to earth yet he's capable of singing achingly, beautiful music that penetrates the soul.    Full dinner menu available / General Admission Seated Show / All Ages / First come, first seated / $10 min per person at tables",,http://www.highlineballroom.com/bio.php?id=1813,"431 W 16th Street, New York, NY 10011","Francis Dunnery Band featuring David Sancious, Tony Beard and Jamie Bishop",http://www.theatermania.com/new-york/shows/francis-dunnery-band-featuring-david-sancious-tony-beard-and-jamie-bishop_178651/,Highline Ballroom,,$18.00 in advance;&nbsp;$20.00 at door
212-239-6200<br>800-432-7250,"Based on the beloved New York Times best-selling book by celebrated actress, Julianne Moore, Freckleface Strawberry is a timeless story of friendship, acceptance, and the meaning of true beauty - now brought to life, live on stage - in this exciting musical premier!    With the help of her loveable schoolmates including an amazingly talented ballerina, a cutie jock, a charming ditz, and a totally kooky teacher, Freckleface learns that everyone is different and that's what makes everyone special!    With soaring live music, awesome dancing... and a freckleface full of laughs, your whole family will love this brand new musical for all ages!",,http://www.frecklefacethemusical.com,"340 West 50th Street, New York, NY 10019",Freckleface Strawberry The Musical,http://www.theatermania.com/off-broadway/shows/freckleface-strawberry-the-musical_171660/,New World Stages,"October 3, 2010",$39.00 – $68.50
212-352-3101;&nbsp;866-811-4111,"Re-opening January 14, 2011!    Mark St. Germain  Suggested by  ""The Question of God""  By  Dr. Armand M. Nicholi, Jr.    Starring Mark H. Dold as C.S. Lewis and Martin Rayner Sigmund Freud    Directed by Tyler Marchant  Scenic Design by Brian Prather  Costume Design by Mark Mariani  Lighting Design by Clifton Taylor  Sound Design by Beth Lake    Freud's Last Session centers on legendary psychiatrist Dr. Sigmund Freud, who invites a young, rising academic star, C.S. Lewis, to his home in London.  Lewis, expecting to be called on the carpet for satirizing Freud in a recent book, soon realizes Freud has a much more significant agenda. On the day England enters World War II, Freud and Lewis clash on the existence of God, love, sex and the meaning of life - only two weeks before Freud chooses to take his own.",,http://FreudsLastSession.com,"5 West 63rd Street, New York, NY 10023",Freud's Last Session,http://www.theatermania.com/off-broadway/shows/freuds-last-session_169754/,The Marjorie S. Deane Little Theater at the West Side YMCA,"January 14, 2011",$65.00
212-352-3101; 866-811-4111,"Children and adults will be delighted by the silly antics of the princess, the king and a very animated frog. Galli's Frog Prince - while incredibly humorous - leaves audiences spellbound by the life lessons it reveals.",,http://gallitheaterny.com/Kids_Shows_Bronx.html,"1 Bruckner Boulevard, Bronx, NY 10454",Frog Prince,http://www.theatermania.com/new-york/shows/frog-prince_178253/,Bruckner Bar & Grill,,$9.00 Adults;&nbsp;$7.00 Children
212-239-6200;&nbsp;800-432-7250,"From the creators of the smash-hit De La Guarda, Fuerza Bruta is an event where worlds collide, dreams are real and reality takes a back seat. The visuals are spectacular. The effects are stunning. Performers run and tumble across a vertical wall of technicolor cloth, a man runs headlong through a wall - most extraordinary of all - performers dance in watery world just above the audience's heads. This all takes place to a soundtrack that traverses thumping club beats to the mellow sounds of new world music. Fuerza Bruta took Europe, South America and Miami by storm - and has been captivating New York audiences as one of the most talked about theatrical experiences On or off Broadway!",,http://fuerzabrutanyc.com,"20 Union Square East, New York, NY 10003",Fuerza Bruta: Look Up,http://www.theatermania.com/off-broadway/shows/fuerza-bruta-look-up_135849/,Daryl Roth Theatre,"October 24, 2007",$79.00;&nbsp;$25.00 rush 2 hours prior (cash only)
212-352-3101<br>866-811-4111,"Future Anxiety is set in the not-too-distant future. Unfortunately, the planet's become uninhabitable. Fortunately, Karl's built a spaceship. In this fiercely intelligent and wildly conceivable vision of the apocalypse, a new generation tries to make sense of how to live on a planet with increasingly drained resources and suspect inhabitants.","May 26, 2011",http://www.theflea.org,"41 White Street, New York, NY 10013",Future Anxiety,http://www.theatermania.com/new-york/shows/future-anxiety_178725/,The Flea Theater,"April 15, 2011",$25.00
212-352-3101<br>866-811-4111(toll free),"Galli's Fairytale Theater, winner of the 2007 Berlin Children's Theater Innovation Award, is opening its own theater space in New York City on May 2. Its premise is to teach children overcome the challenges of everyday life and awakening in children new, exciting possibilities through their inspirational, humorous and educational fairytale adaptations.    PLAYS    Cinderella  Cinderella is a beautiful girl, but her vain and mean stepmother and stepsisters make her do all the housework. One day the prince sponsors a ball to choose his wife. With a lot of hope and a pinch of magic Cinderella disguises herself and sneaks to the ball. The prince falls in love with this mysterious girl at first sight. However, before the two can live happily every after, the prince must discover her true identity.    Galli's Frog Prince  In this movement inspired fun adaptation of the Brothers Grimm tale the three person cast endeavors to make kids laugh. The frog, wearing rubber gloves for ears, engages with the audience in fun interaction until he is finally changed into a prince.  Ages 3 and up.    Galli's Little Red Riding Hood  The wolf is almost likable, and definitely funny - when he asks the kids to help him find  Little Red. In this musical telling of the fairytale Little Red lives up to the importance of hope and trust to develop her true potential.  Ages 3 an up.    Galli's Snow White  In this adaptation of the Grimm's fairytale comedy and music endeavor to make kids laugh a lot. A king places an ad in the newspaper looking for a beautiful wife, Mr. 7-Dwarf, the all-in-one, rescues Snow White three times, a lovable wild boar helps the hunter out, and finally the prince rescues Snow White.  Ages 3 and up    The Other Side  In the aftermath of a senseless school shooting, a young gunman must face judgment by two messengers. He is forced to come to grips with the repercussions of his actions and make peace with his victims as well as himself. This play raises awareness for violence and fosters open communication between youth.  Ages 12 & Up    The Little Mermaid  Galli&acute;s The Little Mermaid is a fairy tale about a young mermaid willing to give up her life in the sea and her identity as a merperson to gain a human soul and the love of a human prince. The play is fun and deep and kids love it.   Ages 3 & Up",,http://www.galli-group.com/pagesDec07/Fairytales.html,"38 West 38th Street, New York, NY 10018",Galli's Fairytale Theater,http://www.theatermania.com/new-york/shows/gallis-fairytale-theater_142855/,Galli's Fairytale Theater,"May 2, 2008",$17.00;&nbsp;$12.00 Ages 2-17
212-352-3101<br>866-811-4111,"Bruce Robert Harris and Jack W. Batman, producers of Gayfest NYC, Inc., the country's premier arts organization devoted to the discovery, development and production of new LGBT-themed plays, have announced its annual Gala, Spring At Last! The evening, benefiting the students of Harvey Milk High School, will feature cocktails, hors d'oeuvres, celebrity entertainment and silent and live auctions.    Headlining the event will be Wanda Sykes (The Wanda Sykes Show, The New Adventures of Old Christine, Curb Your Enthusiasm) who has been called ""one of the funniest stand-up comics"" by her peers and ranks among Entertainment Weekly's 25 Funniest People in America.     She will be joined by actor/producer/director Michael Urie (&quot;Ugly Betty,&quot; The Temperamentals, Angels in America) and composer/singer Lance Horne, whose debut CD solo recording, ""First Things Last,"" was launched at Lincoln Center and at London's Garrick Theatre last month and is now available on the Yellow Sound Label.",,http://www.GAYFESTNYC.com,"540 Park Avenue, New York, NY 10065",Gayfest NYC Gala: Spring At Last,http://www.theatermania.com/new-york/shows/gayfest-nyc-gala-spring-at-last_178768/,"Loews Regency Hotel, Ballroom",,$150.00
212-239-6200;&nbsp;800-432-7250,"Take the journey of a lifetime and step into the ""unbubblelievable"" magical kingdom of Fan Yang's Gazillion Bubble Show! The first and only, interactive stage production of its kind, complete with fantastic light effects, lasers, and jaw-dropping masterpieces of bubble artistry, this unforgettable extravaganza is not to be missed.     Hailed by David Letterman/The Late Show, as ""The greatest bubble artist in the world,"" Fan Yang's gorgeous and unique creations defy gravity and logic as we know it. He holds (and has broken his own) Guinness World records for the biggest bubble ever blown, the largest bubble wall ever created (a staggering 156 feet!), most bubbles within a bubble, and in May 2006, was able to encapsulate 22 people inside a single soap bubble on live television in Madrid. His performances have been broadcast worldwide, including Cirque du Soleil and The David Letterman Show.    Over the past two decades, Fan Yang has explored the fragile and mysterious world of soap bubbles and emerged with a completely new medium, blending art and science to dazzle audiences around the globe. Children and adults of all ages are sure to be amazed, mystified and enchanted!",,http://www.gazillionbubbleshow.com,"340 West 50th Street, New York, NY 10019",Gazillion Bubble Show,http://www.theatermania.com/off-broadway/shows/gazillion-bubble-show_129263/,New World Stages,"April 20, 2007",$44.50-$64.50;&nbsp;$89.50 Premium
212-340-1054,"The ReGroup Theatre continues their series of the ""Lost"" Group Theatre plays with this 1934 drama.",,http://www.regrouptheatre.org,"312 W. 36th St., 3rd Floor, New York, NY 10018",Gentlewoman,http://www.theatermania.com/off-broadway/shows/gentlewoman_178636/,Barrow Group Arts Center,,free
,"Gentrify Brooklyn is hosted by the twin terrors of east coast improvisation, M.A.D. and Sidecar. Their mission is to take the city's most talented improvisers, stand ups, and sketch comedians out of hateful, smutty Manhattan and to insert them into pastoral, loving Brooklyn, where they all live anyway.",,http://www.brooklynlyceum.com/ZPT/MORE?listingid=100255,"227 4th Avenue, Brooklyn, NY 11215",Gentrify Brooklyn,http://www.theatermania.com/new-york/shows/gentrify-brooklyn_177592/,Brooklyn Lyceum,"January 22, 2011",$5.00 at the door
800-432-7250,"Ghetto Klown is the next chapter in John Leguizamo's hugely popular personal and professional story. It follows in the unabashed, uncensored, and uninhibited tradition of his Mambo Mouth, Spic-O-Rama, Freak, and Sexaholix...a Love Story. In Leguizamo's trademark style, the piece explodes with energy, leading audiences on a fever-pitch adventure and heating up the stage with vivid accounts of where he's been and the colorful characters who have populated his life.     Leguizamo takes audiences from his adolescent memories in Queens to the early days of his acting career during the outrageous 80s avant-garde theatre scene, and on to the sets of major motion pictures and his roles opposite some of Hollywood's biggest stars.","May 15, 2011",http://www.GhettoKlown.com,"149 West 45th Street, New York, NY 10036",Ghetto Klown,http://www.theatermania.com/broadway/ghetto-klown_177075/,Lyceum Theatre,"March 22, 2011","$29.50, $59.50, $89.50, $116.50"
212-868-4444,"Gilbert & Sullivan, The Ballet! is a fun-filled look at the staging of three favorite comic operas, as Patrelle's choreography highlights the joys, trials and rewards of a life in the theater.  Sir William Gilbert and Sir Arthur Sullivan battle over casting, bond over music, and get ripped off by their producer as a marvelous cast of dancers, singers, and musicians bring The Pirates of Penzance, The Mikado and HMS Pinafore to life.      Dancers include: Jesse Marks of Colorado Ballet and Ballet X; Alexander Brady of Twyla Tharp's Movin' Out and Come Fly Away; Julie Voshell, also of Movin' Out; Amy Brandt of Suzanne Farrell Ballet; Therese Wendler of Ballet International; and John-Mark Owen of Ballet NY and American Repertory Ballet.  Select students from premier ballet schools in the NYC area will also be featured, with Music Director Warren Helms, Set Designer Gillian Bradshaw Smith, Costume Designer Rita B. Watson, Lighting Designer David Grill, and co-creation of the original story by award-winning novelist Justin Allen.      The company will present a special Family Matinee performance - a version of GILBERT & SULLIVAN, The Ballet! featuring a meet and greet with characters from the show for younger audience members on Sunday at 2pm.","May 15, 2011",http://www.dancespatrelle.org,"184 East 76th Street, New York, NY 10021","Gilbert & Sullivan, The Ballet!",http://www.theatermania.com/new-york/shows/gilbert-and-sullivan-the-ballet_178723/,Dicapo Opera Theatre,"May 12, 2011",$20.00 - $35.00
877-386-6968,"This show has changed venues, and will now play the Midtown Theatre!    Bound to get the ladies on their feet and dancing in the aisles, Girl Talk: The Musical features hit songs from some of today's leading female recording artists including Beyonc&eacute;, Jennifer Lopez, Carrie Underwood, and Gretchen Wilson, to name a few. Featured in the cast are Sonya Carter, Renee Colvert, Priscilla Fernandez, and Berty Jay.    This latest Girls Night musical incarnation is another raucous celebration of everything that is female. After 10 years, ""Girl Talk"" must end and the girls are going out in style!  Over the course of the final broadcast the two sparing hosts, their favorite sex therapist guest and the shows neurotic producer learn that men and jobs can come and go, but girlfriends are forever!",,http://www.entertainmentevents.com/shows/girltalk.asp,"163 West 46th Street, New York, NY 10036",Girl Talk: The Musical,http://www.theatermania.com/off-broadway/shows/girl-talk-the-musical_173756/,Midtown Theater,"December 5, 2010",$55.00
