startDate,city,address,venue,description,longitude,zipcode,state,title,website,latitude,moreinfo
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,Mario Lemieux's Personal Trophy Collection.,-79.99289,15222.0,PA,Memories of Mario,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89331
,Pittsburgh,Allegheny Commons West,National Aviary,"Home to more than 600 birds from over 200 species. With classes, lectures, demos and more.",-80.00249,15212.0,PA,National Aviary,http://www.aviary.org,40.45124,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23497
,Pittsburgh,Allegheny Commons West,National Aviary,"Home to more than 600 birds from over 200 species. With classes, lectures, demos and more.",-80.00249,15212.0,PA,National Aviary,http://www.aviary.org,40.45124,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23497
,Pittsburgh,4200 5th Avenue,Nationality Rooms,26 rooms helping to tell the story of Pittsburgh's immigrant past. University of Pittsburgh.,-79.95927,15213.0,PA,Nationality Rooms,http://www.pitt.edu/~natrooms,40.44147,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23498
,Pittsburgh,4200 5th Avenue,Nationality Rooms,26 rooms helping to tell the story of Pittsburgh's immigrant past. University of Pittsburgh.,-79.95927,15213.0,PA,Nationality Rooms,http://www.pitt.edu/~natrooms,40.44147,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23498
,Pittsburgh,One Wild Place,Pittsburgh Zoo & PPG Aquarium,"Home to 4,000 animals, including many endangered species.",-79.92051,15206.0,PA,Pittsburgh Zoo & PPG Aquarium,http://www.pittsburghzoo.org,40.48352,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23504
,Pittsburgh,One Wild Place,Pittsburgh Zoo & PPG Aquarium,"Home to 4,000 animals, including many endangered species.",-79.92051,15206.0,PA,Pittsburgh Zoo & PPG Aquarium,http://www.pittsburghzoo.org,40.48352,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23504
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,"Ongoing: Western PA Sports Museum, Clash of Empires, and exhibits on local history, more. Current: Vatican Splendors: A Journey through Faith and Art, Beat 'Em Bucs - The Story of the 1960 Pittsburgh Pirates.",-79.99289,15222.0,PA,Senator John Heinz History Center,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23664
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,"Ongoing: Western PA Sports Museum, Clash of Empires, and exhibits on local history, more. Current: Vatican Splendors: A Journey through Faith and Art, Beat 'Em Bucs - The Story of the 1960 Pittsburgh Pirates.",-79.99289,15222.0,PA,Senator John Heinz History Center,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23664
,Pittsburgh,4141 Fifth Avenue,Soldiers & Sailors Memorial Hall,Exhibits commemorate local veterans from the Civil War to Operation Desert Storm.,-79.95544,15213.0,PA,Soldiers & Sailors Memorial Hall,http://www.soldiersandsailorshall.org,40.44429,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23508
,Pittsburgh,4141 Fifth Avenue,Soldiers & Sailors Memorial Hall,Exhibits commemorate local veterans from the Civil War to Operation Desert Storm.,-79.95544,15213.0,PA,Soldiers & Sailors Memorial Hall,http://www.soldiersandsailorshall.org,40.44429,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23508
,Pittsburgh,1700 Harpster Street,St. Anthony's Chapel,"Features 5,000 relics of Catholic saints.",-79.98348,15212.0,PA,St. Anthony's Chapel,http://ww.ichrusa.com/saintsalive/anthony.htm,40.46493,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23655
,Pittsburgh,1700 Harpster Street,St. Anthony's Chapel,"Features 5,000 relics of Catholic saints.",-79.98348,15212.0,PA,St. Anthony's Chapel,http://ww.ichrusa.com/saintsalive/anthony.htm,40.46493,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23655
,Pittsburgh,University of Pittsburgh,Conney M. Kimbo Gallery,,0.0,15213.0,PA,University of Pittsburgh Jazz Exhibit: Memorabilia & Awards from the International Hall of Fame,http://www.pittprogramcouncil.com,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23826
,Pittsburgh,University of Pittsburgh,Conney M. Kimbo Gallery,,0.0,15213.0,PA,University of Pittsburgh Jazz Exhibit: Memorabilia & Awards from the International Hall of Fame,http://www.pittprogramcouncil.com,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23826
"Mon., Jan. 17, 2-4 p.m",Pittsburgh,5941 Penn Ave.,Kelly-Strayhorn Theater,"Feat. the Pittsburgh Black Theatre Dance Ensemble, Dreams of Hope, YMCAs Lighthouse Project, more.",-79.92556,15206.0,PA,"East Liberty Celebrates Dr. Martin Luther King, Jr.",,40.46167,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89634
,,,,"Seeking donations of cable-ready color TV sets, as well as colored & white copy paper and personal care products.",,,,Alle-Kiski Area Hope Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23356
,,,,"Seeking donations of cable-ready color TV sets, as well as colored & white copy paper and personal care products.",,,,Alle-Kiski Area Hope Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23356
,,,,To benefit this organization which works for animal welfare. West End.,,,,Animal Advocates Thrift Store,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23357
,,,,To benefit this organization which works for animal welfare. West End.,,,,Animal Advocates Thrift Store,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23357
,Pittsburgh,5129 Penn Avenue,Thomas Merton Center,"Read & code letters, pick books, pack 'em or database 'em! Sundays 3-8 p.m. or by appt.",-79.94174,15224.0,PA,Book 'Em Books to Prisoners Work Party,http://www.thomasmertoncenter.org/,40.46505,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23358
,Pittsburgh,5129 Penn Avenue,Thomas Merton Center,"Read & code letters, pick books, pack 'em or database 'em! Sundays 3-8 p.m. or by appt.",-79.94174,15224.0,PA,Book 'Em Books to Prisoners Work Party,http://www.thomasmertoncenter.org/,40.46505,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23358
,,,,"Men's, women's & children's clothing, blankets, sheets, pillows, toys, baby equipment and household items. Garfield.",,,,East End Community Thrift Shop,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23359
,,,,"Men's, women's & children's clothing, blankets, sheets, pillows, toys, baby equipment and household items. Garfield.",,,,East End Community Thrift Shop,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23359
,,,,"Special call for children's clothing, housewares, appliances, dishes and more. At all locations.",,,,Goodwill Industries Donations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23360
,,,,"Special call for children's clothing, housewares, appliances, dishes and more. At all locations.",,,,Goodwill Industries Donations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23360
,,,,"For victims of race, religion, ethnic origin or sexual orientation crimes. Sponsored by Contact Pittsburgh.",,,,Anti-Hate Hotline,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23347
,,,,"For victims of race, religion, ethnic origin or sexual orientation crimes. Sponsored by Contact Pittsburgh.",,,,Anti-Hate Hotline,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23347
,,,,Advocacy group for affordable healthcare.,,,,Consumer Health Coalition,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23348
,,,,Advocacy group for affordable healthcare.,,,,Consumer Health Coalition,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23348
,,,,Weekly meetings & street actions.,,,,We Are CHANGE Pittsburgh Chapter Meetings,www.wearechange.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70090
,,,,Weekly meetings & street actions.,,,,We Are CHANGE Pittsburgh Chapter Meetings,www.wearechange.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70090
,Pittsburgh,4400 Forbes Avenue,"Carnegie Library, Oakland",,-79.94926,15213.0,PA,German Conversation Club,http://www.clpgh.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62389
,,,,"Weekly writers' workshop -- long or short fiction, scripts, no poetry.",,,,Squirrel Hill Writers Group,www.johntdow.com/SHWG,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37304
"Third Monday of every month, 6-7 p.m",Pittsburgh,4400 Forbes Avenue,"Carnegie Library, Oakland",,-79.94926,15213.0,PA,Out of the Gutter: Graphic Novel Discussion Group,http://www.clpgh.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82775
,Pittsburgh,4400 Forbes Avenue,"Carnegie Library, Oakland",,-79.94926,15213.0,PA,Japanese for Beginners,http://www.clpgh.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62391
,Pittsburgh,s Way,Children's Museum of Pittsburgh,,-80.00681,15212.0,PA,Children's Museum of Pittsburgh,http://www.pittsburghkids.org,40.45294,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23859
,Pittsburgh,4400 Forbes Avenue,"Carnegie Library, Oakland",,-79.94926,15213.0,PA,Spanish for Beginners,http://www.clpgh.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84501
,,,,"Weekly writers' workshop -- long or short fiction, scripts, no poetry.",,,,Squirrel Hill Writers Group,www.johntdow.com/SHWG,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37304
,,,,"Nine year-round centers in city, with programs in sports, fitness and arts. Plus individual programs and features.",,,,Citiparks Recreation Centers,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23343
,Pittsburgh,s Way,Children's Museum of Pittsburgh,,-80.00681,15212.0,PA,Children's Museum of Pittsburgh,http://www.pittsburghkids.org,40.45294,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23859
,Pittsburgh,Allegheny Commons West,National Aviary,"Programs for kids, Mon./Thu.",-80.00249,15212.0,PA,Little Peepers: Stories and Crafts,http://www.aviary.org,40.45124,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37754
,,,,"Nine year-round centers in city, with programs in sports, fitness and arts. Plus individual programs and features.",,,,Citiparks Recreation Centers,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23343
Mondays-Saturdays.,,,,"Toys and playspace, especially for preschoolers. East End.",,,,Pittsburgh Toy Lending Library,ptll.pointparkjournalism.com/,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23340
,Pittsburgh,Allegheny Commons West,National Aviary,"Programs for kids, Mon./Thu.",-80.00249,15212.0,PA,Little Peepers: Stories and Crafts,http://www.aviary.org,40.45124,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37754
Mondays-Saturdays.,,,,"Toys and playspace, especially for preschoolers. East End.",,,,Pittsburgh Toy Lending Library,ptll.pointparkjournalism.com/,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23340
"Mondays-Fridays, 1:30-3:30 p.m",Pittsburgh,s Way,Children's Museum of Pittsburgh,Tackle a different building challenge each weekday!,-80.00681,15212.0,PA,Builder's Challenge,http://www.pittsburghkids.org,40.45294,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:39297
"Mondays-Fridays, 1:30-3:30 p.m",Pittsburgh,s Way,Children's Museum of Pittsburgh,Tackle a different building challenge each weekday!,-80.00681,15212.0,PA,Builder's Challenge,http://www.pittsburghkids.org,40.45294,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:39297
"Third Monday of every month, 3 p.m",Pittsburgh,612 Smithfield Street,"Carnegie Library, Downtown","Play videogames, board games, cards & more with other teens.",-79.99749,15222.0,PA,Get Your Game On Teens!,http://www.clpgh.org,40.4418,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:42926
,,,,Seeking new members.,,,,Highlander Rugby Football,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23326
,,,,"Outdoor-related events & instruction including Nordic skiing, kayaking, camping, hiking and more.",,,,Outside Adventures,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23327
,,,,"Mostly-off-road running, hiking and socializing. www.pgh-h3.com",,,,Pittsburgh Hash House Harriers,www.pgh-h3.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23328
,,,,Seeking new members.,,,,Highlander Rugby Football,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23326
,,,,"Outdoor-related events & instruction including Nordic skiing, kayaking, camping, hiking and more.",,,,Outside Adventures,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23327
,,,,"Seeking new players, no experience necessary.",,,,Pittsburgh Men's & Women's Rugby Football Clubs,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23329
,,,,"Mostly-off-road running, hiking and socializing. www.pgh-h3.com",,,,Pittsburgh Hash House Harriers,www.pgh-h3.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23328
,,,,"Docent-led tour of various parks. Historical, conditioning and nature hikes.",,,,Pittsburgh Parks Conservancy,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23330
,,,,"Seeking new players, no experience necessary.",,,,Pittsburgh Men's & Women's Rugby Football Clubs,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23329
,,,,"Docent-led tour of various parks. Historical, conditioning and nature hikes.",,,,Pittsburgh Parks Conservancy,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23330
,,,,Year-round activities.,,,,Pittsburgh Ski Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23331
,,,,Year-round activities.,,,,Pittsburgh Ski Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23331
,,,,"Adult intramural leagues: volleyball, bowling, softball, tennis, basketball and more.",,,,Pittsburgh Sports League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23332
,,,,"Adult intramural leagues: volleyball, bowling, softball, tennis, basketball and more.",,,,Pittsburgh Sports League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23332
,Pittsburgh,Panther Hollow Rd.,Schenley Park,,-79.94702,15213.0,PA,Schenley Park Ice Rink,http://www.city.pittsburgh.pa.us/parks/,40.43768,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72067
,Pittsburgh,Panther Hollow Rd.,Schenley Park,,-79.94702,15213.0,PA,Schenley Park Ice Rink,http://www.city.pittsburgh.pa.us/parks/,40.43768,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72067
,,,,Competitive league play in a variety of sports and skill levels.,,,,Sports Monster,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23334
,,,,Competitive league play in a variety of sports and skill levels.,,,,Sports Monster,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23334
,,,,African-American ski club with year-round activities.,,,,Steel on Ice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23336
,,,,African-American ski club with year-round activities.,,,,Steel on Ice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23336
,,,,"Open to boys and girls, kindergarten and up, plus men's senior and post collegiate.",,,,Three Rivers Lacrosse,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23335
,,,,"Open to boys and girls, kindergarten and up, plus men's senior and post collegiate.",,,,Three Rivers Lacrosse,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23335
,,,,"Sponsoring a wide array of outdoor activities, including rock-climbing, nature walks, fishing, kayaking, canoeing, biking and more at various venues around the region.",,,,Venture Outdoors,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23338
,,,,"Sponsoring a wide array of outdoor activities, including rock-climbing, nature walks, fishing, kayaking, canoeing, biking and more at various venues around the region.",,,,Venture Outdoors,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23338
,,,,"Free class for expectant parents, various area Children's Community Pediatrics locations.",,,,Baby Basics Class,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81776
,,,,"Seeking new players, no experience necessary. Wednesdays, Squirrel Hill.",,,,Competitive Scrabble,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23694
,,,,"Multiple monthly groups, North Hills & South Hills locations.",,,,Family Hospice and Palliative Care Community Bereavement Support Groups,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72948
,,,,"Free class for expectant parents, various area Children's Community Pediatrics locations.",,,,Baby Basics Class,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81776
,,,,"Wightman School Community Building, Squirrel Hill.",,,,Pittsburgh Chess Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23364
,,,,"Seeking new players, no experience necessary. Wednesdays, Squirrel Hill.",,,,Competitive Scrabble,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23694
,Pittsburgh,225 Boulevard of the Allies,Red Cross Headquarters,"Classes on various Tuesdays, Thursdays, Saturdays. Call for details.",-80.00353,15222.0,PA,"Red Cross CPR, First Aid Training",,40.43901,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56040
,Pittsburgh,1330 Bingham St.,Gypsy Cafe,,-79.98474,15203.0,PA,Dr. Sketchy's Anti-Art School,,40.42947,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:60096
,,,,"Multiple monthly groups, North Hills & South Hills locations.",,,,Family Hospice and Palliative Care Community Bereavement Support Groups,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72948
,,,,"Wightman School Community Building, Squirrel Hill.",,,,Pittsburgh Chess Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23364
,Pittsburgh,225 Boulevard of the Allies,Red Cross Headquarters,"Classes on various Tuesdays, Thursdays, Saturdays. Call for details.",-80.00353,15222.0,PA,"Red Cross CPR, First Aid Training",,40.43901,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56040
"Mon., Jan. 24, 6 p.m",Pittsburgh,2773 Tunnel Blvd.,Wine Loft,Presented by Pittsburgh Young Professionals.,-79.96374,15203.0,PA,Just for the Ladies Networking Night,,40.42745,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89371
"Third Monday of every month, 6:30 p.m",Greensburg,144 Hugh Black Rd.,Hempfield Church of Christ,,-79.50251,15601.0,PA,Liver Disease Support Group,,40.3063,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:51815
"Mondays, 7 p.m",Pittsburgh,319 W Sycamore St.,Grace Episcopal Church,,-80.01114,15211.0,PA,Scottish Country Dancing,,40.43242,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85141
"Every other Monday, 6-8 p.m",Pittsburgh,4400 Forbes Avenue,"Carnegie Library, Oakland",,-79.94926,15213.0,PA,Philosophical Self-inquiry Discussion Group,http://www.clpgh.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:46450
Through Feb. 3.,,,,"Auditions for dance & music troupe.  Seeking undergrads with experience in ballet, tap, band, chorus, musical theater, etc. Tamburitzans Building, 1801 Blvd of the Allies.",,,,Duquesne University Tamburitzans,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89113
Through Feb. 1.,,,,"Summer festival seeking original short films, 30 minutes or less.",,,,First Commonwealth Johnstown Film Festival,www.johnstownfilmfest.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86830
"Mon., Jan. 24, 7 p.m",Glenshaw,1822 Mt. Royal Blvd.,Shaler North Hills Library,Call to register.,-79.96446,15209.0,PA,How To Be a Strategic Networker,http://www.shalerlibrary.org,40.52829,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89560
,Greensburg,208 S. Pennsylvania Ave.,DV8 Espresso Bar & Gallery,"Submit your film, 10 minutes or less. Screenings held on the second Thursday of every month.",-79.54491,15601.0,PA,Independent Film Night,http://www.myspace.com/dv8espressobarandgallery,40.30111,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84765
"Mondays, 7 p.m",Pittsburgh,319 W Sycamore St.,Grace Episcopal Church,,-80.01114,15211.0,PA,Scottish Country Dancing,,40.43242,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85141
Through Feb. 3.,,,,"Auditions for dance & music troupe.  Seeking undergrads with experience in ballet, tap, band, chorus, musical theater, etc. Tamburitzans Building, 1801 Blvd of the Allies.",,,,Duquesne University Tamburitzans,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89113
Ongoing.,,,,Ongoing auditions for actors ages 18+ for murder mystery shows performed in the Pittsburgh area.,,,,McCaffery Mysteries,www.eatdrinkmurder.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81697
Through Feb. 1.,,,,"Summer festival seeking original short films, 30 minutes or less.",,,,First Commonwealth Johnstown Film Festival,www.johnstownfilmfest.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86830
Through Jan. 26.,,,,Marilyn G Rabb Foundation seeking teaching artists for winter/spring semester of program empowering children through the arts. Resume/cover letter/references to: meredith@mgrf.org,,,,Murals: Violence Prevention through the Arts,www.mgrf.org/Careers/ApplyMGRF.aspx?jobid=TA,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89211
,Greensburg,208 S. Pennsylvania Ave.,DV8 Espresso Bar & Gallery,"Submit your film, 10 minutes or less. Screenings held on the second Thursday of every month.",-79.54491,15601.0,PA,Independent Film Night,http://www.myspace.com/dv8espressobarandgallery,40.30111,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84765
Ongoing.,,,,"Literary magazine supported by The Women and Girls Foundation. Taking submissions of creative writing, visual art, photographs, and essays from women and girls of all ages. www.new-slang.org",,,,New Slang Literary Magazine for Women and Girls in Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87440
Ongoing.,,,,Ongoing auditions for actors ages 18+ for murder mystery shows performed in the Pittsburgh area.,,,,McCaffery Mysteries,www.eatdrinkmurder.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81697
Through Jan. 26.,,,,Marilyn G Rabb Foundation seeking teaching artists for winter/spring semester of program empowering children through the arts. Resume/cover letter/references to: meredith@mgrf.org,,,,Murals: Violence Prevention through the Arts,www.mgrf.org/Careers/ApplyMGRF.aspx?jobid=TA,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89211
Ongoing.,,,,Quirky online literary magazine seeking submissions.,,,,OpheliaStreet.com,www.opheliastreet.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55246
Ongoing.,,,,"Literary magazine supported by The Women and Girls Foundation. Taking submissions of creative writing, visual art, photographs, and essays from women and girls of all ages. www.new-slang.org",,,,New Slang Literary Magazine for Women and Girls in Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87440
Ongoing.,,,,Looking for new artists to submit artwork.,,,,Planet Art Gallery,www.planetartgallery.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:41087
Ongoing.,,,,Quirky online literary magazine seeking submissions.,,,,OpheliaStreet.com,www.opheliastreet.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55246
Through Feb. 15.,,,,"Seeking actors & dancers 18 - 25 yrs. for sexy cameo roles in world-premiere, steampunk Dorian Gray stage play. Find Rage of the Stage Players on Facebook.",,,,Rage of the Stage Players,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89522
Ongoing.,,,,Looking for new artists to submit artwork.,,,,Planet Art Gallery,www.planetartgallery.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:41087
Through Feb. 15.,,,,"Seeking actors & dancers 18 - 25 yrs. for sexy cameo roles in world-premiere, steampunk Dorian Gray stage play. Find Rage of the Stage Players on Facebook.",,,,Rage of the Stage Players,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89522
Through April 1.,,,,,,,,Rage of the Stage Players,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89030
,Butler,344 South Main Street,Butler Art Center,"Seeking performance artists, musicians or acts for its Friday night performance series.",-79.8954,16001.0,PA,Spirit Cafe,http://www.butlerartcenter.net,40.85765,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37605
,Butler,344 South Main Street,Butler Art Center,"Seeking performance artists, musicians or acts for its Friday night performance series.",-79.8954,16001.0,PA,Spirit Cafe,http://www.butlerartcenter.net,40.85765,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37605
Ongoing.,,,,"Open casting for models and actors 1st Monday of every month. 11:45 AM, 5:45 PM.",,,,The Talent Group,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23170
Ongoing.,,,,"Open casting for models and actors 1st Monday of every month. 11:45 AM, 5:45 PM.",,,,The Talent Group,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23170
,,,,To help women and children who are victims of domestic violence. Tarentum.,,,,Alle-Kiski Area Hope Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23173
,,,,To help women and children who are victims of domestic violence. Tarentum.,,,,Alle-Kiski Area Hope Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23173
Ongoing.,,,,Openings for volunteers in several areas at hospital in Bellevue; volunteers receive free meals & parking.,,,,Allegheny General Hospital - Suburban Campus Auxiliary,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:50677
Ongoing.,,,,Openings for volunteers in several areas at hospital in Bellevue; volunteers receive free meals & parking.,,,,Allegheny General Hospital - Suburban Campus Auxiliary,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:50677
,,,,Volunteer tutoring to teach English as a Second Language. Training provided.,,,,Allegheny Intermediate Unit,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23172
,,,,Volunteer tutoring to teach English as a Second Language. Training provided.,,,,Allegheny Intermediate Unit,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23172
,,,,Seeking help in all areas. Oakland.,,,,American Civil Liberties Union,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23174
,,,,Seeking help in all areas. Oakland.,,,,American Civil Liberties Union,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23174
Ongoing.,,,,"Seeking volunteers for disaster response, health & safety instruction, community outreach marketing, media relations, military relations. swpa.redcross.org",,,,American Red Cross Southwestern Pennsylvania Chapter,swpa.redcross.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59153
Ongoing.,,,,"Seeking volunteers for disaster response, health & safety instruction, community outreach marketing, media relations, military relations. swpa.redcross.org",,,,American Red Cross Southwestern Pennsylvania Chapter,swpa.redcross.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59153
,,,,Staffers needed to work in West End thrift store.,,,,Animal Advocates,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23176
,,,,Staffers needed to work in West End thrift store.,,,,Animal Advocates,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23176
,Ohio Township,562 Camp Horne Road,Animal Friends,"Pet resource center seeks volunteers to socialize &  foster animals, help w/ events, adoption & admin.",-80.07913,15237.0,PA,Animal Friends,http://www.animal-friends.org,40.52303,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23177
