allDates,moreInfoLink,name,address,city,price,description,venueName,state,image
"03/20/2011, 04/03/2011, 05/08/2011, 04/24/2011, 05/01/2011, 05/22/2011, 05/29/2011, 06/05/2011, 06/12/2011, 04/17/2011, 04/10/2011, 05/15/2011, 03/27/2011",http://www.villagevoice.com/events/vicious-country-1576694/,'Vicious Country',375 Third Ave.,New York,,With Popa Chubby and Galea.</p>,Rodeo Bar,NY,
"05/23/2011, 06/06/2011, 06/13/2011, 05/16/2011, 03/21/2011, 05/30/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011, 05/09/2011",http://www.villagevoice.com/events/shayni-raes-truckstop-downtown-honkytonk-643079/,'Shayni Rae's Truckstop Downtown Honkytonk',159 E. Houston St.,New York,,"Featuring Kevn Kinney, Chris Masterson, and more.</p>",National Underground,NY,
"05/17/2011, 05/10/2011, 06/07/2011, 05/31/2011, 05/24/2011, 06/14/2011, 03/15/2011, 03/22/2011, 03/29/2011, 04/05/2011, 04/12/2011, 04/19/2011, 04/26/2011, 05/03/2011",http://www.villagevoice.com/events/rock-n-twang-live-band-karaoke-506804/,'Rock 'N' Twang Live Band Karaoke',30 W. 26th St.,New York,free,,Hill Country Barbecue,NY,
"03/16/2011, 05/04/2011, 04/27/2011, 04/20/2011, 04/13/2011, 04/06/2011, 03/30/2011, 03/23/2011, 06/15/2011, 06/08/2011, 06/01/2011, 05/25/2011, 05/18/2011, 05/11/2011",http://www.villagevoice.com/events/jason-blum-1056446/,Jason Blum,30 W. 26th St.,New York,free,,Hill Country Barbecue,NY,
"6/11/2011, 4/9/2011, 5/14/2011",http://www.villagevoice.com/events/downhome-live-389420/,'Downhome Live',700 E. 9th St.,New York,,,Banjo Jim's,NY,
03/21/2011,http://www.villagevoice.com/events/royksopp-2444990/,Royksopp,125 E. 11th St.,New York,$30-$35,"Playing a round of Canadian and East Coast dates in support of their 2010 release Senior, Norwegian electro duo Royksopp will likely amplify the relatively subdued, squish-tempo tones of that record in a room like Webster. Think of the bright plastic, injection-molded beats of 2009's Junior, say, or maybe those memories of when your European college buddy threw an impromptu glitter and Ajax party in the student union. Wear your Hypercolor.</p>",Webster Hall,NY,http://vvoice.vo.llnwd.net/e12/6089825.47.jpg
03/20/2011,http://www.villagevoice.com/events/royksopp-jon-hopkins-2444610/,Royksopp+Jon Hopkins,66 N. 6th St.,Brooklyn,sold out,,Music Hall of Williamsburg,NY,
03/22/2011,http://www.villagevoice.com/events/bill-nace-and-mv-carbon-2444936/,Bill Nace & MV Carbon,Avenue C at East 2nd Street,New York,$5,,The Stone,NY,
"04/29/2011, 05/06/2011, 03/18/2011, 03/25/2011, 04/01/2011, 04/08/2011, 04/15/2011, 04/22/2011, 05/13/2011, 05/20/2011, 05/27/2011, 06/03/2011, 06/10/2011",http://www.villagevoice.com/events/gospel-queens-of-brooklyn-1311233/,Gospel Queens of Brooklyn,75 Christopher St.,New York,,,Fat Cat,NY,
"05/22/2011, 05/29/2011, 06/05/2011, 06/12/2011, 04/03/2011, 03/27/2011, 03/20/2011, 05/15/2011, 05/08/2011, 05/01/2011, 04/24/2011, 04/17/2011, 04/10/2011",http://www.villagevoice.com/events/sunday-gospel-brunch-477797/,'Sunday Gospel Brunch',237 W. 42nd St.,New York,$40-$42.50,Featuring the Harlem Gospel Choir.</p>,B.B. King Blues Club & Grill,NY,
03/19/2011,http://www.villagevoice.com/events/belezanyc-2439277/,'BelezaNYC',158 Bleecker St.,New York,$5-$10,,(le) Poisson Rouge,NY,
03/17/2011,http://www.villagevoice.com/events/dub-trio-2439990/,Dub Trio,217 E. Houston St.,New York,$10,"Working simultaneously as crack session players, a go-to support act (for Matisyahu and others), and as their own ferociously expressive act, Brooklyn's Dub Trio has figured out their own way of hybridism in the 21st century. After the acclaim of 2008's Another Sound Is Dying, new material has been surfacing lately in the form of EPs. The format's brevity doesn't make the trio's metal-shop echo and clang any less formidable. With Heldin.</p>",Mercury Lounge,NY,http://vvoice.vo.llnwd.net/e12/6081377.47.jpg
03/22/2011,http://www.villagevoice.com/events/pedro-moraes-2439153/,Pedro Moraes,425 Lafayette St.,New York,$15,,Joe's Pub,NY,
"04/18/2011, 04/25/2011, 04/11/2011, 04/04/2011, 03/28/2011, 03/21/2011, 05/02/2011, 05/09/2011, 05/16/2011, 05/23/2011, 05/30/2011, 06/06/2011, 06/13/2011",http://www.villagevoice.com/events/jam-rock-with-squeeze-859057/,'Jam Rock with Squeeze',204 Varick St.,New York,,,S.O.B.'s,NY,
03/15/2011,http://www.villagevoice.com/events/gyorgy-ligeti-2422418/,Gyorgy Ligeti,158 Bleecker St.,New York,$15-$18,,(le) Poisson Rouge,NY,
03/27/2011,http://www.villagevoice.com/events/jack-quartet-2453265/,JACK Quartet,158 Bleecker St.,New York,$15,,(le) Poisson Rouge,NY,
03/29/2011,http://www.villagevoice.com/events/marino-formenti-2453301/,Marino Formenti,158 Bleecker St.,New York,$15,,(le) Poisson Rouge,NY,
03/15/2011,http://www.villagevoice.com/events/hungarian-echoes-i-esa-pekka-salonen-marino-formenti-2428334/,'Hungarian Echoes I: Esa-Pekka Salonen+Marino Formenti',20 W. 63rd St.,New York,$30-$115,,Avery Fisher Hall,NY,
03/17/2011,http://www.villagevoice.com/events/navegante-ski-beatz-and-the-senseis-2439253/,Navegante+Ski Beatz & the Senseis,158 Bleecker St.,New York,$10,,(le) Poisson Rouge,NY,
03/19/2011,http://www.villagevoice.com/events/anders-osborne-leroy-justice-2434593/,Anders Osborne+Leroy Justice,61 Wythe Ave.,Brooklyn,$10,,Brooklyn Bowl,NY,
03/22/2011,http://www.villagevoice.com/events/brooklyn-rundfunk-orkestrata-2445143/,Brooklyn Rundfunk Orkestrata,431 W. 16th St.,New York,$20-$25,,Highline Ballroom,NY,
03/17/2011,http://www.villagevoice.com/events/joan-la-barbara-2446608/,Joan La Barbara,46 Barrow St.,New York,$10-$15,"As though Auto-Tuned at birth, no singer does more unlikely things with her voice--including chordal emissions, ululations, and circular singing--than this venerable, modernist performer/composer. La Barbara will mark St. Patrick's Day with two James Joyce-inspired works by John Cage, ""The Wonderful Widow of Eighteen Springs"" and ""Nowth Upon Nacht."" She'll also perform Morton Feldman's tiniest composition, ""Only,"" as well as ""Gatekeeper"" for ""amplified voice and sonic atmosphere"" from her opera-in-progress inspired by Virginia Woolf and Joseph Cornell.</p>",Greenwich House Music School,NY,http://vvoice.vo.llnwd.net/e12/6081351.47.jpg
03/16/2011,http://www.villagevoice.com/events/this-ambitious-orchestra-and-corn-mo-2439987/,This Ambitious Orchestra & Corn Mo,217 E. Houston St.,New York,$10,,Mercury Lounge,NY,
03/16/2011,http://www.villagevoice.com/events/noveller-2444922/,Noveller,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/16/2011,http://www.villagevoice.com/events/todd-reynolds-2445239/,Todd Reynolds,232 3rd St.,Brooklyn,$8-$20,,Issue Project Room,NY,
03/16/2011,http://www.villagevoice.com/events/doveman-the-burgundy-stain-sessions-2439222/,'Doveman: The Burgundy Stain Sessions',158 Bleecker St.,New York,$15,,(le) Poisson Rouge,NY,
03/16/2011,http://www.villagevoice.com/events/carlos-giffoni-and-spencer-yeh-duo-2444923/,Carlos Giffoni & Spencer Yeh Duo,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/17/2011,http://www.villagevoice.com/events/david-linton-2444928/,David Linton,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/17/2011,http://www.villagevoice.com/events/ben-vida-2445240/,Ben Vida,232 3rd St.,Brooklyn,,,Issue Project Room,NY,
03/17/2011,http://www.villagevoice.com/events/david-watson-and-ignaz-schick-2444929/,David Watson & Ignaz Schick,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/18/2011,http://www.villagevoice.com/events/chris-forsyth-and-the-paranoid-cat-band-suzanne-langille-2445242/,Chris Forsyth & the Paranoid Cat Band+Suzanne Langille,232 3rd St.,Brooklyn,$10,,Issue Project Room,NY,
03/19/2011,http://www.villagevoice.com/events/james-ilgenfritz-2445247/,James Ilgenfritz,232 3rd St.,Brooklyn,free,,Issue Project Room,NY,
03/20/2011,http://www.villagevoice.com/events/metal-mountains-2444934/,Metal Mountains,Avenue C at East 2nd Street,New York,$5,,The Stone,NY,
03/20/2011,http://www.villagevoice.com/events/sanaton-2444935/,Sanaton,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/22/2011,http://www.villagevoice.com/events/andrea-parkins-2444937/,Andrea Parkins,Avenue C at East 2nd Street,New York,$10,,The Stone,NY,
03/25/2011,http://www.villagevoice.com/events/life-in-a-blender-2453112/,Life in a Blender,425 Lafayette St.,New York,$15,,Joe's Pub,NY,
03/29/2011,http://www.villagevoice.com/events/frank-bretschneider-yannick-franck-2445249/,Frank Bretschneider+Yannick Franck,232 3rd St.,Brooklyn,$15,,Issue Project Room,NY,
03/17/2011,http://www.villagevoice.com/events/murphys-law-the-krays-polyabuse-2444942/,Murphy's Law+the Krays+Polyabuse,256 Grand St.,Brooklyn,$12,,The Trash Bar,NY,
"03/29/2011, 04/19/2011, 05/31/2011, 06/07/2011, 06/14/2011, 04/05/2011, 04/12/2011, 03/22/2011, 04/26/2011, 05/03/2011, 05/10/2011, 05/17/2011, 05/24/2011",http://www.villagevoice.com/events/slavic-soul-party-155084/,'Slavic Soul Party',376 9th St.,Brooklyn,$10,"Slavic Soul Party are Eastern Europe's answer to the funk (and ""Grunt"") of the J.B.'s or, more recently, the Budos Band. On their recordings, and every Tuesday at Barb&egrave;s, the 10-person brass ensemble pins Gypsy melodies against the sort of jazzy r&b horn collages you hear in movies adapted from Elmore Leonard books. The best part, though, is how they interact with their audience at their concerts, sometimes breaking the fourth wall, and really making each word in their name&#151;especially the last&#151;pull its weight.</p>",Barbes,NY,http://vvoice.vo.llnwd.net/e12/4232102.47.jpg
03/17/2011,http://www.villagevoice.com/events/chocolate-genius-and-toshi-reagon-2439227/,Chocolate Genius & Toshi Reagon,158 Bleecker St.,New York,$15-$18,,(le) Poisson Rouge,NY,
"03/21/2011, 05/09/2011, 05/02/2011, 04/25/2011, 04/18/2011, 04/11/2011, 06/13/2011, 05/23/2011, 05/30/2011, 06/06/2011, 04/04/2011, 03/28/2011, 05/16/2011",http://www.villagevoice.com/events/monday-night-soul-sessions-609878/,'Monday Night Soul Sessions',345 Grand St.,Brooklyn,,"Hosted by Chauncey Yearwood with Andy Cotton, Brian J, and more.</p>",Rose Live Music,NY,
"05/04/2011, 03/23/2011, 03/30/2011, 04/06/2011, 04/13/2011, 04/20/2011, 05/11/2011, 05/18/2011, 05/25/2011, 06/01/2011, 06/08/2011, 06/15/2011, 04/27/2011",http://www.villagevoice.com/events/little-rickys-rib-shack-303647/,Little Ricky's Rib Shack,419 W. 13th St.,New York,$10,"DJ Rich Medina spins soul, hip-hop, Afrobeat, and jazz downstairs.</p>",APT,NY,
03/18/2011,http://www.villagevoice.com/events/i-miss-real-hip-hop-2444911/,'I Miss Real Hip Hop',125 Fifth Ave.,Brooklyn,$10,,Southpaw,NY,
03/18/2011,http://www.villagevoice.com/events/dujeous-plastiq-passion-the-bright-white-2439992/,Dujeous+Plastiq Passion+the Bright White,217 E. Houston St.,New York,$10,,Mercury Lounge,NY,
03/22/2011,http://www.villagevoice.com/events/hot-97s-official-xxl-2011-freshman-live-concert-2434472/,'Hot 97's Official XXL 2011 Freshman Live Concert',237 W. 42nd St.,New York,$15-$20,,B.B. King Blues Club & Grill,NY,
03/22/2011,http://www.villagevoice.com/events/pharoahe-monch-2444883/,Pharoahe Monch,70 North 6th St.,Brooklyn,,,Public Assembly,NY,
03/25/2011,http://www.villagevoice.com/events/mos-def-ruby-dee-guy-davis-2445164/,Mos Def+Ruby Dee+Guy Davis,431 W. 16th St.,New York,$35,,Highline Ballroom,NY,
03/27/2011,http://www.villagevoice.com/events/lil-wayne-2453708/,Lil Wayne,1255 Hempstead Tpke,Uniondale,$55-$125,,Nassau Veterans Memorial Coliseum,NY,
"4/2/2011, 6/4/2011, 5/7/2011",http://www.villagevoice.com/events/the-rub-859090/,The Rub,125 Fifth Ave.,Brooklyn,,"Hip-hop dance party with DJs Cosmo Baker, Ayres & Eleven.</p>",Southpaw,NY,
"03/17/2011, 06/09/2011, 06/16/2011, 05/26/2011, 06/02/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011, 04/14/2011, 04/07/2011, 03/31/2011, 03/24/2011",http://www.villagevoice.com/events/brooklyn-freestyle-sessions-219119/,'Brooklyn Freestyle Sessions',345 Grand St.,Brooklyn,,Live jazz/funk/Afro-dub soul jam sessions with Mobius Collective and rotating guests.</p>,Rose Live Music,NY,
03/18/2011,http://www.villagevoice.com/events/crystal-castles-2444938/,Crystal Castles,610 W. 56th St.,New York,sold out,"We'd be glad to write off Crystal Castles as neon-hoodie-scene succubi, but their second eponymous record was just too sharp, too similar to lucid dreaming. Their newly evolved sonic distortion and blissful melancholia has cemented them as the band too good to hate. Tonight's show at Terminal 5 is sold out, don't you know, so take pleasure in the mysterious chemistry of Ethan Kath and Alice Glass as they scream and discombobulate to their hearts' content. With Teengirl Fantasy.</p>",Terminal 5,NY,http://vvoice.vo.llnwd.net/e12/6081411.47.jpg
03/21/2011,http://www.villagevoice.com/events/british-sea-power-2439981/,British Sea Power,1039 Washington St.,Hoboken,$15,"After over a decade in existence, it looks like this sweeping, dynamic indie band is finally coming into its own.  2007's Krankenhaus? first suggested that they were hitting their stride and now their new album, Valhalla Dancehall, seems like an early contender for album of their year. The Brighton band seems hungry for bigger venues with this bigger sound--though given their history of bad luck with stage diving, hopefully they've learned their lesson about crowd interaction. With A Classic Education.</p>",Maxwell's,NJ,http://vvoice.vo.llnwd.net/e12/6089779.47.jpg
03/22/2011,http://www.villagevoice.com/events/mike-gordon-2434599/,Mike Gordon,61 Wythe Ave.,Brooklyn,sold out,"Anyone's who's ever naively compared Phish's sound to that of the Grateful Dead will find ample evidence in Phish bassist Mike Gordon's solo group. Which isn't to say it's anything less than one of the more deliciously exploratory, viscerally lava lamp-like, and often quite eccentric exemplars of the shrinking jamband subgenre. And if you've ever wondered what Manhattan hippie haven Wetlands sounded (and, perhaps, even smelled) like ""back in the day,"" check out Gordon's two-night stand here and testify, child.</p>",Brooklyn Bowl,NY,http://vvoice.vo.llnwd.net/e12/6090235.47.jpg
03/17/2011,http://www.villagevoice.com/events/the-pogues-2428054/,The Pogues,610 W. 56th St.,New York,$65-$70,"The Pogues return to the U.S., playing three nights in honor of St. Patrick's Day.</p>",Terminal 5,NY,http://vvoice.vo.llnwd.net/e12/6052034.47.jpg
"04/24/2011, 03/20/2011, 03/27/2011, 04/03/2011, 04/10/2011, 04/17/2011, 05/01/2011, 05/08/2011, 05/15/2011, 05/22/2011, 05/29/2011, 06/05/2011, 06/12/2011",http://www.villagevoice.com/events/the-scratcher-sessions-643055/,'The Scratcher Sessions',209 E. 5th St.,New York,,The Voice staff's home away from home features solid singer-songwriter acts every Sunday. Solo acts and duos only; seek thy massive klezmer dance parties elsewhere. This week: John Ladeau.</p>,Scratcher,NY,http://vvoice.vo.llnwd.net/e12/5995429.47.jpg
03/17/2011,http://www.villagevoice.com/events/jamesons-revenge-shilelagh-law-2434647/,Jameson's Revenge+Shilelagh Law,121 W. 45th St.,New York,,,Connolly's Pub,NY,
03/17/2011,http://www.villagevoice.com/events/kirk-kellys-east-village-paddys-day-bash-2444973/,'Kirk Kelly's East Village Paddy's Day Bash',125 E. 11th St.,New York,$7-$10,,Webster Hall,NY,
03/17/2011,http://www.villagevoice.com/events/the-addicts-2445078/,The Addicts,11 W. 53rd St.,New York,$23,,Gramercy Theater,NY,
03/17/2011,http://www.villagevoice.com/events/black-47-lia-fail-pipe-band-2434459/,Black 47+Lia Fail Pipe Band,237 W. 42nd St.,New York,$25-$30,,B.B. King Blues Club & Grill,NY,
03/17/2011,http://www.villagevoice.com/events/mad-wow-jeff-beam-preservation-society-my-uncle-wolf-2444915/,Mad Wow+Jeff Beam Preservation Society+My Uncle Wolf,214 Sullivan St.,New York,$10,,Sullivan Hall,NY,
03/17/2011,http://www.villagevoice.com/events/saint-patricks-day-for-sinners-2434498/,'Saint Patrick's Day for Sinners',149 7th St.,Brooklyn,$10,,Bell House,NY,
03/17/2011,http://www.villagevoice.com/events/battle-ave-tea-club-da-comrade-ursa-major--2445040/,"Battle Ave Tea Club+Da Comrade!+Ursa Major,",289 Kent Ave.,Brooklyn,$7,,Glasslands Gallery,NY,
03/17/2011,http://www.villagevoice.com/events/diamond-doves-the-woes-max-silvestri-2445101/,Diamond Doves the Woes+Max Silvestri,249 4th Avenue,Brooklyn,$10,,The Rock Shop,NY,
03/17/2011,http://www.villagevoice.com/events/good-omens-tood-is-each-new-moment-small-devices-2445061/,Good Omens+Tood is Each New Moment+Small Devices,245 Grand Street,Brooklyn,$6,,Bruar Falls,NY,
03/17/2011,http://www.villagevoice.com/events/marching-teeth-fake-hooker-parakeets-2434617/,Marching Teeth+Fake Hooker+Parakeets,152 Ludlow St.,New York,$8,,Cake Shop,NY,
03/17/2011,http://www.villagevoice.com/events/mayor-west-the-body-electric-detournement-2439976/,MayOr West+the Body Electric+Detournement,1039 Washington St.,Hoboken,$8,,Maxwell's,NJ,
03/17/2011,http://www.villagevoice.com/events/the-ravers-frisky-billionaires-grant-damon-2445047/,The Ravers+Frisky Billionaires+Grant Damon,105 Eldridge St.,New York,$7,,Fontana's,NY,
03/17/2011,http://www.villagevoice.com/events/the-thang-the-hollows-swear-and-shake-2445086/,The Thang+the Hollows+Swear & Shake,184-6 Bedford Ave.,Brooklyn,,,Spike Hill,NY,
03/17/2011,http://www.villagevoice.com/events/cal-folger-day-robbie-gil-jason-anderson-2444855/,Cal Folger Day+Robbie Gil+Jason Anderson,709 Lorimer St.,Brooklyn,,,Pete's Candy Store,NY,
03/17/2011,http://www.villagevoice.com/events/dirtbag-charlie-clearview-2439288/,Dirtbag Charlie+Clearview,93 Second Ave.,New York,$6,,Lit Lounge,NY,
03/17/2011,http://www.villagevoice.com/events/esque-face-control-revival-times-2444999/,Esque+Face Control+Revival Times,49 S. 2nd St.,Brooklyn,$7,,Death By Audio,NY,
03/17/2011,http://www.villagevoice.com/events/neil-hamburger-2445074/,Neil Hamburger,361 Metropolitan Ave.,Brooklyn,$12-$14,,Knitting Factory,NY,
03/17/2011,http://www.villagevoice.com/events/vulgaras-the-attic-ends-echo-kings-2439988/,Vulgaras+the Attic Ends+Echo Kings,217 E. Houston St.,New York,$10,,Mercury Lounge,NY,
03/17/2011,http://www.villagevoice.com/events/the-beauties-corrupt-autopilot-2444874/,The Beauties+Corrupt Autopilot,158 Ludlow St.,New York,$8,,Pianos,NY,
03/17/2011,http://www.villagevoice.com/events/the-dead-kenny-gs-sex-mob-2434591/,The Dead Kenny G's+Sex Mob,61 Wythe Ave.,Brooklyn,$5-$8,,Brooklyn Bowl,NY,
03/18/2011,http://www.villagevoice.com/events/dr-acula-the-judas-syndrome-scare-dont-fear-2434681/,Dr. Acula+the Judas Syndrome+Scare Don't Fear,98-104 Meserole Ave.,Brooklyn,$10,,Europa Night Club,NY,
03/18/2011,http://www.villagevoice.com/events/norma-jean-2445080/,Norma Jean,127 E. 23rd St.,New York,$16,,Gramercy Theater,NY,
03/18/2011,http://www.villagevoice.com/events/ellis-ashbrook-jason-yudoff-and-the-new-hotness-la-sera-2444901/,Ellis Ashbrook+Jason Yudoff & the New Hotness+La Sera,100 Lafayette St.,New York,$10,,Santos' Party House,NY,
03/18/2011,http://www.villagevoice.com/events/crush-of-empires-the-swear-and-shake-2434431/,Crush of Empires+the Swear & Shake,95 Stanton St.,New York,,,Arlene's Grocery,NY,
03/18/2011,http://www.villagevoice.com/events/dog-soldier-society-redlight-cinema-hoodless-2444978/,Dog Soldier Society+Redlight Cinema+Hoodless,125 E. 11th St.,New York,$10-$12,,Webster Hall,NY,
03/18/2011,http://www.villagevoice.com/events/the-stairwells-big-phony-blueberry-2439303/,The Stairwells+Big Phony+Blueberry,154 Ludlow St.,New York,,,Living Room,NY,
03/18/2011,http://www.villagevoice.com/events/mr-breakdown-montague-terrace-council-2444916/,Mr. Breakdown+Montague Terrace+Council,214 Sullivan St.,New York,$10,,Sullivan Hall,NY,
03/18/2011,http://www.villagevoice.com/events/pui-sweet-fix-the-august-infinity-2445140/,PUi+Sweet Fix+the August Infinity,431 W. 16th St.,New York,$12-$15,,Highline Ballroom,NY,
03/18/2011,http://www.villagevoice.com/events/the-statesmen-erik-deutsch-band-2434530/,The Statesmen+Erik Deutsch Band,327 Bowery,New York,,,Bowery Electric,NY,
03/18/2011,http://www.villagevoice.com/events/winter-gloves-young-galaxy-2439993/,Winter Gloves+Young Galaxy,217 E. Houston St.,New York,$10,,Mercury Lounge,NY,
03/18/2011,http://www.villagevoice.com/events/black-wine-pregnant-brick-mower-2434618/,Black Wine+Pregnant+Brick Mower,152 Ludlow St.,New York,$7,,Cake Shop,NY,
03/18/2011,http://www.villagevoice.com/events/the-heavy-pets-fever-train-2434592/,The Heavy Pets+Fever Train,61 Wythe Ave.,Brooklyn,$5,,Brooklyn Bowl,NY,
03/18/2011,http://www.villagevoice.com/events/kidding-on-the-square-yankee-bang-bang-field-theory-2445102/,Kidding on the Square+Yankee Bang Bang+Field Theory,249 4th Avenue,Brooklyn,$7,,The Rock Shop,NY,
03/18/2011,http://www.villagevoice.com/events/rebecca-perl-mister-loom-2445050/,Rebecca Perl+Mister Loom,105 Eldridge St.,New York,$8,,Fontana's,NY,
03/18/2011,http://www.villagevoice.com/events/sea-of-dogs-noisekids-big-soda-2445062/,Sea of Dogs+NoiseKids+Big Soda,245 Grand Street,Brooklyn,$6,,Bruar Falls,NY,
03/18/2011,http://www.villagevoice.com/events/starving-the-tsunami-zula-gung-ho-2444943/,Starving the Tsunami+Zula+Gung Ho,256 Grand St.,Brooklyn,$8,,The Trash Bar,NY,
03/18/2011,http://www.villagevoice.com/events/let-me-run-the-wait-jaguar-shark-2439977/,Let Me Run+the Wait+Jaguar Shark,1039 Washington St.,Hoboken,$8,,Maxwell's,NJ,
03/18/2011,http://www.villagevoice.com/events/beacon-the-stalkers-nt-2445041/,Beacon+the Stalkers+NT,289 Kent Ave.,Brooklyn,$7,,Glasslands Gallery,NY,
03/18/2011,http://www.villagevoice.com/events/ink-bleeds-through-sneaky-castro-2439289/,Ink Bleeds Through+Sneaky Castro,93 Second Ave.,New York,$6,,Lit Lounge,NY,
03/18/2011,http://www.villagevoice.com/events/walter-lukens-jason-loughlin-glenn-yoder-2444856/,Walter Lukens+Jason Loughlin+Glenn Yoder,709 Lorimer St.,Brooklyn,free,,Pete's Candy Store,NY,
03/18/2011,http://www.villagevoice.com/events/invisible-allies-2444875/,Invisible Allies,158 Ludlow St.,New York,$15,,Pianos,NY,
03/19/2011,http://www.villagevoice.com/events/no-mercy-metal-2434682/,No Mercy Metal,98-104 Meserole Ave.,Brooklyn,$10,,Europa Night Club,NY,
03/19/2011,http://www.villagevoice.com/events/cky-2445081/,CKY,127 E. 23rd St.,New York,$20,,Gramercy Theater,NY,
03/19/2011,http://www.villagevoice.com/events/stateside-airismine-belladonna-2444984/,Stateside+Airismine+Belladonna,125 E. 11th St.,New York,$10,,Webster Hall,NY,
03/19/2011,http://www.villagevoice.com/events/jay-banerjee-shakedown-at-the-majestic-mighty-fine-2445051/,Jay Banerjee+Shakedown at the Majestic+Mighty Fine,105 Eldridge St.,New York,$8,,Fontana's,NY,
03/19/2011,http://www.villagevoice.com/events/the-f-units-le-mood-wisegirl-2434531/,The F-Units+Le Mood+Wisegirl,327 Bowery,New York,,,Bowery Electric,NY,
03/19/2011,http://www.villagevoice.com/events/fatty-acid-space-ghost-cowboys-the-brooklyn-what-2444944/,Fatty Acid+Space Ghost Cowboys+the Brooklyn What,256 Grand St.,Brooklyn,$8,,The Trash Bar,NY,
03/19/2011,http://www.villagevoice.com/events/folklore-borrowed-eyes-sleeping-bag-2445063/,Folklore+Borrowed Eyes+Sleeping Bag,245 Grand Street,Brooklyn,$8,,Bruar Falls,NY,
03/19/2011,http://www.villagevoice.com/events/monuments-the-national-rifle-my-pet-dragon-2434619/,Monuments+the National Rifle+My Pet Dragon,152 Ludlow St.,New York,$8,,Cake Shop,NY,
03/19/2011,http://www.villagevoice.com/events/matt-pond-rocky-votolato-2434584/,Matt Pond+Rocky Votolato,6 Delancey St.,New York,$15,,Bowery Ballroom,NY,
03/19/2011,http://www.villagevoice.com/events/quiet-loudly-28-degrees-taurus-telenovelas-2444876/,Quiet Loudly+28 Degrees Taurus+Telenovelas,158 Ludlow St.,New York,$10,,Pianos,NY,
03/19/2011,http://www.villagevoice.com/events/scarlet-fever-east-2439978/,'Scarlet Fever East',1039 Washington St.,Hoboken,,,Maxwell's,NJ,
03/19/2011,http://www.villagevoice.com/events/st-patricks-day-celebration-2445103/,'St. Patrick's Day Celebration',249 4th Avenue,Brooklyn,$7,,The Rock Shop,NY,
03/19/2011,http://www.villagevoice.com/events/tallahassee-last-good-tooth-hinkley-2444967/,Tallahassee+Last Good Tooth+Hinkley,702 Union St.,Brooklyn,$7,,Union Hall,NY,
03/19/2011,http://www.villagevoice.com/events/vanilla-fudge-funky-knights-2434467/,Vanilla Fudge+Funky Knights,237 W. 42nd St.,New York,$30-$35,,B.B. King Blues Club & Grill,NY,
03/19/2011,http://www.villagevoice.com/events/roadside-graves-natureboy-gunfight--2445042/,Roadside Graves+Natureboy+GunFight!,289 Kent Ave.,Brooklyn,$8,,Glasslands Gallery,NY,
03/19/2011,http://www.villagevoice.com/events/ghxst-black-hearted-diamond-boy-blissed-out-2444903/,Ghxst+Black Hearted Diamond Boy+Blissed Out,100 Lafayette St.,New York,free-$5,,Santos' Party House,NY,
03/19/2011,http://www.villagevoice.com/events/manner-to-the-wedding-2439290/,Manner+To the Wedding,93 Second Ave.,New York,$6,,Lit Lounge,NY,
03/19/2011,http://www.villagevoice.com/events/the-men-hank-wood-and-the-hammerheads-partial-people-2445000/,The Men+Hank Wood & the Hammerheads+Partial People,49 S. 2nd St.,Brooklyn,$7,,Death By Audio,NY,
03/19/2011,http://www.villagevoice.com/events/the-nouvellas-the-waivers-lead-stones-2445098/,The Nouvellas+the Waivers+Lead Stones,484 Union Ave.,Brooklyn,,,Union Pool,NY,
03/19/2011,http://www.villagevoice.com/events/salem-lil-ugly-mane-2444902/,Salem+Lil' Ugly Mane,100 Lafayette St.,New York,$15,,Santos' Party House,NY,
03/19/2011,http://www.villagevoice.com/events/young-galaxy-winter-gloves-peephole-2445077/,Young Galaxy+Winter Gloves+Peephole,361 Metropolitan Ave.,Brooklyn,$10,,Knitting Factory,NY,
03/19/2011,http://www.villagevoice.com/events/schism-facelift-2439994/,Schism+Facelift,217 E. Houston St.,New York,$15,Tributes to Tool and Alice in Chains.</p>,Mercury Lounge,NY,
03/19/2011,http://www.villagevoice.com/events/the-pimps-of-joytime-dj-concerned-2434595/,The Pimps of Joytime+DJ Concerned,61 Wythe Ave.,Brooklyn,$8,,Brooklyn Bowl,NY,
03/20/2011,http://www.villagevoice.com/events/malignancy-ambient-death-humanity-falls-2434532/,Malignancy+Ambient Death+Humanity Falls,327 Bowery,New York,,,Bowery Electric,NY,
03/20/2011,http://www.villagevoice.com/events/admiral-fallow-numbers-and-letters-barefoot-walking-2439996/,Admiral Fallow+Numbers & Letters+Barefoot Walking,217 E. Houston St.,New York,$10,,Mercury Lounge,NY,
03/20/2011,http://www.villagevoice.com/events/japan-nite-lolita-no-18-mosome-tonebender-2434585/,'Japan Nite: Lolita No. 18+Mo'Some Tonebender',6 Delancey St.,New York,$13-$15,,Bowery Ballroom,NY,
