ticketPhone,title,website,moreInfoLink,from,tickets,latitude,times,to,description,venue,address,city,state,image,zipcode,longitude,email
(916) 966-2453,Summer Clay Camps,http://www.acaistudios.com,http://www.sacramento365.com/event/detail/441218383/Summer_Clay_Camps,,,38.64486,Mon-Fri 9am-1pm,,"Everyone likes to play in clay&hellip; just imagine what you can make and how much fun you will have making your projects with a group of others at this summer's Clay Camp. Kids are welcome to join at Clay Camp. Bring a sack lunch, come in your &quot;clay clothes,&quot; and tell your parents that the clay and glazes are non-toxic and washable. <br> <br> Kids learn about clay, the creative process, centering, and design. Both individual and team construction methods are taught. Individual work is created in the first week of the camp and a group project is completed the second week while the individual work is being glazed and fired. Camp group projects are on display at the gallery during the summer 2nd Saturday Art Walk Events.</p>			</p>    			<br><br>",Allied Ceramics Art Institute Studios & Gallery,7425 Winding Way,Fair Oaks,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218383/kids_pottery_medium.jpg,95628,-121.290715,
(916) 933-4056 or (916) 441-1751,13th Annual Race for the Arts,http://www.raceforthearts.com,http://www.sacramento365.com/event/detail/441224445/13th_Annual_Race_for_the_Arts,08/27/2011,,38.537495,Sat,08/27/2011,"Anyone who enjoys theatre, dance, music, art - and exercise - won't want to miss this annual celebration of the arts and the outdoors.</p> <p>Join for the 13th Annual Race for the Arts benefiting California non-profit performing, cultural and visual arts organizations, and school music, drama and arts programs. Run or walk to support your favorite organization or school program. Enjoy entertainment throughout, 42 interactive booths, costumed characters and a post-run party. 100% of your pledge monies benefit your designated group. Pledges are due September 30, 2011 (pledges are not a requirement for participation)</p> <p>Grab your shoes and come on out for the 5K Run/Walk - as well as Kids' Fun Runs (440-yard run for ages 6 and under, 1/2 mile for ages 7-9, 1 mile for ages 10-12). Starting Line: 15th Avenue and Land Park Drive, Sacramento</p> <p>Gear up for Race for the Arts with Off to the Races on&nbsp;August 20.</p> <p>Download a flyer from the Race For The Arts website&nbsp;(which can be personalized for your organization / school), entry form and pledge forms. Beginning July 4, entry forms will be available at Raley's, Bel Air, Hobrecht Lighting Design &amp; Decor and California Family Fitness locations.</p> <p>TEAMS OF 10 OR MORE WILL RECEIVE A 20 PERCENT DISCOUNT</p>			</p>    			<br><br>",William Land Park,4000 S. Landpark Drive,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224445/raceforthearts2011_logo_medium.jpg,95822,-121.50417,raceinfo@fleetfeetsacramento.com
(916) 928-6900,Taylor Swift: Speak Now World Tour,http://www.powerbalancepavilion.com/events,http://www.sacramento365.com/event/detail/441224401/Taylor_Swift_Speak_Now_World_Tour,09/03/2011,,38.648005,Sat,09/03/2011,"Taylor Swift, 2010's hottest touring artist, takes Power Balanace Pavilion by storm--one night only--with special guest Need to Breathe.</p>			</p>    			<br><br>",Power Balance Pavilion (formerly Arco Arena),1 Sports Parkway,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224401/taylor_swift_medium.jpg,95834,-121.517077,
(916) 442-8575,Certified Farmers' Market,http://www.downtownsac.org/DSPAPP/V/promo/farmers-markets.html,http://www.sacramento365.com/event/detail/441218961/Certified_Farmers_Market,,,38.571473,Tuesdays 10am-1:30pm,,"Downtown Farmers' Markets will be open to offer shoppers the finest fruits, vegetables, baked goods, flowers, herbs, and cheeses. The markets offer patrons a chance to come face to face with their food source. The Farmers&rsquo; Markets are a wonderful break from the ordinary grocery store. They offer the freshest California grown seasonal favorites from asparagus in the spring to apples in the fall.</p> <p>This event is produced by the Downtown Sacramento Partnership in cooperation with Certified Farmers&rsquo; Markets.</p>			</p>    			<br><br>",Fremont Park,16th & P Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218961/farmers_market_medium.jpg,95814,-121.488088,
(916) 442-8575,Certified Farmers' Market,http://www.downtownsac.org/DSPAPP/V/promo/farmers-markets.html,http://www.sacramento365.com/event/detail/441218963/Certified_Farmers_Market,,,38.5738652,Tuesdays 10am-1:30pm,,"Downtown Farmers Market&rsquo;s will be open to offer shoppers the finest fruits, vegetables, baked goods, flowers, herbs, and cheeses. The markets offer patrons a chance to come face to face with their food source. The Farmers&rsquo; Markets are a wonderful break from the ordinary grocery store. They offer the freshest California grown seasonal favorites from asparagus in the spring to apples in the fall.</p> <p>This event is produced by the Downtown Sacramento Partnership in cooperation with Certified Farmers&rsquo; Markets.</p> <p>&nbsp;</p>			</p>    			<br><br>",Roosevelt Park,940 P Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218963/farmers_market_medium.jpg,95814,-121.4971372,
(916) 442-8575,Certified Farmers' Market,http://www.downtownsac.org/DSPAPP/V/promo/farmers-markets.html,http://www.sacramento365.com/event/detail/441218979/Certified_Farmers_Market,,Free,38.577024,Thursdays 10am-1:30pm,,"Downtown Farmers' Markets will be open to offer shoppers the finest fruits, vegetables, baked goods, flowers, herbs, and cheeses. The markets offer patrons a chance to come face to face with their food source. The Farmers&rsquo; Markets are a wonderful break from the ordinary grocery store. They offer the freshest California grown seasonal favorites from asparagus in the spring to apples in the fall.</p> <p>This event is produced by the Downtown Sacramento Partnership in cooperation with Certified Farmers&rsquo; Markets.</p>			</p>    			<br><br>",Capitol Mall Greens,1300 7th St.,Capitol Mall<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218979/farmers_market_medium.jpg,95814,-121.4993534,
(916) 442-8575,Certified Farmers' Market,http://www.downtownsac.org/DSPAPP/V/promo/farmers-markets.html,http://www.sacramento365.com/event/detail/441218985/Certified_Farmers_Market,,,38.5769731,Thursdays 10am-1:30pm,,"Downtown Farmers Market&rsquo;s will be open to offer shoppers the finest fruits, vegetables, baked goods, flowers, herbs, and cheeses. The markets offer patrons a chance to come face to face with their food source. The Farmers&rsquo; Markets are a wonderful break from the ordinary grocery store. They offer the freshest California grown seasonal favorites from asparagus in the spring to apples in the fall.</p> <p>This event is produced by the Downtown Sacramento Partnership in cooperation with Certified Farmers&rsquo; Markets.</p> <p>The market is on the East End of Capitol Park, near 15th &amp;&nbsp;L&nbsp;Streets.</p>			</p>    			<br><br>",California State Capitol Park,13th and L St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218985/farmers_market_medium.jpg,95814,-121.490176,
(916) 442-8575,Certified Farmers' Market,http://www.downtownsac.org/DSPAPP/V/promo/farmers-markets.html,http://www.sacramento365.com/event/detail/441218975/Certified_Farmers_Market,,,38.580266,Fridays 10am-1:30pm,,"Downtown Farmers Market&rsquo;s will be open to offer shoppers the finest fruits, vegetables, baked goods, flowers, herbs, and cheeses. The markets offer patrons a chance to come face to face with their food source. The Farmers&rsquo; Markets are a wonderful break from the ordinary grocery store. They offer the freshest California grown seasonal favorites from asparagus in the spring to apples in the fall.</p> <p>This event is produced by the Downtown Sacramento Partnership in cooperation with Certified Farmers&rsquo; Markets.</p>			</p>    			<br><br>",St. Rose of Lima Park,7th St. & K St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218975/farmers_market_medium.jpg,95814,-121.497932,
(916) 442-8575,Certified Farmers' Market,http://www.downtownsac.org/DSPAPP/V/promo/farmers-markets.html,http://www.sacramento365.com/event/detail/441218971/Certified_Farmers_Market,,,38.581037,Wednesdays 10am-1:30pm,,"Downtown Farmers Market&rsquo;s will be open to offer shoppers the finest fruits, vegetables, baked goods, flowers, herbs, and cheeses. The markets offer patrons a chance to come face to face with their food source. The Farmers&rsquo; Markets are a wonderful break from the ordinary grocery store. They offer the freshest California grown seasonal favorites from asparagus in the spring to apples in the fall.</p> <p>This event is produced by the Downtown Sacramento Partnership in cooperation with Certified Farmers&rsquo; Markets.</p>			</p>    			<br><br>",Cesar Chavez Park,910 I Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218971/farmers_market_medium.jpg,95814,-121.493902,
(916) 930-0626,8th Annual Run for a Safe Haven,http://runforasafehaven.com/,http://www.sacramento365.com/event/detail/441247059/8th_Annual_Run_for_a_Safe_Haven,11/05/2011,$35,38.537495,Sat 8am-Noon,11/05/2011,"Come join for a morning of running, walking, and entertainment at My Sister's House's 8th Annual Run for a Safe Haven. Proceeds will support My Sister's House's services to aid Asian/Pacific Islander women and children impacted by domestic violence.</p> <p>Race begins from the corner of Freeport Blvd. &amp;&nbsp;Sutterville Road at William Land Park.</p>			</p>    			<br><br>",William Land Park,4000 S. Landpark Drive,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441247059/my_sisters_house_medium.jpg,95822,-121.50417,
(800) 225-2277,Bellydance Superstars: Bombay Bellywood (POSTPONED),http://www.bellydancesuperstars.com/,http://www.sacramento365.com/event/detail/441180271/Bellydance_Superstars_Bombay_Bellywood_POSTPONED,05/12/2011,,38.579137,Thurs,05/12/2011,"This event has been postponed until fall. New date TBA.</p> <p>Bombay Bellywood stars the Bellydance Superstars. There are now few in the world of Bellydance who have not been affected by the advent of the Bellydance Superstars and the first concerted effort to take this ancient art form into the mainstream of international entertainment up there along with ballet and shows like Riverdance. It has been a rocky road in many respects and many disbelievers had to be converted both in the established world of bellydance as well as the mainstream dance arts. By 2009 the BDSS, had performed concerts in 20 countries to well over a million people in over 600 shows including the biggest shows ever in the history of bellydance anywhere. Meanwhile when not touring BDSS stars have taught workshops in the four corners of the globe adding many more countries to the BDSS list.</p>			</p>    			<br><br>",Crest Theatre,1013 K Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441180271/bombay_bellywood_medium.jpg,95814,-121.493412,info@thecrest.com
(916) 608-6888,Folsom Symphony: Land That I Love,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=71374BA5-609C-4C07-9388-341574E5B2FD,http://www.sacramento365.com/event/detail/441177473/Folsom_Symphony_Land_That_I_Love,05/14/2011,$22-$55,38.662598,Sat 7:30pm,05/14/2011,"Founded in 2004 under the direction of Maestro Michael Neumann, the Folsom Symphony remains committed to the exciting and satisfying repertoire that reflects the brilliance&mdash;and enjoyability&mdash;of the classics. <br> <br> Their program Land That I Love contains selections from Bernstein, Grofe, Sousa, Horner, Morricone, and others.</p>			</p>    			<br><br>",Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441177473/1011_folsom_symphony_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(916) 608-6888,Folsom Lake College Music Department Concerts,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=7534232C-C99C-4ADC-876D-197350B3F8DD,http://www.sacramento365.com/event/detail/441177523/Folsom_Lake_College_Music_Department_Concerts,,,38.662598,FlC College Choir: Wed. May 4th 7:00 pm,,"Folsom Lake College <br> <br> Music Department<br> <br> Folsom Lake College music ensembles, solo performance studies and creative music studies provide students with the opportunity to develop performance skills by the study of music through performance with a capstone experience in public performance.<br> <br> Folsom Lake College Choir is designed for the college student who is interested in a musical experience in performance. This all-college ensemble is open to all students and adult community members.  The purpose of College Choir is to teach music through performance and to develop an appreciation for the art of choral music.  Literature performed includes the standard choral repertoire, contemporary and ethnic choral literature.<br> <br> Folsom Lake College Jazz Choir’s membership consists of students who are selected by audition.  This Jazz Choir performs choral literature selected from traditional to contemporary vocal jazz.  While fulfilling ensemble performance requirements for music majors, this ensemble provides the opportunity for selected students to learn through performance and experience the art of vocal jazz.<br> <br> Student Recital provides students studying music performance in vocal and instrumental music the opportunity to perform for the public.  Students perform a wide variety of literature from the standard to modern repertoire.<br> <br> Contemporary Songwriting Recital provides the public the opportunity to hear original works of students studying songwriting.<br> <br> 			</p>    			<br><br>",Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441177523/folsom_lake_college_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(916) 855-4145,Antelope Renaissance Choir,,http://www.sacramento365.com/event/detail/441218731/Antelope_Renaissance_Choir,05/14/2011,Free,38.710226,9:00 am,05/14/2011,"Now forming in Northeast Sacramento is the Antelope Renaissance Choir. SATB and countertenor voices interested in singing 15th and 16th century masses and motets are welcome to attend this organizational event to meet the director, Dr. Lee T. Lovallo of National University, view the repertoire, plan meetings and performances, and sing a little.  Choral experience required.  Please email Dr. Lovallo for access to free scores.</p>			</p>    			<br><br>",St. Andrew's Episcopal Church,7850 Watt Ave.,Antelope,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218731/renaissance_choir_photo_medium.jpg,95843,-121.3888222,llovallo@nu.edu
(916) 205-3970,Le Ballet Africain-Americain,http://www.fenixdrumanddance.com/,http://www.sacramento365.com/event/detail/441219136/Le_Ballet_AfricainAmericain,05/14/2011,,38.6088851,Sat 2pm &amp;&nbsp;8pm,05/14/2011,"Sacramento's premier African drum and dance troupe, Fenix Drum and Dance Company, invites the public to join them in a celebration of traditional West African drumming and dancing at their performance Le Ballet Africain-Americain.<br> .<br> The public is encouraged to act fast in purchasing their tickets. The Artisan Theatre was selected to provide the audience with an up close and intimate experience with the drumming and dances of West Africa.</p> <p>&ldquo;In order to provide the audience with an authentic experience, we deliberately chose a venue with limited seating. This means no bad seats and people will literally be able to feel the reverberations of the drums and see clearly the high energy moves of the dancers as they perform Le Ballet Africain-Americain,&rdquo; said producer Angela James.</p> <p>Choreographer, Olivia Yasim and drummer, Ross Mele recently returned from a two month stay in Guinea, West Africa where they collected new dances and rhythms.</p>			</p>    			<br><br>",Artisan Building,1901 Del Paso Blvd.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441219136/le_ballet_africain_americain_medium.jpg,95815,-121.4537259,fenixdrumanddance@yahoo.com
(877) 283-1567,One For The Road,http://sacgaymenschorus.org/,http://www.sacramento365.com/event/detail/441219145/One_For_The_Road,,,38.575913,Sacramento:,,"The men of the Sacramento Gay Men's Chorus have put together a very fun show with lots of familiar songs about traveling, destinations, and the call of the open road.<br> <br> The show will be performed six times in four cities over the course of two weeks, pack your bags, jump in the car, and come fly with us as we go on a musical journey!</p> <p>In addition to their Sacramento performances, you can also catch the show in these cities:<br> Loomis:&nbsp;Sat, April 30, 7pm at First United Methodist Church of Loomis (6414 Brace Road).&nbsp;Advance tickets&gt;<br> Stockton:&nbsp;Sun, May 1, 3pm at Central United Methodist Church of Stockton (3700 Pacific Avenue). Advance tickets&gt;<br> Davis:&nbsp;Sun, May 15, 4pm at Davis Community Church (412 C Street)&nbsp;Advance tickets&gt;</p>			</p>    			<br><br>",First United Methodist Church,2100 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441219145/one_for_the_road-postcard-4_medium.jpg,95816,-121.478288,sgmcinfo@gmail.com
(916) 690-7777,David Rogers Concert,http://sacramentoguitarsociety.org,http://www.sacramento365.com/event/detail/441219631/David_Rogers_Concert,05/15/2011,$5-$10 suggested donation,38.6576537,Sun 3pm-5pm,05/15/2011,"Recently called &quot;a prominent guitarist,&quot; by the New York Times and praised by The Washington Post for his &quot;astonishingly florid&quot; improvisations, Ashland, Oregon's David Rogers presents an evening of solo guitar music with strong leanings towards jazz, world, and classical music.<br> <br> An endorsing artist for GHS Strings, his music has been featured in major guitar magazines such as Fingerstyle Guitar in the United States and Akustic Gitarre, in Germany.  His solo and ensemble performances have been broadcast on American National Public Radio and Bayrische Rundfunk.<br> <br> David will play music from his new CD, Hummingbird, Spanish guitar favorites, a few songs by the Beatles and his own &quot;jazzy&quot; version of La Bamba.  David&rsquo;s background in jazz, improvisation, and classical music allows him to go in many different directions during his concerts.</p>			</p>    			<br><br>",Christ Community Church,5025 Manzanita Ave.,Carmichael,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441219631/david_rogers_medium.jpg,95608,-121.3277124,info@sacramentoguitarsociety.org
(916) 483-1386,Camerata California Celebrates South Pacific,http://www.cameratacalifornia.net,http://www.sacramento365.com/event/detail/441223859/Camerata_California_Celebrates_South_Pacific,05/15/2011,$50,38.63508,Sun 4pm,05/15/2011,"Sacramento's chamber choir, Camerata California, celebrates South Pacific with a special event.  Catch the fever and listen to, or join in,  the singing of  &quot;Bali Ha'i,&quot; &quot;Some Enchanted Evening,&quot;  &quot;I'm Gonna Wash That Man Right Outa My Hair,&quot; and additional tunes from South Pacific.  Entertainment to please everyone with Polynesian dance troop Dancers of the Pacific, music by ukulele master, Eric Stetson, the jazz trio Impromptu, and guest artist Levi Saelua on sax.  Of course, a silent auction not to miss!<br> <br> Enjoy exotic island drinks, wine, beer, soft drinks, bitter melon and prawn salad, papaya salad, cucumber salad, roast pork in banana leaves, whole baked fish Balinese style, chicken, mango, and melon curries, rice, fresh chutneys, Sambals, baked bananas in coconut sauce, and fresh fruits.</p>			</p>    			<br><br>",Home of Mary Wesley,5412 Gibbons Drive,Carmichael,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441223859/camerata_california_medium.jpg,95608,-121.338515,
(877) 532-7171,Song & Style,http://BobAndRoProductions.org,http://www.sacramento365.com/event/detail/441245843/Song_Style,05/15/2011,$15,38.5712095,Sun 7pm,05/15/2011,Vocalist Jay Casl and pianist Todd Troutman bring jazz to the Studio Theatre for one night only!</p>			</p>    			<br><br>,Studio Theatre,1028 R Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441245843/todd_troutman_medium.jpg,95814,-121.4963586,bobgerould@gmail.com
(916) 955-1952,In the Flow 4 Festival,http://www.intheflowsacramento.com,http://www.sacramento365.com/event/detail/441218059/In_the_Flow_4_Festival,,,38.5695317,Thurs 8pm,,"The 2011 In The Flow 4 Festival is a five day, multiple-venue, improvisational jazz/electronic/blues/world/poetry/art festival in the heart of Sacramento, including nationally known West Coast-based artists: Alex Cline, Vinny Golia, Steuart Liebig, Motoko Honda, Ross Hammond, Broun Fellinis, Ava Mendoza, Phillip Greenlief, Gino Robair, Alessandro Cortini, Nagual, Harley White Jr. Big Band, and many, many more!</p> <p>Shows occur at Press Club (2030 P&nbsp;St.), Phono Select Records (2312 K&nbsp;St.), Luna's Cafe&nbsp;(1414 16th St.), Antiquite Maison&nbsp;Privee&nbsp;(2114 P&nbsp;St.), and La Raza&nbsp;Galeria Posada (1024&nbsp;22nd St).</p> <p>Schedule:<br> Thursday, May 12<br> -8pm, Press Club: Olive Oil, PG 13, TBA, RACE!!!</p> <p>Friday, May 13<br> -6pm, Phono Select Records:&nbsp;Garage Jazz Architects, Slumgum, Chris Ferreira's Hum-Hum<br> -9pm, Luna's Cafe: NSAA hosts Poet vs. Band</p> <p>Saturday, May 14<br> -Noon-4pm, Phono Select Records: Ink on Suit Trio, Jaroba, Crepescule Trio, Nahum Zdybel and Alex Reiff<br> -11am-11pm, Antiquite Maison&nbsp;Privee: Daryl Shawn, Brotulid, Motoko Honda, Halfmonk, Rick!, Ross Hammond/Alex Cline/Vinny Golia/Steuart Liebig, Zap!, E2, Cave Women, Derek Keller, Alex Jenkins' Sound Immersion, Hearts + Horses, Lovely Builders, Broun Fellinis, Vinny Golia Sextet, Thin Air Orchestra</p> <p>Sunday, May 15<br> -Noon-3pm, Phono Select Records: Alex Jenkins and Dyne Eifertsen, Joe Carlson Trio, Grex<br> -1pm-3pm, La Raza Galeria Posada: Dottie and Michael Vlatkovich, Josh Fernandez Quartet, Ava Mendoza<br> -2pm-10pm, Antiquite Maison Privee:&nbsp;Instagon, James Neil Trio, Tom McNalley Trio, Lords of Outland, Rich Halley Quintet, Gerry Pineda, Electropoetic Coffee, Phillip Greenlief, Gino Robair and Alessandro Cortini, Nagual, Harley White Jr. Orchestra</p> <p>Monday, May 16<br> -6pm, Luna's Cafe: Kevin Corcoran/Wes Steed, Drifting Shapes, Element Brass Band, Anthony Coleman, RACE!!! Collective </p>			</p>    			<br><br>",Antiquite Maison Privee,2114 P Street,Sacramento,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441218059/ava_mendoza-91_medium.jpg,95816,-121.4808836,ross@rosshammond.com
(877) 537-6611,CARH's Annual En Vogue Unique Fashion Show Fundraiser,http://carh-inc.org/fashionshow,http://www.sacramento365.com/event/detail/441224789/CARHs_Annual_En_Vogue_Unique_Fashion_Show_Fundraiser,05/20/2011,,38.5758283,Fri 6pm-9pm,05/20/2011,"CARH's 3rd Annual En Vogue Unique Fashion Show Fundraiser benefits local children and adults with intellectual disabilities in the Sacramento and El Dorado Counties.<br> <br> The funds raised will be used to provide social programs and services to these amazing individuals, as well as increase CARH's ability to offer grants up to $1000 each to their clients for needs such as: dental and medical care, medical equipment, Summer camp scholarships, and other special needs.<br> <br> The event is a one-of-a-kind evening featuring: delicious hors d'ouerves and drinks, silent and live auction, raffle prizes, DJ, photo booth, Lady Luck game, Project Runway-inspired Fashion Design Competition, runway show featuring CARH's own clients in high styled thrift fashions from CARHs partner, Thrift Town.</p>			</p>    			<br><br>",Head Hunters Lounge & Cornerstone Restaurant,1930 K St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224789/sacramento_fashion_show_ticket_2011_medium.jpg,95814,-121.481292,Elisabeth@carh-inc.org
(916) 608-6888,Sacramento Guitar Society Benefit: Muriel Anderson & Tierra Negra,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=879418F1-F3CA-441A-A74E-4DBCF99D5D9C,http://www.sacramento365.com/event/detail/441177491/Sacramento_Guitar_Society_Benefit_Muriel_Anderson_Tierra_Negra,,$25,38.662598,Sat&nbsp;7:30pm,,"Acclaimed guitarist Muriel Anderson joins Flamenco dynamo Raughi Ebert of Tierra Negra at Three Stages. A second performance has been added. Come for a fiery evening with America's award-winning guitarist and harp-guitarist Muriel Anderson with flamenco guitarist Raughi Ebert of Tierra Negra. Anderson and Ebert are joined by percussionist Raul Ramirez and bassist Ariane Cap, familiar to Northern California audiences from the last tour. The performances are a benefit for the Sacramento Guitar Society.<br> <br> The praise for guitarist Muriel Anderson comes from on high: &quot;She plays it like we all wish to play,&quot; Les Paul. &ldquo;She deserves national recognition,&rdquo; Chet Atkins. &quot;... Excellent technique and the fine musicianship to communicate well to her audiences,&quot; Christopher Parkening. &ldquo;Muriel Anderson&hellip; has justifiably gained a reputation as one of the world&rsquo;s best and, most versatile, guitar instrumentalists.&rdquo; Chicago Tribune</p> <p>&ldquo;Coming as they do from some of the biggest names to ever perform on guitar, I would say the accolades for Muriel Anderson are exceptional, off-the-charts,&rdquo; notes Dave Pier, Executive Director of Three Stages at Folsom Lake College. &ldquo;To see her with Raughi Ebert in the intimacy of Stage Two&mdash;our 200-seat City Studio Theater&mdash;should be a real thrill.</p>			</p>    			<br><br>",Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441177491/1011_muriel_anderson_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(916) 608-6888,Rickie Lee Jones,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=DF4C827C-CB81-4D51-A04F-245A6ECDF009,http://www.sacramento365.com/event/detail/441223343/Rickie_Lee_Jones,05/26/2011,$25-$45,38.662598,Thurs 7:30pm,05/26/2011,"Three Stages presents Rickie Lee Jones in a live performance of her first two&mdash;and arguably most popular&mdash;albums. Ms. Jones (&ldquo;one of the most intriguing, idiosyncratic vocalists of our time&rdquo; -USA Today) brings her best-loved songs to Three Stages: &ldquo;Chuck E.&rsquo;s in Love,&rdquo;  &ldquo;We Belong Together,&rdquo; and more.</p> <p>&ldquo;She still sounds utterly unique.&rdquo; -Q Magazine</p>			</p>    			<br><br>",Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441223343/rickie_lee_jones_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(800) 225-2277,Alonzo G. Morris CD Release Show,http://www.thecrest.com,http://www.sacramento365.com/event/detail/441224423/Alonzo_G_Morris_CD_Release_Show,05/27/2011,$15,38.579137,Fri 7pm,05/27/2011,"Presented by Paradise Missionary Baptish Church, the Alonzo G. Morris CD Release Show includes a special performance with the Sacramento Philharmonic.</p>			</p>    			<br><br>",Crest Theatre,1013 K Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224423/alonzo_g_morris_medium.jpg,95814,-121.493412,info@thecrest.com
(916) 943-6410,Getting Sarai to UC Berkeley Fundraiser,,http://www.sacramento365.com/event/detail/440805195/Getting_Sarai_to_UC_Berkeley_Fundraiser,,,38.5742316,Thurs 5pm-11pm,,"Sarai - 2 - Berkeley campaign: Please join us for a Carnitas/Fajitas Buffet fundraiser to help support Sarai Rodriguez who was accepted to the prestigious Haas School of Business at UC Berkeley! Sarai has completed Sacramento City College with a 3.96 GPA with no assistance from State or Federal Financial Aid. She needs your support now! Please help her by supporting this fundraiser and/or making your contribution directly. There will be Mariachi music, DJ, raffle prizes, and entertainment.</p>			</p>    			<br><br>",Vallejo's Restaurant - 11th & O,1100 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/440805195/uc_berkeley_seal_medium.jpg,95814,-121.4943854,sarairodriguez47@yahoo.com
(916) 608-6888,Classical Masters Music Festival: Opening Gala Concert,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=BEB35117-92E3-4036-A136-D6EE24585B58,http://www.sacramento365.com/event/detail/441224219/Classical_Masters_Music_Festival_Opening_Gala_Concert,06/10/2011,$15-$49,38.662598,Fri 8pm,06/10/2011,"Partners of Three Stages present the Classical Masters Music Festival. Come out to the Opening Gala Concert featuring guest artists and judges: Richard Dowling, Marc Silverman, Daniel Alfred Wachs, William Corbett-Jones, Tien Hsieh, and Dmitry Rachmanov.</p>			</p>    			<br><br>",Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224219/piano_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(916) 928-6900,Marco Antonio Solis & Ana Gabriel,http://www.powerbalancepavilion.com/events,http://www.sacramento365.com/event/detail/441224381/Marco_Antonio_Solis_Ana_Gabriel,06/10/2011,,38.648005,Fri,06/10/2011,The return of Marco Antonio Solis &amp; Ana Gabriel to Sacramento!  Presenting the most recent production of Marco Antonio Solis&rsquo; &rdquo;En Total Plenitud&rdquo; and Ana Gabriel&rsquo;s &ldquo;Renacer.&rdquo;</p>			</p>    			<br><br>,Power Balance Pavilion (formerly Arco Arena),1 Sports Parkway,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224381/marco_antonio_solis_medium.png,95834,-121.517077,
